Parameter,Value,Layer,Key ID,Value Type,Action
CFG-MSGOUT-UBX_MON_SYS_I2C,10,RAM,0x2091069d,U1,Set
CFG-MSGOUT-UBX_MON_SYS_I2C,10,Flash,0x2091069d,U1,Set
CFG-MSGOUT-UBX_MON_SYS_SPI,0,RAM,0x209106a1,U1,Set
CFG-MSGOUT-UBX_MON_SYS_UART1,10,RAM,0x2091069e,U1,Set
CFG-MSGOUT-UBX_MON_SYS_UART1,10,Flash,0x2091069e,U1,Set
CFG-MSGOUT-UBX_MON_SYS_UART2,0,RAM,0x2091069f,U1,Set
CFG-MSGOUT-UBX_MON_SYS_USB,10,RAM,0x209106a0,U1,Set
CFG-MSGOUT-UBX_MON_SYS_USB,10,Flash,0x209106a0,U1,Set
UNKNOWN_0x20910430,0,RAM,0x20910430,U1,Set
UNKNOWN_0x20910434,0,RAM,0x20910434,U1,Set
UNKNOWN_0x20910431,0,RAM,0x20910431,U1,Set
UNKNOWN_0x20910432,0,RAM,0x20910432,U1,Set
UNKNOWN_0x20910433,0,RAM,0x20910433,U1,Set
UNKNOWN_0x20910435,0,RAM,0x20910435,U1,Set
UNKNOWN_0x20910439,0,RAM,0x20910439,U1,Set
UNKNOWN_0x20910436,0,RAM,0x20910436,U1,Set
UNKNOWN_0x20910437,0,RAM,0x20910437,U1,Set
UNKNOWN_0x20910438,0,RAM,0x20910438,U1,Set
UNKNOWN_0x20910465,0,RAM,0x20910465,U1,Set
UNKNOWN_0x20910469,0,RAM,0x20910469,U1,Set
UNKNOWN_0x20910466,0,RAM,0x20910466,U1,Set
UNKNOWN_0x20910467,0,RAM,0x20910467,U1,Set
UNKNOWN_0x20910468,0,RAM,0x20910468,U1,Set
UNKNOWN_0x20910565,0,RAM,0x20910565,U1,Set
UNKNOWN_0x20910569,0,RAM,0x20910569,U1,Set
UNKNOWN_0x20910566,0,RAM,0x20910566,U1,Set
UNKNOWN_0x20910567,0,RAM,0x20910567,U1,Set
UNKNOWN_0x20910568,0,RAM,0x20910568,U1,Set
UNKNOWN_0x20910475,0,RAM,0x20910475,U1,Set
UNKNOWN_0x20910479,0,RAM,0x20910479,U1,Set
UNKNOWN_0x20910476,0,RAM,0x20910476,U1,Set
UNKNOWN_0x20910477,0,RAM,0x20910477,U1,Set
UNKNOWN_0x20910478,0,RAM,0x20910478,U1,Set
UNKNOWN_0x20910480,0,RAM,0x20910480,U1,Set
UNKNOWN_0x20910484,0,RAM,0x20910484,U1,Set
UNKNOWN_0x20910481,0,RAM,0x20910481,U1,Set
UNKNOWN_0x20910482,0,RAM,0x20910482,U1,Set
UNKNOWN_0x20910483,0,RAM,0x20910483,U1,Set
UNKNOWN_0x20910485,0,RAM,0x20910485,U1,Set
UNKNOWN_0x20910489,0,RAM,0x20910489,U1,Set
UNKNOWN_0x20910486,0,RAM,0x20910486,U1,Set
UNKNOWN_0x20910487,0,RAM,0x20910487,U1,Set
UNKNOWN_0x20910488,0,RAM,0x20910488,U1,Set
UNKNOWN_0x20910490,0,RAM,0x20910490,U1,Set
UNKNOWN_0x20910494,0,RAM,0x20910494,U1,Set
UNKNOWN_0x20910491,0,RAM,0x20910491,U1,Set
UNKNOWN_0x20910492,0,RAM,0x20910492,U1,Set
UNKNOWN_0x20910493,0,RAM,0x20910493,U1,Set
UNKNOWN_0x20910495,0,RAM,0x20910495,U1,Set
UNKNOWN_0x20910499,0,RAM,0x20910499,U1,Set
UNKNOWN_0x20910496,0,RAM,0x20910496,U1,Set
UNKNOWN_0x20910497,0,RAM,0x20910497,U1,Set
UNKNOWN_0x20910498,0,RAM,0x20910498,U1,Set
UNKNOWN_0x20910500,0,RAM,0x20910500,U1,Set
UNKNOWN_0x20910504,0,RAM,0x20910504,U1,Set
UNKNOWN_0x20910501,0,RAM,0x20910501,U1,Set
UNKNOWN_0x20910502,0,RAM,0x20910502,U1,Set
UNKNOWN_0x20910503,0,RAM,0x20910503,U1,Set
UNKNOWN_0x20910505,0,RAM,0x20910505,U1,Set
UNKNOWN_0x20910509,0,RAM,0x20910509,U1,Set
UNKNOWN_0x20910506,0,RAM,0x20910506,U1,Set
UNKNOWN_0x20910507,0,RAM,0x20910507,U1,Set
UNKNOWN_0x20910508,0,RAM,0x20910508,U1,Set
UNKNOWN_0x20910510,0,RAM,0x20910510,U1,Set
UNKNOWN_0x20910514,0,RAM,0x20910514,U1,Set
UNKNOWN_0x20910511,0,RAM,0x20910511,U1,Set
UNKNOWN_0x20910512,0,RAM,0x20910512,U1,Set
UNKNOWN_0x20910513,0,RAM,0x20910513,U1,Set
UNKNOWN_0x20910515,0,RAM,0x20910515,U1,Set
UNKNOWN_0x20910519,0,RAM,0x20910519,U1,Set
UNKNOWN_0x20910516,0,RAM,0x20910516,U1,Set
UNKNOWN_0x20910517,0,RAM,0x20910517,U1,Set
UNKNOWN_0x20910518,0,RAM,0x20910518,U1,Set
UNKNOWN_0x20910520,0,RAM,0x20910520,U1,Set
UNKNOWN_0x20910524,0,RAM,0x20910524,U1,Set
UNKNOWN_0x20910521,0,RAM,0x20910521,U1,Set
UNKNOWN_0x20910522,0,RAM,0x20910522,U1,Set
UNKNOWN_0x20910523,0,RAM,0x20910523,U1,Set
UNKNOWN_0x20910525,0,RAM,0x20910525,U1,Set
UNKNOWN_0x20910529,0,RAM,0x20910529,U1,Set
UNKNOWN_0x20910526,0,RAM,0x20910526,U1,Set
UNKNOWN_0x20910527,0,RAM,0x20910527,U1,Set
UNKNOWN_0x20910528,0,RAM,0x20910528,U1,Set
UNKNOWN_0x20910530,0,RAM,0x20910530,U1,Set
UNKNOWN_0x20910534,0,RAM,0x20910534,U1,Set
UNKNOWN_0x20910531,0,RAM,0x20910531,U1,Set
UNKNOWN_0x20910532,0,RAM,0x20910532,U1,Set
UNKNOWN_0x20910533,0,RAM,0x20910533,U1,Set
UNKNOWN_0x20910535,0,RAM,0x20910535,U1,Set
UNKNOWN_0x20910539,0,RAM,0x20910539,U1,Set
UNKNOWN_0x20910536,0,RAM,0x20910536,U1,Set
UNKNOWN_0x20910537,0,RAM,0x20910537,U1,Set
UNKNOWN_0x20910538,0,RAM,0x20910538,U1,Set
UNKNOWN_0x20910540,0,RAM,0x20910540,U1,Set
UNKNOWN_0x20910544,0,RAM,0x20910544,U1,Set
UNKNOWN_0x20910541,0,RAM,0x20910541,U1,Set
UNKNOWN_0x20910542,0,RAM,0x20910542,U1,Set
UNKNOWN_0x20910543,0,RAM,0x20910543,U1,Set
UNKNOWN_0x20910545,0,RAM,0x20910545,U1,Set
UNKNOWN_0x20910549,0,RAM,0x20910549,U1,Set
UNKNOWN_0x20910546,0,RAM,0x20910546,U1,Set
UNKNOWN_0x20910547,0,RAM,0x20910547,U1,Set
UNKNOWN_0x20910548,0,RAM,0x20910548,U1,Set
UNKNOWN_0x209106a7,0,RAM,0x209106a7,U1,Set
UNKNOWN_0x209106ab,0,RAM,0x209106ab,U1,Set
UNKNOWN_0x209106a8,0,RAM,0x209106a8,U1,Set
UNKNOWN_0x209106a9,0,RAM,0x209106a9,U1,Set
UNKNOWN_0x209106aa,0,RAM,0x209106aa,U1,Set
UNKNOWN_0x20910575,0,RAM,0x20910575,U1,Set
UNKNOWN_0x20910579,0,RAM,0x20910579,U1,Set
UNKNOWN_0x20910576,0,RAM,0x20910576,U1,Set
UNKNOWN_0x20910577,0,RAM,0x20910577,U1,Set
UNKNOWN_0x20910578,0,RAM,0x20910578,U1,Set
UNKNOWN_0x20910550,0,RAM,0x20910550,U1,Set
UNKNOWN_0x20910554,0,RAM,0x20910554,U1,Set
UNKNOWN_0x20910551,0,RAM,0x20910551,U1,Set
UNKNOWN_0x20910552,0,RAM,0x20910552,U1,Set
UNKNOWN_0x20910553,0,RAM,0x20910553,U1,Set
UNKNOWN_0x20910555,0,RAM,0x20910555,U1,Set
UNKNOWN_0x20910559,0,RAM,0x20910559,U1,Set
UNKNOWN_0x20910556,0,RAM,0x20910556,U1,Set
UNKNOWN_0x20910557,0,RAM,0x20910557,U1,Set
UNKNOWN_0x20910558,0,RAM,0x20910558,U1,Set
UNKNOWN_0x20910560,0,RAM,0x20910560,U1,Set
UNKNOWN_0x20910564,0,RAM,0x20910564,U1,Set
UNKNOWN_0x20910561,0,RAM,0x20910561,U1,Set
UNKNOWN_0x20910562,0,RAM,0x20910562,U1,Set
UNKNOWN_0x20910563,0,RAM,0x20910563,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_I2C,10,RAM,0x20910065,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_I2C,10,Flash,0x20910065,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_SPI,0,RAM,0x20910069,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_UART1,10,RAM,0x20910066,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_UART1,10,Flash,0x20910066,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_UART2,0,RAM,0x20910067,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_USB,10,RAM,0x20910068,U1,Set
CFG-MSGOUT-UBX_NAV_CLOCK_USB,10,Flash,0x20910068,U1,Set
CFG-MSGOUT-UBX_NAV_COV_I2C,0,RAM,0x20910083,U1,Set
CFG-MSGOUT-UBX_NAV_COV_SPI,0,RAM,0x20910087,U1,Set
CFG-MSGOUT-UBX_NAV_COV_UART1,0,RAM,0x20910084,U1,Set
CFG-MSGOUT-UBX_NAV_COV_UART2,0,RAM,0x20910085,U1,Set
CFG-MSGOUT-UBX_NAV_COV_USB,0,RAM,0x20910086,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_I2C,10,RAM,0x20910038,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_I2C,10,Flash,0x20910038,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_SPI,0,RAM,0x2091003c,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_UART1,10,RAM,0x20910039,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_UART1,10,Flash,0x20910039,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_UART2,0,RAM,0x2091003a,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_USB,10,RAM,0x2091003b,U1,Set
CFG-MSGOUT-UBX_NAV_DOP_USB,10,Flash,0x2091003b,U1,Set
CFG-MSGOUT-UBX_NAV_EOE_I2C,0,RAM,0x2091015f,U1,Set
CFG-MSGOUT-UBX_NAV_EOE_SPI,0,RAM,0x20910163,U1,Set
CFG-MSGOUT-UBX_NAV_EOE_UART1,0,RAM,0x20910160,U1,Set
CFG-MSGOUT-UBX_NAV_EOE_UART2,0,RAM,0x20910161,U1,Set
CFG-MSGOUT-UBX_NAV_EOE_USB,0,RAM,0x20910162,U1,Set
CFG-MSGOUT-UBX_NAV_GEOFENCE_I2C,0,RAM,0x209100a1,U1,Set
CFG-MSGOUT-UBX_NAV_GEOFENCE_SPI,0,RAM,0x209100a5,U1,Set
CFG-MSGOUT-UBX_NAV_GEOFENCE_UART1,0,RAM,0x209100a2,U1,Set
CFG-MSGOUT-UBX_NAV_GEOFENCE_UART2,0,RAM,0x209100a3,U1,Set
CFG-MSGOUT-UBX_NAV_GEOFENCE_USB,0,RAM,0x209100a4,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSECEF_I2C,0,RAM,0x2091002e,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSECEF_SPI,0,RAM,0x20910032,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSECEF_UART1,0,RAM,0x2091002f,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSECEF_UART2,0,RAM,0x20910030,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSECEF_USB,0,RAM,0x20910031,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSLLH_I2C,0,RAM,0x20910033,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSLLH_SPI,0,RAM,0x20910037,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSLLH_UART1,0,RAM,0x20910034,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSLLH_UART2,0,RAM,0x20910035,U1,Set
CFG-MSGOUT-UBX_NAV_HPPOSLLH_USB,0,RAM,0x20910036,U1,Set
CFG-MSGOUT-UBX_NAV_ODO_I2C,0,RAM,0x2091007e,U1,Set
CFG-MSGOUT-UBX_NAV_ODO_SPI,0,RAM,0x20910082,U1,Set
CFG-MSGOUT-UBX_NAV_ODO_UART1,0,RAM,0x2091007f,U1,Set
CFG-MSGOUT-UBX_NAV_ODO_UART2,0,RAM,0x20910080,U1,Set
CFG-MSGOUT-UBX_NAV_ODO_USB,0,RAM,0x20910081,U1,Set
CFG-MSGOUT-UBX_NAV_ORB_I2C,0,RAM,0x20910010,U1,Set
CFG-MSGOUT-UBX_NAV_ORB_SPI,0,RAM,0x20910014,U1,Set
CFG-MSGOUT-UBX_NAV_ORB_UART1,0,RAM,0x20910011,U1,Set
CFG-MSGOUT-UBX_NAV_ORB_UART2,0,RAM,0x20910012,U1,Set
CFG-MSGOUT-UBX_NAV_ORB_USB,0,RAM,0x20910013,U1,Set
UNKNOWN_0x20910415,0,RAM,0x20910415,U1,Set
UNKNOWN_0x20910419,0,RAM,0x20910419,U1,Set
UNKNOWN_0x20910416,0,RAM,0x20910416,U1,Set
UNKNOWN_0x20910417,0,RAM,0x20910417,U1,Set
UNKNOWN_0x20910418,0,RAM,0x20910418,U1,Set
CFG-MSGOUT-UBX_NAV_POSECEF_I2C,0,RAM,0x20910024,U1,Set
CFG-MSGOUT-UBX_NAV_POSECEF_SPI,0,RAM,0x20910028,U1,Set
CFG-MSGOUT-UBX_NAV_POSECEF_UART1,0,RAM,0x20910025,U1,Set
CFG-MSGOUT-UBX_NAV_POSECEF_UART2,0,RAM,0x20910026,U1,Set
CFG-MSGOUT-UBX_NAV_POSECEF_USB,0,RAM,0x20910027,U1,Set
CFG-MSGOUT-UBX_NAV_POSLLH_I2C,0,RAM,0x20910029,U1,Set
CFG-MSGOUT-UBX_NAV_POSLLH_SPI,0,RAM,0x2091002d,U1,Set
CFG-MSGOUT-UBX_NAV_POSLLH_UART1,0,RAM,0x2091002a,U1,Set
CFG-MSGOUT-UBX_NAV_POSLLH_UART2,0,RAM,0x2091002b,U1,Set
CFG-MSGOUT-UBX_NAV_POSLLH_USB,0,RAM,0x2091002c,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_I2C,10,RAM,0x20910006,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_I2C,10,Flash,0x20910006,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_SPI,0,RAM,0x2091000a,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_UART1,10,RAM,0x20910007,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_UART1,10,Flash,0x20910007,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_UART2,0,RAM,0x20910008,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_USB,10,RAM,0x20910009,U1,Set
CFG-MSGOUT-UBX_NAV_PVT_USB,10,Flash,0x20910009,U1,Set
CFG-MSGOUT-UBX_NAV_RELPOSNED_I2C,0,RAM,0x2091008d,U1,Set
CFG-MSGOUT-UBX_NAV_RELPOSNED_SPI,0,RAM,0x20910091,U1,Set
CFG-MSGOUT-UBX_NAV_RELPOSNED_UART1,0,RAM,0x2091008e,U1,Set
CFG-MSGOUT-UBX_NAV_RELPOSNED_UART2,0,RAM,0x2091008f,U1,Set
CFG-MSGOUT-UBX_NAV_RELPOSNED_USB,0,RAM,0x20910090,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_I2C,10,RAM,0x20910015,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_I2C,10,Flash,0x20910015,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_SPI,0,RAM,0x20910019,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_UART1,10,RAM,0x20910016,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_UART1,10,Flash,0x20910016,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_UART2,0,RAM,0x20910017,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_USB,10,RAM,0x20910018,U1,Set
CFG-MSGOUT-UBX_NAV_SAT_USB,10,Flash,0x20910018,U1,Set
CFG-MSGOUT-UBX_NAV_SBAS_I2C,0,RAM,0x2091006a,U1,Set
CFG-MSGOUT-UBX_NAV_SBAS_SPI,0,RAM,0x2091006e,U1,Set
CFG-MSGOUT-UBX_NAV_SBAS_UART1,0,RAM,0x2091006b,U1,Set
CFG-MSGOUT-UBX_NAV_SBAS_UART2,0,RAM,0x2091006c,U1,Set
CFG-MSGOUT-UBX_NAV_SBAS_USB,0,RAM,0x2091006d,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_I2C,10,RAM,0x20910345,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_I2C,10,Flash,0x20910345,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_SPI,0,RAM,0x20910349,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_UART1,10,RAM,0x20910346,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_UART1,10,Flash,0x20910346,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_UART2,0,RAM,0x20910347,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_USB,10,RAM,0x20910348,U1,Set
CFG-MSGOUT-UBX_NAV_SIG_USB,10,Flash,0x20910348,U1,Set
UNKNOWN_0x20910336,0,RAM,0x20910336,U1,Set
UNKNOWN_0x2091033a,0,RAM,0x2091033a,U1,Set
UNKNOWN_0x20910337,0,RAM,0x20910337,U1,Set
UNKNOWN_0x20910338,0,RAM,0x20910338,U1,Set
UNKNOWN_0x20910339,0,RAM,0x20910339,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_I2C,10,RAM,0x2091001a,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_I2C,10,Flash,0x2091001a,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_SPI,0,RAM,0x2091001e,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_UART1,10,RAM,0x2091001b,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_UART1,10,Flash,0x2091001b,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_UART2,0,RAM,0x2091001c,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_USB,10,RAM,0x2091001d,U1,Set
CFG-MSGOUT-UBX_NAV_STATUS_USB,10,Flash,0x2091001d,U1,Set
CFG-MSGOUT-UBX_NAV_SVIN_I2C,0,RAM,0x20910088,U1,Set
CFG-MSGOUT-UBX_NAV_SVIN_SPI,0,RAM,0x2091008c,U1,Set
CFG-MSGOUT-UBX_NAV_SVIN_UART1,0,RAM,0x20910089,U1,Set
CFG-MSGOUT-UBX_NAV_SVIN_UART2,0,RAM,0x2091008a,U1,Set
CFG-MSGOUT-UBX_NAV_SVIN_USB,0,RAM,0x2091008b,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEBDS_I2C,0,RAM,0x20910051,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEBDS_SPI,0,RAM,0x20910055,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEBDS_UART1,0,RAM,0x20910052,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEBDS_UART2,0,RAM,0x20910053,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEBDS_USB,0,RAM,0x20910054,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_I2C,10,RAM,0x20910056,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_I2C,10,Flash,0x20910056,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_SPI,0,RAM,0x2091005a,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_UART1,10,RAM,0x20910057,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_UART1,10,Flash,0x20910057,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_UART2,0,RAM,0x20910058,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_USB,10,RAM,0x20910059,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGAL_USB,10,Flash,0x20910059,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGLO_I2C,0,RAM,0x2091004c,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGLO_SPI,0,RAM,0x20910050,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGLO_UART1,0,RAM,0x2091004d,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGLO_UART2,0,RAM,0x2091004e,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGLO_USB,0,RAM,0x2091004f,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_I2C,10,RAM,0x20910047,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_I2C,10,Flash,0x20910047,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_SPI,0,RAM,0x2091004b,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_UART1,10,RAM,0x20910048,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_UART1,10,Flash,0x20910048,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_UART2,0,RAM,0x20910049,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_USB,10,RAM,0x2091004a,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEGPS_USB,10,Flash,0x2091004a,U1,Set
CFG-MSGOUT-UBX_NAV_TIMELS_I2C,0,RAM,0x20910060,U1,Set
CFG-MSGOUT-UBX_NAV_TIMELS_SPI,0,RAM,0x20910064,U1,Set
CFG-MSGOUT-UBX_NAV_TIMELS_UART1,0,RAM,0x20910061,U1,Set
CFG-MSGOUT-UBX_NAV_TIMELS_UART2,0,RAM,0x20910062,U1,Set
CFG-MSGOUT-UBX_NAV_TIMELS_USB,0,RAM,0x20910063,U1,Set
UNKNOWN_0x209106a2,0,RAM,0x209106a2,U1,Set
UNKNOWN_0x209106a6,0,RAM,0x209106a6,U1,Set
UNKNOWN_0x209106a3,0,RAM,0x209106a3,U1,Set
UNKNOWN_0x209106a4,0,RAM,0x209106a4,U1,Set
UNKNOWN_0x209106a5,0,RAM,0x209106a5,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEQZSS_I2C,0,RAM,0x20910386,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEQZSS_SPI,0,RAM,0x2091038a,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEQZSS_UART1,0,RAM,0x20910387,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEQZSS_UART2,0,RAM,0x20910388,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEQZSS_USB,0,RAM,0x20910389,U1,Set
CFG-MSGOUT-UBX_NAV_TIMETRUSTED_I2C,0,RAM,0x209103a8,U1,Set
CFG-MSGOUT-UBX_NAV_TIMETRUSTED_SPI,0,RAM,0x209103ac,U1,Set
CFG-MSGOUT-UBX_NAV_TIMETRUSTED_UART1,0,RAM,0x209103a9,U1,Set
CFG-MSGOUT-UBX_NAV_TIMETRUSTED_UART2,0,RAM,0x209103aa,U1,Set
CFG-MSGOUT-UBX_NAV_TIMETRUSTED_USB,0,RAM,0x209103ab,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_I2C,10,RAM,0x2091005b,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_I2C,10,Flash,0x2091005b,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_SPI,0,RAM,0x2091005f,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_UART1,10,RAM,0x2091005c,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_UART1,10,Flash,0x2091005c,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_UART2,0,RAM,0x2091005d,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_USB,10,RAM,0x2091005e,U1,Set
CFG-MSGOUT-UBX_NAV_TIMEUTC_USB,10,Flash,0x2091005e,U1,Set
CFG-MSGOUT-UBX_NAV_VELECEF_I2C,0,RAM,0x2091003d,U1,Set
CFG-MSGOUT-UBX_NAV_VELECEF_SPI,0,RAM,0x20910041,U1,Set
CFG-MSGOUT-UBX_NAV_VELECEF_UART1,0,RAM,0x2091003e,U1,Set
CFG-MSGOUT-UBX_NAV_VELECEF_UART2,0,RAM,0x2091003f,U1,Set
CFG-MSGOUT-UBX_NAV_VELECEF_USB,0,RAM,0x20910040,U1,Set
CFG-MSGOUT-UBX_NAV_VELNED_I2C,0,RAM,0x20910042,U1,Set
CFG-MSGOUT-UBX_NAV_VELNED_SPI,0,RAM,0x20910046,U1,Set
CFG-MSGOUT-UBX_NAV_VELNED_UART1,0,RAM,0x20910043,U1,Set
CFG-MSGOUT-UBX_NAV_VELNED_UART2,0,RAM,0x20910044,U1,Set
CFG-MSGOUT-UBX_NAV_VELNED_USB,0,RAM,0x20910045,U1,Set
CFG-MSGOUT-UBX_RXM_COR_I2C,0,RAM,0x209106b6,U1,Set
CFG-MSGOUT-UBX_RXM_COR_SPI,0,RAM,0x209106ba,U1,Set
CFG-MSGOUT-UBX_RXM_COR_UART1,0,RAM,0x209106b7,U1,Set
CFG-MSGOUT-UBX_RXM_COR_UART2,0,RAM,0x209106b8,U1,Set
CFG-MSGOUT-UBX_RXM_COR_USB,0,RAM,0x209106b9,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_I2C,10,RAM,0x20910204,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_I2C,10,Flash,0x20910204,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_SPI,0,RAM,0x20910208,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART1,10,RAM,0x20910205,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART1,10,Flash,0x20910205,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART2,0,RAM,0x20910206,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_USB,10,RAM,0x20910207,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_USB,10,Flash,0x20910207,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_I2C,10,RAM,0x209102a4,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_I2C,10,Flash,0x209102a4,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_SPI,0,RAM,0x209102a8,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART1,10,RAM,0x209102a5,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART1,10,Flash,0x209102a5,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART2,0,RAM,0x209102a6,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_USB,10,RAM,0x209102a7,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_USB,10,Flash,0x209102a7,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_I2C,0,RAM,0x2091025e,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_SPI,0,RAM,0x20910262,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_UART1,0,RAM,0x2091025f,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_UART2,0,RAM,0x20910260,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_USB,0,RAM,0x20910261,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_I2C,10,RAM,0x20910231,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_I2C,10,Flash,0x20910231,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_SPI,0,RAM,0x20910235,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_UART1,10,RAM,0x20910232,U1,Set
