iTOW,year,month,day,hour,min,sec,validDate,validTime,fullyResolved,tAcc,nano,fixType,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidL1h,lastCorrectionAge,authTime,nmaFixStatus,headVeh,magDec,magAcc,validMag,gnssFixOk,diffSolnOk,velE
422479000,2026,1,15,21,21,1,True,True,True,32,-301102,3,0,False,0,True,True,True,13,-810795781,292278229,-11742,18689,3846,4598,2,-5,4,0,227,18000000,193,False,0,False,False,0,0,0,True,True,False,-3
422489000,2026,1,15,21,21,11,True,True,True,32,-296785,3,0,False,0,True,True,True,15,-810795784,292278228,-11705,18726,3841,4592,-9,6,10,0,199,18000000,166,False,0,False,False,0,0,0,True,True,False,-2
422499000,2026,1,15,21,21,21,True,True,True,32,-292468,3,0,False,0,True,True,True,14,-810795782,292278225,-11673,18758,3845,4634,-4,-9,4,0,259,18000000,179,False,0,False,False,0,0,0,True,True,False,1
422509000,2026,1,15,21,21,31,True,True,True,32,-288152,3,0,False,0,True,True,True,14,-810795785,292278248,-11415,19016,3850,4665,0,15,2,0,260,18000000,178,False,0,False,False,0,0,0,True,True,False,-2
422519000,2026,1,15,21,21,41,True,True,True,32,-283837,3,0,False,0,True,True,True,14,-810795778,292278265,-11197,19234,3855,4679,-12,-5,13,0,235,18000000,205,False,0,False,False,0,0,0,True,True,False,5
422529000,2026,1,15,21,21,51,True,True,True,32,-279520,3,0,False,0,True,True,True,12,-810795775,292278257,-11221,19211,3877,4685,-6,-10,7,0,252,18000000,223,False,0,False,False,0,0,0,True,True,False,4
422539000,2026,1,15,21,22,1,True,True,True,32,-275204,3,0,False,0,True,True,True,12,-810795781,292278259,-11330,19101,3933,4716,0,3,4,0,240,18000000,228,False,0,False,False,0,0,0,True,True,False,4
422549000,2026,1,15,21,22,11,True,True,True,32,-270887,3,0,False,0,True,True,True,14,-810795790,292278245,-11900,18532,3978,4750,-6,29,6,0,286,18000000,174,False,0,False,False,0,0,0,True,True,False,0
422559000,2026,1,15,21,22,21,True,True,True,32,-266568,3,0,False,0,True,True,True,14,-810795801,292278245,-12932,17499,3975,4174,-4,18,4,0,225,18000000,150,False,0,False,False,0,0,0,True,True,False,-1
422569000,2026,1,15,21,22,31,True,True,True,31,-262252,3,0,False,0,True,True,True,15,-810795806,292278254,-13358,17074,3966,3669,-4,-7,4,0,191,18000000,150,False,0,False,False,0,0,0,True,True,False,-1
