iTOW,year,month,day,hour,min,sec,validDate,validTime,fullyResolved,tAcc,nano,fixType,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidL1h,lastCorrectionAge,authTime,nmaFixStatus,headVeh,magDec,magAcc,validMag,gnssFixOk,diffSolnOk,velE
422579000,2026,1,15,21,22,41,True,True,True,30,-257937,3,0,False,0,True,True,True,14,-810795812,292278252,-13584,16848,3971,3411,-7,11,8,0,227,18000000,129,False,0,False,False,0,0,0,True,True,False,3
422589000,2026,1,15,21,22,51,True,True,True,30,-253623,3,0,False,0,True,True,True,15,-810795812,292278243,-13855,16576,3985,3258,-27,18,29,0,238,18000000,145,False,0,False,False,0,0,0,True,True,False,10
422599000,2026,1,15,21,23,1,True,True,True,30,-249308,3,0,False,0,True,True,True,13,-810795812,292278231,-14050,16381,3998,3164,10,-8,10,0,240,18000000,162,False,0,False,False,0,0,0,True,True,False,1
422609000,2026,1,15,21,23,11,True,True,True,30,-244994,3,0,False,0,True,True,True,14,-810795814,292278222,-14177,16255,4016,3115,7,6,8,0,193,18000000,162,False,0,False,False,0,0,0,True,True,False,2
422619000,2026,1,15,21,23,21,True,True,True,30,-240681,3,0,False,0,True,True,True,14,-810795822,292278207,-14204,16228,4016,3086,11,-8,14,0,220,18000000,161,False,0,False,False,0,0,0,True,True,False,-9
422629000,2026,1,15,21,23,31,True,True,True,30,-236367,3,0,False,0,True,True,True,15,-810795828,292278205,-14133,16298,4011,3063,7,-6,7,0,231,18000000,145,False,0,False,False,0,0,0,True,True,False,-1
422639000,2026,1,15,21,23,41,True,True,True,30,-232055,3,0,False,0,True,True,True,14,-810795832,292278211,-14051,16380,3986,3031,0,11,5,0,207,18000000,151,False,0,False,False,0,0,0,True,True,False,5
422649000,2026,1,15,21,23,51,True,True,True,30,-227743,3,0,False,0,True,True,True,14,-810795827,292278212,-14026,16405,3972,3002,24,-6,24,0,222,18000000,151,False,0,False,False,0,0,0,True,True,False,4
422659000,2026,1,15,21,24,1,True,True,True,30,-223431,3,0,False,0,True,True,True,14,-810795822,292278215,-14029,16402,3966,2985,8,-2,8,0,210,18000000,171,False,0,False,False,0,0,0,True,True,False,-3
422669000,2026,1,15,21,24,11,True,True,True,30,-219119,3,0,False,0,True,True,True,13,-810795824,292278218,-13990,16441,3951,2978,6,-6,8,0,180,18000000,138,False,0,False,False,0,0,0,True,True,False,-6
422679000,2026,1,15,21,24,21,True,True,True,30,-214809,3,0,False,0,True,True,True,14,-810795833,292278251,-13742,16689,3912,2948,-8,11,14,0,179,18000000,130,False,0,False,False,0,0,0,True,True,False,12
422689000,2026,1,15,21,24,31,True,True,True,30,-210501,3,0,False,0,True,True,True,15,-810795849,292278279,-13450,16981,3878,2920,-14,2,15,0,194,18000000,128,False,0,False,False,0,0,0,True,True,False,-7
422699000,2026,1,15,21,24,41,True,True,True,30,-206191,3,0,False,0,True,True,True,15,-810795855,292278297,-13296,17135,3843,2912,18,-9,18,0,194,18000000,128,False,0,False,False,0,0,0,True,True,False,-4
422709000,2026,1,15,21,24,51,True,True,True,30,-201882,3,0,False,0,True,True,True,14,-810795862,292278316,-13111,17320,3808,2910,-8,10,8,0,189,18000000,136,False,0,False,False,0,0,0,True,True,False,-2
422719000,2026,1,15,21,25,1,True,True,True,30,-197574,3,0,False,0,True,True,True,14,-810795868,292278352,-12872,17559,3775,2903,7,-7,10,0,176,18000000,138,False,0,False,False,0,0,0,True,True,False,7
422729000,2026,1,15,21,25,11,True,True,True,30,-193267,3,0,False,0,True,True,True,14,-810795877,292278371,-12696,17736,3747,2896,3,-10,5,0,191,18000000,136,False,0,False,False,0,0,0,True,True,False,-4
422739000,2026,1,15,21,25,21,True,True,True,30,-188959,3,0,False,0,True,True,True,13,-810795881,292278393,-12563,17869,3723,2887,3,4,4,0,181,18000000,137,False,0,False,False,0,0,0,True,True,False,3
422749000,2026,1,15,21,25,31,True,True,True,30,-184651,3,0,False,0,True,True,True,13,-810795886,292278409,-12422,18009,3705,2879,0,0,2,0,188,18000000,137,False,0,False,False,0,0,0,True,True,False,-2
422759000,2026,1,15,21,25,41,True,True,True,30,-180342,3,0,False,0,True,True,True,13,-810795877,292278406,-12525,17906,3728,2900,-11,6,11,0,222,18000000,171,False,0,False,False,0,0,0,True,True,False,-2
422769000,2026,1,15,21,25,51,True,True,True,30,-176033,3,0,False,0,True,True,True,14,-810795867,292278401,-12634,17798,3765,2930,-9,8,9,0,226,18000000,171,False,0,False,False,0,0,0,True,True,False,1
422779000,2026,1,15,21,26,1,True,True,True,30,-171724,3,0,False,0,True,True,True,14,-810795853,292278393,-12809,17622,3793,2968,17,-14,17,0,234,18000000,160,False,0,False,False,0,0,0,True,True,False,-2
422789000,2026,1,15,21,26,11,True,True,True,30,-167417,3,0,False,0,True,True,True,14,-810795835,292278399,-12908,17523,3829,3008,29,-5,30,0,223,18000000,135,False,0,False,False,0,0,0,True,True,False,-8
422799000,2026,1,15,21,26,21,True,True,True,30,-163111,3,0,False,0,True,True,True,14,-810795819,292278392,-12974,17457,3857,3037,5,-11,6,0,229,18000000,160,False,0,False,False,0,0,0,True,True,False,-4
422809000,2026,1,15,21,26,31,True,True,True,30,-158803,3,0,False,0,True,True,True,13,-810795803,292278380,-13150,17281,3894,3080,-39,7,39,0,244,18000000,172,False,0,False,False,0,0,0,True,True,False,0
422819000,2026,1,15,21,26,41,True,True,True,31,-154495,3,0,False,0,True,True,True,14,-810795788,292278366,-13357,17074,3924,3129,-18,10,18,0,232,18000000,172,False,0,False,False,0,0,0,True,True,False,3
422829000,2026,1,15,21,26,51,True,True,True,31,-150188,3,0,False,0,True,True,True,14,-810795771,292278350,-13580,16851,3924,3159,20,-3,21,0,208,18000000,172,False,0,False,False,0,0,0,True,True,False,-7
422839000,2026,1,15,21,27,1,True,True,True,31,-145880,3,0,False,0,True,True,True,13,-810795756,292278340,-13791,16640,3922,3186,19,-8,19,0,217,18000000,172,False,0,False,False,0,0,0,True,True,False,2
422849000,2026,1,15,21,27,11,True,True,True,31,-141573,3,0,False,0,True,True,True,13,-810795741,292278332,-13973,16458,3932,3216,17,-1,18,0,209,18000000,172,False,0,False,False,0,0,0,True,True,False,4
422859000,2026,1,15,21,27,21,True,True,True,31,-137268,3,0,False,0,True,True,True,13,-810795741,292278325,-14008,16423,3926,3207,10,5,16,0,190,18000000,153,False,0,False,False,0,0,0,True,True,False,12
422869000,2026,1,15,21,27,31,True,True,True,31,-132963,3,0,False,0,True,True,True,14,-810795734,292278307,-14059,16372,3908,3189,11,2,11,0,198,18000000,153,False,0,False,False,0,0,0,True,True,False,3
422879000,2026,1,15,21,27,41,True,True,True,31,-128658,3,0,False,0,True,True,True,13,-810795723,292278285,-14282,16150,3905,3202,2,10,2,0,176,18000000,153,False,0,False,False,0,0,0,True,True,False,1
422889000,2026,1,15,21,27,51,True,True,True,31,-124353,3,0,False,0,True,True,True,12,-810795712,292278261,-14425,16007,3907,3236,8,5,8,0,190,18000000,171,False,0,False,False,0,0,0,True,True,False,2
422899000,2026,1,15,21,28,1,True,True,True,31,-120049,3,0,False,0,True,True,True,13,-810795697,292278237,-14604,15827,3901,3258,7,-9,7,0,210,18000000,151,False,0,False,False,0,0,0,True,True,False,2
422909000,2026,1,15,21,28,11,True,True,True,31,-115746,3,0,False,0,True,True,True,13,-810795682,292278216,-14820,15612,3894,3270,14,-1,14,0,211,18000000,151,False,0,False,False,0,0,0,True,True,False,-1
422919000,2026,1,15,21,28,21,True,True,True,31,-111444,3,0,False,0,True,True,True,13,-810795673,292278203,-14921,15510,3884,3282,14,-1,15,0,198,18000000,151,False,0,False,False,0,0,0,True,True,False,-5
422929000,2026,1,15,21,28,31,True,True,True,31,-107141,3,0,False,0,True,True,True,13,-810795660,292278200,-15021,15411,3872,3295,14,-8,17,0,195,18000000,151,False,0,False,False,0,0,0,True,True,False,9
422939000,2026,1,15,21,28,41,True,True,True,31,-102838,3,0,False,0,True,True,True,13,-810795645,292278200,-15077,15355,3867,3316,-1,-2,6,0,200,18000000,151,False,0,False,False,0,0,0,True,True,False,-6
422949000,2026,1,15,21,28,51,True,True,True,31,-98537,3,0,False,0,True,True,True,13,-810795634,292278210,-15101,15330,3852,3343,3,-11,13,0,180,18000000,151,False,0,False,False,0,0,0,True,True,False,-13
422959000,2026,1,15,21,29,1,True,True,True,31,-94234,3,0,False,0,True,True,True,13,-810795628,292278221,-15070,15361,3839,3361,3,-9,6,0,221,18000000,151,False,0,False,False,0,0,0,True,True,False,-5
422969000,2026,1,15,21,29,11,True,True,True,31,-89931,3,0,False,0,True,True,True,13,-810795626,292278227,-15083,15348,3858,3402,-5,7,5,0,227,18000000,150,False,0,False,False,0,0,0,True,True,False,1
422979000,2026,1,15,21,29,21,True,True,True,31,-85629,3,0,False,0,True,True,True,13,-810795625,292278230,-15218,15213,3883,3440,1,19,2,0,182,18000000,150,False,0,False,False,0,0,0,True,True,False,2
422989000,2026,1,15,21,29,31,True,True,True,31,-81328,3,0,False,0,True,True,True,13,-810795625,292278235,-15218,15214,3899,3476,-7,-4,9,0,180,18000000,150,False,0,False,False,0,0,0,True,True,False,6
422999000,2026,1,15,21,29,41,True,True,True,31,-77027,3,0,False,0,True,True,True,12,-810795622,292278236,-15295,15136,3901,3514,21,-14,25,0,219,18000000,173,False,0,False,False,0,0,0,True,True,False,-14
423009000,2026,1,15,21,29,51,True,True,True,31,-72726,3,0,False,0,True,True,True,12,-810795618,292278234,-15441,14991,3915,3571,22,-4,25,0,209,18000000,173,False,0,False,False,0,0,0,True,True,False,-13
423019000,2026,1,15,21,30,1,True,True,True,32,-68424,3,0,False,0,True,True,True,12,-810795615,292278229,-15646,14785,3932,3634,-2,1,3,0,213,18000000,199,False,0,False,False,0,0,0,True,True,False,-2
423029000,2026,1,15,21,30,11,True,True,True,32,-64121,3,0,False,0,True,True,True,12,-810795607,292278227,-15817,14614,3951,3691,18,-2,18,0,221,18000000,164,False,0,False,False,0,0,0,True,True,False,1
423039000,2026,1,15,21,30,21,True,True,True,32,-59818,3,0,False,0,True,True,True,12,-810795598,292278240,-15879,14553,3956,3747,12,-11,14,0,202,18000000,164,False,0,False,False,0,0,0,True,True,False,8
423049000,2026,1,15,21,30,31,True,True,True,32,-55517,3,0,False,0,True,True,True,12,-810795590,292278260,-15860,14572,3968,3814,17,-2,17,0,219,18000000,200,False,0,False,False,0,0,0,True,True,False,-4
423059000,2026,1,15,21,30,41,True,True,True,32,-51217,3,0,False,0,True,True,True,12,-810795575,292278275,-15970,14462,3982,3878,23,-2,23,0,219,18000000,200,False,0,False,False,0,0,0,True,True,False,1
423069000,2026,1,15,21,30,51,True,True,True,32,-46915,3,0,False,0,True,True,True,13,-810795565,292278276,-16085,14346,3982,3927,-9,-1,10,0,203,18000000,175,False,0,False,False,0,0,0,True,True,False,-3
423079000,2026,1,15,21,31,1,True,True,True,32,-42615,3,0,False,0,True,True,True,11,-810795560,292278282,-16142,14289,3987,3962,14,-14,14,0,227,18000000,200,False,0,False,False,0,0,0,True,True,False,3
423089000,2026,1,15,21,31,11,True,True,True,32,-38314,3,0,False,0,True,True,True,13,-810795556,292278276,-16290,14142,3975,3980,19,-28,22,0,225,18000000,200,False,0,False,False,0,0,0,True,True,False,-11
423099000,2026,1,15,21,31,21,True,True,True,32,-34013,3,0,False,0,True,True,True,13,-810795560,292278279,-16317,14115,3948,3982,1,-4,4,0,207,18000000,200,False,0,False,False,0,0,0,True,True,False,-4
423109000,2026,1,15,21,31,31,True,True,True,32,-29712,3,0,False,0,True,True,True,13,-810795567,292278284,-16366,14066,3922,3980,0,-4,2,0,207,18000000,200,False,0,False,False,0,0,0,True,True,False,-2
423119000,2026,1,15,21,31,41,True,True,True,32,-25413,3,0,False,0,True,True,True,12,-810795572,292278294,-16321,14111,3897,3977,23,-4,23,0,204,18000000,176,False,0,False,False,0,0,0,True,True,False,-2
423129000,2026,1,15,21,31,51,True,True,True,32,-21113,3,0,False,0,True,True,True,12,-810795569,292278295,-16343,14089,3880,3974,8,-2,9,0,205,18000000,176,False,0,False,False,0,0,0,True,True,False,-5
423139000,2026,1,15,21,32,1,True,True,True,32,-16813,3,0,False,0,True,True,True,13,-810795570,292278301,-16321,14111,3861,3972,-9,4,9,0,203,18000000,176,False,0,False,False,0,0,0,True,True,False,0
423149000,2026,1,15,21,32,11,True,True,True,32,-12513,3,0,False,0,True,True,True,13,-810795571,292278303,-16306,14126,3826,3967,12,-10,12,0,211,18000000,176,False,0,False,False,0,0,0,True,True,False,-3
423159000,2026,1,15,21,32,21,True,True,True,32,-8212,3,0,False,0,True,True,True,13,-810795568,292278302,-16352,14079,3801,3974,29,-20,29,0,212,18000000,176,False,0,False,False,0,0,0,True,True,False,-2
423169000,2026,1,15,21,32,31,True,True,True,32,-3913,3,0,False,0,True,True,True,12,-810795560,292278293,-16470,13962,3784,3981,-6,-1,6,0,189,18000000,177,False,0,False,False,0,0,0,True,True,False,1
423179000,2026,1,15,21,32,41,True,True,True,32,383,3,0,False,0,True,True,True,13,-810795564,292278292,-16472,13960,3762,3986,27,-13,30,0,203,18000000,177,False,0,False,False,0,0,0,True,True,False,-13
423189000,2026,1,15,21,32,51,True,True,True,32,4682,3,0,False,0,True,True,True,12,-810795560,292278275,-16625,13806,3743,3991,4,-14,5,0,210,18000000,177,False,0,False,False,0,0,0,True,True,False,3
423199000,2026,1,15,21,33,1,True,True,True,32,8980,3,0,False,0,True,True,True,13,-810795552,292278252,-16664,13768,3736,4004,0,-2,3,0,183,18000000,156,False,0,False,False,0,0,0,True,True,False,3
423209000,2026,1,15,21,33,11,True,True,True,32,13279,3,0,False,0,True,True,True,13,-810795545,292278230,-16699,13733,3717,3996,-15,23,17,0,217,18000000,156,False,0,False,False,0,0,0,True,True,False,9
423219000,2026,1,15,21,33,21,True,True,True,32,17577,3,0,False,0,True,True,True,14,-810795543,292278208,-16698,13734,3685,3975,2,-2,2,0,197,18000000,156,False,0,False,False,0,0,0,True,True,False,-1
423229000,2026,1,15,21,33,31,True,True,True,32,21877,3,0,False,0,True,True,True,14,-810795536,292278182,-16723,13708,3656,3961,-7,3,8,0,180,18000000,156,False,0,False,False,0,0,0,True,True,False,-4
423239000,2026,1,15,21,33,41,True,True,True,32,26176,3,0,False,0,True,True,True,14,-810795536,292278159,-16707,13724,3619,3946,1,2,10,0,160,18000000,156,False,0,False,False,0,0,0,True,True,False,10
423249000,2026,1,15,21,33,51,True,True,True,32,30474,3,0,False,0,True,True,True,13,-810795531,292278138,-16740,13691,3582,3937,11,-22,16,0,216,18000000,156,False,0,False,False,0,0,0,True,True,False,-11
423259000,2026,1,15,21,34,1,True,True,True,32,34772,3,0,False,0,True,True,True,13,-810795526,292278123,-16756,13676,3542,3933,1,13,1,0,184,18000000,157,False,0,False,False,0,0,0,True,True,False,0
423269000,2026,1,15,21,34,11,True,True,True,32,39069,3,0,False,0,True,True,True,13,-810795527,292278113,-16656,13775,3508,3924,13,-13,13,0,214,18000000,157,False,0,False,False,0,0,0,True,True,False,1
423279000,2026,1,15,21,34,21,True,True,True,32,43366,3,0,False,0,True,True,True,14,-810795530,292278109,-16513,13919,3491,3898,24,-25,25,0,217,18000000,157,False,0,False,False,0,0,0,True,True,False,-9
423289000,2026,1,15,21,34,31,True,True,True,31,47662,3,0,False,0,True,True,True,14,-810795523,292278110,-16447,13985,3469,3868,1,10,4,0,182,18000000,157,False,0,False,False,0,0,0,True,True,False,4
423299000,2026,1,15,21,34,41,True,True,True,31,51957,3,0,False,0,True,True,True,13,-810795515,292278098,-16480,13951,3447,3867,2,20,7,0,179,18000000,157,False,0,False,False,0,0,0,True,True,False,-7
423309000,2026,1,15,21,34,51,True,True,True,31,56253,3,0,False,0,True,True,True,13,-810795510,292278083,-16437,13994,3428,3871,-2,-6,4,0,170,18000000,157,False,0,False,False,0,0,0,True,True,False,-3
423319000,2026,1,15,21,35,1,True,True,True,31,60548,3,0,False,0,True,True,True,13,-810795503,292278072,-16522,13909,3404,3870,-17,0,19,0,169,18000000,157,False,0,False,False,0,0,0,True,True,False,-8
423329000,2026,1,15,21,35,11,True,True,True,31,64843,3,0,False,0,True,True,True,13,-810795507,292278074,-16558,13873,3398,3876,-5,4,7,0,183,18000000,157,False,0,False,False,0,0,0,True,True,False,-5
423339000,2026,1,15,21,35,21,True,True,True,31,69138,3,0,False,0,True,True,True,14,-810795513,292278072,-16542,13889,3398,3886,-1,-4,4,0,167,18000000,157,False,0,False,False,0,0,0,True,True,False,-4
423349000,2026,1,15,21,35,31,True,True,True,31,73432,3,0,False,0,True,True,True,13,-810795513,292278066,-16668,13763,3395,3900,5,5,5,0,171,18000000,174,False,0,False,False,0,0,0,True,True,False,-2
423359000,2026,1,15,21,35,41,True,True,True,31,77727,3,0,False,0,True,True,True,13,-810795515,292278056,-16819,13613,3422,3925,-1,11,13,0,211,18000000,174,False,0,False,False,0,0,0,True,True,False,13
423369000,2026,1,15,21,35,51,True,True,True,31,82021,3,0,False,0,True,True,True,14,-810795522,292278039,-17024,13407,3443,3941,-10,2,10,0,188,18000000,158,False,0,False,False,0,0,0,True,True,False,1
423379000,2026,1,15,21,36,1,True,True,True,32,86314,3,0,False,0,True,True,True,14,-810795531,292278029,-17253,13178,3460,3956,1,6,13,0,142,18000000,158,False,0,False,False,0,0,0,True,True,False,-13
423389000,2026,1,15,21,36,11,True,True,True,32,90607,3,0,False,0,True,True,True,14,-810795542,292278013,-17416,13016,3467,3970,-13,-1,14,0,171,18000000,158,False,0,False,False,0,0,0,True,True,False,-6
423399000,2026,1,15,21,36,21,True,True,True,32,94901,3,0,False,0,True,True,True,14,-810795551,292278002,-17655,12776,3487,3992,-4,12,4,0,223,18000000,158,False,0,False,False,0,0,0,True,True,False,2
423409000,2026,1,15,21,36,31,True,True,True,32,99193,3,0,False,0,True,True,True,13,-810795560,292277998,-17835,12596,3511,4010,6,-3,10,0,185,18000000,158,False,0,False,False,0,0,0,True,True,False,-7
423419000,2026,1,15,21,36,41,True,True,True,32,103485,3,0,False,0,True,True,True,13,-810795573,292277987,-18034,12398,3528,4025,4,11,10,0,196,18000000,158,False,0,False,False,0,0,0,True,True,False,9
423429000,2026,1,15,21,36,51,True,True,True,32,107776,3,0,False,0,True,True,True,14,-810795583,292277980,-18212,12219,3563,4048,-2,17,3,0,228,18000000,159,False,0,False,False,0,0,0,True,True,False,3
423439000,2026,1,15,21,37,1,True,True,True,32,112066,3,0,False,0,True,True,True,14,-810795586,292277979,-18300,12131,3594,4051,-1,-11,3,0,189,18000000,159,False,0,False,False,0,0,0,True,True,False,-3
423449000,2026,1,15,21,37,11,True,True,True,32,116356,3,0,False,0,True,True,True,12,-810795592,292277976,-18388,12043,3615,4050,-8,4,8,0,199,18000000,174,False,0,False,False,0,0,0,True,True,False,-1
423459000,2026,1,15,21,37,21,True,True,True,32,120646,3,0,False,0,True,True,True,14,-810795608,292277973,-18314,12118,3630,4037,5,2,5,0,173,18000000,159,False,0,False,False,0,0,0,True,True,False,-1
423469000,2026,1,15,21,37,31,True,True,True,32,124936,3,0,False,0,True,True,True,14,-810795623,292277972,-18175,12257,3639,4023,-13,-9,14,0,173,18000000,159,False,0,False,False,0,0,0,True,True,False,-4
423479000,2026,1,15,21,37,41,True,True,True,32,129225,3,0,False,0,True,True,True,13,-810795636,292277973,-18095,12336,3627,3996,-21,23,21,0,210,18000000,159,False,0,False,False,0,0,0,True,True,False,1
423489000,2026,1,15,21,37,51,True,True,True,32,133515,3,0,False,0,True,True,True,14,-810795651,292277974,-18000,12431,3607,3963,8,-14,8,0,207,18000000,159,False,0,False,False,0,0,0,True,True,False,1
423499000,2026,1,15,21,38,1,True,True,True,32,137804,3,0,False,0,True,True,True,14,-810795658,292277979,-17823,12609,3592,3944,21,-23,22,0,209,18000000,159,False,0,False,False,0,0,0,True,True,False,-5
423509000,2026,1,15,21,38,11,True,True,True,32,142092,3,0,False,0,True,True,True,14,-810795662,292277979,-17764,12667,3570,3932,6,-10,6,0,206,18000000,159,False,0,False,False,0,0,0,True,True,False,0
423519000,2026,1,15,21,38,21,True,True,True,31,146381,3,0,False,0,True,True,True,14,-810795663,292277987,-17690,12742,3539,3917,10,-24,13,0,211,18000000,160,False,0,False,False,0,0,0,True,True,False,-8
423529000,2026,1,15,21,38,31,True,True,True,31,150669,3,0,False,0,True,True,True,14,-810795664,292277999,-17516,12916,3504,3860,13,-18,13,0,204,18000000,160,False,0,False,False,0,0,0,True,True,False,-3
423539000,2026,1,15,21,38,41,True,True,True,31,154957,3,0,False,0,True,True,True,14,-810795666,292278011,-17273,13158,3453,3757,9,5,10,0,151,18000000,143,False,0,False,False,0,0,0,True,True,False,-3
423549000,2026,1,15,21,38,51,True,True,True,31,159245,3,0,False,0,True,True,True,14,-810795667,292278026,-17023,13408,3406,3659,6,1,10,0,133,18000000,142,False,0,False,False,0,0,0,True,True,False,-8
423559000,2026,1,15,21,39,1,True,True,True,31,163534,3,0,False,0,True,True,True,14,-810795662,292278037,-16974,13458,3345,3563,-2,-2,5,0,150,18000000,160,False,0,False,False,0,0,0,True,True,False,-5
423569000,2026,1,15,21,39,11,True,True,True,30,167821,3,0,False,0,True,True,True,14,-810795653,292278045,-17004,13427,3285,3518,11,-4,11,0,176,18000000,160,False,0,False,False,0,0,0,True,True,False,-2
423579000,2026,1,15,21,39,21,True,True,True,30,172110,3,0,False,0,True,True,True,13,-810795641,292278060,-17111,13321,3214,3516,5,-4,6,0,173,18000000,160,False,0,False,False,0,0,0,True,True,False,-4
423589000,2026,1,15,21,39,31,True,True,True,30,176398,3,0,False,0,True,True,True,13,-810795627,292278065,-17250,13181,3097,3511,4,0,8,0,149,18000000,160,False,0,False,False,0,0,0,True,True,False,-7
423599000,2026,1,15,21,39,41,True,True,True,30,180686,3,0,False,0,True,True,True,13,-810795612,292278072,-17352,13079,3003,3500,6,-20,7,0,217,18000000,161,False,0,False,False,0,0,0,True,True,False,-3
423609000,2026,1,15,21,39,51,True,True,True,30,184975,3,0,False,0,True,True,True,13,-810795590,292278077,-17439,12993,2941,3456,5,0,6,0,156,18000000,161,False,0,False,False,0,0,0,True,True,False,1
423619000,2026,1,15,21,40,1,True,True,True,30,189264,3,0,False,0,True,True,True,13,-810795565,292278077,-17534,12898,2894,3445,3,-3,6,0,165,18000000,175,False,0,False,False,0,0,0,True,True,False,5
423629000,2026,1,15,21,40,11,True,True,True,29,193553,3,0,False,0,True,True,True,13,-810795544,292278073,-17747,12684,2774,3428,4,-5,4,0,181,18000000,175,False,0,False,False,0,0,0,True,True,False,1
423639000,2026,1,15,21,40,21,True,True,True,29,197841,3,0,False,0,True,True,True,14,-810795526,292278068,-18042,12389,2694,3417,-1,-6,13,0,175,18000000,161,False,0,False,False,0,0,0,True,True,False,-12
423649000,2026,1,15,21,40,31,True,True,True,29,202129,3,0,False,0,True,True,True,13,-810795505,292278063,-18393,12038,2652,3427,9,-9,15,0,196,18000000,161,False,0,False,False,0,0,0,True,True,False,-12
423659000,2026,1,15,21,40,41,True,True,True,29,206415,3,0,False,0,True,True,True,12,-810795488,292278060,-18716,11716,2631,3485,2,-18,15,0,220,18000000,176,False,0,False,False,0,0,0,True,True,False,-15
423669000,2026,1,15,21,40,51,True,True,True,30,210702,3,0,False,0,True,True,True,13,-810795479,292278057,-18886,11545,2619,3575,0,-7,14,0,179,18000000,161,False,0,False,False,0,0,0,True,True,False,-14
423679000,2026,1,15,21,41,1,True,True,True,30,214989,3,0,False,0,True,True,True,13,-810795469,292278050,-19039,11392,2602,3670,-2,16,6,0,223,18000000,161,False,0,False,False,0,0,0,True,True,False,6
423689000,2026,1,15,21,41,11,True,True,True,30,219275,3,0,False,0,True,True,True,14,-810795465,292278037,-19344,11088,2586,3708,1,2,5,0,147,18000000,162,False,0,False,False,0,0,0,True,True,False,-5
423699000,2026,1,15,21,41,21,True,True,True,30,223561,3,0,False,0,True,True,True,14,-810795460,292278026,-19652,10779,2574,3718,-5,11,5,0,206,18000000,164,False,0,False,False,0,0,0,True,True,False,0
423709000,2026,1,15,21,41,31,True,True,True,30,227846,3,0,False,0,True,True,True,13,-810795463,292278018,-19781,10650,2570,3732,4,-2,4,0,167,18000000,162,False,0,False,False,0,0,0,True,True,False,-1
423719000,2026,1,15,21,41,41,True,True,True,30,232131,3,0,False,0,True,True,True,13,-810795465,292278002,-19999,10432,2556,3751,-3,0,5,0,152,18000000,162,False,0,False,False,0,0,0,True,True,False,3
423729000,2026,1,15,21,41,51,True,True,True,30,236415,3,0,False,0,True,True,True,13,-810795468,292277986,-20199,10232,2547,3754,-3,-9,8,0,171,18000000,162,False,0,False,False,0,0,0,True,True,False,-8
423739000,2026,1,15,21,42,1,True,True,True,30,240699,3,0,False,0,True,True,True,14,-810795471,292277975,-20228,10203,2559,3752,6,0,6,0,151,18000000,166,False,0,False,False,0,0,0,True,True,False,-2
423749000,2026,1,15,21,42,11,True,True,True,30,244982,3,0,False,0,True,True,True,15,-810795475,292277967,-20186,10245,2569,3765,11,-15,12,0,186,18000000,131,False,0,False,False,0,0,0,True,True,False,5
