iTOW,tAcc,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid
422999000,12,422999,-77027,1377,18,True,True,True
423009000,12,423009,-72726,1377,18,True,True,True
423019000,12,423019,-68424,1377,18,True,True,True
423029000,13,423029,-64121,1377,18,True,True,True
423039000,13,423039,-59819,1377,18,True,True,True
423049000,13,423049,-55518,1377,18,True,True,True
423059000,13,423059,-51217,1377,18,True,True,True
423069000,13,423069,-46916,1377,18,True,True,True
423079000,13,423079,-42615,1377,18,True,True,True
423089000,13,423089,-38314,1377,18,True,True,True
423099000,13,423099,-34013,1377,18,True,True,True
423109000,13,423109,-29713,1377,18,True,True,True
423119000,13,423119,-25413,1377,18,True,True,True
423129000,13,423129,-21113,1377,18,True,True,True
423139000,13,423139,-16814,1377,18,True,True,True
423149000,13,423149,-12513,1377,18,True,True,True
423159000,13,423159,-8213,1377,18,True,True,True
423169000,13,423169,-3913,1377,18,True,True,True
423179000,13,423179,384,1377,18,True,True,True
423189000,13,423189,4682,1377,18,True,True,True
423199000,13,423199,8981,1377,18,True,True,True
423209000,13,423209,13279,1377,18,True,True,True
423219000,13,423219,17577,1377,18,True,True,True
423229000,13,423229,21877,1377,18,True,True,True
423239000,13,423239,26176,1377,18,True,True,True
423249000,13,423249,30474,1377,18,True,True,True
423259000,13,423259,34772,1377,18,True,True,True
423269000,13,423269,39070,1377,18,True,True,True
423279000,12,423279,43366,1377,18,True,True,True
423289000,12,423289,47662,1377,18,True,True,True
423299000,12,423299,51958,1377,18,True,True,True
423309000,12,423309,56254,1377,18,True,True,True
423319000,12,423319,60549,1377,18,True,True,True
423329000,12,423329,64843,1377,18,True,True,True
423339000,12,423339,69138,1377,18,True,True,True
423349000,12,423349,73433,1377,18,True,True,True
423359000,12,423359,77727,1377,18,True,True,True
423369000,12,423369,82021,1377,18,True,True,True
423379000,12,423379,86315,1377,18,True,True,True
423389000,13,423389,90608,1377,18,True,True,True
423399000,13,423399,94901,1377,18,True,True,True
423409000,13,423409,99194,1377,18,True,True,True
423419000,13,423419,103485,1377,18,True,True,True
423429000,13,423429,107777,1377,18,True,True,True
423439000,13,423439,112067,1377,18,True,True,True
423449000,13,423449,116357,1377,18,True,True,True
423459000,13,423459,120646,1377,18,True,True,True
423469000,13,423469,124936,1377,18,True,True,True
423479000,13,423479,129226,1377,18,True,True,True
423489000,13,423489,133515,1377,18,True,True,True
423499000,13,423499,137804,1377,18,True,True,True
423509000,13,423509,142093,1377,18,True,True,True
423519000,12,423519,146381,1377,18,True,True,True
423529000,12,423529,150670,1377,18,True,True,True
423539000,12,423539,154958,1377,18,True,True,True
423549000,12,423549,159246,1377,18,True,True,True
423559000,11,423559,163535,1377,18,True,True,True
423569000,11,423569,167822,1377,18,True,True,True
423579000,11,423579,172110,1377,18,True,True,True
423589000,11,423589,176399,1377,18,True,True,True
423599000,11,423599,180687,1377,18,True,True,True
423609000,11,423609,184975,1377,18,True,True,True
423619000,11,423619,189264,1377,18,True,True,True
423629000,10,423629,193553,1377,18,True,True,True
423639000,10,423639,197842,1377,18,True,True,True
423649000,10,423649,202129,1377,18,True,True,True
423659000,10,423659,206416,1377,18,True,True,True
423669000,10,423669,210703,1377,18,True,True,True
423679000,11,423679,214990,1377,18,True,True,True
423689000,11,423689,219276,1377,18,True,True,True
423699000,11,423699,223562,1377,18,True,True,True
423709000,11,423709,227847,1377,18,True,True,True
423719000,11,423719,232132,1377,18,True,True,True
423729000,11,423729,236416,1377,18,True,True,True
423739000,11,423739,240699,1377,18,True,True,True
423749000,11,423749,244983,1377,18,True,True,True
423759000,11,423759,249266,1377,18,True,True,True
423769000,11,423769,253550,1377,18,True,True,True
423779000,11,423779,257831,1377,18,True,True,True
423789000,11,423789,262113,1377,18,True,True,True
423799000,11,423799,266395,1377,18,True,True,True
423809000,11,423809,270675,1377,18,True,True,True
423819000,11,423819,274957,1377,18,True,True,True
423829000,11,423829,279238,1377,18,True,True,True
423839000,11,423839,283520,1377,18,True,True,True
423849000,11,423849,287801,1377,18,True,True,True
423859000,10,423859,292084,1377,18,True,True,True
423869000,10,423869,296366,1377,18,True,True,True
423879000,10,423879,300648,1377,18,True,True,True
423889000,10,423889,304931,1377,18,True,True,True
423899000,10,423899,309214,1377,18,True,True,True
423909000,10,423909,313496,1377,18,True,True,True
423919000,10,423919,317778,1377,18,True,True,True
423929000,9,423929,322060,1377,18,True,True,True
423939000,9,423939,326343,1377,18,True,True,True
423949000,9,423949,330626,1377,18,True,True,True
423959000,9,423959,334909,1377,18,True,True,True
423969000,9,423969,339191,1377,18,True,True,True
423979000,9,423979,343473,1377,18,True,True,True
423989000,9,423989,347755,1377,18,True,True,True
423999000,9,423999,352036,1377,18,True,True,True
424009000,9,424009,356318,1377,18,True,True,True
424019000,9,424019,360600,1377,18,True,True,True
424029000,9,424029,364883,1377,18,True,True,True
424039000,9,424039,369165,1377,18,True,True,True
424049000,9,424049,373448,1377,18,True,True,True
424059000,9,424059,377731,1377,18,True,True,True
424069000,10,424069,382013,1377,18,True,True,True
424079000,10,424079,386297,1377,18,True,True,True
424089000,10,424089,390582,1377,18,True,True,True
424099000,10,424099,394866,1377,18,True,True,True
424109000,10,424109,399147,1377,18,True,True,True
424119000,10,424119,403428,1377,18,True,True,True
424129000,10,424129,407709,1377,18,True,True,True
424139000,10,424139,411990,1377,18,True,True,True
424149000,10,424149,416271,1377,18,True,True,True
424159000,11,424159,420552,1377,18,True,True,True
424169000,11,424169,424835,1377,18,True,True,True
424179000,11,424179,429118,1377,18,True,True,True
424189000,11,424189,433401,1377,18,True,True,True
424199000,11,424199,437683,1377,18,True,True,True
424209000,11,424209,441964,1377,18,True,True,True
424219000,11,424219,446246,1377,18,True,True,True
424229000,11,424229,450527,1377,18,True,True,True
424239000,11,424239,454807,1377,18,True,True,True
424249000,11,424249,459087,1377,18,True,True,True
424259000,11,424259,463368,1377,18,True,True,True
424269000,11,424269,467648,1377,18,True,True,True
424279000,11,424279,471929,1377,18,True,True,True
424289000,11,424289,476210,1377,18,True,True,True
424299000,11,424299,480492,1377,18,True,True,True
424309000,11,424309,484774,1377,18,True,True,True
424319000,11,424319,489057,1377,18,True,True,True
424329000,11,424329,493338,1377,18,True,True,True
424339000,11,424339,497619,1377,18,True,True,True
424349000,11,424349,-498100,1377,18,True,True,True
424359000,11,424359,-493818,1377,18,True,True,True
424369000,11,424369,-489536,1377,18,True,True,True
424379000,11,424379,-485254,1377,18,True,True,True
424389000,11,424389,-480973,1377,18,True,True,True
424399000,11,424399,-476691,1377,18,True,True,True
424409000,11,424409,-472410,1377,18,True,True,True
424419000,11,424419,-468129,1377,18,True,True,True
424429000,10,424429,-463849,1377,18,True,True,True
424439000,10,424439,-459569,1377,18,True,True,True
424449000,10,424449,-455289,1377,18,True,True,True
424459000,9,424459,-451010,1377,18,True,True,True
424469000,9,424469,-446730,1377,18,True,True,True
424479000,9,424479,-442451,1377,18,True,True,True
424489000,9,424489,-438174,1377,18,True,True,True
424499000,9,424499,-433896,1377,18,True,True,True
424509000,9,424509,-429618,1377,18,True,True,True
424519000,9,424519,-425341,1377,18,True,True,True
424529000,9,424529,-421063,1377,18,True,True,True
424539000,9,424539,-416785,1377,18,True,True,True
424549000,9,424549,-412508,1377,18,True,True,True
424559000,9,424559,-408231,1377,18,True,True,True
424569000,9,424569,-403955,1377,18,True,True,True
424579000,9,424579,-399680,1377,18,True,True,True
424589000,9,424589,-395406,1377,18,True,True,True
424599000,9,424599,-391132,1377,18,True,True,True
424609000,9,424609,-386858,1377,18,True,True,True
424619000,9,424619,-382584,1377,18,True,True,True
424629000,9,424629,-378311,1377,18,True,True,True
424639000,10,424639,-374037,1377,18,True,True,True
424649000,10,424649,-369764,1377,18,True,True,True
424659000,10,424659,-365491,1377,18,True,True,True
424669000,10,424669,-361218,1377,18,True,True,True
424679000,10,424679,-356945,1377,18,True,True,True
424689000,10,424689,-352670,1377,18,True,True,True
424699000,11,424699,-348397,1377,18,True,True,True
424709000,11,424709,-344123,1377,18,True,True,True
424719000,11,424719,-339848,1377,18,True,True,True
424729000,11,424729,-335574,1377,18,True,True,True
424739000,11,424739,-331300,1377,18,True,True,True
424749000,11,424749,-327028,1377,18,True,True,True
424759000,11,424759,-322755,1377,18,True,True,True
424769000,11,424769,-318482,1377,18,True,True,True
424779000,11,424779,-314210,1377,18,True,True,True
424789000,11,424789,-309939,1377,18,True,True,True
424799000,11,424799,-305667,1377,18,True,True,True
424809000,11,424809,-301396,1377,18,True,True,True
424819000,11,424819,-297124,1377,18,True,True,True
424829000,11,424829,-292854,1377,18,True,True,True
424839000,11,424839,-288585,1377,18,True,True,True
424849000,11,424849,-284317,1377,18,True,True,True
424859000,11,424859,-280049,1377,18,True,True,True
424869000,11,424869,-275780,1377,18,True,True,True
424879000,11,424879,-271511,1377,18,True,True,True
424889000,11,424889,-267243,1377,18,True,True,True
424899000,11,424899,-262975,1377,18,True,True,True
424909000,11,424909,-258707,1377,18,True,True,True
424919000,11,424919,-254440,1377,18,True,True,True
424929000,11,424929,-250174,1377,18,True,True,True
424939000,11,424939,-245909,1377,18,True,True,True
424949000,11,424949,-241644,1377,18,True,True,True
424959000,11,424959,-237379,1377,18,True,True,True
424969000,11,424969,-233115,1377,18,True,True,True
424979000,11,424979,-228851,1377,18,True,True,True
424989000,11,424989,-224587,1377,18,True,True,True
424999000,11,424999,-220324,1377,18,True,True,True
425009000,11,425009,-216062,1377,18,True,True,True
425019000,11,425019,-211799,1377,18,True,True,True
425029000,11,425029,-207536,1377,18,True,True,True
425039000,11,425039,-203272,1377,18,True,True,True
425049000,11,425049,-199010,1377,18,True,True,True
425059000,11,425059,-194747,1377,18,True,True,True
425069000,11,425069,-190485,1377,18,True,True,True
425079000,11,425079,-186222,1377,18,True,True,True
425089000,11,425089,-181960,1377,18,True,True,True
425099000,11,425099,-177698,1377,18,True,True,True
425109000,11,425109,-173437,1377,18,True,True,True
425119000,11,425119,-169174,1377,18,True,True,True
425129000,11,425129,-164911,1377,18,True,True,True
425139000,11,425139,-160649,1377,18,True,True,True
425149000,11,425149,-156387,1377,18,True,True,True
425159000,11,425159,-152126,1377,18,True,True,True
425169000,11,425169,-147866,1377,18,True,True,True
425179000,11,425179,-143605,1377,18,True,True,True
425189000,11,425189,-139344,1377,18,True,True,True
425199000,11,425199,-135084,1377,18,True,True,True
425209000,11,425209,-130822,1377,18,True,True,True
425219000,11,425219,-126560,1377,18,True,True,True
425229000,11,425229,-122299,1377,18,True,True,True
425239000,11,425239,-118037,1377,18,True,True,True
425249000,11,425249,-113777,1377,18,True,True,True
425259000,11,425259,-109515,1377,18,True,True,True
425269000,11,425269,-105252,1377,18,True,True,True
425279000,11,425279,-100989,1377,18,True,True,True
425289000,11,425289,-96727,1377,18,True,True,True
425299000,11,425299,-92467,1377,18,True,True,True
425309000,11,425309,-88207,1377,18,True,True,True
425319000,11,425319,-83948,1377,18,True,True,True
425329000,11,425329,-79689,1377,18,True,True,True
425339000,11,425339,-75429,1377,18,True,True,True
425349000,11,425349,-71169,1377,18,True,True,True
425359000,11,425359,-66909,1377,18,True,True,True
425369000,11,425369,-62647,1377,18,True,True,True
425379000,11,425379,-58388,1377,18,True,True,True
425389000,11,425389,-54128,1377,18,True,True,True
425399000,11,425399,-49868,1377,18,True,True,True
425409000,11,425409,-45609,1377,18,True,True,True
425419000,11,425419,-41349,1377,18,True,True,True
425429000,11,425429,-37090,1377,18,True,True,True
425439000,11,425439,-32831,1377,18,True,True,True
425449000,11,425449,-28571,1377,18,True,True,True
425459000,11,425459,-24312,1377,18,True,True,True
425469000,11,425469,-20054,1377,18,True,True,True
425479000,11,425479,-15796,1377,18,True,True,True
425489000,11,425489,-11538,1377,18,True,True,True
425499000,11,425499,-7281,1377,18,True,True,True
425509000,11,425509,-3024,1377,18,True,True,True
425519000,11,425519,1233,1377,18,True,True,True
425529000,11,425529,5490,1377,18,True,True,True
425539000,11,425539,9745,1377,18,True,True,True
425549000,11,425549,14001,1377,18,True,True,True
425559000,12,425559,18257,1377,18,True,True,True
425569000,12,425569,22511,1377,18,True,True,True
425579000,12,425579,26766,1377,18,True,True,True
425589000,12,425589,31020,1377,18,True,True,True
425599000,12,425599,35275,1377,18,True,True,True
425609000,12,425609,39529,1377,18,True,True,True
425619000,12,425619,43783,1377,18,True,True,True
425629000,13,425629,48036,1377,18,True,True,True
425639000,13,425639,52288,1377,18,True,True,True
425649000,13,425649,56540,1377,18,True,True,True
425659000,13,425659,60791,1377,18,True,True,True
425669000,13,425669,65042,1377,18,True,True,True
425679000,13,425679,69295,1377,18,True,True,True
425689000,13,425689,73549,1377,18,True,True,True
425699000,13,425699,77801,1377,18,True,True,True
425709000,13,425709,82055,1377,18,True,True,True
425719000,13,425719,86307,1377,18,True,True,True
425729000,13,425729,90559,1377,18,True,True,True
425739000,13,425739,94811,1377,18,True,True,True
425749000,13,425749,99063,1377,18,True,True,True
425759000,13,425759,103313,1377,18,True,True,True
425769000,13,425769,107564,1377,18,True,True,True
425779000,12,425779,111814,1377,18,True,True,True
425789000,12,425789,116064,1377,18,True,True,True
425799000,13,425799,120314,1377,18,True,True,True
425809000,13,425809,124564,1377,18,True,True,True
425819000,13,425819,128813,1377,18,True,True,True
425829000,13,425829,133063,1377,18,True,True,True
425839000,13,425839,137313,1377,18,True,True,True
425849000,13,425849,141563,1377,18,True,True,True
425859000,13,425859,145813,1377,18,True,True,True
425869000,12,425869,150061,1377,18,True,True,True
425879000,12,425879,154309,1377,18,True,True,True
425889000,12,425889,158558,1377,18,True,True,True
425899000,12,425899,162806,1377,18,True,True,True
425909000,12,425909,167053,1377,18,True,True,True
425919000,12,425919,171300,1377,18,True,True,True
425929000,12,425929,175547,1377,18,True,True,True
425939000,12,425939,179795,1377,18,True,True,True
425949000,12,425949,184042,1377,18,True,True,True
425959000,12,425959,188290,1377,18,True,True,True
425969000,12,425969,192537,1377,18,True,True,True
425979000,11,425979,196786,1377,18,True,True,True
425989000,11,425989,201036,1377,18,True,True,True
425999000,12,425999,205283,1377,18,True,True,True
426009000,12,426009,209531,1377,18,True,True,True
426019000,12,426019,213780,1377,18,True,True,True
426029000,12,426029,218030,1377,18,True,True,True
426039000,12,426039,222279,1377,18,True,True,True
426049000,12,426049,226529,1377,18,True,True,True
426059000,12,426059,230778,1377,18,True,True,True
426069000,12,426069,235029,1377,18,True,True,True
426079000,12,426079,239280,1377,18,True,True,True
426089000,12,426089,243530,1377,18,True,True,True
426099000,12,426099,247780,1377,18,True,True,True
426109000,12,426109,252027,1377,18,True,True,True
426119000,12,426119,256273,1377,18,True,True,True
426129000,11,426129,260521,1377,18,True,True,True
426139000,11,426139,264769,1377,18,True,True,True
426149000,11,426149,269016,1377,18,True,True,True
426159000,11,426159,273264,1377,18,True,True,True
426169000,11,426169,277511,1377,18,True,True,True
426179000,11,426179,281759,1377,18,True,True,True
426189000,11,426189,286007,1377,18,True,True,True
426199000,11,426199,290254,1377,18,True,True,True
426209000,11,426209,294501,1377,18,True,True,True
426219000,11,426219,298749,1377,18,True,True,True
426229000,11,426229,302997,1377,18,True,True,True
426239000,11,426239,307244,1377,18,True,True,True
426249000,11,426249,311492,1377,18,True,True,True
426259000,11,426259,315739,1377,18,True,True,True
426269000,11,426269,319986,1377,18,True,True,True
426279000,11,426279,324232,1377,18,True,True,True
426289000,12,426289,328478,1377,18,True,True,True
426299000,12,426299,332724,1377,18,True,True,True
426309000,12,426309,336972,1377,18,True,True,True
426319000,12,426319,341219,1377,18,True,True,True
426329000,12,426329,345466,1377,18,True,True,True
426339000,12,426339,349713,1377,18,True,True,True
426349000,12,426349,353961,1377,18,True,True,True
426359000,12,426359,358208,1377,18,True,True,True
426369000,12,426369,362455,1377,18,True,True,True
426379000,12,426379,366702,1377,18,True,True,True
426389000,12,426389,370949,1377,18,True,True,True
426399000,12,426399,375197,1377,18,True,True,True
426409000,12,426409,379444,1377,18,True,True,True
426419000,12,426419,383690,1377,18,True,True,True
426429000,12,426429,387938,1377,18,True,True,True
426439000,12,426439,392185,1377,18,True,True,True
426449000,12,426449,396433,1377,18,True,True,True
426459000,13,426459,400680,1377,18,True,True,True
426469000,13,426469,404926,1377,18,True,True,True
426479000,13,426479,409173,1377,18,True,True,True
426489000,13,426489,413420,1377,18,True,True,True
426499000,13,426499,417667,1377,18,True,True,True
426509000,13,426509,421913,1377,18,True,True,True
426519000,13,426519,426159,1377,18,True,True,True
426529000,12,426529,430405,1377,18,True,True,True
426539000,12,426539,434651,1377,18,True,True,True
426549000,12,426549,438895,1377,18,True,True,True
426559000,12,426559,443138,1377,18,True,True,True
426569000,12,426569,447382,1377,18,True,True,True
426579000,12,426579,451626,1377,18,True,True,True
426589000,12,426589,455870,1377,18,True,True,True
426599000,12,426599,460115,1377,18,True,True,True
426609000,12,426609,464361,1377,18,True,True,True
426619000,12,426619,468605,1377,18,True,True,True
426629000,13,426629,472848,1377,18,True,True,True
426639000,13,426639,477092,1377,18,True,True,True
426649000,13,426649,481335,1377,18,True,True,True
426659000,14,426659,485579,1377,18,True,True,True
426669000,14,426669,489823,1377,18,True,True,True
426679000,14,426679,494064,1377,18,True,True,True
426689000,15,426689,498305,1377,18,True,True,True
426699000,15,426699,-497454,1377,18,True,True,True
426709000,15,426709,-493212,1377,18,True,True,True
426719000,15,426719,-488969,1377,18,True,True,True
426729000,15,426729,-484727,1377,18,True,True,True
426739000,15,426739,-480485,1377,18,True,True,True
426749000,15,426749,-476245,1377,18,True,True,True
426759000,15,426759,-472004,1377,18,True,True,True
426769000,15,426769,-467763,1377,18,True,True,True
426779000,15,426779,-463522,1377,18,True,True,True
426789000,15,426789,-459280,1377,18,True,True,True
426799000,15,426799,-455039,1377,18,True,True,True
426809000,14,426809,-450800,1377,18,True,True,True
426819000,14,426819,-446561,1377,18,True,True,True
426829000,14,426829,-442321,1377,18,True,True,True
426839000,15,426839,-438080,1377,18,True,True,True
426849000,15,426849,-433841,1377,18,True,True,True
426859000,15,426859,-429602,1377,18,True,True,True
426869000,15,426869,-425363,1377,18,True,True,True
426879000,15,426879,-421125,1377,18,True,True,True
426889000,15,426889,-416887,1377,18,True,True,True
426899000,15,426899,-412649,1377,18,True,True,True
426909000,15,426909,-408411,1377,18,True,True,True
426919000,14,426919,-404171,1377,18,True,True,True
426929000,14,426929,-399933,1377,18,True,True,True
426939000,14,426939,-395695,1377,18,True,True,True
426949000,14,426949,-391455,1377,18,True,True,True
426959000,14,426959,-387216,1377,18,True,True,True
426969000,14,426969,-382978,1377,18,True,True,True
426979000,14,426979,-378740,1377,18,True,True,True
426989000,14,426989,-374502,1377,18,True,True,True
426999000,14,426999,-370266,1377,18,True,True,True
427009000,14,427009,-366028,1377,18,True,True,True
427019000,14,427019,-361790,1377,18,True,True,True
427029000,13,427029,-357552,1377,18,True,True,True
427039000,13,427039,-353315,1377,18,True,True,True
427049000,12,427049,-349078,1377,18,True,True,True
427059000,12,427059,-344841,1377,18,True,True,True
427069000,12,427069,-340603,1377,18,True,True,True
427079000,11,427079,-336367,1377,18,True,True,True
427089000,11,427089,-332131,1377,18,True,True,True
427099000,11,427099,-327894,1377,18,True,True,True
427109000,11,427109,-323660,1377,18,True,True,True
427119000,11,427119,-319426,1377,18,True,True,True
427129000,11,427129,-315190,1377,18,True,True,True
427139000,11,427139,-310956,1377,18,True,True,True
427149000,11,427149,-306722,1377,18,True,True,True
427159000,11,427159,-302488,1377,18,True,True,True
427169000,11,427169,-298255,1377,18,True,True,True
427179000,11,427179,-294021,1377,18,True,True,True
427189000,11,427189,-289786,1377,18,True,True,True
427199000,11,427199,-285552,1377,18,True,True,True
427209000,12,427209,-281318,1377,18,True,True,True
427219000,12,427219,-277085,1377,18,True,True,True
427229000,12,427229,-272852,1377,18,True,True,True
427239000,12,427239,-268618,1377,18,True,True,True
427249000,12,427249,-264385,1377,18,True,True,True
427259000,13,427259,-260152,1377,18,True,True,True
427269000,13,427269,-255919,1377,18,True,True,True
427279000,13,427279,-251686,1377,18,True,True,True
427289000,14,427289,-247453,1377,18,True,True,True
427299000,14,427299,-243219,1377,18,True,True,True
427309000,14,427309,-238986,1377,18,True,True,True
427319000,15,427319,-234752,1377,18,True,True,True
427329000,15,427329,-230517,1377,18,True,True,True
427339000,16,427339,-226283,1377,18,True,True,True
427349000,16,427349,-222048,1377,18,True,True,True
427359000,16,427359,-217812,1377,18,True,True,True
427369000,17,427369,-213577,1377,18,True,True,True
427379000,17,427379,-209341,1377,18,True,True,True
427389000,17,427389,-205108,1377,18,True,True,True
427399000,17,427399,-200873,1377,18,True,True,True
427409000,17,427409,-196638,1377,18,True,True,True
427419000,17,427419,-192403,1377,18,True,True,True
427429000,17,427429,-188170,1377,18,True,True,True
427439000,17,427439,-183937,1377,18,True,True,True
427449000,17,427449,-179705,1377,18,True,True,True
427459000,17,427459,-175470,1377,18,True,True,True
427469000,17,427469,-171236,1377,18,True,True,True
427479000,17,427479,-167002,1377,18,True,True,True
427489000,16,427489,-162768,1377,18,True,True,True
427499000,16,427499,-158534,1377,18,True,True,True
427509000,16,427509,-154303,1377,18,True,True,True
427519000,15,427519,-150070,1377,18,True,True,True
427529000,15,427529,-145839,1377,18,True,True,True
427539000,15,427539,-141607,1377,18,True,True,True
427549000,15,427549,-137376,1377,18,True,True,True
427559000,15,427559,-133146,1377,18,True,True,True
427569000,15,427569,-128916,1377,18,True,True,True
427579000,15,427579,-124687,1377,18,True,True,True
427589000,15,427589,-120457,1377,18,True,True,True
427599000,14,427599,-116228,1377,18,True,True,True
427609000,14,427609,-111999,1377,18,True,True,True
427619000,14,427619,-107771,1377,18,True,True,True
427629000,14,427629,-103541,1377,18,True,True,True
427639000,14,427639,-99312,1377,18,True,True,True
427649000,14,427649,-95084,1377,18,True,True,True
427659000,14,427659,-90854,1377,18,True,True,True
427669000,14,427669,-86623,1377,18,True,True,True
427679000,14,427679,-82393,1377,18,True,True,True
427689000,14,427689,-78163,1377,18,True,True,True
427699000,14,427699,-73933,1377,18,True,True,True
427709000,14,427709,-69704,1377,18,True,True,True
427719000,14,427719,-65473,1377,18,True,True,True
427729000,15,427729,-61242,1377,18,True,True,True
427739000,15,427739,-57010,1377,18,True,True,True
427749000,16,427749,-52779,1377,18,True,True,True
427759000,16,427759,-48548,1377,18,True,True,True
427769000,17,427769,-44317,1377,18,True,True,True
427779000,18,427779,-40086,1377,18,True,True,True
427789000,18,427789,-35854,1377,18,True,True,True
427799000,18,427799,-31620,1377,18,True,True,True
427809000,17,427809,-27387,1377,18,True,True,True
427819000,17,427819,-23155,1377,18,True,True,True
427829000,18,427829,-18924,1377,18,True,True,True
427839000,19,427839,-14694,1377,18,True,True,True
427849000,19,427849,-10465,1377,18,True,True,True
427859000,19,427859,-6236,1377,18,True,True,True
427869000,20,427869,-2010,1377,18,True,True,True
427879000,20,427879,2219,1377,18,True,True,True
427889000,21,427889,6447,1377,18,True,True,True
427899000,21,427899,10675,1377,18,True,True,True
427909000,21,427909,14901,1377,18,True,True,True
427919000,21,427919,19126,1377,18,True,True,True
427929000,20,427929,23351,1377,18,True,True,True
427939000,20,427939,27576,1377,18,True,True,True
427949000,20,427949,31799,1377,18,True,True,True
427959000,19,427959,36024,1377,18,True,True,True
427969000,19,427969,40250,1377,18,True,True,True
427979000,19,427979,44476,1377,18,True,True,True
427989000,19,427989,48702,1377,18,True,True,True
427999000,19,427999,52928,1377,18,True,True,True
428009000,19,428009,57153,1377,18,True,True,True
428019000,20,428019,61380,1377,18,True,True,True
428029000,20,428029,65608,1377,18,True,True,True
428039000,20,428039,69835,1377,18,True,True,True
428049000,20,428049,74064,1377,18,True,True,True
428059000,19,428059,78293,1377,18,True,True,True
428069000,19,428069,82521,1377,18,True,True,True
428079000,18,428079,86748,1377,18,True,True,True
428089000,17,428089,90976,1377,18,True,True,True
428099000,17,428099,95204,1377,18,True,True,True
428109000,17,428109,99432,1377,18,True,True,True
428119000,16,428119,103661,1377,18,True,True,True
428129000,16,428129,107888,1377,18,True,True,True
428139000,16,428139,112114,1377,18,True,True,True
428149000,15,428149,116343,1377,18,True,True,True
428159000,15,428159,120571,1377,18,True,True,True
428169000,15,428169,124800,1377,18,True,True,True
428179000,15,428179,129027,1377,18,True,True,True
428189000,15,428189,133253,1377,18,True,True,True
428199000,15,428199,137480,1377,18,True,True,True
428209000,15,428209,141707,1377,18,True,True,True
428219000,15,428219,145932,1377,18,True,True,True
428229000,15,428229,150158,1377,18,True,True,True
428239000,15,428239,154385,1377,18,True,True,True
428249000,16,428249,158612,1377,18,True,True,True
428259000,16,428259,162839,1377,18,True,True,True
428269000,16,428269,167066,1377,18,True,True,True
428279000,16,428279,171291,1377,18,True,True,True
428289000,16,428289,175515,1377,18,True,True,True
428299000,16,428299,179740,1377,18,True,True,True
428309000,16,428309,183965,1377,18,True,True,True
428319000,16,428319,188190,1377,18,True,True,True
428329000,15,428329,192415,1377,18,True,True,True
428339000,15,428339,196640,1377,18,True,True,True
428349000,16,428349,200867,1377,18,True,True,True
428359000,16,428359,205093,1377,18,True,True,True
428369000,15,428369,209320,1377,18,True,True,True
428379000,15,428379,213548,1377,18,True,True,True
