bootType,cpuLoad,cpuLoadMax,memUsage,memUsageMax,ioUsage,ioUsageMax,runTime,noticeCount,warnCount,errorCount,tempValue
1,38,45,5,16,3,25,38270,18,0,0,0
1,37,45,5,16,3,25,38280,18,0,0,0
1,41,45,5,16,3,25,38290,18,0,0,0
1,38,45,5,16,3,25,38300,18,0,0,0
1,38,45,5,16,3,25,38310,18,0,0,0
1,39,45,7,16,3,25,38320,18,0,0,0
1,38,45,5,16,3,25,38330,18,0,0,0
1,38,45,5,16,3,25,38340,18,0,0,0
1,39,45,5,16,3,25,38350,18,0,0,0
1,37,45,5,16,3,25,38360,18,0,0,0
1,37,45,5,16,3,25,38370,18,0,0,0
1,38,45,5,16,3,25,38380,18,0,0,0
1,38,45,5,16,3,25,38390,18,0,0,0
1,38,45,5,16,3,25,38400,18,0,0,0
1,38,45,5,16,3,25,38410,18,0,0,0
1,38,45,4,16,3,25,38420,18,0,0,0
1,37,45,5,16,3,25,38430,18,0,0,0
1,37,45,5,16,3,25,38440,18,0,0,0
1,38,45,5,16,3,25,38450,18,0,0,0
1,38,45,5,16,3,25,38460,18,0,0,0
1,39,45,5,16,3,25,38470,18,0,0,0
1,39,45,5,16,3,25,38480,18,0,0,0
1,37,45,4,16,3,25,38490,18,0,0,0
1,38,45,5,16,3,25,38500,18,0,0,0
1,37,45,5,16,3,25,38510,18,0,0,0
1,37,45,5,16,3,25,38520,18,0,0,0
1,37,45,5,16,3,25,38530,18,0,0,0
1,37,45,5,16,3,25,38540,18,0,0,0
1,37,45,5,16,3,25,38550,18,0,0,0
1,37,45,5,16,3,25,38560,18,0,0,0
1,36,45,5,16,3,25,38570,18,0,0,0
1,37,45,5,16,3,25,38580,18,0,0,0
1,38,45,5,16,3,25,38590,18,0,0,0
1,37,45,5,16,3,25,38600,18,0,0,0
1,36,45,5,16,3,25,38610,18,0,0,0
1,37,45,5,16,3,25,38620,18,0,0,0
1,37,45,7,16,3,25,38630,18,0,0,0
1,38,45,5,16,3,25,38640,18,0,0,0
1,38,45,5,16,3,25,38650,18,0,0,0
1,36,45,5,16,3,25,38660,18,0,0,0
1,36,45,5,16,3,25,38670,18,0,0,0
1,36,45,5,16,3,25,38680,18,0,0,0
1,37,45,5,16,3,25,38690,18,0,0,0
1,36,45,5,16,3,25,38700,18,0,0,0
1,38,45,5,16,3,25,38710,18,0,0,0
1,37,45,5,16,3,25,38720,18,0,0,0
1,36,45,4,16,3,25,38730,18,0,0,0
1,37,45,4,16,3,25,38740,18,0,0,0
1,37,45,5,16,3,25,38750,18,0,0,0
1,37,45,5,16,3,25,38760,18,0,0,0
1,38,45,4,16,3,25,38770,18,0,0,0
1,37,45,5,16,3,25,38780,18,0,0,0
1,37,45,4,16,3,25,38790,18,0,0,0
1,37,45,5,16,3,25,38800,18,0,0,0
1,39,45,5,16,3,25,38810,18,0,0,0
1,37,45,4,16,3,25,38820,18,0,0,0
1,38,45,4,16,3,25,38830,18,0,0,0
1,39,45,5,16,3,25,38840,18,0,0,0
1,37,45,5,16,3,25,38850,18,0,0,0
1,37,45,4,16,3,25,38860,18,0,0,0
1,38,45,4,16,3,25,38870,18,0,0,0
1,37,45,5,16,3,25,38880,18,0,0,0
1,38,45,4,16,3,25,38890,18,0,0,0
1,38,45,5,16,3,25,38900,18,0,0,0
1,38,45,5,16,3,25,38910,18,0,0,0
1,38,45,5,16,3,25,38920,18,0,0,0
1,38,45,5,16,3,25,38930,18,0,0,0
1,38,45,4,16,3,25,38940,18,0,0,0
1,40,45,5,16,3,25,38950,18,0,0,0
1,39,45,5,16,3,25,38960,18,0,0,0
1,38,45,5,16,3,25,38970,18,0,0,0
1,40,45,5,16,3,25,38980,18,0,0,0
1,39,45,5,16,3,25,38990,18,0,0,0
1,38,45,5,16,3,25,39000,18,0,0,0
1,40,45,4,16,3,25,39010,18,0,0,0
1,38,45,5,16,3,25,39020,18,0,0,0
1,38,45,5,16,3,25,39030,18,0,0,0
1,38,45,5,16,3,25,39040,18,0,0,0
1,39,45,5,16,3,25,39050,18,0,0,0
1,38,45,5,16,3,25,39060,18,0,0,0
1,40,45,5,16,3,25,39070,18,0,0,0
1,38,45,5,16,3,25,39080,18,0,0,0
1,38,45,5,16,3,25,39090,18,0,0,0
1,37,45,5,16,3,25,39100,18,0,0,0
1,38,45,5,16,3,25,39110,18,0,0,0
1,37,45,5,16,3,25,39120,18,0,0,0
1,40,45,5,16,3,25,39130,18,0,0,0
1,38,45,5,16,3,25,39140,18,0,0,0
1,38,45,5,16,3,25,39150,18,0,0,0
1,38,45,5,16,3,25,39160,18,0,0,0
1,38,45,5,16,3,25,39170,18,0,0,0
1,38,45,5,16,3,25,39180,18,0,0,0
1,39,45,5,16,3,25,39190,18,0,0,0
1,39,45,5,16,3,25,39200,18,0,0,0
1,38,45,5,16,3,25,39210,18,0,0,0
1,40,45,5,16,3,25,39220,18,0,0,0
1,39,45,5,16,3,25,39230,18,0,0,0
1,39,45,5,16,3,25,39240,18,0,0,0
1,39,45,5,16,3,25,39250,18,0,0,0
1,38,45,5,16,3,25,39260,18,0,0,0
1,38,45,5,16,3,25,39270,18,0,0,0
1,40,45,5,16,3,25,39280,18,0,0,0
1,39,45,5,16,3,25,39290,18,0,0,0
1,39,45,5,16,3,25,39300,18,0,0,0
1,39,45,5,16,3,25,39310,18,0,0,0
1,39,45,5,16,3,25,39320,18,0,0,0
1,38,45,5,16,3,25,39330,18,0,0,0
1,41,45,5,16,3,25,39340,18,0,0,0
1,39,45,5,16,3,25,39350,18,0,0,0
1,39,45,5,16,3,25,39360,18,0,0,0
1,41,45,7,16,3,25,39370,18,0,0,0
1,38,45,5,16,3,25,39380,18,0,0,0
1,39,45,5,16,3,25,39390,18,0,0,0
1,40,45,5,16,3,25,39400,18,0,0,0
1,40,45,4,16,3,25,39410,18,0,0,0
1,39,45,5,16,3,25,39420,18,0,0,0
1,40,45,5,16,3,25,39430,18,0,0,0
1,38,45,5,16,3,25,39440,18,0,0,0
1,38,45,4,16,3,25,39450,18,0,0,0
1,38,45,4,16,3,25,39460,18,0,0,0
1,38,45,5,16,3,25,39470,18,0,0,0
1,38,45,5,16,3,25,39480,18,0,0,0
1,39,45,4,16,3,25,39490,18,0,0,0
1,38,45,7,16,3,25,39500,18,0,0,0
1,37,45,5,16,3,25,39510,18,0,0,0
1,38,45,7,16,3,25,39520,18,0,0,0
1,38,45,7,16,3,25,39530,18,0,0,0
1,38,45,4,16,3,25,39540,18,0,0,0
1,39,45,4,16,3,25,39550,18,0,0,0
1,39,45,4,16,3,25,39560,18,0,0,0
1,39,45,5,16,3,25,39570,18,0,0,0
1,38,45,5,16,3,25,39580,18,0,0,0
1,37,45,5,16,3,25,39590,18,0,0,0
1,36,45,4,16,3,25,39600,18,0,0,0
1,38,45,4,16,3,25,39610,18,0,0,0
1,37,45,4,16,3,25,39620,18,0,0,0
1,37,45,4,16,3,25,39630,18,0,0,0
1,37,45,4,16,3,25,39640,18,0,0,0
1,38,45,4,16,3,25,39650,18,0,0,0
1,38,45,4,16,3,25,39660,18,0,0,0
1,39,45,4,16,3,25,39670,18,0,0,0
1,38,45,4,16,3,25,39680,18,0,0,0
1,38,45,4,16,3,25,39690,18,0,0,0
1,38,45,5,16,3,25,39700,18,0,0,0
1,37,45,4,16,3,25,39710,18,0,0,0
1,37,45,4,16,3,25,39720,18,0,0,0
1,39,45,6,16,3,25,39730,18,0,0,0
