iTOW,fTOW,week,leapS,towValid,weekValid,leapSValid,tAcc
423759000,249266,2401,18,True,True,True,10
423769000,253550,2401,18,True,True,True,10
423779000,257831,2401,18,True,True,True,10
423789000,262112,2401,18,True,True,True,10
423799000,266394,2401,18,True,True,True,10
423809000,270675,2401,18,True,True,True,10
423819000,274956,2401,18,True,True,True,10
423829000,279238,2401,18,True,True,True,10
423839000,283520,2401,18,True,True,True,10
423849000,287801,2401,18,True,True,True,9
423859000,292084,2401,18,True,True,True,9
423869000,296366,2401,18,True,True,True,9
423879000,300648,2401,18,True,True,True,8
423889000,304931,2401,18,True,True,True,8
423899000,309214,2401,18,True,True,True,8
423909000,313496,2401,18,True,True,True,8
423919000,317778,2401,18,True,True,True,8
423929000,322060,2401,18,True,True,True,8
423939000,326343,2401,18,True,True,True,8
423949000,330626,2401,18,True,True,True,8
423959000,334909,2401,18,True,True,True,8
423969000,339192,2401,18,True,True,True,8
423979000,343473,2401,18,True,True,True,8
423989000,347755,2401,18,True,True,True,8
423999000,352037,2401,18,True,True,True,8
424009000,356318,2401,18,True,True,True,8
424019000,360600,2401,18,True,True,True,8
424029000,364883,2401,18,True,True,True,8
424039000,369165,2401,18,True,True,True,8
424049000,373448,2401,18,True,True,True,8
424059000,377731,2401,18,True,True,True,8
424069000,382014,2401,18,True,True,True,8
424079000,386298,2401,18,True,True,True,8
424089000,390583,2401,18,True,True,True,8
424099000,394866,2401,18,True,True,True,9
424109000,399148,2401,18,True,True,True,9
424119000,403428,2401,18,True,True,True,9
424129000,407709,2401,18,True,True,True,9
424139000,411990,2401,18,True,True,True,9
424149000,416272,2401,18,True,True,True,9
424159000,420553,2401,18,True,True,True,9
424169000,424836,2401,18,True,True,True,9
424179000,429119,2401,18,True,True,True,9
424189000,433401,2401,18,True,True,True,9
424199000,437683,2401,18,True,True,True,9
424209000,441965,2401,18,True,True,True,10
424219000,446247,2401,18,True,True,True,10
424229000,450528,2401,18,True,True,True,10
424239000,454808,2401,18,True,True,True,10
424249000,459088,2401,18,True,True,True,10
424259000,463369,2401,18,True,True,True,10
424269000,467649,2401,18,True,True,True,10
424279000,471930,2401,18,True,True,True,10
424289000,476211,2401,18,True,True,True,10
424299000,480493,2401,18,True,True,True,10
424309000,484775,2401,18,True,True,True,10
424319000,489058,2401,18,True,True,True,10
424329000,493339,2401,18,True,True,True,10
424339000,497620,2401,18,True,True,True,10
424349000,-498098,2401,18,True,True,True,10
424359000,-493816,2401,18,True,True,True,10
424369000,-489535,2401,18,True,True,True,10
424379000,-485253,2401,18,True,True,True,10
424389000,-480971,2401,18,True,True,True,10
424399000,-476690,2401,18,True,True,True,10
424409000,-472409,2401,18,True,True,True,10
424419000,-468128,2401,18,True,True,True,10
424429000,-463848,2401,18,True,True,True,9
424439000,-459568,2401,18,True,True,True,9
424449000,-455288,2401,18,True,True,True,9
424459000,-451009,2401,18,True,True,True,8
424469000,-446729,2401,18,True,True,True,8
424479000,-442450,2401,18,True,True,True,8
424489000,-438172,2401,18,True,True,True,8
424499000,-433895,2401,18,True,True,True,8
424509000,-429617,2401,18,True,True,True,8
424519000,-425340,2401,18,True,True,True,8
424529000,-421062,2401,18,True,True,True,8
424539000,-416783,2401,18,True,True,True,8
424549000,-412506,2401,18,True,True,True,8
424559000,-408230,2401,18,True,True,True,8
424569000,-403954,2401,18,True,True,True,8
424579000,-399679,2401,18,True,True,True,8
424589000,-395405,2401,18,True,True,True,8
424599000,-391131,2401,18,True,True,True,8
424609000,-386857,2401,18,True,True,True,8
424619000,-382582,2401,18,True,True,True,8
424629000,-378309,2401,18,True,True,True,8
424639000,-374035,2401,18,True,True,True,9
424649000,-369762,2401,18,True,True,True,9
424659000,-365489,2401,18,True,True,True,9
424669000,-361216,2401,18,True,True,True,9
424679000,-356943,2401,18,True,True,True,9
424689000,-352668,2401,18,True,True,True,9
424699000,-348395,2401,18,True,True,True,10
424709000,-344121,2401,18,True,True,True,10
424719000,-339846,2401,18,True,True,True,10
424729000,-335572,2401,18,True,True,True,10
424739000,-331299,2401,18,True,True,True,10
424749000,-327026,2401,18,True,True,True,10
424759000,-322753,2401,18,True,True,True,10
424769000,-318481,2401,18,True,True,True,10
424779000,-314208,2401,18,True,True,True,10
424789000,-309937,2401,18,True,True,True,10
424799000,-305665,2401,18,True,True,True,10
424809000,-301394,2401,18,True,True,True,10
424819000,-297122,2401,18,True,True,True,10
424829000,-292853,2401,18,True,True,True,10
424839000,-288584,2401,18,True,True,True,10
424849000,-284315,2401,18,True,True,True,10
424859000,-280047,2401,18,True,True,True,10
424869000,-275778,2401,18,True,True,True,10
424879000,-271510,2401,18,True,True,True,10
424889000,-267241,2401,18,True,True,True,10
424899000,-262973,2401,18,True,True,True,10
424909000,-258706,2401,18,True,True,True,10
424919000,-254439,2401,18,True,True,True,10
424929000,-250172,2401,18,True,True,True,10
424939000,-245907,2401,18,True,True,True,10
424949000,-241642,2401,18,True,True,True,10
424959000,-237377,2401,18,True,True,True,10
424969000,-233113,2401,18,True,True,True,10
424979000,-228849,2401,18,True,True,True,10
424989000,-224585,2401,18,True,True,True,10
424999000,-220322,2401,18,True,True,True,10
425009000,-216060,2401,18,True,True,True,10
425019000,-211797,2401,18,True,True,True,10
425029000,-207534,2401,18,True,True,True,10
425039000,-203270,2401,18,True,True,True,10
425049000,-199008,2401,18,True,True,True,10
425059000,-194745,2401,18,True,True,True,10
425069000,-190483,2401,18,True,True,True,10
425079000,-186220,2401,18,True,True,True,10
425089000,-181958,2401,18,True,True,True,10
425099000,-177696,2401,18,True,True,True,10
425109000,-173435,2401,18,True,True,True,10
425119000,-169172,2401,18,True,True,True,10
425129000,-164909,2401,18,True,True,True,10
425139000,-160647,2401,18,True,True,True,10
425149000,-156385,2401,18,True,True,True,10
425159000,-152124,2401,18,True,True,True,10
425169000,-147864,2401,18,True,True,True,10
425179000,-143603,2401,18,True,True,True,10
425189000,-139342,2401,18,True,True,True,10
425199000,-135081,2401,18,True,True,True,10
425209000,-130820,2401,18,True,True,True,10
425219000,-126558,2401,18,True,True,True,10
425229000,-122296,2401,18,True,True,True,10
425239000,-118035,2401,18,True,True,True,10
425249000,-113774,2401,18,True,True,True,10
425259000,-109512,2401,18,True,True,True,10
425269000,-105249,2401,18,True,True,True,10
425279000,-100986,2401,18,True,True,True,10
425289000,-96725,2401,18,True,True,True,10
425299000,-92465,2401,18,True,True,True,10
425309000,-88204,2401,18,True,True,True,10
425319000,-83946,2401,18,True,True,True,10
425329000,-79686,2401,18,True,True,True,10
425339000,-75427,2401,18,True,True,True,10
425349000,-71167,2401,18,True,True,True,10
425359000,-66907,2401,18,True,True,True,10
425369000,-62645,2401,18,True,True,True,10
425379000,-58385,2401,18,True,True,True,10
425389000,-54125,2401,18,True,True,True,10
425399000,-49865,2401,18,True,True,True,10
425409000,-45606,2401,18,True,True,True,10
425419000,-41347,2401,18,True,True,True,10
425429000,-37088,2401,18,True,True,True,10
425439000,-32828,2401,18,True,True,True,10
425449000,-28569,2401,18,True,True,True,10
425459000,-24310,2401,18,True,True,True,10
425469000,-20051,2401,18,True,True,True,10
425479000,-15793,2401,18,True,True,True,10
425489000,-11535,2401,18,True,True,True,10
425499000,-7278,2401,18,True,True,True,10
425509000,-3021,2401,18,True,True,True,10
425519000,1236,2401,18,True,True,True,10
425529000,5493,2401,18,True,True,True,10
425539000,9748,2401,18,True,True,True,10
425549000,14004,2401,18,True,True,True,11
425559000,18260,2401,18,True,True,True,11
425569000,22514,2401,18,True,True,True,11
425579000,26768,2401,18,True,True,True,11
425589000,31023,2401,18,True,True,True,11
425599000,35278,2401,18,True,True,True,11
425609000,39532,2401,18,True,True,True,11
425619000,43786,2401,18,True,True,True,12
425629000,48039,2401,18,True,True,True,12
425639000,52291,2401,18,True,True,True,12
425649000,56543,2401,18,True,True,True,12
425659000,60794,2401,18,True,True,True,12
425669000,65045,2401,18,True,True,True,12
425679000,69298,2401,18,True,True,True,12
425689000,73552,2401,18,True,True,True,12
425699000,77804,2401,18,True,True,True,12
425709000,82058,2401,18,True,True,True,12
425719000,86310,2401,18,True,True,True,12
425729000,90562,2401,18,True,True,True,12
425739000,94814,2401,18,True,True,True,12
425749000,99065,2401,18,True,True,True,12
425759000,103316,2401,18,True,True,True,12
425769000,107567,2401,18,True,True,True,12
425779000,111817,2401,18,True,True,True,12
425789000,116067,2401,18,True,True,True,12
425799000,120317,2401,18,True,True,True,12
425809000,124567,2401,18,True,True,True,12
425819000,128816,2401,18,True,True,True,12
425829000,133066,2401,18,True,True,True,12
425839000,137316,2401,18,True,True,True,12
425849000,141566,2401,18,True,True,True,12
425859000,145816,2401,18,True,True,True,12
425869000,150064,2401,18,True,True,True,12
425879000,154312,2401,18,True,True,True,11
425889000,158561,2401,18,True,True,True,11
425899000,162809,2401,18,True,True,True,11
425909000,167056,2401,18,True,True,True,11
425919000,171303,2401,18,True,True,True,11
425929000,175550,2401,18,True,True,True,11
425939000,179798,2401,18,True,True,True,11
425949000,184045,2401,18,True,True,True,11
425959000,188293,2401,18,True,True,True,11
425969000,192540,2401,18,True,True,True,11
425979000,196789,2401,18,True,True,True,11
425989000,201039,2401,18,True,True,True,11
425999000,205286,2401,18,True,True,True,11
426009000,209534,2401,18,True,True,True,11
426019000,213783,2401,18,True,True,True,11
426029000,218033,2401,18,True,True,True,11
426039000,222283,2401,18,True,True,True,11
426049000,226532,2401,18,True,True,True,11
426059000,230782,2401,18,True,True,True,11
426069000,235033,2401,18,True,True,True,11
426079000,239284,2401,18,True,True,True,11
426089000,243534,2401,18,True,True,True,11
426099000,247784,2401,18,True,True,True,11
426109000,252031,2401,18,True,True,True,11
426119000,256277,2401,18,True,True,True,11
426129000,260524,2401,18,True,True,True,11
426139000,264772,2401,18,True,True,True,11
426149000,269020,2401,18,True,True,True,11
426159000,273268,2401,18,True,True,True,10
426169000,277515,2401,18,True,True,True,10
426179000,281763,2401,18,True,True,True,10
426189000,286010,2401,18,True,True,True,10
426199000,290258,2401,18,True,True,True,10
426209000,294505,2401,18,True,True,True,10
426219000,298753,2401,18,True,True,True,10
426229000,303000,2401,18,True,True,True,10
426239000,307248,2401,18,True,True,True,10
426249000,311495,2401,18,True,True,True,10
426259000,315743,2401,18,True,True,True,10
426269000,319990,2401,18,True,True,True,10
426279000,324236,2401,18,True,True,True,11
426289000,328482,2401,18,True,True,True,11
426299000,332728,2401,18,True,True,True,11
426309000,336976,2401,18,True,True,True,11
426319000,341223,2401,18,True,True,True,11
426329000,345470,2401,18,True,True,True,11
426339000,349717,2401,18,True,True,True,11
426349000,353965,2401,18,True,True,True,11
426359000,358212,2401,18,True,True,True,11
426369000,362459,2401,18,True,True,True,11
426379000,366706,2401,18,True,True,True,11
426389000,370953,2401,18,True,True,True,11
426399000,375201,2401,18,True,True,True,12
426409000,379448,2401,18,True,True,True,12
426419000,383694,2401,18,True,True,True,12
426429000,387941,2401,18,True,True,True,12
426439000,392189,2401,18,True,True,True,12
426449000,396437,2401,18,True,True,True,12
426459000,400684,2401,18,True,True,True,12
426469000,404930,2401,18,True,True,True,12
426479000,409177,2401,18,True,True,True,12
426489000,413424,2401,18,True,True,True,12
426499000,417671,2401,18,True,True,True,12
426509000,421917,2401,18,True,True,True,12
426519000,426163,2401,18,True,True,True,12
426529000,430409,2401,18,True,True,True,12
426539000,434655,2401,18,True,True,True,12
426549000,438899,2401,18,True,True,True,11
426559000,443142,2401,18,True,True,True,11
426569000,447386,2401,18,True,True,True,11
426579000,451630,2401,18,True,True,True,11
426589000,455874,2401,18,True,True,True,11
426599000,460119,2401,18,True,True,True,11
426609000,464365,2401,18,True,True,True,12
426619000,468610,2401,18,True,True,True,12
426629000,472853,2401,18,True,True,True,12
426639000,477097,2401,18,True,True,True,12
426649000,481340,2401,18,True,True,True,13
426659000,485583,2401,18,True,True,True,13
426669000,489827,2401,18,True,True,True,13
426679000,494068,2401,18,True,True,True,13
426689000,498309,2401,18,True,True,True,14
426699000,-497450,2401,18,True,True,True,14
426709000,-493208,2401,18,True,True,True,14
426719000,-488965,2401,18,True,True,True,14
426729000,-484723,2401,18,True,True,True,14
426739000,-480481,2401,18,True,True,True,14
426749000,-476241,2401,18,True,True,True,14
426759000,-472000,2401,18,True,True,True,14
426769000,-467759,2401,18,True,True,True,14
426779000,-463518,2401,18,True,True,True,14
426789000,-459276,2401,18,True,True,True,14
426799000,-455035,2401,18,True,True,True,14
426809000,-450796,2401,18,True,True,True,14
426819000,-446557,2401,18,True,True,True,14
426829000,-442316,2401,18,True,True,True,14
426839000,-438076,2401,18,True,True,True,14
426849000,-433836,2401,18,True,True,True,14
426859000,-429597,2401,18,True,True,True,14
426869000,-425359,2401,18,True,True,True,14
426879000,-421121,2401,18,True,True,True,14
426889000,-416883,2401,18,True,True,True,14
426899000,-412645,2401,18,True,True,True,14
426909000,-408407,2401,18,True,True,True,14
426919000,-404167,2401,18,True,True,True,14
426929000,-399929,2401,18,True,True,True,14
426939000,-395691,2401,18,True,True,True,14
426949000,-391451,2401,18,True,True,True,13
426959000,-387212,2401,18,True,True,True,13
426969000,-382973,2401,18,True,True,True,13
426979000,-378736,2401,18,True,True,True,13
426989000,-374498,2401,18,True,True,True,13
426999000,-370261,2401,18,True,True,True,13
427009000,-366024,2401,18,True,True,True,13
427019000,-361786,2401,18,True,True,True,13
427029000,-357547,2401,18,True,True,True,13
427039000,-353310,2401,18,True,True,True,12
427049000,-349073,2401,18,True,True,True,12
427059000,-344836,2401,18,True,True,True,11
427069000,-340599,2401,18,True,True,True,11
427079000,-336363,2401,18,True,True,True,11
427089000,-332126,2401,18,True,True,True,10
427099000,-327890,2401,18,True,True,True,10
427109000,-323656,2401,18,True,True,True,10
427119000,-319421,2401,18,True,True,True,10
427129000,-315186,2401,18,True,True,True,10
427139000,-310951,2401,18,True,True,True,10
427149000,-306718,2401,18,True,True,True,10
427159000,-302484,2401,18,True,True,True,10
427169000,-298250,2401,18,True,True,True,10
427179000,-294016,2401,18,True,True,True,10
427189000,-289782,2401,18,True,True,True,11
427199000,-285548,2401,18,True,True,True,11
427209000,-281314,2401,18,True,True,True,11
427219000,-277081,2401,18,True,True,True,11
427229000,-272847,2401,18,True,True,True,11
427239000,-268614,2401,18,True,True,True,12
427249000,-264381,2401,18,True,True,True,12
427259000,-260147,2401,18,True,True,True,12
427269000,-255914,2401,18,True,True,True,12
427279000,-251681,2401,18,True,True,True,12
427289000,-247448,2401,18,True,True,True,13
427299000,-243215,2401,18,True,True,True,13
427309000,-238981,2401,18,True,True,True,14
427319000,-234747,2401,18,True,True,True,14
427329000,-230513,2401,18,True,True,True,15
427339000,-226279,2401,18,True,True,True,15
427349000,-222043,2401,18,True,True,True,15
427359000,-217808,2401,18,True,True,True,15
427369000,-213572,2401,18,True,True,True,16
427379000,-209337,2401,18,True,True,True,16
427389000,-205104,2401,18,True,True,True,16
427399000,-200869,2401,18,True,True,True,16
427409000,-196634,2401,18,True,True,True,16
427419000,-192399,2401,18,True,True,True,16
427429000,-188165,2401,18,True,True,True,16
427439000,-183933,2401,18,True,True,True,16
427449000,-179700,2401,18,True,True,True,16
427459000,-175466,2401,18,True,True,True,16
427469000,-171232,2401,18,True,True,True,16
427479000,-166998,2401,18,True,True,True,15
427489000,-162764,2401,18,True,True,True,15
427499000,-158530,2401,18,True,True,True,15
427509000,-154299,2401,18,True,True,True,14
427519000,-150066,2401,18,True,True,True,14
427529000,-145835,2401,18,True,True,True,14
427539000,-141604,2401,18,True,True,True,14
427549000,-137373,2401,18,True,True,True,14
427559000,-133142,2401,18,True,True,True,14
427569000,-128913,2401,18,True,True,True,14
427579000,-124683,2401,18,True,True,True,14
427589000,-120454,2401,18,True,True,True,13
427599000,-116224,2401,18,True,True,True,13
427609000,-111995,2401,18,True,True,True,13
427619000,-107767,2401,18,True,True,True,13
427629000,-103538,2401,18,True,True,True,13
427639000,-99309,2401,18,True,True,True,13
427649000,-95080,2401,18,True,True,True,13
427659000,-90850,2401,18,True,True,True,13
427669000,-86620,2401,18,True,True,True,13
427679000,-82389,2401,18,True,True,True,13
427689000,-78160,2401,18,True,True,True,13
427699000,-73930,2401,18,True,True,True,13
427709000,-69700,2401,18,True,True,True,13
427719000,-65470,2401,18,True,True,True,13
427729000,-61239,2401,18,True,True,True,14
427739000,-57007,2401,18,True,True,True,14
427749000,-52776,2401,18,True,True,True,15
427759000,-48545,2401,18,True,True,True,15
427769000,-44314,2401,18,True,True,True,16
427779000,-40082,2401,18,True,True,True,17
427789000,-35850,2401,18,True,True,True,17
427799000,-31617,2401,18,True,True,True,17
427809000,-27384,2401,18,True,True,True,16
427819000,-23152,2401,18,True,True,True,16
427829000,-18921,2401,18,True,True,True,17
427839000,-14691,2401,18,True,True,True,18
427849000,-10462,2401,18,True,True,True,18
427859000,-6233,2401,18,True,True,True,19
427869000,-2007,2401,18,True,True,True,19
427879000,2222,2401,18,True,True,True,19
427889000,6450,2401,18,True,True,True,20
427899000,10678,2401,18,True,True,True,20
427909000,14904,2401,18,True,True,True,20
427919000,19130,2401,18,True,True,True,20
427929000,23355,2401,18,True,True,True,19
427939000,27579,2401,18,True,True,True,19
427949000,31802,2401,18,True,True,True,19
427959000,36027,2401,18,True,True,True,19
427969000,40253,2401,18,True,True,True,18
427979000,44480,2401,18,True,True,True,18
427989000,48705,2401,18,True,True,True,18
427999000,52931,2401,18,True,True,True,18
428009000,57157,2401,18,True,True,True,18
428019000,61383,2401,18,True,True,True,19
428029000,65611,2401,18,True,True,True,19
428039000,69839,2401,18,True,True,True,19
428049000,74067,2401,18,True,True,True,19
428059000,78297,2401,18,True,True,True,19
428069000,82525,2401,18,True,True,True,18
428079000,86752,2401,18,True,True,True,18
428089000,90980,2401,18,True,True,True,17
428099000,95208,2401,18,True,True,True,16
428109000,99436,2401,18,True,True,True,16
428119000,103664,2401,18,True,True,True,16
428129000,107891,2401,18,True,True,True,15
428139000,112118,2401,18,True,True,True,15
428149000,116347,2401,18,True,True,True,15
428159000,120575,2401,18,True,True,True,15
428169000,124803,2401,18,True,True,True,15
428179000,129030,2401,18,True,True,True,15
428189000,133257,2401,18,True,True,True,15
428199000,137484,2401,18,True,True,True,15
428209000,141710,2401,18,True,True,True,15
428219000,145936,2401,18,True,True,True,14
428229000,150161,2401,18,True,True,True,15
428239000,154389,2401,18,True,True,True,15
428249000,158616,2401,18,True,True,True,15
428259000,162843,2401,18,True,True,True,15
428269000,167070,2401,18,True,True,True,15
428279000,171295,2401,18,True,True,True,15
428289000,175519,2401,18,True,True,True,15
428299000,179744,2401,18,True,True,True,15
428309000,183969,2401,18,True,True,True,15
428319000,188194,2401,18,True,True,True,15
428329000,192419,2401,18,True,True,True,15
428339000,196644,2401,18,True,True,True,15
428349000,200871,2401,18,True,True,True,15
428359000,205097,2401,18,True,True,True,15
428369000,209324,2401,18,True,True,True,15
428379000,213552,2401,18,True,True,True,15
428389000,217780,2401,18,True,True,True,15
428399000,222007,2401,18,True,True,True,15
428409000,226235,2401,18,True,True,True,15
428419000,230463,2401,18,True,True,True,16
428429000,234691,2401,18,True,True,True,16
428439000,238919,2401,18,True,True,True,17
428449000,243149,2401,18,True,True,True,17
428459000,247378,2401,18,True,True,True,17
428469000,251608,2401,18,True,True,True,17
428479000,255839,2401,18,True,True,True,18
428489000,260071,2401,18,True,True,True,18
428499000,264302,2401,18,True,True,True,18
428509000,268533,2401,18,True,True,True,18
428519000,272764,2401,18,True,True,True,18
428529000,276996,2401,18,True,True,True,18
428539000,281228,2401,18,True,True,True,18
428549000,285460,2401,18,True,True,True,18
428559000,289691,2401,18,True,True,True,18
428569000,293923,2401,18,True,True,True,17
428579000,298154,2401,18,True,True,True,17
428589000,302385,2401,18,True,True,True,17
428599000,306615,2401,18,True,True,True,17
428609000,310844,2401,18,True,True,True,17
428619000,315073,2401,18,True,True,True,17
428629000,319301,2401,18,True,True,True,16
428639000,323531,2401,18,True,True,True,16
428649000,327760,2401,18,True,True,True,16
428659000,331989,2401,18,True,True,True,15
428669000,336220,2401,18,True,True,True,15
428679000,340449,2401,18,True,True,True,15
428689000,344679,2401,18,True,True,True,15
428699000,348909,2401,18,True,True,True,15
428709000,353139,2401,18,True,True,True,15
428719000,357367,2401,18,True,True,True,14
428729000,361596,2401,18,True,True,True,14
428739000,365825,2401,18,True,True,True,15
428749000,370053,2401,18,True,True,True,15
428759000,374283,2401,18,True,True,True,15
428769000,378513,2401,18,True,True,True,14
428779000,382742,2401,18,True,True,True,14
428789000,386971,2401,18,True,True,True,14
428799000,391200,2401,18,True,True,True,14
428809000,395430,2401,18,True,True,True,14
428819000,399659,2401,18,True,True,True,14
428829000,403890,2401,18,True,True,True,14
428839000,408121,2401,18,True,True,True,13
428849000,412350,2401,18,True,True,True,13
428859000,416580,2401,18,True,True,True,13
428869000,420809,2401,18,True,True,True,13
428879000,425038,2401,18,True,True,True,13
428889000,429266,2401,18,True,True,True,13
428899000,433493,2401,18,True,True,True,14
428909000,437722,2401,18,True,True,True,14
428919000,441951,2401,18,True,True,True,14
428929000,446179,2401,18,True,True,True,14
428939000,450406,2401,18,True,True,True,14
428949000,454634,2401,18,True,True,True,15
428959000,458863,2401,18,True,True,True,15
428969000,463091,2401,18,True,True,True,15
428979000,467318,2401,18,True,True,True,15
428989000,471546,2401,18,True,True,True,15
428999000,475775,2401,18,True,True,True,15
429009000,480003,2401,18,True,True,True,15
429019000,484230,2401,18,True,True,True,15
429029000,488457,2401,18,True,True,True,15
429039000,492685,2401,18,True,True,True,14
429049000,496913,2401,18,True,True,True,14
429059000,-498860,2401,18,True,True,True,14
429069000,-494632,2401,18,True,True,True,14
429079000,-490403,2401,18,True,True,True,14
429089000,-486175,2401,18,True,True,True,14
429099000,-481947,2401,18,True,True,True,13
429109000,-477719,2401,18,True,True,True,13
429119000,-473492,2401,18,True,True,True,13
429129000,-469265,2401,18,True,True,True,13
429139000,-465038,2401,18,True,True,True,13
429149000,-460811,2401,18,True,True,True,13
429159000,-456584,2401,18,True,True,True,13
429169000,-452359,2401,18,True,True,True,13
429179000,-448133,2401,18,True,True,True,12
429189000,-443906,2401,18,True,True,True,12
429199000,-439681,2401,18,True,True,True,12
429209000,-435454,2401,18,True,True,True,12
429219000,-431226,2401,18,True,True,True,12
429229000,-426999,2401,18,True,True,True,12
429239000,-422771,2401,18,True,True,True,12
429249000,-418543,2401,18,True,True,True,11
429259000,-414315,2401,18,True,True,True,11
429269000,-410088,2401,18,True,True,True,10
