message_type,timestamp,iTOW,year,month,day,hour,min,sec,nano,valid,tAcc,fixType,flags,numSV,lon,lat,height,hMSL,hAcc,vAcc
PVT,2025-09-27T11:40:35+00:00,560435.000000000,2025,9,27,11,40,0,42716,0,1014,3,0,12,-0.000008108,0.000002923,-15.372000000,15.060000000,4.592000000,5.434000000
PVT,2025-09-27T11:41:00+00:00,560460.000000000,2025,9,27,11,40,0,38214,0,1011,3,0,12,-0.000008108,0.000002923,-16.234000000,14.198000000,3.433000000,4.138000000
PVT,2025-09-27T11:41:25+00:00,560485.000000000,2025,9,27,11,41,0,33722,0,1011,3,0,12,-0.000008108,0.000002923,-17.487000000,12.944000000,3.254000000,4.108000000
PVT,2025-09-27T11:41:50+00:00,560510.000000000,2025,9,27,11,41,0,29226,0,1011,3,0,12,-0.000008108,0.000002923,-18.034000000,12.397000000,3.281000000,4.262000000
PVT,2025-09-27T11:42:15+00:00,560535.000000000,2025,9,27,11,41,0,24706,0,1011,3,0,13,-0.000008108,0.000002923,-17.254000000,13.177000000,3.265000000,4.169000000
PVT,2025-09-27T11:42:40+00:00,560560.000000000,2025,9,27,11,42,0,20154,0,1011,3,0,14,-0.000008108,0.000002923,-16.030000000,14.401000000,3.215000000,4.126000000
PVT,2025-09-27T11:43:05+00:00,560585.000000000,2025,9,27,11,42,0,15569,0,1011,3,0,15,-0.000008108,0.000002923,-14.417000000,16.014000000,3.216000000,4.126000000
PVT,2025-09-27T11:43:30+00:00,560610.000000000,2025,9,27,11,43,0,10928,0,1010,3,0,16,-0.000008108,0.000002923,-14.657000000,15.774000000,3.137000000,3.979000000
PVT,2025-09-27T11:43:55+00:00,560635.000000000,2025,9,27,11,43,0,6222,0,1010,3,0,16,-0.000008108,0.000002923,-15.281000000,15.150000000,3.069000000,3.794000000
PVT,2025-09-27T11:44:20+00:00,560660.000000000,2025,9,27,11,44,0,1433,0,1010,3,0,15,-0.000008108,0.000002923,-15.203000000,15.228000000,2.992000000,3.709000000
PVT,2025-09-27T11:44:45+00:00,560685.000000000,2025,9,27,11,44,0,-3436,0,1009,3,0,16,-0.000008108,0.000002923,-14.732000000,15.700000000,2.912000000,3.572000000
PVT,2025-09-27T11:45:10+00:00,560710.000000000,2025,9,27,11,44,0,-8378,0,1009,3,0,16,-0.000008108,0.000002923,-15.314000000,15.117000000,2.967000000,3.625000000
PVT,2025-09-27T11:45:35+00:00,560735.000000000,2025,9,27,11,45,0,-13377,0,1009,3,0,17,-0.000008108,0.000002923,-15.393000000,15.039000000,2.950000000,3.611000000
PVT,2025-09-27T11:46:00+00:00,560760.000000000,2025,9,27,11,45,0,-18409,0,1009,3,0,17,-0.000008108,0.000002923,-15.346000000,15.085000000,2.945000000,3.663000000
PVT,2025-09-27T11:46:25+00:00,560785.000000000,2025,9,27,11,46,0,-23460,0,29,3,0,16,-0.000008108,0.000002923,-15.397000000,15.035000000,2.962000000,3.637000000
PVT,2025-09-27T11:46:50+00:00,560810.000000000,2025,9,27,11,46,0,-28531,0,30,3,0,16,-0.000008108,0.000002923,-16.182000000,14.249000000,3.056000000,3.778000000
PVT,2025-09-27T11:47:15+00:00,560835.000000000,2025,9,27,11,46,0,-33625,0,30,3,0,17,-0.000008108,0.000002923,-15.458000000,14.973000000,2.955000000,3.766000000
PVT,2025-09-27T11:47:40+00:00,560860.000000000,2025,9,27,11,47,0,-38727,0,29,3,0,17,-0.000008108,0.000002923,-14.271000000,16.161000000,2.826000000,3.608000000
PVT,2025-09-27T11:48:05+00:00,560885.000000000,2025,9,27,11,47,0,-43826,0,29,3,0,18,-0.000008108,0.000002923,-13.577000000,16.854000000,2.982000000,3.699000000
PVT,2025-09-27T11:48:30+00:00,560910.000000000,2025,9,27,11,48,0,-48897,0,29,3,0,19,-0.000008108,0.000002923,-12.951000000,17.480000000,2.935000000,3.714000000
PVT,2025-09-27T11:48:55+00:00,560935.000000000,2025,9,27,11,48,0,-53893,0,29,3,0,18,-0.000008108,0.000002923,-12.903000000,17.528000000,2.891000000,3.791000000
PVT,2025-09-27T11:49:20+00:00,560960.000000000,2025,9,27,11,49,0,-58842,0,30,3,0,19,-0.000008108,0.000002923,-12.481000000,17.951000000,2.999000000,3.836000000
PVT,2025-09-27T11:49:45+00:00,560985.000000000,2025,9,27,11,49,0,-63759,0,29,3,0,19,-0.000008108,0.000002923,-12.613000000,17.819000000,2.936000000,3.819000000
