message_type,timestamp,iTOW,year,month,day,hour,min,sec,nano,valid,tAcc,fixType,flags,numSV,lon,lat,height,hMSL,hAcc,vAcc
PVT,2025-09-20T11:51:14+00:00,561074.000000000,2025,9,20,11,50,0,473500,0,1029,3,0,12,-0.000008108,0.000002923,-9.781000000,20.651000000,12.115000000,7.756000000
PVT,2025-09-20T11:51:19+00:00,561079.000000000,2025,9,20,11,51,0,472554,0,1019,3,0,12,-0.000008108,0.000002923,-10.359000000,20.072000000,7.616000000,4.836000000
PVT,2025-09-20T11:51:24+00:00,561084.000000000,2025,9,20,11,51,0,471596,0,1015,3,0,12,-0.000008108,0.000002923,-9.776000000,20.655000000,6.110000000,3.883000000
PVT,2025-09-20T11:51:29+00:00,561089.000000000,2025,9,20,11,51,0,470634,0,1013,3,0,13,-0.000008108,0.000002923,-9.155000000,21.276000000,5.175000000,3.309000000
PVT,2025-09-20T11:51:34+00:00,561094.000000000,2025,9,20,11,51,0,469676,0,1011,3,0,13,-0.000008108,0.000002923,-9.625000000,20.807000000,4.630000000,2.943000000
PVT,2025-09-20T11:51:39+00:00,561099.000000000,2025,9,20,11,51,0,468712,0,1010,3,0,13,-0.000008108,0.000002923,-9.970000000,20.461000000,4.240000000,2.686000000
PVT,2025-09-20T11:51:44+00:00,561104.000000000,2025,9,20,11,51,0,467746,0,1010,3,0,13,-0.000008108,0.000002923,-10.310000000,20.121000000,3.960000000,2.509000000
PVT,2025-09-20T11:51:49+00:00,561109.000000000,2025,9,20,11,51,0,466775,0,1009,3,0,13,-0.000008108,0.000002923,-10.300000000,20.131000000,3.696000000,2.362000000
PVT,2025-09-20T11:51:54+00:00,561114.000000000,2025,9,20,11,51,0,465802,0,1009,3,0,13,-0.000008108,0.000002923,-10.405000000,20.027000000,3.477000000,2.238000000
PVT,2025-09-20T11:51:59+00:00,561119.000000000,2025,9,20,11,51,0,464827,0,1008,3,0,14,-0.000008108,0.000002923,-10.476000000,19.956000000,3.287000000,2.132000000
PVT,2025-09-20T11:52:04+00:00,561124.000000000,2025,9,20,11,51,0,463848,0,1008,3,0,15,-0.000008108,0.000002923,-10.469000000,19.962000000,3.088000000,2.030000000
PVT,2025-09-20T11:52:09+00:00,561129.000000000,2025,9,20,11,51,0,462868,0,1007,3,0,16,-0.000008108,0.000002923,-10.555000000,19.876000000,2.904000000,1.917000000
PVT,2025-09-20T11:52:14+00:00,561134.000000000,2025,9,20,11,51,0,461884,0,1007,3,0,16,-0.000008108,0.000002923,-10.688000000,19.743000000,2.750000000,1.817000000
PVT,2025-09-20T11:52:19+00:00,561139.000000000,2025,9,20,11,52,0,460898,0,1006,3,0,17,-0.000008108,0.000002923,-10.799000000,19.632000000,2.634000000,1.735000000
PVT,2025-09-20T11:52:24+00:00,561144.000000000,2025,9,20,11,52,0,459911,0,1006,3,0,17,-0.000008108,0.000002923,-10.840000000,19.591000000,2.483000000,1.643000000
PVT,2025-09-20T11:52:29+00:00,561149.000000000,2025,9,20,11,52,0,458921,0,1006,3,0,17,-0.000008108,0.000002923,-10.893000000,19.538000000,2.363000000,1.576000000
