iTOW,clkB,clkD,tAcc,fAcc
235695000,162780,4,6,640
235700000,162804,5,6,640
235705000,162828,5,6,631
235710000,162856,6,6,636
235715000,162887,6,6,636
235720000,162920,7,6,644
235725000,162952,6,6,652
235730000,162985,7,6,643
235735000,163017,7,6,636
235740000,163051,7,6,631
235745000,163089,8,6,643
235750000,163130,8,6,649
235755000,163170,8,6,649
235760000,163213,8,6,637
235765000,163257,9,6,634
235770000,163305,10,6,635
235775000,163357,11,6,642
235780000,163410,11,6,634
235785000,163463,10,6,627
235790000,163512,9,6,627
235795000,163560,9,6,629
235800000,163610,10,6,633
235805000,163659,9,6,639
235810000,163709,10,6,650
235815000,163762,11,6,649
235820000,163814,10,6,652
235825000,163866,11,6,647
235830000,163918,10,6,652
235835000,163966,9,6,652
235840000,164007,7,6,664
235845000,164040,6,6,660
235850000,164070,6,6,652
235855000,164100,6,6,643
235860000,164133,6,6,650
235865000,164166,7,6,650
235870000,164201,7,6,668
235875000,164242,8,6,667
235880000,164284,9,6,652
235885000,164332,9,6,662
235890000,164380,9,6,652
235895000,164426,9,6,650
235900000,164472,9,6,654
235905000,164518,9,6,658
235910000,164560,8,6,665
235915000,164597,7,6,665
235920000,164626,6,6,668
235925000,164650,4,6,668
235930000,164673,4,6,655
235935000,164695,5,6,656
235940000,164720,5,6,655
235945000,164749,6,6,660
235950000,164780,6,6,659
235955000,164813,7,6,658
235960000,164847,7,6,656
235965000,164886,8,6,653
235970000,164928,9,6,652
235975000,164968,8,6,660
235980000,165009,8,6,660
235985000,165050,7,6,666
235990000,165079,6,6,707
235995000,165111,7,6,701
236000000,165146,7,6,695
236005000,165184,8,6,688
236010000,165226,8,6,686
236015000,165270,9,6,686
236020000,165317,10,6,682
236025000,165367,10,6,678
236030000,165419,11,6,677
236035000,165474,11,6,673
236040000,165527,10,6,672
236045000,165578,10,6,678
236050000,165632,11,6,685
236055000,165687,11,6,685
236060000,165744,12,6,675
236065000,165802,11,6,675
236070000,165860,12,6,661
236075000,165914,11,6,659
236080000,165966,10,6,662
236085000,166015,10,6,659
236090000,166065,10,6,668
236095000,166111,9,6,675
236100000,166152,8,6,562
236105000,166190,8,5,554
236110000,166227,8,5,557
236115000,166268,8,5,577
236120000,166306,6,5,598
236125000,166338,7,5,627
236130000,166362,3,5,636
236135000,166373,2,5,638
236140000,166376,2,5,634
236145000,166372,-1,5,625
236150000,166368,0,5,627
236155000,166367,-1,5,627
236160000,166354,-2,5,636
236165000,166347,-1,5,632
236170000,166345,0,5,632
236175000,166345,0,5,641
236180000,166345,0,5,648
236185000,166351,1,6,659
236190000,166361,2,6,681
236195000,166374,3,6,640
236200000,166391,4,6,635
236205000,166397,2,6,650
236210000,166389,-2,6,666
236215000,166380,-2,5,622
236220000,166374,-1,5,612
236225000,166373,0,5,600
236230000,166367,-2,5,610
236235000,166361,-1,5,617
236240000,166348,-4,5,679
236245000,166328,-3,5,622
236250000,166314,-3,5,606
236255000,166302,-2,5,591
236260000,166294,-1,5,576
236265000,166289,-1,5,569
236270000,166284,-1,5,564
236275000,166279,-1,5,572
236280000,166276,-1,5,581
236285000,166275,0,5,598
236290000,166276,1,5,611
236295000,166278,1,5,655
236300000,166283,0,5,658
236305000,166285,1,6,660
236310000,166288,1,6,652
236315000,166292,1,6,652
236320000,166295,1,6,663
236325000,166300,1,6,591
236330000,166308,1,6,579
236335000,166315,1,5,577
236340000,166308,-2,5,614
236345000,166302,-1,5,612
236350000,166292,-3,5,606
236355000,166283,-2,5,613
236360000,166277,-1,5,602
236365000,166275,-1,5,592
236370000,166274,0,5,593
236375000,166277,1,5,584
236380000,166281,1,5,583
236385000,166285,1,5,579
236390000,166287,0,5,571
236395000,166284,-1,5,575
236400000,166278,-1,5,559
236405000,166273,-1,5,562
236410000,166269,-1,5,567
236415000,166266,-1,5,569
236420000,166263,-2,5,585
236425000,166251,-5,5,603
236430000,166220,-5,5,598
236435000,166194,-5,5,594
236440000,166169,-6,5,587
236445000,166144,-5,5,575
236450000,166114,-6,5,574
236455000,166075,-8,5,581
236460000,166032,-9,5,566
236465000,165977,-12,5,602
236470000,165918,-13,5,602
236475000,165858,-12,5,623
236480000,165791,-15,5,625
236485000,165721,-13,5,621
236490000,165662,-12,5,626
236495000,165592,-14,5,633
236500000,165518,-15,5,618
236505000,165436,-18,5,630
236510000,165351,-17,5,627
236515000,165270,-18,5,628
236520000,165183,-16,5,631
236525000,165101,-16,5,617
236530000,165024,-15,5,599
236535000,164952,-14,5,578
236540000,164885,-13,5,579
236545000,164823,-12,5,560
236550000,164764,-11,5,540
236555000,164708,-11,5,542
236560000,164654,-11,5,535
236565000,164602,-11,5,536
236570000,164552,-9,5,548
236575000,164502,-10,5,575
236580000,164452,-10,5,571
236585000,164403,-10,5,575
236590000,164356,-9,5,564
236595000,164311,-9,5,548
236600000,164270,-8,5,557
236605000,164231,-8,5,559
236610000,164195,-7,5,551
236615000,164162,-7,5,553
236620000,164130,-6,5,555
236625000,164100,-6,5,555
236630000,164074,-5,5,555
236635000,164052,-4,5,552
