timestamp_utc,iTOW,tAcc,nano,year,month,day,hour,min,sec,valid,validTOW,validWKN,validUTC,authStatus,utcStandard
2025-11-25T14:31:57.000370+00:00,225135000,24,370084,2025,11,25,14,31,57,55,True,True,True,3,3
2025-11-25T14:31:58.000369+00:00,225136000,24,369570,2025,11,25,14,31,58,55,True,True,True,3,3
2025-11-25T14:31:59.000369+00:00,225137000,24,369056,2025,11,25,14,31,59,55,True,True,True,3,3
2025-11-25T14:32:00.000368+00:00,225138000,24,368542,2025,11,25,14,32,0,55,True,True,True,3,3
2025-11-25T14:32:01.000368+00:00,225139000,24,368028,2025,11,25,14,32,1,55,True,True,True,3,3
2025-11-25T14:32:02.000367+00:00,225140000,24,367514,2025,11,25,14,32,2,55,True,True,True,3,3
2025-11-25T14:32:03.000367+00:00,225141000,24,367000,2025,11,25,14,32,3,55,True,True,True,3,3
2025-11-25T14:32:04.000366+00:00,225142000,24,366486,2025,11,25,14,32,4,55,True,True,True,3,3
2025-11-25T14:32:05.000365+00:00,225143000,24,365972,2025,11,25,14,32,5,55,True,True,True,3,3
2025-11-25T14:32:06.000365+00:00,225144000,24,365458,2025,11,25,14,32,6,55,True,True,True,3,3
2025-11-25T14:32:07.000364+00:00,225145000,24,364944,2025,11,25,14,32,7,55,True,True,True,3,3
2025-11-25T14:32:08.000364+00:00,225146000,24,364431,2025,11,25,14,32,8,55,True,True,True,3,3
2025-11-25T14:32:09.000363+00:00,225147000,24,363917,2025,11,25,14,32,9,55,True,True,True,3,3
2025-11-25T14:32:10.000363+00:00,225148000,24,363403,2025,11,25,14,32,10,55,True,True,True,3,3
2025-11-25T14:32:11.000362+00:00,225149000,24,362890,2025,11,25,14,32,11,55,True,True,True,3,3
2025-11-25T14:32:12.000362+00:00,225150000,24,362376,2025,11,25,14,32,12,55,True,True,True,3,3
2025-11-25T14:32:13.000361+00:00,225151000,24,361862,2025,11,25,14,32,13,55,True,True,True,3,3
2025-11-25T14:32:14.000361+00:00,225152000,24,361348,2025,11,25,14,32,14,55,True,True,True,3,3
2025-11-25T14:32:15.000360+00:00,225153000,24,360835,2025,11,25,14,32,15,55,True,True,True,3,3
2025-11-25T14:32:16.000360+00:00,225154000,24,360321,2025,11,25,14,32,16,55,True,True,True,3,3
2025-11-25T14:32:17.000359+00:00,225155000,24,359807,2025,11,25,14,32,17,55,True,True,True,3,3
2025-11-25T14:32:18.000359+00:00,225156000,24,359293,2025,11,25,14,32,18,55,True,True,True,3,3
2025-11-25T14:32:19.000358+00:00,225157000,24,358780,2025,11,25,14,32,19,55,True,True,True,3,3
2025-11-25T14:32:20.000358+00:00,225158000,24,358266,2025,11,25,14,32,20,55,True,True,True,3,3
2025-11-25T14:32:21.000357+00:00,225159000,24,357753,2025,11,25,14,32,21,55,True,True,True,3,3
2025-11-25T14:32:22.000357+00:00,225160000,24,357239,2025,11,25,14,32,22,55,True,True,True,3,3
2025-11-25T14:32:23.000356+00:00,225161000,24,356725,2025,11,25,14,32,23,55,True,True,True,3,3
2025-11-25T14:32:24.000356+00:00,225162000,24,356212,2025,11,25,14,32,24,55,True,True,True,3,3
2025-11-25T14:32:25.000355+00:00,225163000,24,355699,2025,11,25,14,32,25,55,True,True,True,3,3
2025-11-25T14:32:26.000355+00:00,225164000,24,355185,2025,11,25,14,32,26,55,True,True,True,3,3
2025-11-25T14:32:27.000354+00:00,225165000,24,354672,2025,11,25,14,32,27,55,True,True,True,3,3
2025-11-25T14:32:28.000354+00:00,225166000,24,354158,2025,11,25,14,32,28,55,True,True,True,3,3
2025-11-25T14:32:29.000353+00:00,225167000,24,353645,2025,11,25,14,32,29,55,True,True,True,3,3
