iTOW,tAcc,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid
392129000,12,392129,-128636,1377,18,True,True,True
392139000,12,392139,-123877,1377,18,True,True,True
392149000,12,392149,-119118,1377,18,True,True,True
392159000,12,392159,-114358,1377,18,True,True,True
392169000,12,392169,-109600,1377,18,True,True,True
392179000,12,392179,-104843,1377,18,True,True,True
392189000,12,392189,-100085,1377,18,True,True,True
392199000,12,392199,-95328,1377,18,True,True,True
392209000,12,392209,-90570,1377,18,True,True,True
392219000,12,392219,-85811,1377,18,True,True,True
392229000,12,392229,-81053,1377,18,True,True,True
392239000,12,392239,-76295,1377,18,True,True,True
392249000,12,392249,-71537,1377,18,True,True,True
392259000,12,392259,-66780,1377,18,True,True,True
392269000,13,392269,-62021,1377,18,True,True,True
392279000,13,392279,-57263,1377,18,True,True,True
392289000,13,392289,-52505,1377,18,True,True,True
392299000,13,392299,-47748,1377,18,True,True,True
392309000,13,392309,-42991,1377,18,True,True,True
392319000,13,392319,-38234,1377,18,True,True,True
392329000,12,392329,-33477,1377,18,True,True,True
392339000,12,392339,-28721,1377,18,True,True,True
392349000,12,392349,-23964,1377,18,True,True,True
392359000,12,392359,-19208,1377,18,True,True,True
392369000,12,392369,-14451,1377,18,True,True,True
392379000,12,392379,-9693,1377,18,True,True,True
392389000,12,392389,-4934,1377,18,True,True,True
392399000,12,392399,-177,1377,18,True,True,True
392409000,12,392409,4581,1377,18,True,True,True
392419000,12,392419,9338,1377,18,True,True,True
392429000,13,392429,14096,1377,18,True,True,True
392439000,13,392439,18853,1377,18,True,True,True
392449000,13,392449,23610,1377,18,True,True,True
392459000,13,392459,28368,1377,18,True,True,True
392469000,13,392469,33126,1377,18,True,True,True
392479000,13,392479,37884,1377,18,True,True,True
392489000,13,392489,42640,1377,18,True,True,True
392499000,13,392499,47397,1377,18,True,True,True
392509000,13,392509,52152,1377,18,True,True,True
392519000,13,392519,56908,1377,18,True,True,True
392529000,12,392529,61664,1377,18,True,True,True
392539000,12,392539,66420,1377,18,True,True,True
392549000,12,392549,71174,1377,18,True,True,True
392559000,12,392559,75928,1377,18,True,True,True
392569000,12,392569,80682,1377,18,True,True,True
392579000,12,392579,85436,1377,18,True,True,True
392589000,12,392589,90190,1377,18,True,True,True
392599000,12,392599,94943,1377,18,True,True,True
392609000,12,392609,99697,1377,18,True,True,True
392619000,12,392619,104450,1377,18,True,True,True
392629000,12,392629,109204,1377,18,True,True,True
392639000,12,392639,113957,1377,18,True,True,True
392649000,12,392649,118711,1377,18,True,True,True
392659000,11,392659,123472,1377,18,True,True,True
392669000,11,392669,128228,1377,18,True,True,True
392679000,11,392679,132983,1377,18,True,True,True
392689000,11,392689,137737,1377,18,True,True,True
392699000,10,392699,142491,1377,18,True,True,True
392709000,10,392709,147245,1377,18,True,True,True
392719000,10,392719,151998,1377,18,True,True,True
392729000,10,392729,156751,1377,18,True,True,True
392739000,10,392739,161503,1377,18,True,True,True
392749000,10,392749,166256,1377,18,True,True,True
392759000,10,392759,171008,1377,18,True,True,True
392769000,10,392769,175759,1377,18,True,True,True
392779000,10,392779,180510,1377,18,True,True,True
392789000,10,392789,185260,1377,18,True,True,True
392799000,10,392799,190010,1377,18,True,True,True
392809000,10,392809,194762,1377,18,True,True,True
392819000,10,392819,199514,1377,18,True,True,True
392829000,10,392829,204264,1377,18,True,True,True
392839000,10,392839,209015,1377,18,True,True,True
392849000,10,392849,213767,1377,18,True,True,True
392859000,10,392859,218518,1377,18,True,True,True
392869000,10,392869,223270,1377,18,True,True,True
392879000,10,392879,228022,1377,18,True,True,True
392889000,10,392889,232774,1377,18,True,True,True
392899000,10,392899,237524,1377,18,True,True,True
392909000,10,392909,242274,1377,18,True,True,True
392919000,10,392919,247024,1377,18,True,True,True
392929000,10,392929,251775,1377,18,True,True,True
392939000,10,392939,256525,1377,18,True,True,True
392949000,10,392949,261274,1377,18,True,True,True
392959000,9,392959,266021,1377,18,True,True,True
392969000,9,392969,270768,1377,18,True,True,True
392979000,9,392979,275516,1377,18,True,True,True
392989000,9,392989,280266,1377,18,True,True,True
392999000,9,392999,285016,1377,18,True,True,True
393009000,10,393009,289766,1377,18,True,True,True
393019000,10,393019,294515,1377,18,True,True,True
393029000,10,393029,299263,1377,18,True,True,True
393039000,10,393039,304012,1377,18,True,True,True
393049000,10,393049,308761,1377,18,True,True,True
393059000,10,393059,313510,1377,18,True,True,True
393069000,10,393069,318259,1377,18,True,True,True
393079000,10,393079,323007,1377,18,True,True,True
393089000,10,393089,327756,1377,18,True,True,True
393099000,10,393099,332506,1377,18,True,True,True
393109000,10,393109,337256,1377,18,True,True,True
393119000,10,393119,342006,1377,18,True,True,True
393129000,10,393129,346758,1377,18,True,True,True
393139000,11,393139,351508,1377,18,True,True,True
393149000,11,393149,356258,1377,18,True,True,True
393159000,11,393159,361009,1377,18,True,True,True
393169000,11,393169,365760,1377,18,True,True,True
393179000,11,393179,370510,1377,18,True,True,True
393189000,11,393189,375260,1377,18,True,True,True
393199000,11,393199,380010,1377,18,True,True,True
393209000,11,393209,384757,1377,18,True,True,True
393219000,11,393219,389505,1377,18,True,True,True
393229000,11,393229,394253,1377,18,True,True,True
393239000,11,393239,399000,1377,18,True,True,True
393249000,11,393249,403746,1377,18,True,True,True
393259000,11,393259,408492,1377,18,True,True,True
393269000,11,393269,413238,1377,18,True,True,True
393279000,11,393279,417981,1377,18,True,True,True
393289000,11,393289,422727,1377,18,True,True,True
393299000,11,393299,427474,1377,18,True,True,True
393309000,11,393309,432219,1377,18,True,True,True
393319000,11,393319,436964,1377,18,True,True,True
393329000,11,393329,441708,1377,18,True,True,True
393339000,11,393339,446451,1377,18,True,True,True
393349000,11,393349,451194,1377,18,True,True,True
393359000,11,393359,455938,1377,18,True,True,True
393369000,11,393369,460683,1377,18,True,True,True
393379000,11,393379,465430,1377,18,True,True,True
393389000,11,393389,470178,1377,18,True,True,True
393399000,11,393399,474925,1377,18,True,True,True
393409000,11,393409,479672,1377,18,True,True,True
393419000,11,393419,484416,1377,18,True,True,True
393429000,11,393429,489160,1377,18,True,True,True
393439000,11,393439,493905,1377,18,True,True,True
393449000,11,393449,498650,1377,18,True,True,True
393459000,11,393459,-496605,1377,18,True,True,True
393469000,11,393469,-491860,1377,18,True,True,True
393479000,11,393479,-487112,1377,18,True,True,True
393489000,11,393489,-482366,1377,18,True,True,True
393499000,11,393499,-477620,1377,18,True,True,True
393509000,11,393509,-472874,1377,18,True,True,True
393519000,11,393519,-468130,1377,18,True,True,True
393529000,11,393529,-463386,1377,18,True,True,True
393539000,11,393539,-458642,1377,18,True,True,True
393549000,11,393549,-453897,1377,18,True,True,True
393559000,11,393559,-449153,1377,18,True,True,True
393569000,12,393569,-444409,1377,18,True,True,True
393579000,12,393579,-439665,1377,18,True,True,True
393589000,12,393589,-434924,1377,18,True,True,True
393599000,12,393599,-430180,1377,18,True,True,True
393609000,12,393609,-425438,1377,18,True,True,True
393619000,11,393619,-420697,1377,18,True,True,True
393629000,11,393629,-415956,1377,18,True,True,True
393639000,11,393639,-411215,1377,18,True,True,True
393649000,10,393649,-406475,1377,18,True,True,True
393659000,10,393659,-401736,1377,18,True,True,True
393669000,10,393669,-396996,1377,18,True,True,True
393679000,10,393679,-392257,1377,18,True,True,True
393689000,10,393689,-387518,1377,18,True,True,True
393699000,10,393699,-382779,1377,18,True,True,True
393709000,9,393709,-378038,1377,18,True,True,True
393719000,9,393719,-373299,1377,18,True,True,True
393729000,9,393729,-368557,1377,18,True,True,True
393739000,9,393739,-363815,1377,18,True,True,True
393749000,9,393749,-359074,1377,18,True,True,True
393759000,9,393759,-354334,1377,18,True,True,True
393769000,9,393769,-349593,1377,18,True,True,True
393779000,9,393779,-344853,1377,18,True,True,True
393789000,9,393789,-340113,1377,18,True,True,True
393799000,9,393799,-335372,1377,18,True,True,True
393809000,9,393809,-330630,1377,18,True,True,True
393819000,9,393819,-325888,1377,18,True,True,True
393829000,10,393829,-321146,1377,18,True,True,True
393839000,10,393839,-316405,1377,18,True,True,True
393849000,10,393849,-311665,1377,18,True,True,True
393859000,10,393859,-306926,1377,18,True,True,True
393869000,11,393869,-302191,1377,18,True,True,True
393879000,11,393879,-297453,1377,18,True,True,True
393889000,11,393889,-292714,1377,18,True,True,True
393899000,11,393899,-287973,1377,18,True,True,True
393909000,11,393909,-283231,1377,18,True,True,True
393919000,11,393919,-278490,1377,18,True,True,True
393929000,11,393929,-273750,1377,18,True,True,True
393939000,11,393939,-269010,1377,18,True,True,True
393949000,11,393949,-264270,1377,18,True,True,True
393959000,11,393959,-259529,1377,18,True,True,True
393969000,11,393969,-254789,1377,18,True,True,True
393979000,11,393979,-250047,1377,18,True,True,True
393989000,11,393989,-245304,1377,18,True,True,True
393999000,12,393999,-240561,1377,18,True,True,True
394009000,11,394009,-235820,1377,18,True,True,True
394019000,11,394019,-231079,1377,18,True,True,True
394029000,12,394029,-226340,1377,18,True,True,True
394039000,11,394039,-221599,1377,18,True,True,True
394049000,12,394049,-216858,1377,18,True,True,True
394059000,12,394059,-212117,1377,18,True,True,True
394069000,12,394069,-207377,1377,18,True,True,True
394079000,12,394079,-202637,1377,18,True,True,True
394089000,12,394089,-197898,1377,18,True,True,True
394099000,12,394099,-193160,1377,18,True,True,True
394109000,12,394109,-188424,1377,18,True,True,True
394119000,12,394119,-183691,1377,18,True,True,True
394129000,11,394129,-178958,1377,18,True,True,True
394139000,11,394139,-174222,1377,18,True,True,True
394149000,11,394149,-169485,1377,18,True,True,True
394159000,11,394159,-164747,1377,18,True,True,True
394169000,11,394169,-160010,1377,18,True,True,True
394179000,11,394179,-155273,1377,18,True,True,True
394189000,11,394189,-150536,1377,18,True,True,True
394199000,11,394199,-145800,1377,18,True,True,True
394209000,12,394209,-141064,1377,18,True,True,True
394219000,12,394219,-136328,1377,18,True,True,True
394229000,12,394229,-131592,1377,18,True,True,True
394239000,12,394239,-126855,1377,18,True,True,True
394249000,12,394249,-122122,1377,18,True,True,True
394259000,12,394259,-117387,1377,18,True,True,True
394269000,11,394269,-112653,1377,18,True,True,True
394279000,11,394279,-107919,1377,18,True,True,True
394289000,11,394289,-103186,1377,18,True,True,True
394299000,11,394299,-98452,1377,18,True,True,True
394309000,11,394309,-93717,1377,18,True,True,True
394319000,11,394319,-88984,1377,18,True,True,True
394329000,11,394329,-84249,1377,18,True,True,True
394339000,11,394339,-79516,1377,18,True,True,True
394349000,11,394349,-74783,1377,18,True,True,True
394359000,11,394359,-70049,1377,18,True,True,True
394369000,10,394369,-65315,1377,18,True,True,True
394379000,10,394379,-60581,1377,18,True,True,True
394389000,10,394389,-55847,1377,18,True,True,True
394399000,10,394399,-51111,1377,18,True,True,True
394409000,10,394409,-46378,1377,18,True,True,True
394419000,10,394419,-41645,1377,18,True,True,True
394429000,10,394429,-36913,1377,18,True,True,True
394439000,10,394439,-32182,1377,18,True,True,True
394449000,10,394449,-27451,1377,18,True,True,True
394459000,10,394459,-22720,1377,18,True,True,True
394469000,10,394469,-17989,1377,18,True,True,True
394479000,10,394479,-13257,1377,18,True,True,True
394489000,10,394489,-8524,1377,18,True,True,True
394499000,10,394499,-3792,1377,18,True,True,True
394509000,10,394509,940,1377,18,True,True,True
394519000,10,394519,5671,1377,18,True,True,True
394529000,10,394529,10403,1377,18,True,True,True
394539000,10,394539,15136,1377,18,True,True,True
394549000,10,394549,19870,1377,18,True,True,True
394559000,10,394559,24605,1377,18,True,True,True
394569000,10,394569,29339,1377,18,True,True,True
394579000,10,394579,34074,1377,18,True,True,True
394589000,10,394589,38810,1377,18,True,True,True
394599000,10,394599,43545,1377,18,True,True,True
394609000,10,394609,48278,1377,18,True,True,True
394619000,10,394619,53010,1377,18,True,True,True
394629000,10,394629,57743,1377,18,True,True,True
394639000,10,394639,62472,1377,18,True,True,True
394649000,9,394649,67201,1377,18,True,True,True
394659000,10,394659,71931,1377,18,True,True,True
394669000,10,394669,76660,1377,18,True,True,True
394679000,10,394679,81390,1377,18,True,True,True
394689000,10,394689,86120,1377,18,True,True,True
394699000,10,394699,90851,1377,18,True,True,True
394709000,10,394709,95580,1377,18,True,True,True
394719000,10,394719,100311,1377,18,True,True,True
394729000,10,394729,105041,1377,18,True,True,True
394739000,10,394739,109769,1377,18,True,True,True
394749000,10,394749,114498,1377,18,True,True,True
394759000,10,394759,119227,1377,18,True,True,True
394769000,10,394769,123956,1377,18,True,True,True
394779000,10,394779,128684,1377,18,True,True,True
394789000,10,394789,133415,1377,18,True,True,True
394799000,10,394799,138144,1377,18,True,True,True
394809000,10,394809,142873,1377,18,True,True,True
394819000,10,394819,147601,1377,18,True,True,True
394829000,10,394829,152330,1377,18,True,True,True
394839000,10,394839,157059,1377,18,True,True,True
394849000,10,394849,161788,1377,18,True,True,True
394859000,10,394859,166516,1377,18,True,True,True
394869000,10,394869,171245,1377,18,True,True,True
394879000,10,394879,175975,1377,18,True,True,True
394889000,10,394889,180704,1377,18,True,True,True
394899000,10,394899,185433,1377,18,True,True,True
394909000,10,394909,190162,1377,18,True,True,True
394919000,10,394919,194892,1377,18,True,True,True
394929000,10,394929,199620,1377,18,True,True,True
394939000,10,394939,204347,1377,18,True,True,True
394949000,10,394949,209074,1377,18,True,True,True
394959000,10,394959,213803,1377,18,True,True,True
394969000,10,394969,218530,1377,18,True,True,True
394979000,10,394979,223258,1377,18,True,True,True
394989000,10,394989,227985,1377,18,True,True,True
394999000,10,394999,232713,1377,18,True,True,True
395009000,10,395009,237440,1377,18,True,True,True
395019000,10,395019,242168,1377,18,True,True,True
395029000,11,395029,246895,1377,18,True,True,True
395039000,11,395039,251624,1377,18,True,True,True
395049000,11,395049,256351,1377,18,True,True,True
395059000,11,395059,261078,1377,18,True,True,True
395069000,12,395069,265809,1377,18,True,True,True
395079000,12,395079,270536,1377,18,True,True,True
395089000,12,395089,275266,1377,18,True,True,True
395099000,12,395099,279995,1377,18,True,True,True
395109000,12,395109,284723,1377,18,True,True,True
395119000,12,395119,289452,1377,18,True,True,True
395129000,12,395129,294177,1377,18,True,True,True
395139000,12,395139,298898,1377,18,True,True,True
395149000,12,395149,303618,1377,18,True,True,True
395159000,12,395159,308340,1377,18,True,True,True
395169000,12,395169,313064,1377,18,True,True,True
395179000,12,395179,317790,1377,18,True,True,True
395189000,12,395189,322513,1377,18,True,True,True
395199000,12,395199,327232,1377,18,True,True,True
395209000,12,395209,331954,1377,18,True,True,True
395219000,13,395219,336677,1377,18,True,True,True
395229000,13,395229,341397,1377,18,True,True,True
395239000,13,395239,346118,1377,18,True,True,True
395249000,13,395249,350841,1377,18,True,True,True
395259000,12,395259,355565,1377,18,True,True,True
395269000,12,395269,360291,1377,18,True,True,True
395279000,11,395279,365021,1377,18,True,True,True
395289000,11,395289,369749,1377,18,True,True,True
395299000,11,395299,374475,1377,18,True,True,True
395309000,11,395309,379200,1377,18,True,True,True
395319000,10,395319,383926,1377,18,True,True,True
395329000,10,395329,388650,1377,18,True,True,True
395339000,10,395339,393372,1377,18,True,True,True
395349000,10,395349,398092,1377,18,True,True,True
395359000,10,395359,402812,1377,18,True,True,True
395369000,10,395369,407532,1377,18,True,True,True
395379000,10,395379,412250,1377,18,True,True,True
395389000,10,395389,416968,1377,18,True,True,True
395399000,10,395399,421688,1377,18,True,True,True
395409000,10,395409,426408,1377,18,True,True,True
395419000,11,395419,431128,1377,18,True,True,True
395429000,11,395429,435842,1377,18,True,True,True
395439000,11,395439,440560,1377,18,True,True,True
395449000,11,395449,445281,1377,18,True,True,True
395459000,11,395459,450002,1377,18,True,True,True
395469000,11,395469,454721,1377,18,True,True,True
395479000,11,395479,459440,1377,18,True,True,True
395489000,11,395489,464163,1377,18,True,True,True
395499000,12,395499,468887,1377,18,True,True,True
395509000,12,395509,473609,1377,18,True,True,True
395519000,12,395519,478328,1377,18,True,True,True
395529000,13,395529,483048,1377,18,True,True,True
395539000,13,395539,487771,1377,18,True,True,True
395549000,13,395549,492493,1377,18,True,True,True
395559000,12,395559,497216,1377,18,True,True,True
395569000,12,395569,-498062,1377,18,True,True,True
395579000,12,395579,-493341,1377,18,True,True,True
395589000,12,395589,-488620,1377,18,True,True,True
395599000,12,395599,-483899,1377,18,True,True,True
395609000,12,395609,-479178,1377,18,True,True,True
395619000,12,395619,-474455,1377,18,True,True,True
395629000,12,395629,-469733,1377,18,True,True,True
395639000,12,395639,-465010,1377,18,True,True,True
395649000,12,395649,-460290,1377,18,True,True,True
395659000,12,395659,-455569,1377,18,True,True,True
395669000,12,395669,-450850,1377,18,True,True,True
395679000,11,395679,-446134,1377,18,True,True,True
395689000,12,395689,-441413,1377,18,True,True,True
395699000,12,395699,-436693,1377,18,True,True,True
395709000,12,395709,-431972,1377,18,True,True,True
395719000,12,395719,-427249,1377,18,True,True,True
395729000,12,395729,-422526,1377,18,True,True,True
395739000,12,395739,-417804,1377,18,True,True,True
395749000,13,395749,-413083,1377,18,True,True,True
395759000,13,395759,-408363,1377,18,True,True,True
395769000,13,395769,-403644,1377,18,True,True,True
395779000,13,395779,-398926,1377,18,True,True,True
395789000,14,395789,-394208,1377,18,True,True,True
395799000,14,395799,-389489,1377,18,True,True,True
395809000,14,395809,-384771,1377,18,True,True,True
395819000,14,395819,-380054,1377,18,True,True,True
395829000,14,395829,-375338,1377,18,True,True,True
395839000,14,395839,-370624,1377,18,True,True,True
395849000,14,395849,-365911,1377,18,True,True,True
395859000,14,395859,-361198,1377,18,True,True,True
395869000,14,395869,-356485,1377,18,True,True,True
395879000,14,395879,-351773,1377,18,True,True,True
395889000,14,395889,-347058,1377,18,True,True,True
395899000,14,395899,-342340,1377,18,True,True,True
395909000,14,395909,-337621,1377,18,True,True,True
395919000,14,395919,-332902,1377,18,True,True,True
395929000,14,395929,-328183,1377,18,True,True,True
395939000,14,395939,-323464,1377,18,True,True,True
395949000,14,395949,-318746,1377,18,True,True,True
395959000,14,395959,-314031,1377,18,True,True,True
395969000,13,395969,-309315,1377,18,True,True,True
395979000,13,395979,-304600,1377,18,True,True,True
395989000,13,395989,-299883,1377,18,True,True,True
395999000,13,395999,-295168,1377,18,True,True,True
396009000,13,396009,-290455,1377,18,True,True,True
396019000,13,396019,-285744,1377,18,True,True,True
396029000,13,396029,-281033,1377,18,True,True,True
396039000,13,396039,-276320,1377,18,True,True,True
396049000,14,396049,-271606,1377,18,True,True,True
396059000,14,396059,-266894,1377,18,True,True,True
396069000,14,396069,-262182,1377,18,True,True,True
396079000,15,396079,-257470,1377,18,True,True,True
396089000,15,396089,-252756,1377,18,True,True,True
396099000,15,396099,-248042,1377,18,True,True,True
396109000,14,396109,-243326,1377,18,True,True,True
396119000,14,396119,-238610,1377,18,True,True,True
396129000,14,396129,-233893,1377,18,True,True,True
396139000,13,396139,-229174,1377,18,True,True,True
396149000,13,396149,-224458,1377,18,True,True,True
396159000,12,396159,-219744,1377,18,True,True,True
396169000,12,396169,-215030,1377,18,True,True,True
396179000,12,396179,-210317,1377,18,True,True,True
396189000,12,396189,-205604,1377,18,True,True,True
396199000,12,396199,-200892,1377,18,True,True,True
396209000,12,396209,-196181,1377,18,True,True,True
396219000,12,396219,-191471,1377,18,True,True,True
396229000,11,396229,-186759,1377,18,True,True,True
396239000,11,396239,-182045,1377,18,True,True,True
396249000,11,396249,-177331,1377,18,True,True,True
396259000,11,396259,-172618,1377,18,True,True,True
396269000,11,396269,-167905,1377,18,True,True,True
396279000,11,396279,-163193,1377,18,True,True,True
396289000,11,396289,-158482,1377,18,True,True,True
396299000,11,396299,-153771,1377,18,True,True,True
396309000,11,396309,-149060,1377,18,True,True,True
396319000,10,396319,-144345,1377,18,True,True,True
396329000,10,396329,-139629,1377,18,True,True,True
396339000,11,396339,-134916,1377,18,True,True,True
396349000,11,396349,-130202,1377,18,True,True,True
396359000,11,396359,-125487,1377,18,True,True,True
396369000,11,396369,-120773,1377,18,True,True,True
396379000,11,396379,-116059,1377,18,True,True,True
396389000,11,396389,-111345,1377,18,True,True,True
396399000,12,396399,-106631,1377,18,True,True,True
396409000,12,396409,-101917,1377,18,True,True,True
396419000,12,396419,-97205,1377,18,True,True,True
396429000,12,396429,-92494,1377,18,True,True,True
396439000,12,396439,-87783,1377,18,True,True,True
396449000,13,396449,-83073,1377,18,True,True,True
396459000,13,396459,-78364,1377,18,True,True,True
396469000,12,396469,-73658,1377,18,True,True,True
396479000,12,396479,-68953,1377,18,True,True,True
396489000,11,396489,-64246,1377,18,True,True,True
396499000,11,396499,-59537,1377,18,True,True,True
396509000,11,396509,-54826,1377,18,True,True,True
396519000,11,396519,-50117,1377,18,True,True,True
396529000,11,396529,-45407,1377,18,True,True,True
396539000,11,396539,-40696,1377,18,True,True,True
396549000,11,396549,-35986,1377,18,True,True,True
396559000,11,396559,-31274,1377,18,True,True,True
396569000,12,396569,-26559,1377,18,True,True,True
396579000,12,396579,-21845,1377,18,True,True,True
396589000,12,396589,-17130,1377,18,True,True,True
396599000,12,396599,-12417,1377,18,True,True,True
396609000,12,396609,-7703,1377,18,True,True,True
396619000,12,396619,-2991,1377,18,True,True,True
396629000,13,396629,1719,1377,18,True,True,True
396639000,13,396639,6428,1377,18,True,True,True
396649000,13,396649,11137,1377,18,True,True,True
396659000,14,396659,15845,1377,18,True,True,True
396669000,14,396669,20553,1377,18,True,True,True
396679000,14,396679,25260,1377,18,True,True,True
396689000,15,396689,29970,1377,18,True,True,True
396699000,15,396699,34682,1377,18,True,True,True
396709000,15,396709,39392,1377,18,True,True,True
396719000,15,396719,44103,1377,18,True,True,True
396729000,15,396729,48814,1377,18,True,True,True
396739000,15,396739,53523,1377,18,True,True,True
396749000,14,396749,58232,1377,18,True,True,True
396759000,14,396759,62940,1377,18,True,True,True
396769000,13,396769,67651,1377,18,True,True,True
396779000,12,396779,72354,1377,18,True,True,True
396789000,12,396789,77058,1377,18,True,True,True
396799000,12,396799,81761,1377,18,True,True,True
396809000,12,396809,86466,1377,18,True,True,True
396819000,12,396819,91172,1377,18,True,True,True
396829000,12,396829,95878,1377,18,True,True,True
396839000,13,396839,100583,1377,18,True,True,True
396849000,13,396849,105287,1377,18,True,True,True
396859000,13,396859,109989,1377,18,True,True,True
396869000,13,396869,114691,1377,18,True,True,True
396879000,13,396879,119392,1377,18,True,True,True
396889000,14,396889,124095,1377,18,True,True,True
396899000,13,396899,128797,1377,18,True,True,True
396909000,13,396909,133499,1377,18,True,True,True
396919000,13,396919,138202,1377,18,True,True,True
396929000,13,396929,142901,1377,18,True,True,True
396939000,12,396939,147604,1377,18,True,True,True
396949000,12,396949,152309,1377,18,True,True,True
396959000,13,396959,157013,1377,18,True,True,True
396969000,13,396969,161717,1377,18,True,True,True
396979000,13,396979,166422,1377,18,True,True,True
396989000,13,396989,171127,1377,18,True,True,True
396999000,13,396999,175832,1377,18,True,True,True
397009000,12,397009,180535,1377,18,True,True,True
397019000,12,397019,185238,1377,18,True,True,True
397029000,12,397029,189940,1377,18,True,True,True
397039000,11,397039,194644,1377,18,True,True,True
397049000,11,397049,199347,1377,18,True,True,True
397059000,11,397059,204049,1377,18,True,True,True
397069000,11,397069,208753,1377,18,True,True,True
397079000,11,397079,213454,1377,18,True,True,True
397089000,11,397089,218155,1377,18,True,True,True
397099000,11,397099,222856,1377,18,True,True,True
397109000,11,397109,227555,1377,18,True,True,True
397119000,11,397119,232256,1377,18,True,True,True
397129000,11,397129,236958,1377,18,True,True,True
397139000,11,397139,241659,1377,18,True,True,True
397149000,11,397149,246359,1377,18,True,True,True
397159000,11,397159,251060,1377,18,True,True,True
397169000,11,397169,255760,1377,18,True,True,True
397179000,11,397179,260462,1377,18,True,True,True
397189000,11,397189,265162,1377,18,True,True,True
397199000,11,397199,269862,1377,18,True,True,True
397209000,10,397209,274561,1377,18,True,True,True
397219000,10,397219,279258,1377,18,True,True,True
397229000,10,397229,283956,1377,18,True,True,True
397239000,10,397239,288652,1377,18,True,True,True
397249000,10,397249,293350,1377,18,True,True,True
397259000,10,397259,298049,1377,18,True,True,True
397269000,10,397269,302746,1377,18,True,True,True
397279000,10,397279,307445,1377,18,True,True,True
397289000,11,397289,312144,1377,18,True,True,True
397299000,11,397299,316842,1377,18,True,True,True
397309000,12,397309,321541,1377,18,True,True,True
397319000,12,397319,326240,1377,18,True,True,True
397329000,12,397329,330938,1377,18,True,True,True
397339000,12,397339,335637,1377,18,True,True,True
397349000,12,397349,340337,1377,18,True,True,True
397359000,12,397359,345035,1377,18,True,True,True
397369000,12,397369,349731,1377,18,True,True,True
397379000,12,397379,354427,1377,18,True,True,True
397389000,12,397389,359123,1377,18,True,True,True
397399000,12,397399,363821,1377,18,True,True,True
397409000,12,397409,368517,1377,18,True,True,True
397419000,12,397419,373214,1377,18,True,True,True
397429000,12,397429,377913,1377,18,True,True,True
397439000,12,397439,382609,1377,18,True,True,True
397449000,11,397449,387306,1377,18,True,True,True
397459000,11,397459,392003,1377,18,True,True,True
397469000,11,397469,396700,1377,18,True,True,True
397479000,11,397479,401396,1377,18,True,True,True
397489000,12,397489,406092,1377,18,True,True,True
397499000,12,397499,410789,1377,18,True,True,True
397509000,13,397509,415485,1377,18,True,True,True
397519000,13,397519,420181,1377,18,True,True,True
397529000,14,397529,424876,1377,18,True,True,True
397539000,14,397539,429570,1377,18,True,True,True
397549000,14,397549,434265,1377,18,True,True,True
397559000,15,397559,438960,1377,18,True,True,True
397569000,15,397569,443655,1377,18,True,True,True
397579000,15,397579,448350,1377,18,True,True,True
397589000,15,397589,453044,1377,18,True,True,True
397599000,15,397599,457736,1377,18,True,True,True
397609000,15,397609,462429,1377,18,True,True,True
397619000,17,397619,467122,1377,18,True,True,True
397629000,18,397629,471816,1377,18,True,True,True
397639000,19,397639,476508,1377,18,True,True,True
397649000,20,397649,481202,1377,18,True,True,True
397659000,22,397659,485897,1377,18,True,True,True
397669000,23,397669,490593,1377,18,True,True,True
397679000,24,397679,495289,1377,18,True,True,True
397689000,24,397689,499983,1377,18,True,True,True
397699000,24,397699,-495324,1377,18,True,True,True
397709000,24,397709,-490632,1377,18,True,True,True
397719000,24,397719,-485938,1377,18,True,True,True
397729000,24,397729,-481247,1377,18,True,True,True
397739000,24,397739,-476552,1377,18,True,True,True
397749000,24,397749,-471857,1377,18,True,True,True
397759000,23,397759,-467165,1377,18,True,True,True
397769000,22,397769,-462471,1377,18,True,True,True
397779000,21,397779,-457776,1377,18,True,True,True
397789000,20,397789,-453083,1377,18,True,True,True
397799000,19,397799,-448390,1377,18,True,True,True
397809000,19,397809,-443696,1377,18,True,True,True
397819000,18,397819,-439005,1377,18,True,True,True
397829000,17,397829,-434313,1377,18,True,True,True
397839000,17,397839,-429623,1377,18,True,True,True
397849000,17,397849,-424932,1377,18,True,True,True
397859000,17,397859,-420242,1377,18,True,True,True
397869000,17,397869,-415552,1377,18,True,True,True
397879000,16,397879,-410862,1377,18,True,True,True
397889000,16,397889,-406172,1377,18,True,True,True
397899000,16,397899,-401482,1377,18,True,True,True
397909000,16,397909,-396792,1377,18,True,True,True
397919000,17,397919,-392103,1377,18,True,True,True
397929000,17,397929,-387415,1377,18,True,True,True
397939000,17,397939,-382727,1377,18,True,True,True
397949000,17,397949,-378039,1377,18,True,True,True
397959000,17,397959,-373352,1377,18,True,True,True
397969000,18,397969,-368665,1377,18,True,True,True
397979000,18,397979,-363977,1377,18,True,True,True
397989000,18,397989,-359290,1377,18,True,True,True
397999000,19,397999,-354603,1377,18,True,True,True
398009000,19,398009,-349915,1377,18,True,True,True
398019000,19,398019,-345228,1377,18,True,True,True
398029000,19,398029,-340540,1377,18,True,True,True
398039000,19,398039,-335853,1377,18,True,True,True
398049000,19,398049,-331166,1377,18,True,True,True
398059000,19,398059,-326479,1377,18,True,True,True
