iTOW,clkB,clkD,tAcc,fAcc
395569000,-501943,-472,12,818
395579000,-506663,-472,11,810
395589000,-511384,-472,11,822
395599000,-516105,-472,11,839
395609000,-520826,-472,11,857
395619000,-525549,-472,11,851
395629000,-530271,-472,11,857
395639000,-534994,-472,11,867
395649000,-539714,-472,11,879
395659000,-544435,-472,12,868
395669000,-549154,-472,12,857
395679000,-553870,-472,11,851
395689000,-558592,-472,11,847
395699000,-563311,-472,11,848
395709000,-568033,-472,11,840
395719000,-572755,-472,11,820
395729000,-577478,-472,12,815
395739000,-582200,-472,12,818
395749000,-586921,-472,12,832
395759000,-591641,-472,12,855
395769000,-596360,-472,13,855
395779000,-601078,-472,13,850
395789000,-605796,-472,13,894
395799000,-610515,-472,13,911
395809000,-615233,-472,14,913
395819000,-619950,-472,14,907
395829000,-624666,-472,14,896
395839000,-629380,-472,14,898
395849000,-634093,-472,14,895
395859000,-638806,-472,14,909
395869000,-643519,-472,14,931
395879000,-648231,-471,14,952
395889000,-652946,-472,13,952
395899000,-657664,-472,13,953
395909000,-662383,-472,14,953
395919000,-667102,-472,14,916
395929000,-671821,-472,14,911
395939000,-676540,-472,14,909
395949000,-681258,-471,14,793
395959000,-685973,-472,13,795
395969000,-690689,-472,13,797
395979000,-695404,-472,13,795
395989000,-700121,-472,13,890
395999000,-704836,-472,13,908
396009000,-709549,-472,13,922
396019000,-714260,-471,13,933
396029000,-718971,-471,13,841
396039000,-723684,-472,13,898
396049000,-728398,-471,13,888
396059000,-733110,-471,14,880
396069000,-737822,-471,14,866
396079000,-742534,-471,14,833
396089000,-747248,-471,14,773
396099000,-751962,-471,14,741
396109000,-756678,-471,14,737
396119000,-761394,-472,14,738
396129000,-766111,-472,13,731
396139000,-770830,-471,13,794
396149000,-775546,-471,12,774
396159000,-780260,-471,12,745
396169000,-784974,-471,12,744
396179000,-789687,-472,12,781
396189000,-794400,-471,12,752
396199000,-799112,-471,11,738
396209000,-803823,-471,11,758
396219000,-808533,-471,11,772
396229000,-813246,-471,11,763
396239000,-817960,-471,11,741
396249000,-822673,-471,11,712
396259000,-827386,-471,11,741
396269000,-832099,-471,11,750
396279000,-836811,-471,10,714
396289000,-841522,-471,10,708
396299000,-846233,-471,10,728
396309000,-850944,-471,10,732
396319000,-855660,-471,10,736
396329000,-860375,-471,10,734
396339000,-865088,-471,10,733
396349000,-869803,-471,10,746
396359000,-874518,-471,10,754
396369000,-879232,-471,11,763
396379000,-883945,-471,11,779
396389000,-888659,-471,11,780
396399000,-893373,-471,11,793
396409000,-898086,-471,11,798
396419000,-902799,-471,11,892
396429000,-907510,-471,12,890
396439000,-912221,-471,12,880
396449000,-916931,-471,12,886
396459000,-921640,-471,12,865
396469000,-926346,-471,12,741
396479000,-931051,-471,12,675
396489000,-935757,-471,11,668
396499000,-940467,-471,11,665
396509000,-945177,-471,11,760
396519000,-949887,-471,11,775
396529000,-954597,-471,11,808
396539000,-959308,-471,11,826
396549000,-964018,-471,11,821
396559000,-968730,-471,11,812
396569000,-973445,-471,11,825
396579000,-978159,-471,11,841
396589000,-982874,-471,12,801
396599000,-987587,-471,12,801
396609000,-992301,-471,12,819
396619000,-997013,-471,12,820
396629000,-1723,-471,12,841
396639000,-6432,-471,12,901
396649000,-11141,-471,13,988
396659000,-15849,-471,13,1002
396669000,-20557,-471,14,1023
396679000,-25264,-471,14,1012
396689000,-29974,-471,14,990
396699000,-34685,-471,14,974
396709000,-39396,-471,14,897
396719000,-44107,-471,14,938
396729000,-48818,-471,14,921
396739000,-53527,-471,14,925
396749000,-58236,-471,14,842
396759000,-62944,-470,13,858
396769000,-67654,-471,12,862
396779000,-72358,-470,12,840
396789000,-77061,-470,12,822
396799000,-81764,-470,12,846
396809000,-86470,-471,12,843
396819000,-91176,-470,12,792
396829000,-95881,-471,12,765
396839000,-100586,-471,12,775
396849000,-105290,-470,12,778
396859000,-109992,-470,13,780
396869000,-114694,-470,13,786
396879000,-119396,-470,13,792
396889000,-124098,-470,13,802
396899000,-128801,-470,13,797
396909000,-133502,-470,13,798
396919000,-138205,-470,13,786
396929000,-142905,-470,12,785
396939000,-147608,-470,12,783
396949000,-152313,-470,12,786
396959000,-157017,-470,12,787
396969000,-161721,-470,12,770
396979000,-166425,-470,12,763
396989000,-171130,-471,12,762
396999000,-175835,-470,13,763
397009000,-180538,-471,12,758
397019000,-185241,-470,12,755
397029000,-189944,-470,11,758
397039000,-194647,-470,11,767
397049000,-199350,-470,11,771
397059000,-204052,-470,11,806
397069000,-208757,-470,11,819
397079000,-213458,-470,11,826
397089000,-218158,-470,11,815
397099000,-222859,-470,11,828
397109000,-227559,-470,11,815
397119000,-232260,-470,11,847
397129000,-236961,-470,11,874
397139000,-241662,-470,11,829
397149000,-246362,-470,11,813
397159000,-251063,-470,11,816
397169000,-255763,-470,11,819
397179000,-260465,-470,11,859
397189000,-265166,-470,11,789
397199000,-269865,-470,10,791
397209000,-274564,-470,10,722
397219000,-279261,-470,9,720
397229000,-283959,-470,9,773
397239000,-288656,-470,9,793
397249000,-293354,-470,10,795
397259000,-298052,-470,10,807
397269000,-302750,-470,10,811
397279000,-307448,-470,10,794
397289000,-312147,-470,10,858
397299000,-316845,-470,11,861
397309000,-321544,-470,11,858
397319000,-326243,-470,11,860
397329000,-330941,-470,12,841
397339000,-335640,-470,12,838
397349000,-340340,-470,12,855
397359000,-345038,-470,12,884
397369000,-349734,-470,12,806
397379000,-354430,-470,12,790
397389000,-359126,-470,12,805
397399000,-363824,-470,12,804
397409000,-368520,-470,12,795
397419000,-373218,-470,12,775
397429000,-377916,-470,12,772
397439000,-382612,-470,11,774
397449000,-387309,-470,11,774
397459000,-392006,-470,11,773
397469000,-396703,-470,11,775
397479000,-401399,-470,11,780
397489000,-406095,-470,11,783
397499000,-410792,-470,12,819
397509000,-415488,-470,12,831
397519000,-420184,-470,13,754
397529000,-424879,-470,13,765
397539000,-429573,-470,14,820
397549000,-434268,-470,14,823
397559000,-438963,-469,14,819
397569000,-443658,-470,14,820
397579000,-448354,-470,15,845
397589000,-453047,-469,15,977
397599000,-457739,-470,15,957
397609000,-462432,-469,15,1104
397619000,-467126,-469,17,1371
397629000,-471819,-469,18,1240
397639000,-476511,-469,19,1207
397649000,-481206,-470,20,1267
397659000,-485900,-469,21,1315
397669000,-490596,-469,22,1360
397679000,-495292,-470,24,1268
397689000,-499986,-470,24,1034
397699000,-504679,-469,24,1005
397709000,-509372,-469,24,1058
397719000,-514065,-470,24,1122
397729000,-518756,-469,24,1092
397739000,-523451,-470,24,1056
397749000,-528146,-469,23,834
397759000,-532839,-469,23,815
397769000,-537532,-469,22,793
397779000,-542227,-470,21,769
397789000,-546920,-469,20,761
397799000,-551613,-469,19,760
397809000,-556307,-469,18,751
397819000,-560998,-469,17,747
397829000,-565691,-469,17,766
397839000,-570381,-469,17,772
397849000,-575071,-469,16,806
397859000,-579761,-469,16,777
397869000,-584451,-469,16,764
397879000,-589142,-469,16,741
397889000,-593832,-469,16,754
397899000,-598521,-469,16,762
397909000,-603211,-469,16,773
397919000,-607900,-469,16,783
397929000,-612588,-469,16,808
397939000,-617276,-469,17,835
397949000,-621964,-469,17,836
397959000,-626651,-469,17,841
397969000,-631339,-469,17,1002
397979000,-636026,-469,18,954
397989000,-640713,-469,18,926
397999000,-645401,-469,18,943
398009000,-650088,-469,18,951
398019000,-654775,-469,18,931
398029000,-659463,-469,19,975
398039000,-664151,-469,19,962
398049000,-668837,-469,19,968
398059000,-673524,-469,19,955
398069000,-678209,-468,19,1003
398079000,-682895,-468,19,1011
398089000,-687580,-469,19,938
398099000,-692266,-469,20,968
398109000,-696951,-468,20,967
398119000,-701637,-469,20,971
398129000,-706323,-468,20,1076
398139000,-711008,-468,21,1154
398149000,-715693,-468,21,1019
398159000,-720375,-468,21,1092
398169000,-725058,-468,22,1002
398179000,-729741,-468,22,1021
398189000,-734423,-468,22,1022
398199000,-739105,-468,22,994
398209000,-743787,-468,22,1059
398219000,-748470,-468,22,1043
398229000,-753155,-468,21,1014
398239000,-757837,-468,21,1010
398249000,-762518,-468,21,976
398259000,-767196,-468,20,930
398269000,-771875,-468,20,787
398279000,-776554,-468,19,881
398289000,-781234,-468,19,913
398299000,-785913,-468,18,948
398309000,-790590,-468,18,890
398319000,-795267,-468,18,922
398329000,-799947,-468,17,940
398339000,-804625,-468,17,915
398349000,-809302,-468,17,836
398359000,-813980,-468,17,853
398369000,-818658,-468,16,840
398379000,-823334,-468,16,846
398389000,-828011,-468,16,932
398399000,-832689,-468,16,928
398409000,-837367,-467,16,832
398419000,-842043,-468,16,817
398429000,-846719,-468,16,804
398439000,-851394,-468,15,802
398449000,-856068,-467,15,814
398459000,-860741,-467,15,785
398469000,-865412,-467,14,775
398479000,-870086,-467,14,890
398489000,-874760,-467,14,786
398499000,-879435,-468,14,758
398509000,-884109,-467,14,804
398519000,-888783,-467,14,856
398529000,-893456,-467,14,783
398539000,-898129,-467,13,728
398549000,-902803,-467,13,757
398559000,-907476,-467,13,764
398569000,-912149,-467,13,775
398579000,-916822,-467,13,792
398589000,-921496,-467,13,791
398599000,-926171,-467,14,716
398609000,-930846,-468,13,712
398619000,-935520,-467,14,808
398629000,-940194,-467,14,791
398639000,-944868,-467,14,791
398649000,-949540,-467,14,778
398659000,-954211,-467,13,725
398669000,-958883,-467,13,787
398679000,-963552,-467,13,711
398689000,-968223,-467,13,719
398699000,-972894,-467,13,725
398709000,-977565,-467,13,799
398719000,-982235,-467,14,800
398729000,-986906,-467,14,808
398739000,-991576,-467,14,927
398749000,-996247,-467,15,935
398759000,-917,-467,15,821
398769000,-5587,-467,15,936
398779000,-10257,-467,16,983
398789000,-14926,-467,16,957
398799000,-19597,-467,17,945
398809000,-24267,-467,17,945
398819000,-28937,-467,18,1002
398829000,-33608,-467,19,1020
398839000,-38280,-467,19,993
398849000,-42950,-467,19,986
398859000,-47619,-467,20,1029
398869000,-52288,-467,20,1038
398879000,-56957,-467,21,1028
398889000,-61624,-467,21,999
398899000,-66293,-467,21,1001
398909000,-70962,-467,21,1010
398919000,-75631,-467,21,889
398929000,-80296,-467,20,1046
398939000,-84958,-467,20,894
398949000,-89621,-467,19,904
398959000,-94286,-467,20,1116
398969000,-98950,-467,20,1067
398979000,-103619,-467,21,1058
398989000,-108287,-467,21,1078
398999000,-112957,-467,22,1072
399009000,-117626,-467,22,1076
399019000,-122296,-467,22,1074
399029000,-126965,-467,23,1073
399039000,-131633,-467,23,1052
399049000,-136300,-467,23,884
399059000,-140969,-467,23,950
399069000,-145638,-467,22,893
399079000,-150306,-467,21,1021
399089000,-154972,-467,21,1033
399099000,-159642,-467,21,1025
399109000,-164310,-467,21,912
399119000,-168978,-467,20,993
399129000,-173646,-467,21,1012
399139000,-178314,-467,21,883
399149000,-182982,-467,20,903
399159000,-187650,-467,20,1012
399169000,-192317,-467,21,996
399179000,-196982,-467,21,1014
399189000,-201648,-466,21,980
399199000,-206312,-466,21,976
399209000,-210976,-467,21,887
399219000,-215643,-467,21,880
399229000,-220312,-467,20,875
399239000,-224980,-467,20,870
399249000,-229645,-467,19,1037
399259000,-234310,-467,20,1034
399269000,-238974,-467,20,1045
399279000,-243639,-466,21,1030
399289000,-248303,-466,21,1088
399299000,-252967,-467,22,1096
399309000,-257633,-467,22,1079
399319000,-262299,-467,22,1106
399329000,-266964,-467,23,1075
399339000,-271627,-466,23,1043
399349000,-276292,-467,23,1061
399359000,-280957,-467,23,1074
399369000,-285624,-467,23,1056
399379000,-290291,-467,23,1048
399389000,-294957,-467,23,1113
399399000,-299625,-467,23,1096
399409000,-304291,-467,23,1087
399419000,-308957,-467,24,1119
399429000,-313624,-467,24,1126
399439000,-318292,-467,24,1094
399449000,-322959,-466,24,1085
399459000,-327625,-467,25,1114
399469000,-332290,-467,25,1103
399479000,-336956,-467,25,1106
399489000,-341623,-467,25,1106
399499000,-346290,-467,25,1098
399509000,-350956,-467,26,1150
399519000,-355622,-466,26,1125
399529000,-360289,-467,26,1122
399539000,-364955,-466,26,1093
399549000,-369619,-467,26,1006
399559000,-374283,-467,25,910
399569000,-378949,-467,25,1131
399579000,-383615,-466,25,1117
399589000,-388279,-467,25,1115
399599000,-392945,-467,25,1085
399609000,-397609,-466,25,1089
399619000,-402273,-467,24,1082
399629000,-406938,-467,24,1089
399639000,-411600,-466,22,931
399649000,-416260,-466,20,993
399659000,-420919,-467,19,1057
399669000,-425578,-466,18,1046
399679000,-430241,-467,18,1031
399689000,-434905,-467,17,1012
399699000,-439565,-466,17,1019
399709000,-444228,-466,17,1037
399719000,-448892,-466,17,978
399729000,-453556,-466,18,1068
399739000,-458222,-467,18,1100
399749000,-462889,-467,18,1101
399759000,-467557,-467,18,1107
399769000,-472222,-466,19,992
399779000,-476887,-466,18,1040
399789000,-481553,-466,18,1052
399799000,-486220,-467,19,1039
399809000,-490887,-466,18,918
399819000,-495551,-466,18,1029
399829001,-500213,-466,18,1067
399839000,-504873,-466,18,895
399849000,-509535,-466,18,1021
399859000,-514199,-466,18,1061
399869000,-518861,-466,18,906
399879000,-523524,-466,17,910
399889000,-528186,-466,17,888
399899000,-532847,-466,16,881
399909000,-537510,-466,16,873
399919000,-542171,-466,16,854
399929000,-546833,-466,16,875
399939000,-551496,-466,16,890
399949000,-556158,-466,16,920
399959000,-560820,-466,16,1003
399969000,-565483,-466,16,1049
399979000,-570146,-466,17,896
399989000,-574807,-466,17,1036
399999000,-579468,-466,17,1061
400009000,-584131,-466,17,833
400019000,-588792,-466,16,841
400029000,-593453,-466,16,1099
400039000,-598112,-466,17,848
400049000,-602775,-466,16,814
400059000,-607438,-466,16,889
400069000,-612101,-466,16,878
400079000,-616764,-466,16,851
400089000,-621425,-466,16,875
400099000,-626085,-466,16,816
400109000,-630745,-466,16,813
400119000,-635406,-466,16,819
400129000,-640066,-466,16,865
400139000,-644725,-466,16,860
400149000,-649385,-466,16,817
400159000,-654044,-466,16,841
400169000,-658702,-466,16,848
400179000,-663360,-466,16,771
400189000,-668018,-466,15,743
400199000,-672675,-466,15,760
400209000,-677333,-466,15,806
400219000,-681989,-466,15,808
400229000,-686645,-466,15,812
400239000,-691302,-466,15,888
400249000,-695958,-466,15,856
400259000,-700613,-466,15,905
400269000,-705270,-466,16,989
400279000,-709927,-466,16,936
400289000,-714584,-466,16,988
400299000,-719239,-466,16,979
400309000,-723895,-465,16,1009
400319000,-728551,-466,16,900
400329000,-733206,-466,16,896
400339000,-737861,-465,16,932
400349000,-742513,-465,16,870
400359000,-747166,-465,16,850
400369000,-751819,-465,16,827
400379000,-756470,-465,16,824
400389000,-761122,-465,15,789
400399000,-765774,-465,15,815
400409000,-770426,-465,15,762
400419000,-775078,-465,15,825
400429000,-779730,-465,15,819
400439000,-784381,-465,15,842
400449000,-789031,-465,15,829
400459000,-793680,-465,15,859
400469000,-798329,-465,15,846
400479000,-802978,-465,15,843
400489000,-807626,-465,15,859
400499000,-812275,-465,15,875
400509000,-816924,-465,15,844
400519000,-821573,-465,15,859
400529000,-826221,-465,14,761
400539000,-830872,-465,14,791
400549000,-835522,-465,14,791
400559000,-840173,-465,14,785
400569000,-844823,-465,14,765
400579000,-849472,-465,14,776
400589000,-854122,-465,14,770
400599000,-858773,-465,14,719
400609000,-863423,-465,14,792
400619000,-868074,-465,14,795
400629000,-872723,-465,14,792
400639000,-877373,-465,14,805
400649000,-882023,-465,14,808
400659000,-886673,-465,14,821
400669000,-891321,-465,14,833
400679000,-895970,-465,14,797
400689000,-900619,-465,14,895
400699000,-905267,-465,15,927
400709000,-909914,-465,15,932
400719000,-914562,-465,15,942
400729000,-919210,-465,15,939
400739000,-923859,-465,15,945
400749000,-928507,-465,15,852
400759000,-933155,-465,15,949
400769000,-937803,-465,15,931
400779000,-942450,-465,15,797
400789000,-947097,-465,15,932
400799000,-951745,-465,15,923
400809000,-956391,-465,15,941
400819000,-961037,-465,15,933
400829000,-965681,-465,14,902
400839000,-970325,-465,14,896
400849000,-974970,-465,14,917
400859000,-979616,-465,14,883
400869000,-984261,-465,14,829
400879000,-988908,-465,14,918
400889000,-993557,-465,14,801
400899000,-998205,-465,14,913
400909000,-2854,-465,15,879
400919000,-7503,-465,15,963
400929000,-12153,-465,15,972
400939000,-16803,-465,16,1015
400949000,-21453,-465,16,994
400959000,-26101,-465,16,930
400969000,-30750,-465,16,895
400979000,-35397,-465,16,801
400989000,-40044,-465,15,771
400999000,-44693,-465,15,847
401009000,-49342,-465,15,935
401019000,-53991,-465,15,886
401029000,-58639,-465,15,781
401039000,-63287,-465,15,840
401049000,-67935,-465,15,916
401059000,-72582,-465,15,751
401069000,-77232,-465,14,676
401079000,-81882,-465,14,705
401089000,-86535,-465,12,696
401099000,-91184,-465,12,677
401109000,-95834,-465,11,764
401119000,-100482,-465,11,737
401129000,-105129,-465,10,690
401139000,-109774,-465,11,787
401149000,-114419,-465,11,800
401159000,-119064,-465,11,801
401169000,-123707,-464,12,831
401179000,-128351,-464,12,832
401189000,-132994,-465,13,837
401199000,-137637,-465,13,970
401209000,-142280,-464,14,940
401219000,-146923,-464,14,935
401229000,-151566,-464,15,943
401239000,-156209,-464,15,940
401249000,-160852,-464,15,840
401259000,-165494,-464,15,861
401269000,-170137,-464,15,965
401279000,-174779,-465,15,881
401289000,-179420,-464,15,879
401299000,-184061,-464,14,881
401309000,-188701,-464,14,874
401319000,-193343,-464,14,879
401329000,-197984,-464,14,843
401339000,-202626,-464,14,840
401349000,-207269,-465,14,830
401359000,-211915,-465,13,829
401369000,-216564,-464,12,825
401379000,-221214,-464,11,834
401389000,-225860,-464,11,811
401399000,-230503,-464,10,798
401409000,-235146,-464,10,801
401419000,-239789,-464,10,795
401429000,-244432,-464,10,794
401439000,-249074,-464,10,808
401449000,-253716,-464,11,804
401459000,-258358,-464,11,764
401469000,-263001,-464,11,763
401479000,-267645,-464,12,759
401489000,-272289,-465,12,777
401499000,-276933,-464,12,783
401509000,-281577,-464,12,777
401519000,-286220,-464,12,802
401529000,-290862,-464,12,781
401539000,-295503,-464,12,793
401549000,-300145,-464,13,864
401559000,-304787,-464,13,948
401569000,-309427,-464,14,1010
401579000,-314068,-464,14,1041
401589000,-318708,-464,15,993
401599000,-323350,-464,15,943
401609000,-327992,-464,15,936
401619000,-332634,-464,15,932
401629000,-337276,-464,15,810
401639000,-341919,-464,15,923
401649000,-346560,-464,15,903
401659000,-351200,-464,14,907
401669000,-355839,-464,14,820
401679000,-360479,-464,14,802
401689000,-365119,-464,14,817
401699000,-369758,-464,14,814
401709000,-374398,-464,14,819
401719000,-379038,-464,14,807
401729000,-383677,-464,14,769
401739000,-388315,-464,14,867
401749000,-392955,-464,15,995
401759000,-397595,-464,15,995
401769000,-402234,-464,15,970
401779000,-406873,-464,16,949
401789000,-411513,-464,16,961
401799000,-416154,-464,16,992
401809000,-420794,-464,16,982
401819000,-425434,-464,17,984
401829000,-430076,-464,17,986
401839000,-434717,-464,17,964
401849000,-439357,-464,17,899
401859000,-443994,-464,17,974
401869000,-448632,-464,17,839
401879000,-453272,-464,17,825
401889000,-457910,-464,16,743
401899000,-462548,-464,16,735
401909000,-467184,-464,15,719
401919000,-471820,-464,15,766
401929000,-476457,-464,15,755
401939000,-481093,-464,14,704
401949000,-485730,-464,13,724
401959000,-490370,-464,12,710
401969000,-495007,-464,11,672
401979000,-499643,-464,10,677
401989000,-504280,-464,10,687
401999000,-508917,-464,10,709
402009000,-513553,-464,10,667
402019000,-518190,-464,10,659
402029000,-522826,-464,9,643
402039000,-527461,-464,9,659
402049000,-532094,-464,9,624
402059000,-536728,-464,9,626
402069000,-541363,-464,9,644
402079000,-545995,-464,9,673
402089000,-550629,-464,9,695
402099000,-555262,-464,9,698
402109000,-559897,-464,9,709
402119000,-564532,-464,9,711
402129000,-569167,-464,10,729
402139000,-573803,-464,10,724
402149000,-578439,-464,10,724
402159000,-583075,-463,10,740
402169000,-587709,-463,10,761
402179000,-592343,-463,10,763
402189000,-596978,-463,10,750
402199000,-601612,-463,10,747
402209000,-606245,-463,10,785
402219000,-610878,-463,11,779
402229000,-615510,-463,11,776
402239000,-620142,-463,11,740
402249000,-624774,-463,11,778
402259000,-629405,-463,11,759
402269000,-634037,-463,11,755
402279000,-638670,-463,11,753
402289000,-643303,-463,11,750
402299000,-647935,-463,11,693
402309000,-652567,-463,11,688
402319000,-657198,-463,11,665
402329000,-661830,-463,11,689
402339000,-666460,-463,11,716
402349000,-671091,-463,11,696
402359000,-675721,-463,11,707
402369000,-680351,-463,11,705
402379000,-684980,-463,11,739
402389000,-689609,-463,11,746
402399000,-694238,-463,11,737
402409000,-698867,-463,11,719
402419000,-703496,-463,11,723
402429000,-708126,-463,11,686
402439000,-712756,-463,11,694
402449000,-717386,-463,11,692
402459000,-722017,-463,11,691
402469000,-726646,-463,11,658
402479000,-731275,-463,11,656
402489000,-735906,-463,11,672
402499000,-740537,-463,11,680
402509000,-745168,-463,11,660
402519000,-749799,-463,10,659
402529000,-754430,-463,10,678
402539000,-759060,-463,10,676
402549000,-763690,-463,10,677
402559000,-768320,-463,10,679
402569000,-772949,-463,10,689
402579000,-777577,-463,10,704
402589000,-782204,-463,10,716
402599000,-786832,-463,10,757
402609000,-791460,-463,11,764
402619000,-796088,-463,11,761
402629000,-800715,-463,11,742
402639000,-805341,-463,11,763
402649000,-809967,-462,11,765
402659000,-814593,-463,11,741
402669000,-819220,-463,11,731
402679000,-823846,-463,11,737
402689000,-828472,-462,11,759
402699000,-833097,-463,12,768
402709000,-837722,-463,12,771
402719000,-842348,-462,12,761
402729000,-846973,-462,12,790
402739000,-851596,-462,11,749
402749000,-856218,-463,11,752
402759000,-860842,-462,11,743
402769000,-865464,-463,10,698
402779000,-870086,-463,9,705
402789000,-874708,-462,9,707
402799000,-879331,-463,9,710
402809000,-883954,-463,8,710
402819000,-888579,-463,8,755
402829000,-893204,-462,8,763
402839000,-897829,-462,8,697
402849000,-902455,-463,8,729
402859000,-907081,-462,8,808
402869000,-911705,-462,9,735
402879000,-916328,-462,8,741
402889000,-920951,-462,9,733
402899000,-925576,-462,8,710
402909000,-930201,-462,8,726
402919000,-934826,-462,8,716
402929000,-939449,-462,8,721
402939000,-944072,-462,8,702
402949000,-948695,-462,8,686
402959000,-953319,-462,8,700
402969000,-957943,-462,8,689
402979000,-962568,-462,8,660
402989000,-967192,-462,8,665
402999000,-971817,-462,8,663
403009000,-976442,-462,8,654
403019000,-981068,-462,8,652
403029000,-985693,-462,8,654
403039000,-990316,-462,8,660
403049000,-994940,-462,8,647
403059000,-999563,-462,9,646
403069000,-4185,-462,9,654
403079000,-8808,-462,9,674
403089000,-13429,-462,9,667
403099000,-18050,-462,9,651
403109000,-22672,-462,9,662
403119000,-27295,-462,9,636
403129000,-31918,-462,9,640
403139000,-36540,-462,9,692
403149000,-41160,-462,10,686
403159000,-45783,-462,10,694
403169000,-50405,-462,10,748
403179000,-55027,-462,10,761
403189000,-59650,-462,11,766
403199000,-64273,-462,11,768
403209000,-68896,-462,11,742
403219000,-73519,-462,11,745
403229000,-78141,-462,11,752
403239000,-82763,-462,12,759
403249000,-87384,-462,12,745
403259000,-92005,-462,12,756
403269000,-96626,-462,12,760
403279000,-101246,-462,12,773
403289000,-105865,-462,12,790
403299000,-110483,-462,12,821
403309000,-115102,-462,12,789
403319000,-119721,-462,12,814
403329000,-124340,-462,13,782
403339000,-128959,-462,13,814
403349000,-133577,-462,13,784
403359000,-138196,-462,13,769
403369000,-142815,-462,13,743
403379000,-147434,-462,13,729
403389000,-152053,-462,13,716
403399000,-156674,-462,13,723
403409000,-161293,-462,13,747
403419000,-165909,-462,12,731
403429000,-170527,-462,12,741
403439000,-175144,-462,12,756
403449000,-179761,-462,12,758
403459000,-184380,-462,12,754
403469000,-188998,-462,12,752
403479000,-193614,-462,11,752
403489000,-198231,-462,11,729
403499000,-202847,-462,11,769
403509000,-207464,-462,11,772
403519000,-212080,-462,11,739
403529000,-216697,-462,11,736
403539000,-221312,-462,11,748
403549000,-225928,-462,11,750
403559000,-230545,-462,11,743
403569000,-235163,-462,11,769
403579000,-239783,-462,11,772
403589000,-244402,-462,12,765
403599000,-249021,-462,12,727
403609000,-253640,-462,12,732
403619000,-258258,-462,12,729
403629000,-262876,-462,12,720
403639000,-267493,-462,12,731
403649000,-272111,-462,12,718
403659000,-276728,-462,12,717
403669000,-281346,-462,12,714
403679000,-285962,-462,12,719
403689000,-290580,-462,11,674
403699000,-295195,-462,11,675
403709000,-299810,-462,10,677
403719000,-304427,-462,10,675
403729000,-309043,-462,10,682
403739000,-313658,-461,10,680
403749000,-318271,-461,10,679
403759000,-322884,-461,9,674
403769000,-327498,-461,9,679
403779000,-332116,-462,9,746
403789000,-336733,-462,10,757
403799000,-341348,-462,10,754
403809000,-345965,-461,10,760
403819000,-350581,-462,10,764
403829000,-355198,-462,11,760
403839000,-359813,-462,11,760
403849000,-364428,-462,11,772
403859000,-369044,-462,11,758
403869000,-373658,-461,12,739
403879000,-378271,-462,12,755
403889000,-382885,-462,12,793
403899000,-387497,-461,12,787
403909000,-392111,-462,12,771
403919000,-396724,-461,13,764
403929000,-401338,-462,13,789
403939000,-405952,-461,13,830
403949000,-410567,-462,13,840
403959000,-415182,-461,14,836
403969000,-419797,-461,14,863
403979000,-424411,-461,14,859
403989000,-429026,-461,14,838
403999000,-433641,-461,14,817
404009000,-438255,-461,14,830
404019000,-442868,-461,13,817
404029000,-447481,-461,13,811
404039000,-452092,-461,13,825
404049000,-456703,-461,13,824
404059000,-461313,-461,13,774
404069000,-465923,-461,12,775
404079000,-470532,-461,13,799
404089000,-475140,-461,12,797
404099000,-479748,-461,12,794
404109000,-484356,-461,12,795
404119000,-488964,-461,12,794
404129000,-493572,-461,12,817
404139000,-498180,-461,12,832
404149000,-502789,-461,13,862
404159000,-507398,-461,13,901
404169000,-512005,-461,13,901
404179000,-516613,-461,14,883
404189000,-521221,-461,14,875
404199000,-525832,-461,14,860
404209000,-530444,-461,14,884
404219000,-535053,-461,14,884
404229000,-539660,-461,14,805
404239000,-544269,-461,14,880
404249000,-548876,-461,14,894
404259000,-553484,-461,14,832
404269000,-558092,-461,14,811
404279000,-562700,-461,14,825
404289000,-567306,-461,14,834
404299000,-571912,-461,14,835
404309000,-576518,-461,14,855
404319000,-581122,-461,14,832
404329000,-585726,-461,14,796
404339000,-590331,-461,14,812
404349000,-594934,-461,14,819
404359000,-599538,-461,14,861
404369000,-604142,-461,14,875
404379000,-608748,-461,14,843
404389000,-613355,-461,14,853
404399000,-617961,-461,15,888
404409000,-622568,-461,15,870
404419000,-627176,-461,15,886
404429000,-631783,-461,15,834
404439000,-636391,-461,15,819
404449000,-641000,-461,15,825
404459000,-645608,-461,15,831
404469000,-650217,-461,15,840
404479000,-654826,-461,15,847
404489000,-659433,-461,15,820
404499000,-664040,-461,15,815
404509000,-668649,-461,15,850
404519000,-673256,-461,15,902
404529000,-677862,-461,15,909
404539000,-682468,-461,15,854
404549000,-687073,-461,15,839
404559000,-691680,-461,15,839
404569000,-696285,-461,15,879
404579000,-700891,-461,15,892
404589000,-705497,-461,15,887
404599000,-710104,-461,15,897
404609000,-714714,-461,15,888
404619000,-719323,-461,16,925
404629000,-723932,-461,16,906
404639000,-728542,-461,15,905
404649000,-733150,-461,15,908
404659000,-737759,-461,15,913
404669000,-742367,-461,15,919
404679000,-746975,-461,15,874
404689000,-751582,-461,15,857
404699000,-756188,-461,15,849
404709000,-760793,-461,14,798
404719000,-765400,-461,14,778
404729000,-770006,-461,14,773
404739000,-774614,-461,14,768
404749000,-779220,-461,13,761
404759000,-783825,-460,13,757
404769000,-788429,-460,13,765
404779000,-793034,-461,13,752
404789000,-797638,-460,13,744
404799000,-802242,-460,13,729
