bootType,cpuLoad,cpuLoadMax,memUsage,memUsageMax,ioUsage,ioUsageMax,runTime,noticeCount,warnCount,errorCount,tempValue
1,40,41,5,16,3,25,2970,18,0,0,0
1,40,41,5,16,3,25,2980,18,0,0,0
1,40,41,5,16,3,25,2990,18,0,0,0
1,40,41,5,16,3,25,3000,18,0,0,0
1,41,41,5,16,3,25,3010,18,0,0,0
1,40,41,5,16,3,25,3020,18,0,0,0
1,40,41,5,16,3,25,3030,18,0,0,0
1,39,41,5,16,3,25,3040,18,0,0,0
1,40,41,5,16,3,25,3050,18,0,0,0
1,40,41,5,16,3,25,3060,18,0,0,0
1,41,41,5,16,3,25,3070,18,0,0,0
1,41,41,5,16,3,25,3080,18,0,0,0
1,39,41,5,16,3,25,3090,18,0,0,0
1,39,41,5,16,3,25,3100,18,0,0,0
1,40,41,5,16,3,25,3110,18,0,0,0
1,39,41,5,16,3,25,3120,18,0,0,0
1,40,41,5,16,3,25,3130,18,0,0,0
1,40,41,5,16,3,25,3140,18,0,0,0
1,40,41,5,16,3,25,3150,18,0,0,0
1,40,41,5,16,3,25,3160,18,0,0,0
1,40,41,5,16,3,25,3170,18,0,0,0
1,39,41,5,16,3,25,3180,18,0,0,0
1,41,41,5,16,3,25,3190,18,0,0,0
1,40,41,5,16,3,25,3200,18,0,0,0
1,40,41,5,16,3,25,3210,18,0,0,0
1,40,41,5,16,3,25,3220,18,0,0,0
1,39,41,5,16,3,25,3230,18,0,0,0
1,40,41,5,16,3,25,3240,18,0,0,0
1,41,41,5,16,3,25,3250,18,0,0,0
1,40,41,5,16,3,25,3260,18,0,0,0
1,39,41,5,16,3,25,3270,18,0,0,0
1,39,41,5,16,3,25,3280,18,0,0,0
1,39,41,5,16,3,25,3290,18,0,0,0
1,41,41,5,16,3,25,3300,18,0,0,0
1,40,41,5,16,3,25,3310,18,0,0,0
1,40,41,5,16,3,25,3320,18,0,0,0
1,41,41,5,16,3,25,3330,18,0,0,0
1,40,41,5,16,3,25,3340,18,0,0,0
1,40,41,5,16,3,25,3350,18,0,0,0
1,40,41,5,16,3,25,3360,18,0,0,0
1,40,41,5,16,3,25,3370,18,0,0,0
1,39,41,5,16,3,25,3380,18,0,0,0
1,39,41,5,16,3,25,3390,18,0,0,0
1,39,41,5,16,3,25,3400,18,0,0,0
1,39,41,5,16,3,25,3410,18,0,0,0
1,39,41,5,16,3,25,3420,18,0,0,0
1,40,41,5,16,3,25,3430,18,0,0,0
1,38,41,7,16,3,25,3440,18,0,0,0
1,39,41,5,16,4,25,3450,18,0,0,0
1,38,41,5,16,3,25,3460,18,0,0,0
1,39,41,5,16,3,25,3470,18,0,0,0
1,39,41,5,16,3,25,3480,18,0,0,0
1,39,41,5,16,3,25,3490,18,0,0,0
1,40,41,5,16,3,25,3500,18,0,0,0
1,39,41,5,16,3,25,3510,18,0,0,0
1,39,41,6,16,3,25,3520,18,0,0,0
1,39,41,5,16,3,25,3530,18,0,0,0
1,39,41,5,16,3,25,3540,18,0,0,0
1,40,41,5,16,3,25,3550,18,0,0,0
1,39,41,7,16,3,25,3560,18,0,0,0
1,38,41,5,16,3,25,3570,18,0,0,0
1,39,41,5,16,3,25,3580,18,0,0,0
1,39,41,5,16,3,25,3590,18,0,0,0
1,39,41,5,16,3,25,3600,18,0,0,0
1,40,41,5,16,3,25,3610,18,0,0,0
1,40,41,7,16,3,25,3620,18,0,0,0
1,39,41,5,16,3,25,3630,18,0,0,0
1,40,41,5,16,3,25,3640,18,0,0,0
1,39,41,5,16,3,25,3650,18,0,0,0
1,39,41,5,16,4,25,3660,18,0,0,0
1,40,41,5,16,3,25,3670,18,0,0,0
1,40,41,5,16,3,25,3680,18,0,0,0
1,39,41,5,16,3,25,3690,18,0,0,0
1,39,41,5,16,3,25,3700,18,0,0,0
1,38,41,5,16,3,25,3710,18,0,0,0
1,39,41,5,16,3,25,3720,18,0,0,0
1,40,41,5,16,3,25,3730,18,0,0,0
1,38,41,5,16,3,25,3740,18,0,0,0
1,39,41,5,16,3,25,3750,18,0,0,0
1,40,41,5,16,3,25,3760,18,0,0,0
1,39,41,5,16,3,25,3770,18,0,0,0
1,40,41,5,16,3,25,3780,18,0,0,0
1,41,41,5,16,3,25,3790,18,0,0,0
1,40,41,5,16,3,25,3800,18,0,0,0
1,40,41,5,16,3,25,3810,18,0,0,0
1,40,41,5,16,3,25,3820,18,0,0,0
1,41,41,5,16,3,25,3830,18,0,0,0
1,39,41,5,16,3,25,3840,18,0,0,0
1,40,41,5,16,3,25,3850,18,0,0,0
1,39,41,5,16,3,25,3860,18,0,0,0
1,41,41,5,16,3,25,3870,18,0,0,0
1,40,41,5,16,3,25,3880,18,0,0,0
1,39,41,5,16,3,25,3890,18,0,0,0
1,40,41,5,16,3,25,3900,18,0,0,0
1,41,41,5,16,3,25,3910,18,0,0,0
1,40,41,5,16,3,25,3920,18,0,0,0
1,39,41,5,16,3,25,3930,18,0,0,0
1,39,41,5,16,3,25,3940,18,0,0,0
1,39,41,5,16,3,25,3950,18,0,0,0
1,39,41,5,16,3,25,3960,18,0,0,0
1,41,41,5,16,3,25,3970,18,0,0,0
1,39,41,5,16,3,25,3980,18,0,0,0
1,38,41,7,16,3,25,3990,18,0,0,0
1,39,41,5,16,3,25,4000,18,0,0,0
1,39,41,5,16,3,25,4010,18,0,0,0
1,39,41,5,16,3,25,4020,18,0,0,0
1,40,41,5,16,3,25,4030,18,0,0,0
1,39,41,5,16,3,25,4040,18,0,0,0
1,39,41,5,16,3,25,4050,18,0,0,0
1,40,41,5,16,3,25,4060,18,0,0,0
1,40,41,5,16,3,25,4070,18,0,0,0
1,39,41,5,16,3,25,4080,18,0,0,0
1,41,41,5,16,3,25,4090,18,0,0,0
1,39,41,5,16,3,25,4100,18,0,0,0
1,40,41,5,16,3,25,4110,18,0,0,0
1,39,41,5,16,3,25,4120,18,0,0,0
1,41,41,5,16,3,25,4130,18,0,0,0
1,39,41,5,16,3,25,4140,18,0,0,0
1,41,41,5,16,3,25,4150,18,0,0,0
1,39,41,5,16,3,25,4160,18,0,0,0
1,40,41,5,16,3,25,4170,18,0,0,0
1,41,41,5,16,3,25,4180,18,0,0,0
1,41,41,5,16,3,25,4190,18,0,0,0
1,40,41,5,16,3,25,4200,18,0,0,0
1,42,42,5,16,3,25,4210,18,0,0,0
1,39,42,5,16,3,25,4220,18,0,0,0
1,39,42,5,16,3,25,4230,18,0,0,0
1,41,42,5,16,3,25,4240,18,0,0,0
1,40,42,5,16,3,25,4250,18,0,0,0
1,40,42,5,16,3,25,4260,18,0,0,0
1,43,43,5,16,3,25,4270,18,0,0,0
1,41,43,5,16,3,25,4280,18,0,0,0
1,40,43,5,16,3,25,4290,18,0,0,0
1,42,43,5,16,3,25,4300,18,0,0,0
1,42,43,5,16,3,25,4310,18,0,0,0
1,41,43,5,16,3,25,4320,18,0,0,0
1,41,43,5,16,3,25,4330,18,0,0,0
1,41,43,5,16,3,25,4340,18,0,0,0
1,41,43,5,16,3,25,4350,18,0,0,0
1,40,43,5,16,3,25,4360,18,0,0,0
1,40,43,5,16,3,25,4370,18,0,0,0
1,40,43,5,16,3,25,4380,18,0,0,0
1,42,43,5,16,3,25,4390,18,0,0,0
1,40,43,5,16,3,25,4400,18,0,0,0
1,40,43,5,16,4,25,4410,18,0,0,0
1,40,43,5,16,3,25,4420,18,0,0,0
1,41,43,5,16,3,25,4430,18,0,0,0
1,40,43,5,16,3,25,4440,18,0,0,0
1,41,43,5,16,3,25,4450,18,0,0,0
1,40,43,5,16,3,25,4460,18,0,0,0
1,39,43,5,16,3,25,4470,18,0,0,0
1,40,43,6,16,3,25,4480,18,0,0,0
1,40,43,5,16,3,25,4490,18,0,0,0
1,39,43,5,16,3,25,4500,18,0,0,0
1,41,43,5,16,3,25,4510,18,0,0,0
1,40,43,5,16,3,25,4520,18,0,0,0
1,40,43,5,16,3,25,4530,18,0,0,0
1,40,43,5,16,3,25,4540,18,0,0,0
1,40,43,5,16,3,25,4550,18,0,0,0
1,40,43,5,16,3,25,4560,18,0,0,0
1,41,43,5,16,3,25,4570,18,0,0,0
1,40,43,5,16,3,25,4580,18,0,0,0
1,40,43,5,16,3,25,4590,18,0,0,0
1,41,43,5,16,3,25,4600,18,0,0,0
1,42,43,6,16,3,25,4610,18,0,0,0
1,41,43,5,16,3,25,4620,18,0,0,0
1,42,43,5,16,3,25,4630,18,0,0,0
1,41,43,5,16,3,25,4640,18,0,0,0
1,41,43,5,16,3,25,4650,18,0,0,0
1,41,43,5,16,3,25,4660,18,0,0,0
1,40,43,6,16,3,25,4670,18,0,0,0
1,41,43,5,16,3,25,4680,18,0,0,0
1,42,43,5,16,3,25,4690,18,0,0,0
1,40,43,5,16,3,25,4700,18,0,0,0
1,40,43,6,16,3,25,4710,18,0,0,0
1,40,43,6,16,3,25,4720,18,0,0,0
1,40,43,5,16,3,25,4730,18,0,0,0
1,40,43,5,16,3,25,4740,18,0,0,0
1,42,43,5,16,3,25,4750,18,0,0,0
1,40,43,7,16,3,25,4760,18,0,0,0
1,40,43,5,16,3,25,4770,18,0,0,0
1,42,43,6,16,3,25,4780,18,0,0,0
1,40,43,5,16,3,25,4790,18,0,0,0
1,40,43,5,16,3,25,4800,18,0,0,0
1,42,43,5,16,3,25,4810,18,0,0,0
1,41,43,5,16,3,25,4820,18,0,0,0
1,41,43,5,16,3,25,4830,18,0,0,0
1,40,43,5,16,3,25,4840,18,0,0,0
1,41,43,5,16,3,25,4850,18,0,0,0
1,40,43,5,16,3,25,4860,18,0,0,0
1,43,43,5,16,3,25,4870,18,0,0,0
1,40,43,5,16,3,25,4880,18,0,0,0
1,41,43,5,16,3,25,4890,18,0,0,0
1,43,43,5,16,3,25,4900,18,0,0,0
1,41,43,5,16,3,25,4910,18,0,0,0
1,41,43,5,16,3,25,4920,18,0,0,0
1,43,43,5,16,3,25,4930,18,0,0,0
1,41,43,5,16,3,25,4940,18,0,0,0
1,40,43,5,16,3,25,4950,18,0,0,0
1,42,43,5,16,3,25,4960,18,0,0,0
1,40,43,5,16,3,25,4970,18,0,0,0
1,41,43,5,16,3,25,4980,18,0,0,0
1,42,43,5,16,3,25,4990,18,0,0,0
1,41,43,5,16,3,25,5000,18,0,0,0
1,41,43,5,16,3,25,5010,18,0,0,0
1,42,43,5,16,3,25,5020,18,0,0,0
1,40,43,5,16,3,25,5030,18,0,0,0
1,40,43,5,16,3,25,5040,18,0,0,0
1,41,43,5,16,3,25,5050,18,0,0,0
1,39,43,5,16,3,25,5060,18,0,0,0
1,39,43,5,16,3,25,5070,18,0,0,0
1,39,43,5,16,3,25,5080,18,0,0,0
1,39,43,5,16,3,25,5090,18,0,0,0
1,39,43,5,16,3,25,5100,18,0,0,0
1,41,43,5,16,3,25,5110,18,0,0,0
1,40,43,5,16,3,25,5120,18,0,0,0
1,40,43,5,16,3,25,5130,18,0,0,0
1,40,43,5,16,3,25,5140,18,0,0,0
1,40,43,5,16,3,25,5150,18,0,0,0
1,40,43,5,16,3,25,5160,18,0,0,0
1,42,43,5,16,3,25,5170,18,0,0,0
1,40,43,5,16,3,25,5180,18,0,0,0
1,39,43,5,16,3,25,5190,18,0,0,0
1,40,43,5,16,3,25,5200,18,0,0,0
1,40,43,5,16,3,25,5210,18,0,0,0
1,38,43,5,16,3,25,5220,18,0,0,0
1,40,43,5,16,3,25,5230,18,0,0,0
1,39,43,5,16,3,25,5240,18,0,0,0
1,40,43,5,16,3,25,5250,18,0,0,0
1,40,43,5,16,3,25,5260,18,0,0,0
1,40,43,5,16,3,25,5270,18,0,0,0
1,40,43,5,16,3,25,5280,18,0,0,0
1,41,43,5,16,3,25,5290,18,0,0,0
1,40,43,5,16,3,25,5300,18,0,0,0
1,41,43,5,16,3,25,5310,18,0,0,0
1,40,43,5,16,3,25,5320,18,0,0,0
1,40,43,5,16,3,25,5330,18,0,0,0
1,41,43,5,16,3,25,5340,18,0,0,0
1,41,43,5,16,3,25,5350,18,0,0,0
1,41,43,5,16,3,25,5360,18,0,0,0
1,40,43,7,16,3,25,5370,18,0,0,0
1,40,43,5,16,3,25,5380,18,0,0,0
1,40,43,5,16,3,25,5390,18,0,0,0
1,40,43,5,16,3,25,5400,18,0,0,0
1,41,43,5,16,3,25,5410,18,0,0,0
1,40,43,5,16,3,25,5420,18,0,0,0
1,40,43,5,16,3,25,5430,18,0,0,0
1,40,43,5,16,3,25,5440,18,0,0,0
1,40,43,7,16,3,25,5450,18,0,0,0
1,41,43,5,16,3,25,5460,18,0,0,0
1,42,43,5,16,3,25,5470,18,0,0,0
1,41,43,5,16,3,25,5480,18,0,0,0
1,41,43,5,16,4,25,5490,18,0,0,0
1,41,43,5,16,4,25,5500,18,0,0,0
1,42,43,5,16,4,25,5510,18,0,0,0
1,41,43,5,16,4,25,5520,18,0,0,0
1,42,43,5,16,4,25,5530,18,0,0,0
1,42,43,5,16,4,25,5540,18,0,0,0
1,41,43,5,16,4,25,5550,18,0,0,0
1,40,43,5,16,4,25,5560,18,0,0,0
1,41,43,5,16,4,25,5570,18,0,0,0
1,41,43,5,16,4,25,5580,18,0,0,0
1,42,43,5,16,4,25,5590,18,0,0,0
1,42,43,5,16,4,25,5600,18,0,0,0
1,40,43,5,16,4,25,5610,18,0,0,0
1,40,43,5,16,4,25,5620,18,0,0,0
1,42,43,5,16,4,25,5630,18,0,0,0
1,40,43,5,16,3,25,5640,18,0,0,0
1,40,43,5,16,3,25,5650,18,0,0,0
1,41,43,5,16,3,25,5660,18,0,0,0
1,39,43,5,16,3,25,5670,18,0,0,0
1,39,43,5,16,3,25,5680,18,0,0,0
1,40,43,5,16,3,25,5690,18,0,0,0
1,39,43,5,16,3,25,5700,18,0,0,0
1,40,43,5,16,3,25,5710,18,0,0,0
1,39,43,5,16,3,25,5720,18,0,0,0
1,40,43,5,16,3,25,5730,18,0,0,0
1,40,43,5,16,3,25,5740,18,0,0,0
1,40,43,5,16,3,25,5750,18,0,0,0
1,39,43,5,16,3,25,5760,18,0,0,0
1,40,43,5,16,3,25,5770,18,0,0,0
1,40,43,5,16,3,25,5780,18,0,0,0
1,40,43,5,16,3,25,5790,18,0,0,0
1,40,43,5,16,3,25,5800,18,0,0,0
1,40,43,5,16,3,25,5810,18,0,0,0
1,40,43,5,16,3,25,5820,18,0,0,0
1,41,43,5,16,3,25,5830,18,0,0,0
1,40,43,5,16,3,25,5840,18,0,0,0
1,40,43,5,16,3,25,5850,18,0,0,0
1,41,43,5,16,3,25,5860,18,0,0,0
1,40,43,5,16,3,25,5870,18,0,0,0
1,40,43,5,16,3,25,5880,18,0,0,0
1,41,43,5,16,3,25,5890,18,0,0,0
1,40,43,5,16,3,25,5900,18,0,0,0
1,40,43,6,16,3,25,5910,18,0,0,0
1,40,43,6,16,3,25,5920,18,0,0,0
1,41,43,5,16,3,25,5930,18,0,0,0
1,39,43,5,16,3,25,5940,18,0,0,0
1,41,43,5,16,3,25,5950,18,0,0,0
1,40,43,5,16,3,25,5960,18,0,0,0
1,40,43,6,16,3,25,5970,18,0,0,0
1,40,43,5,16,3,25,5980,18,0,0,0
1,40,43,5,16,3,25,5990,18,0,0,0
1,41,43,5,16,3,25,6000,18,0,0,0
1,43,43,5,16,3,25,6010,18,0,0,0
1,41,43,5,16,3,25,6020,18,0,0,0
1,41,43,5,16,3,25,6030,18,0,0,0
1,42,43,5,16,3,25,6040,18,0,0,0
1,40,43,5,16,3,25,6050,18,0,0,0
1,40,43,5,16,3,25,6060,18,0,0,0
1,42,43,5,16,3,25,6070,18,0,0,0
1,40,43,5,16,3,25,6080,18,0,0,0
1,40,43,5,16,3,25,6090,18,0,0,0
1,42,43,5,16,3,25,6100,18,0,0,0
1,41,43,5,16,3,25,6110,18,0,0,0
1,40,43,5,16,3,25,6120,18,0,0,0
1,42,43,5,16,3,25,6130,18,0,0,0
1,42,43,5,16,3,25,6140,18,0,0,0
1,41,43,5,16,3,25,6150,18,0,0,0
1,42,43,5,16,4,25,6160,18,0,0,0
1,43,43,5,16,4,25,6170,18,0,0,0
1,41,43,6,16,3,25,6180,18,0,0,0
1,43,43,5,16,4,25,6190,18,0,0,0
1,44,44,5,16,4,25,6200,18,0,0,0
1,43,44,5,16,4,25,6210,18,0,0,0
1,42,44,5,16,4,25,6220,18,0,0,0
1,43,44,5,16,4,25,6230,18,0,0,0
1,43,44,5,16,4,25,6240,18,0,0,0
1,43,44,5,16,4,25,6250,18,0,0,0
1,42,44,5,16,4,25,6260,18,0,0,0
1,42,44,5,16,4,25,6270,18,0,0,0
1,42,44,5,16,4,25,6280,18,0,0,0
1,43,44,5,16,4,25,6290,18,0,0,0
1,43,44,5,16,3,25,6300,18,0,0,0
1,44,44,5,16,4,25,6310,18,0,0,0
1,43,44,5,16,4,25,6320,18,0,0,0
1,43,44,5,16,4,25,6330,18,0,0,0
1,42,44,5,16,3,25,6340,18,0,0,0
1,42,44,5,16,4,25,6350,18,0,0,0
1,42,44,5,16,4,25,6360,18,0,0,0
1,45,45,5,16,4,25,6370,18,0,0,0
1,43,45,5,16,4,25,6380,18,0,0,0
1,43,45,5,16,4,25,6390,18,0,0,0
1,42,45,6,16,4,25,6400,18,0,0,0
1,41,45,5,16,4,25,6410,18,0,0,0
1,42,45,5,16,4,25,6420,18,0,0,0
1,42,45,5,16,4,25,6430,18,0,0,0
1,42,45,5,16,4,25,6440,18,0,0,0
1,42,45,5,16,4,25,6450,18,0,0,0
1,41,45,5,16,4,25,6460,18,0,0,0
1,42,45,5,16,4,25,6470,18,0,0,0
1,42,45,5,16,4,25,6480,18,0,0,0
1,43,45,5,16,4,25,6490,18,0,0,0
1,40,45,5,16,3,25,6500,18,0,0,0
1,41,45,5,16,3,25,6510,18,0,0,0
1,41,45,5,16,3,25,6520,18,0,0,0
1,40,45,6,16,3,25,6530,18,0,0,0
1,41,45,5,16,3,25,6540,18,0,0,0
1,42,45,5,16,3,25,6550,18,0,0,0
1,40,45,5,16,3,25,6560,18,0,0,0
1,41,45,5,16,3,25,6570,18,0,0,0
1,41,45,5,16,3,25,6580,18,0,0,0
1,42,45,5,16,3,25,6590,18,0,0,0
1,42,45,5,16,3,25,6600,18,0,0,0
1,42,45,5,16,3,25,6610,18,0,0,0
1,41,45,5,16,3,25,6620,18,0,0,0
1,41,45,5,16,3,25,6630,18,0,0,0
1,41,45,5,16,3,25,6640,18,0,0,0
1,40,45,5,16,3,25,6650,18,0,0,0
1,41,45,5,16,3,25,6660,18,0,0,0
1,43,45,5,16,3,25,6670,18,0,0,0
1,41,45,5,16,3,25,6680,18,0,0,0
1,42,45,5,16,3,25,6690,18,0,0,0
1,41,45,5,16,3,25,6700,18,0,0,0
1,41,45,5,16,3,25,6710,18,0,0,0
1,42,45,5,16,3,25,6720,18,0,0,0
1,42,45,5,16,3,25,6730,18,0,0,0
1,41,45,5,16,3,25,6740,18,0,0,0
1,42,45,5,16,3,25,6750,18,0,0,0
1,41,45,5,16,3,25,6760,18,0,0,0
1,41,45,5,16,3,25,6770,18,0,0,0
1,42,45,5,16,3,25,6780,18,0,0,0
1,41,45,5,16,3,25,6790,18,0,0,0
1,41,45,5,16,3,25,6800,18,0,0,0
1,42,45,5,16,3,25,6810,18,0,0,0
1,41,45,5,16,3,25,6820,18,0,0,0
1,41,45,5,16,3,25,6830,18,0,0,0
1,43,45,5,16,3,25,6840,18,0,0,0
1,43,45,5,16,3,25,6850,18,0,0,0
1,41,45,5,16,3,25,6860,18,0,0,0
1,42,45,5,16,3,25,6870,18,0,0,0
1,41,45,5,16,3,25,6880,18,0,0,0
1,40,45,5,16,3,25,6890,18,0,0,0
1,41,45,5,16,3,25,6900,18,0,0,0
1,42,45,5,16,3,25,6910,18,0,0,0
1,41,45,5,16,3,25,6920,18,0,0,0
1,41,45,5,16,3,25,6930,18,0,0,0
1,41,45,5,16,3,25,6940,18,0,0,0
1,41,45,5,16,3,25,6950,18,0,0,0
1,41,45,5,16,3,25,6960,18,0,0,0
1,42,45,5,16,3,25,6970,18,0,0,0
1,41,45,5,16,3,25,6980,18,0,0,0
1,41,45,5,16,3,25,6990,18,0,0,0
1,40,45,5,16,3,25,7000,18,0,0,0
1,41,45,5,16,3,25,7010,18,0,0,0
1,41,45,5,16,3,25,7020,18,0,0,0
1,42,45,5,16,3,25,7030,18,0,0,0
1,40,45,5,16,3,25,7040,18,0,0,0
1,41,45,5,16,3,25,7050,18,0,0,0
1,41,45,5,16,3,25,7060,18,0,0,0
1,40,45,5,16,3,25,7070,18,0,0,0
1,40,45,5,16,3,25,7080,18,0,0,0
1,42,45,5,16,3,25,7090,18,0,0,0
1,41,45,5,16,3,25,7100,18,0,0,0
1,40,45,5,16,3,25,7110,18,0,0,0
1,40,45,6,16,3,25,7120,18,0,0,0
1,41,45,5,16,3,25,7130,18,0,0,0
1,41,45,6,16,3,25,7140,18,0,0,0
1,41,45,5,16,3,25,7150,18,0,0,0
1,40,45,5,16,3,25,7160,18,0,0,0
1,40,45,6,16,3,25,7170,18,0,0,0
1,41,45,5,16,3,25,7180,18,0,0,0
1,40,45,5,16,3,25,7190,18,0,0,0
1,41,45,5,16,4,25,7200,18,0,0,0
1,43,45,5,16,4,25,7210,18,0,0,0
1,41,45,5,16,4,25,7220,18,0,0,0
1,42,45,5,16,4,25,7230,18,0,0,0
1,42,45,5,16,4,25,7240,18,0,0,0
1,43,45,5,16,4,25,7250,18,0,0,0
1,43,45,5,16,4,25,7260,18,0,0,0
1,44,45,5,16,4,25,7270,18,0,0,0
1,42,45,5,16,4,25,7280,18,0,0,0
1,43,45,5,16,4,25,7290,18,0,0,0
1,43,45,5,16,4,25,7300,18,0,0,0
1,43,45,5,16,4,25,7310,18,0,0,0
1,44,45,5,16,4,25,7320,18,0,0,0
1,45,45,5,16,4,25,7330,18,0,0,0
1,42,45,5,16,4,25,7340,18,0,0,0
1,43,45,5,16,4,25,7350,18,0,0,0
1,44,45,5,16,4,25,7360,18,0,0,0
1,44,45,5,16,4,25,7370,18,0,0,0
1,43,45,5,16,4,25,7380,18,0,0,0
1,45,45,5,16,4,25,7390,18,0,0,0
1,42,45,5,16,4,25,7400,18,0,0,0
1,43,45,5,16,4,25,7410,18,0,0,0
1,45,45,5,16,4,25,7420,18,0,0,0
1,43,45,5,16,4,25,7430,18,0,0,0
1,43,45,5,16,4,25,7440,18,0,0,0
1,45,45,5,16,3,25,7450,18,0,0,0
1,42,45,5,16,3,25,7460,18,0,0,0
1,42,45,5,16,4,25,7470,18,0,0,0
1,42,45,5,16,4,25,7480,18,0,0,0
1,41,45,5,16,4,25,7490,18,0,0,0
1,42,45,5,16,4,25,7500,18,0,0,0
1,43,45,5,16,4,25,7510,18,0,0,0
1,42,45,5,16,4,25,7520,18,0,0,0
1,42,45,5,16,4,25,7530,18,0,0,0
1,42,45,5,16,4,25,7540,18,0,0,0
1,41,45,5,16,4,25,7550,18,0,0,0
1,42,45,5,16,4,25,7560,18,0,0,0
1,43,45,5,16,4,25,7570,18,0,0,0
1,41,45,5,16,4,25,7580,18,0,0,0
1,43,45,5,16,4,25,7590,18,0,0,0
1,42,45,5,16,4,25,7600,18,0,0,0
