iTOW,gDOP,pDOP,tDOP,vDOP,hDOP,nDOP,eDOP
404239000,244,201,137,174,101,81,59
404249000,251,209,139,181,104,83,63
404259000,243,201,137,174,101,81,59
404269000,243,201,137,174,101,81,59
404279000,251,209,139,181,104,83,63
404289000,251,209,139,181,104,83,63
404299000,243,201,136,174,100,81,59
404309000,243,201,136,174,100,81,59
404319000,243,201,136,174,100,81,59
404329000,251,209,139,181,104,82,63
404339000,243,201,136,174,100,81,59
404349000,251,209,139,181,104,82,63
404359000,242,201,136,174,100,81,59
404369000,242,201,136,174,100,81,59
404379000,242,201,136,174,100,81,59
404389000,242,200,136,174,100,81,59
404399000,242,200,136,174,100,80,59
404409000,242,200,136,174,100,80,59
404419000,242,200,135,174,100,80,59
404429000,242,200,135,174,99,80,59
404439000,241,200,135,174,99,80,59
404449000,241,200,135,174,99,80,59
404459000,241,200,135,173,99,80,59
404469000,301,246,174,207,132,117,62
404479000,164,142,82,115,83,60,58
404489000,164,142,83,115,83,60,58
404499000,301,246,174,207,132,116,61
404509000,301,246,174,207,132,116,61
404519000,301,246,174,207,132,116,61
404529000,301,246,174,207,132,116,61
404539000,189,162,98,131,95,79,54
404549000,194,167,99,131,103,88,54
404559000,301,245,174,207,132,116,61
404569000,301,245,173,207,131,116,61
404579000,301,245,173,207,131,116,61
404589000,300,245,173,207,131,116,61
404599000,300,245,173,207,131,116,61
404609000,300,245,173,207,131,116,61
404619000,300,245,173,207,131,116,61
404629000,300,245,173,207,131,116,61
404639000,300,245,173,207,131,116,61
404649000,300,245,173,207,131,116,61
404659000,300,245,173,207,131,116,61
404669000,238,198,133,172,98,78,58
404679000,300,245,173,207,131,116,61
404689000,238,198,133,172,97,78,58
404699000,238,197,133,172,97,78,58
404709000,299,245,173,207,131,116,61
404719000,168,146,84,121,81,57,57
404729000,166,143,84,119,79,55,57
404739000,299,244,172,207,130,115,61
404749000,299,244,172,207,130,115,61
404759000,299,244,172,207,130,115,61
404769000,298,244,172,206,130,115,61
404779000,298,244,172,206,130,115,60
404789000,298,244,172,206,130,115,60
404799000,298,244,172,206,130,115,60
404809000,298,244,171,206,130,115,60
404819000,298,243,171,206,130,115,60
404829000,297,243,171,206,130,115,60
404839000,188,161,97,131,94,77,55
404849000,297,243,171,206,129,114,60
404859000,170,147,86,121,84,60,58
404869000,171,147,86,121,84,60,58
404879000,157,138,76,112,80,59,55
404889000,296,242,170,205,129,114,60
404899000,296,242,170,205,129,114,60
404909000,296,242,170,205,129,114,60
404919000,296,242,170,205,129,114,60
404929000,188,161,97,131,94,76,55
404939000,295,242,170,205,128,113,60
404949000,295,241,169,205,128,113,60
404959000,234,195,130,170,95,75,58
404969000,234,194,130,170,95,75,58
404979000,233,194,129,169,95,75,58
404989000,233,194,129,169,95,75,58
404999000,294,241,168,204,128,113,60
405009000,233,194,129,169,95,75,58
405019000,233,194,129,169,95,75,58
405029000,293,240,168,203,127,112,60
405039000,232,194,129,169,95,75,58
405049000,232,193,129,169,94,75,58
405059000,232,193,128,169,94,74,58
405069000,232,193,128,169,94,74,58
405079000,232,193,128,169,94,74,58
405089000,232,193,128,168,94,74,58
405099000,231,193,128,168,94,74,58
405109000,231,193,128,168,94,74,58
405119000,231,193,128,168,94,74,58
405129000,231,192,128,168,94,74,58
405139000,172,148,88,125,79,54,58
405149000,173,148,88,126,79,54,58
405159000,173,148,88,126,79,54,58
405169000,230,192,127,168,93,73,58
405179000,230,192,127,168,93,73,58
405189000,230,192,127,168,93,73,58
405199000,230,192,127,167,93,73,58
405209000,230,192,127,167,93,73,58
405219000,229,191,126,167,93,73,58
405229000,236,196,130,170,98,74,64
405239000,229,191,126,167,93,73,58
405249000,229,191,126,167,93,72,58
405259000,229,191,126,167,93,72,58
405269000,229,191,126,167,93,72,58
405279000,228,191,126,167,93,72,58
405289000,228,191,126,167,93,72,58
405299000,228,190,125,166,92,72,58
405309000,228,190,125,166,92,72,58
405319000,228,190,125,166,92,72,58
405329000,283,233,161,198,123,107,60
405339000,283,233,161,198,123,107,60
405349000,283,232,161,198,122,107,59
405359000,282,232,161,197,122,107,59
405369000,227,190,125,166,92,71,58
405379000,227,190,124,166,92,71,58
405389000,227,189,124,166,92,71,58
405399000,226,189,124,166,92,71,58
405409000,226,189,124,165,92,71,58
405419000,226,189,124,165,92,71,58
405429000,226,189,124,165,92,71,58
405439000,226,189,124,165,91,70,58
405449000,226,189,123,165,91,70,58
405459000,225,189,123,165,91,70,58
405469000,225,188,123,165,91,70,58
405479000,225,188,123,165,91,70,58
405489000,225,188,123,165,91,70,58
405499000,225,188,123,165,91,70,58
405509000,225,188,123,165,91,70,58
405519000,224,188,123,164,91,70,58
405529000,224,188,122,164,91,70,58
405539000,224,188,122,164,91,69,58
405549000,224,188,122,164,91,69,58
405559000,224,187,122,164,91,69,58
405569000,275,227,155,193,119,103,60
405579000,274,226,155,193,119,103,60
405589000,274,226,155,193,118,102,60
405599000,274,226,155,192,118,102,60
405609000,273,226,154,192,118,102,60
405619000,273,225,154,192,118,102,60
405629000,273,225,154,192,118,102,60
405639000,272,225,154,191,118,101,60
405649000,272,224,153,191,117,101,60
405659000,271,224,153,191,117,101,60
405669000,308,250,179,218,123,102,68
405679000,307,250,179,218,122,102,68
405689000,307,249,178,218,122,102,68
405699000,306,249,178,217,122,101,68
405709000,306,249,178,217,122,101,68
405719000,306,249,178,217,122,101,68
405729000,305,248,177,217,121,101,67
405739000,305,248,177,216,121,101,67
405749000,268,222,151,189,116,99,60
405759000,268,221,150,189,116,99,60
405769000,279,230,159,197,119,99,66
405779000,279,229,159,196,119,99,66
405789000,279,229,159,196,118,98,66
405799000,357,290,208,233,173,159,67
405809000,278,229,158,196,118,98,66
405819000,340,279,195,222,169,158,61
405829000,340,278,195,221,169,158,61
405839000,340,278,195,221,169,157,61
405849000,339,278,195,221,169,157,61
405859000,195,169,98,140,94,72,60
405869000,193,166,99,139,91,69,59
405879000,194,167,99,139,91,70,59
405889000,194,167,99,140,91,70,59
405899000,263,218,147,186,113,96,60
405909000,262,218,146,186,113,96,60
405919000,160,139,80,114,80,61,52
405929000,161,139,80,114,80,61,52
405939000,165,143,81,114,86,69,52
405949000,222,186,121,151,109,95,54
405959000,222,186,121,151,109,94,54
405969000,222,186,121,151,109,94,54
405979000,222,186,121,151,109,94,54
405989000,222,186,121,151,108,94,54
405999000,221,186,121,151,108,94,54
406009000,221,185,120,151,108,94,54
406019000,188,160,98,131,91,75,53
406029000,291,241,163,180,161,151,56
406039000,162,140,81,116,80,61,52
406049000,220,185,120,150,107,93,54
406059000,220,184,120,150,107,93,54
406069000,220,184,119,150,107,92,54
406079000,219,184,119,150,107,92,54
406089000,219,184,119,150,107,92,54
406099000,219,184,119,150,107,92,54
406109000,219,184,119,150,107,92,54
406119000,289,240,162,179,160,150,55
406129000,218,183,118,149,106,91,54
406139000,288,239,161,178,159,149,55
406149000,288,239,161,178,159,149,55
406159000,218,183,118,149,106,91,54
406169000,169,146,84,118,87,70,52
406179000,287,238,161,178,158,148,55
406189000,217,182,118,149,105,90,54
406199000,239,198,133,164,111,91,63
406209000,193,164,103,138,87,63,60
406219000,180,154,93,130,82,63,53
406229000,180,154,93,130,82,63,53
406239000,180,153,93,130,82,63,53
406249000,179,153,93,130,82,63,53
406259000,179,153,93,130,82,63,53
406269000,179,153,93,130,82,63,53
406279000,179,153,93,130,82,62,53
406289000,179,153,93,130,82,62,53
406299000,179,153,93,130,82,62,53
406309000,193,163,102,138,87,63,60
406319000,168,145,84,122,79,54,57
406329000,168,145,84,122,79,54,57
406339000,192,163,102,138,86,62,60
406349000,192,163,102,138,86,62,60
406359000,192,163,102,138,86,62,60
406369000,213,179,115,147,103,87,54
406379000,213,179,114,147,102,87,54
406389000,212,179,114,147,102,87,54
406399000,178,153,92,130,81,61,53
406409000,178,153,92,130,81,61,53
406419000,192,163,101,138,86,62,60
406429000,192,163,101,138,86,62,60
406439000,178,153,92,129,81,61,53
406449000,178,153,92,129,81,61,53
406459000,211,178,113,146,101,86,54
406469000,178,153,92,129,81,61,53
406479000,161,140,80,119,73,52,52
406489000,178,152,91,129,81,61,53
406499000,178,152,91,129,80,61,53
406509000,178,152,91,129,80,61,53
406519000,178,152,91,129,80,60,53
406529000,178,152,91,129,80,60,53
406539000,162,141,80,120,73,52,52
406549000,162,141,80,120,73,52,52
406559000,162,141,80,120,73,52,52
406569000,162,141,80,120,73,52,52
406579000,162,141,80,120,73,52,52
406589000,162,141,80,121,73,52,52
406599000,168,145,83,123,78,53,57
406609000,185,158,96,133,84,60,59
406619000,168,146,83,123,78,53,57
406629000,184,158,96,133,84,60,59
406639000,184,158,96,133,84,60,59
406649000,177,152,90,129,80,59,53
406659000,184,158,96,133,84,60,59
406669000,163,142,81,122,73,51,52
406679000,177,152,90,129,80,59,53
406689000,184,158,95,133,84,60,59
406699000,177,152,90,129,79,59,53
406709000,177,152,90,129,79,59,53
406719000,177,152,90,129,79,59,53
406729000,184,158,95,134,84,59,59
406739000,217,182,118,151,101,81,61
406749000,217,182,117,151,101,81,61
406759000,205,174,109,144,97,81,54
406769000,205,174,109,144,97,81,54
406779000,216,182,117,151,101,80,61
406789000,216,182,117,151,101,80,61
406799000,184,157,95,134,83,59,59
406809000,176,152,90,130,79,58,53
406819000,204,173,108,144,96,80,54
406829000,170,148,85,126,77,53,57
406839000,179,155,91,130,83,61,57
406849000,174,150,88,128,79,60,52
406859000,174,151,88,128,79,60,52
406869000,174,151,88,128,79,60,52
406879000,175,151,88,128,79,60,52
406889000,180,155,91,131,83,61,57
406899000,166,144,82,124,73,51,52
406909000,175,151,88,129,79,60,52
406919000,184,157,94,134,83,58,59
406929000,181,156,92,132,83,61,57
406939000,202,172,106,143,95,78,54
406949000,176,152,89,130,79,57,54
406959000,202,171,106,143,95,78,54
406969000,201,171,106,143,95,78,54
406979000,201,171,106,143,95,77,54
406989000,201,171,106,143,94,77,54
406999000,201,171,106,143,94,77,54
407009000,201,171,105,143,94,77,54
407019000,201,171,105,143,94,77,54
407029000,201,171,105,143,94,77,54
407039000,200,171,105,143,94,77,55
407049000,200,171,105,142,94,76,55
407059000,200,170,105,142,94,76,55
407069000,200,170,105,142,94,76,55
407079000,200,170,105,142,94,76,55
407089000,200,170,104,142,93,76,55
407099000,200,170,104,142,93,76,55
407109000,199,170,104,142,93,76,55
407119000,178,154,89,132,79,59,53
407129000,204,175,105,146,97,77,59
407139000,199,170,104,142,93,75,55
407149000,199,170,104,142,93,75,55
407159000,199,170,104,142,93,75,55
407169000,210,178,112,150,96,75,60
407179000,210,178,112,150,96,75,60
407189000,210,178,112,150,96,74,60
407199000,210,178,112,150,96,74,60
407209000,198,169,103,142,92,74,55
407219000,210,178,112,150,96,74,60
407229000,265,220,147,174,135,120,62
407239000,210,177,112,150,95,74,60
407249000,198,169,103,142,92,74,55
407259000,197,169,102,142,92,73,55
407269000,197,169,102,142,92,73,55
407279000,209,177,111,149,95,73,61
407289000,243,205,131,160,129,116,55
407299000,243,205,131,160,128,116,55
407309000,197,169,102,142,91,73,55
407319000,197,168,102,142,91,73,55
407329000,197,168,102,141,91,73,55
407339000,197,168,102,141,91,72,55
407349000,173,151,85,129,77,56,53
407359000,170,148,84,129,73,50,53
407369000,175,152,87,131,78,55,55
407379000,175,152,87,131,78,55,55
407389000,175,152,87,131,78,55,55
407399000,196,168,101,141,91,72,56
407409000,175,152,87,131,78,54,55
407419000,175,152,87,131,78,54,55
407429000,196,168,101,141,90,71,56
407439000,169,148,80,122,84,64,55
407449000,169,148,81,122,84,64,55
407459000,169,148,81,122,84,64,55
407469000,169,149,81,122,84,64,55
407479000,169,149,81,123,84,64,55
407489000,163,143,77,121,76,53,55
407499000,163,143,77,121,76,53,55
407509000,163,144,77,122,76,53,55
407519000,170,149,81,123,84,64,55
407529000,170,150,81,123,84,64,55
407539000,170,150,81,124,84,64,55
407549000,171,150,81,124,84,64,55
407559000,166,146,80,124,77,54,55
407569000,164,144,77,123,77,53,56
407579000,181,157,90,133,84,63,56
407589000,181,157,90,133,84,63,56
407599000,181,157,90,133,84,63,56
407609000,233,198,123,156,121,107,56
407619000,181,157,90,133,84,63,56
407629000,181,158,90,133,84,63,56
407639000,194,167,99,141,89,69,56
407649000,232,197,123,156,121,106,57
407659000,232,197,122,156,120,106,57
407669000,231,197,122,155,120,106,57
407679000,173,152,83,126,85,63,56
407689000,231,196,122,155,120,105,57
407699000,231,196,122,155,120,105,57
407709000,174,152,83,127,85,63,56
407719000,181,158,89,133,84,62,57
407729000,176,153,86,132,77,53,57
407739000,157,139,72,118,74,48,56
407749000,229,195,121,155,119,104,57
407759000,249,208,135,168,123,106,62
407769000,229,195,120,155,118,103,57
407779000,228,194,120,155,118,103,57
407789000,193,167,97,141,88,67,57
407799000,167,148,78,122,83,60,57
407809000,167,148,78,122,83,60,57
407819000,167,148,78,123,83,60,57
407829000,174,153,82,126,86,61,61
407839000,174,153,83,126,86,61,61
407849000,171,150,81,126,81,53,61
407859000,171,150,82,127,81,53,61
407869000,165,146,77,124,77,52,57
407879000,165,146,77,124,77,52,57
407889000,165,146,78,124,77,52,58
407899000,186,161,93,140,79,57,55
407909000,192,167,96,141,88,66,58
407919000,204,175,106,150,91,66,62
407929000,172,151,82,128,81,53,61
407939000,173,152,82,128,81,53,61
407949000,173,152,82,129,81,53,61
407959000,173,152,83,129,81,53,61
407969000,173,152,83,129,81,53,61
407979000,173,152,83,129,81,53,61
407989000,174,153,83,129,81,53,61
407999000,174,153,83,130,81,53,61
408009000,174,153,83,130,81,53,61
408019000,174,153,83,130,81,53,62
408029000,174,153,83,130,81,53,62
408039000,175,153,83,130,81,53,62
408049000,169,149,79,127,78,52,58
408059000,173,153,81,129,81,52,61
408069000,179,157,85,131,87,61,62
408079000,241,203,129,166,117,99,63
408089000,241,203,129,166,117,98,63
408099000,197,170,100,149,81,57,58
408109000,187,162,93,142,79,57,55
408119000,197,170,100,149,81,57,58
408129000,177,155,84,132,81,52,62
408139000,174,152,84,132,76,50,58
408149000,144,128,66,108,70,47,51
408159000,144,128,67,108,70,47,51
408169000,148,131,69,109,73,52,52
408179000,145,130,65,107,73,54,49
408189000,143,128,64,107,70,49,49
408199000,148,131,69,109,73,55,48
408209000,148,131,69,109,73,55,48
408219000,149,132,69,109,73,52,52
408229000,149,132,69,109,73,52,52
408239000,144,128,65,107,69,49,49
408249000,143,128,64,108,70,49,49
408259000,146,130,66,108,73,54,49
408269000,146,131,66,108,73,54,49
408279000,149,132,69,110,73,52,52
408289000,153,136,71,110,80,60,52
408299000,144,129,66,108,69,49,49
408309000,144,129,65,108,70,49,49
408319000,144,129,65,108,70,49,49
408329000,144,129,65,109,70,49,49
408339000,148,132,67,110,73,52,51
408349000,148,132,68,110,73,52,51
408359000,146,130,67,110,70,47,51
408369000,154,136,73,114,74,52,52
408379000,159,140,75,115,80,60,53
408389000,189,163,94,124,106,90,57
408399000,160,140,76,114,82,69,45
408409000,170,148,83,121,84,69,49
408419000,170,148,83,121,84,69,49
408429000,170,148,83,121,84,69,49
408439000,167,145,81,120,83,63,54
408449000,170,148,83,122,84,69,49
408459000,170,148,84,122,84,69,49
408469000,167,146,81,120,83,62,54
408479000,188,163,94,125,105,89,57
408489000,188,163,94,125,105,89,57
408499000,191,165,96,128,105,88,57
408509000,173,151,86,125,84,69,49
408519000,208,176,110,151,90,69,59
408529000,191,165,95,128,105,88,57
408539000,169,148,83,123,82,62,54
408549000,263,217,149,177,125,93,83
408559000,197,168,102,147,81,57,58
408569000,169,148,83,123,82,62,54
408579000,190,165,95,128,104,87,57
408589000,190,165,95,128,104,87,57
408599000,190,165,95,128,104,87,57
408609000,162,143,76,118,79,60,52
408619000,174,152,86,126,84,69,49
408629000,151,133,70,114,69,50,48
408639000,149,132,70,114,66,46,48
408649000,153,136,70,115,73,52,51
408659000,162,143,76,119,79,60,52
408669000,158,139,76,119,73,55,48
408679000,190,165,94,128,103,86,56
408689000,162,143,76,119,79,59,52
408699000,162,143,76,119,79,59,52
408709000,169,148,82,123,82,61,54
408719000,159,139,76,119,73,55,48
408729000,162,143,76,119,79,59,53
408739000,162,143,76,119,79,59,53
408749000,162,143,76,119,79,59,53
408759000,158,140,74,119,73,51,52
408769000,156,138,72,117,73,53,50
408779000,156,138,72,118,73,53,50
408789000,152,135,69,116,70,49,49
408799000,152,135,69,116,70,49,49
408809000,169,148,81,128,74,53,52
408819000,175,152,85,132,76,55,52
408829000,188,163,94,138,85,63,57
408839000,177,154,86,133,79,56,56
408849000,177,155,86,133,79,56,56
408859000,259,214,145,177,120,90,80
408869000,177,155,86,133,79,56,56
408879000,191,164,96,140,87,60,63
408889000,258,214,144,177,119,89,79
408899000,186,161,93,138,82,53,62
408909000,186,161,93,138,82,53,62
408919000,189,164,95,140,85,63,57
408929000,177,155,86,134,79,56,56
408939000,257,213,144,177,119,89,79
408949000,257,213,144,177,119,89,79
408959000,189,163,95,139,85,61,60
408969000,189,164,95,139,85,61,60
408979000,190,165,96,140,86,60,63
408989000,256,213,143,177,118,88,78
408999000,256,213,143,177,118,88,78
409009000,191,165,96,142,85,63,57
409019000,191,165,96,142,85,63,57
409029000,256,212,142,177,117,88,78
409039000,190,165,95,140,86,60,62
409049000,255,212,142,177,117,88,78
409059000,218,185,116,162,89,68,57
409069000,218,185,116,162,89,68,57
409079000,219,185,116,162,89,68,57
409089000,219,185,116,162,89,68,57
409099000,219,185,117,163,89,68,57
409109000,254,212,141,177,116,87,77
409119000,219,185,117,163,89,68,57
409129000,219,186,117,163,89,68,57
409139000,254,211,141,177,116,87,77
409149000,254,211,141,177,116,86,77
409159000,254,211,141,177,115,86,77
409169000,208,178,108,153,89,60,67
409179000,253,211,140,177,115,86,76
409189000,253,211,140,177,115,86,76
409199000,253,211,140,177,115,86,76
409209000,253,211,140,177,115,86,76
409219000,253,210,140,177,114,86,76
409229000,252,210,139,177,114,86,76
409239000,252,210,139,177,114,85,76
409249000,252,210,139,177,114,85,76
409259000,252,210,139,176,114,85,76
409269000,183,160,89,140,78,56,54
409279000,184,160,89,140,78,56,54
409289000,181,158,88,139,75,52,54
409299000,184,161,90,141,78,56,54
409309000,196,169,99,147,84,62,56
409319000,196,170,99,147,84,62,56
409329000,251,209,138,176,113,84,75
409339000,250,209,138,176,113,84,75
409349000,250,209,138,176,113,84,75
409359000,222,188,118,166,88,67,57
409369000,223,188,119,166,88,67,57
409379000,189,164,93,144,79,53,59
409389000,196,169,98,147,84,59,59
409399000,196,169,99,147,84,59,59
409409000,196,170,99,147,84,59,59
409419000,186,163,91,143,78,59,50
409429000,186,163,91,143,78,59,50
409439000,179,156,88,139,69,51,47
409449000,181,159,88,141,73,53,50
409459000,187,163,92,143,78,59,50
409469000,179,156,88,140,69,51,47
409479000,185,161,92,143,73,56,47
409489000,185,161,92,143,73,56,47
409499000,185,161,92,143,73,56,47
409509000,203,175,104,154,82,66,48
409519000,203,175,104,154,82,66,48
409529000,204,175,104,155,82,66,48
409539000,189,164,94,146,74,58,46
409549000,189,164,94,146,74,58,46
409559000,191,167,94,147,78,61,49
409569000,181,158,89,142,70,53,46
409579000,187,162,93,145,73,56,47
409589000,184,161,89,144,73,55,48
409599000,182,158,89,142,70,53,46
409609000,210,181,107,156,92,75,54
409619000,190,165,95,147,74,58,46
409629000,193,168,95,148,78,61,49
409639000,201,174,102,153,83,61,56
409649000,193,168,95,149,78,61,49
409659000,193,168,95,149,78,61,49
409669000,191,166,95,148,74,58,46
409679000,191,166,95,148,74,58,46
409689000,191,166,96,148,74,58,46
409699000,194,169,96,149,78,61,49
409709000,192,166,96,149,74,58,46
409719000,192,166,96,149,74,58,46
409729000,192,166,96,149,74,58,46
409739000,206,177,106,157,82,66,48
409749000,178,155,87,137,73,56,48
409759000,182,159,90,143,69,52,46
409769000,185,161,91,145,70,53,46
409779000,185,161,91,145,70,53,46
409789000,177,156,84,139,71,51,48
409799000,191,165,95,148,73,56,47
409809000,186,161,92,146,70,53,46
409819000,186,162,92,146,70,53,46
409829000,179,157,85,139,73,53,50
409839000,179,157,85,139,73,53,50
409849000,177,156,84,139,70,51,48
409859000,197,171,97,152,78,61,49
409869000,212,183,108,158,91,73,54
409879000,179,158,85,140,73,54,49
409889000,197,171,97,152,78,61,49
409899000,208,178,107,159,81,66,48
409909000,183,159,90,144,69,52,46
409919000,187,163,90,146,73,53,49
409929000,170,149,81,134,66,48,45
409939000,173,152,83,136,68,50,46
409949000,173,152,83,136,68,50,46
409959000,178,155,86,137,73,55,48
409969000,183,159,90,144,69,52,46
409979000,180,158,85,140,73,54,49
409989000,172,151,83,134,70,51,48
409999000,189,164,93,148,70,53,46
410009000,194,168,97,151,73,56,47
410019000,213,184,108,160,91,73,55
410029000,213,184,108,160,91,73,55
410039000,213,184,108,160,91,73,55
410049000,213,184,108,160,91,73,55
410059000,213,184,108,160,91,73,55
410069000,213,184,108,160,91,73,55
410079000,213,184,108,160,91,73,55
410089000,213,184,108,160,91,72,55
410099000,213,184,108,160,91,72,55
410109000,213,184,108,160,91,72,55
410119000,213,184,108,160,91,72,55
410129000,183,160,90,144,69,52,46
410139000,188,164,91,147,73,53,50
410149000,213,184,108,160,91,72,55
410159000,201,174,99,156,78,60,50
410169000,183,160,90,144,69,52,46
410179000,186,162,92,145,73,55,48
410189000,198,171,99,154,74,57,46
410199000,213,184,108,160,91,72,55
410209000,201,175,100,156,78,60,50
410219000,201,175,100,157,78,60,50
410229000,201,175,100,157,78,60,50
410239000,213,184,107,161,91,72,55
410249000,209,180,107,160,81,65,49
410259000,213,184,107,161,90,72,55
410269000,213,184,107,161,90,72,55
410279000,213,184,107,161,90,72,55
410289000,213,184,107,161,90,72,55
410299000,213,184,107,161,90,72,55
410309000,209,180,107,160,81,65,49
410319000,209,180,107,160,81,65,49
410329000,209,180,107,160,81,65,49
410339000,209,180,107,160,81,65,49
410349000,202,176,100,158,78,60,50
410359000,203,176,100,158,78,60,50
410369000,209,180,107,160,81,65,49
410379000,209,180,107,160,81,65,49
410389000,199,172,100,155,74,57,46
410399000,213,185,107,161,90,71,55
410409000,213,185,107,161,90,71,56
410419000,202,175,100,157,77,57,51
410429000,197,171,99,154,73,55,47
410439000,209,179,107,160,81,65,49
410449000,213,185,107,161,90,71,56
410459000,213,185,107,161,90,71,56
410469000,213,185,107,161,90,71,56
410479000,213,184,107,161,90,71,56
410489000,208,179,106,160,81,65,49
410499000,213,184,106,161,90,71,56
410509000,208,179,106,160,81,65,49
410519000,213,184,106,161,90,71,56
410529000,202,176,100,158,77,57,52
410539000,202,176,100,158,77,57,52
410549000,202,176,100,158,77,57,52
410559000,208,179,106,160,81,65,49
410569000,213,184,106,161,90,71,56
410579000,213,184,106,161,90,71,56
410589000,208,179,106,159,81,65,49
410599000,213,184,106,161,90,70,56
410609000,208,179,106,159,81,64,49
410619000,226,194,116,166,100,73,69
410629000,203,176,100,159,77,57,52
410639000,219,187,114,166,86,65,56
410649000,204,177,101,159,78,59,50
410659000,212,184,105,161,90,70,56
410669000,199,172,100,156,73,57,46
410679000,199,172,100,156,73,57,46
410689000,199,172,100,156,73,57,46
410699000,204,177,101,159,78,59,50
410709000,200,174,99,158,72,53,49
410719000,204,177,101,159,78,59,50
410729000,204,177,101,159,78,59,50
410739000,204,177,101,159,78,59,50
410749000,199,172,100,156,73,57,46
410759000,199,172,100,156,73,57,46
410769000,195,169,98,154,69,52,46
410779000,199,172,100,156,73,57,47
410789000,199,172,100,156,73,57,47
410799000,199,172,100,155,73,57,47
410809000,199,172,100,155,73,57,47
410819000,199,172,100,155,73,57,47
410829000,195,169,98,154,69,52,46
410839000,199,172,100,155,73,57,47
410849000,199,172,100,155,73,57,47
410859000,199,172,100,155,73,57,47
410869000,199,172,100,155,73,57,47
410879000,199,172,100,155,73,57,47
410889000,195,168,98,154,69,52,46
410899000,198,172,100,155,73,57,47
410909000,197,171,99,154,73,55,48
410919000,205,177,103,157,81,64,50
410929000,204,176,103,157,81,64,50
410939000,204,176,103,157,81,64,50
410949000,204,176,103,156,81,64,50
410959000,204,176,103,156,81,64,50
410969000,178,156,86,138,74,55,50
410979000,181,158,87,138,78,59,50
410989000,181,158,87,138,78,59,50
410999000,204,176,103,156,81,64,50
411009000,223,191,115,166,94,80,50
411019000,223,191,115,166,94,80,50
411029000,223,191,115,166,94,80,50
411039000,223,191,115,166,94,80,50
411049000,196,170,99,154,73,55,48
411059000,207,178,105,159,79,62,49
411069000,207,178,105,159,79,62,49
411079000,207,178,105,159,79,62,49
411089000,222,190,115,165,94,80,50
411099000,184,160,90,131,92,79,46
411109000,184,160,90,131,92,79,46
411119000,171,150,83,128,78,66,42
411129000,152,135,71,116,69,54,42
411139000,155,138,71,119,71,55,45
411149000,167,147,80,128,72,58,43
411159000,167,147,80,128,72,58,43
411169000,172,150,83,128,78,66,42
411179000,174,153,83,129,82,68,45
411189000,174,153,83,129,82,68,45
411199000,174,153,83,129,82,68,45
411209000,174,153,83,129,82,68,45
411219000,174,153,83,129,82,68,45
411229000,174,153,83,129,82,68,45
411239000,174,153,83,129,82,68,45
411249000,174,153,83,130,82,68,45
411259000,174,153,84,130,82,68,45
411269000,174,153,84,130,82,68,45
411279000,175,153,84,130,82,68,45
411289000,175,153,84,130,82,68,45
411299000,175,153,84,130,82,68,45
411309000,175,153,84,130,82,68,45
411319000,168,148,81,129,72,58,43
411329000,175,153,84,130,82,68,45
411339000,175,153,84,130,82,68,45
411349000,175,153,84,130,82,68,45
411359000,175,154,84,130,82,68,45
411369000,175,154,84,130,82,68,45
411379000,175,154,84,130,82,68,45
411389000,169,148,81,129,72,58,43
411399000,169,148,81,129,72,58,43
411409000,169,148,81,129,72,58,43
411419000,169,148,81,130,72,58,43
411429000,169,148,81,130,72,58,43
411439000,169,148,81,130,72,58,43
411449000,167,146,81,128,71,57,41
411459000,167,146,81,128,71,57,41
411469000,175,154,84,130,82,68,45
411479000,173,151,84,129,78,66,42
411489000,175,154,84,130,82,68,45
411499000,170,149,81,130,72,58,43
411509000,170,149,81,130,73,58,43
411519000,170,149,81,130,73,58,43
411529000,176,154,84,131,82,68,45
411539000,176,154,84,131,82,68,45
411549000,170,149,82,130,73,58,43
411559000,163,144,78,127,67,51,43
411569000,161,141,77,125,66,51,41
411579000,168,146,82,128,71,58,41
411589000,201,174,101,153,83,70,46
411599000,173,151,84,129,79,66,43
411609000,170,149,82,130,73,58,43
411619000,170,149,82,130,73,58,44
411629000,168,147,82,128,71,58,41
411639000,168,147,82,128,71,58,41
411649000,168,147,82,128,71,58,41
411659000,168,147,82,128,71,58,41
411669000,168,147,82,128,71,58,41
411679000,170,149,82,130,73,58,44
411689000,168,147,82,128,71,58,41
411699000,160,140,77,124,66,51,41
411709000,168,147,82,128,71,58,41
411719000,163,143,78,124,70,56,43
411729000,160,140,77,124,66,51,41
411739000,160,140,77,124,66,51,41
411749000,163,143,78,124,70,56,43
411759000,174,152,85,129,79,66,43
411769000,174,152,85,129,79,66,43
411779000,160,140,77,124,66,51,41
411789000,194,168,97,150,75,60,45
411799000,162,142,78,124,70,56,43
411809000,162,142,78,124,70,56,43
411819000,163,144,78,124,72,57,44
411829000,174,152,85,129,79,66,43
411839000,174,152,85,129,79,66,43
411849000,162,142,77,124,70,56,43
411859000,162,142,77,123,70,56,43
411869000,162,142,77,123,70,56,43
411879000,159,140,77,123,66,51,41
411889000,159,140,77,123,66,51,41
411899000,159,140,76,123,66,51,41
411909000,192,166,96,150,71,55,44
411919000,194,168,97,151,75,59,46
411929000,192,166,96,150,71,55,44
411939000,194,168,97,151,75,59,46
411949000,194,168,97,151,75,59,46
411959000,194,168,97,151,75,59,46
411969000,206,177,104,157,83,69,46
411979000,206,177,104,157,83,69,46
