timestamp_utc,iTOW,clkB,clkD,tAcc,fAcc
,511144000,102171,550,18,847
2025-10-03T21:58:50.000104+00:00,511149000,104923,550,18,841
2025-10-03T21:58:55.000107+00:00,511154000,107674,550,18,860
2025-10-03T21:59:00.000109+00:00,511159000,110426,550,18,844
2025-10-03T21:59:05.000112+00:00,511164000,113179,550,18,843
2025-10-03T21:59:10.000115+00:00,511169000,115931,550,18,840
2025-10-03T21:59:15.000118+00:00,511174000,118683,550,18,828
2025-10-03T21:59:20.000120+00:00,511179000,121436,551,18,835
2025-10-03T21:59:25.000123+00:00,511184000,124189,550,18,829
2025-10-03T21:59:30.000126+00:00,511189000,126940,550,18,842
2025-10-03T21:59:35.000129+00:00,511194000,129693,551,18,856
2025-10-03T21:59:40.000131+00:00,511199000,132446,551,18,853
2025-10-03T21:59:45.000134+00:00,511204000,135198,550,18,870
2025-10-03T21:59:50.000137+00:00,511209000,137951,550,18,857
2025-10-03T21:59:55.000140+00:00,511214000,140703,550,18,848
2025-10-03T22:00:00.000142+00:00,511219000,143456,550,18,848
2025-10-03T22:00:05.000145+00:00,511224000,146208,551,18,851
2025-10-03T22:00:10.000148+00:00,511229000,148960,550,18,839
2025-10-03T22:00:15.000151+00:00,511234000,151712,550,18,834
2025-10-03T22:00:20.000153+00:00,511239000,154465,550,18,852
2025-10-03T22:00:25.000156+00:00,511244000,157216,550,18,843
2025-10-03T22:00:30.000159+00:00,511249000,159967,550,18,839
2025-10-03T22:00:35.000162+00:00,511254000,162719,550,18,844
2025-10-03T22:00:40.000164+00:00,511259000,165469,550,18,844
2025-10-03T22:00:45.000167+00:00,511264000,168220,550,18,849
2025-10-03T22:00:50.000170+00:00,511269000,170972,550,18,841
2025-10-03T22:00:55.000173+00:00,511274000,173723,550,18,824
2025-10-03T22:01:00.000175+00:00,511279000,176473,550,18,832
2025-10-03T22:01:05.000178+00:00,511284000,179225,550,18,827
2025-10-03T22:01:10.000181+00:00,511289000,181975,550,18,853
2025-10-03T22:01:15.000184+00:00,511294000,184725,550,18,848
2025-10-03T22:01:20.000186+00:00,511299000,187476,550,18,849
2025-10-03T22:01:25.000189+00:00,511304000,190227,550,18,847
2025-10-03T22:01:30.000192+00:00,511309000,192977,550,18,848
2025-10-03T22:01:35.000195+00:00,511314000,195728,550,18,866
2025-10-03T22:01:40.000197+00:00,511319000,198479,550,18,861
2025-10-03T22:01:45.000200+00:00,511324000,201230,550,18,861
2025-10-03T22:01:50.000203+00:00,511329000,203981,550,18,846
2025-10-03T22:01:55.000206+00:00,511334000,206732,550,18,840
2025-10-03T22:02:00.000208+00:00,511339000,209483,550,18,849
2025-10-03T22:02:05.000211+00:00,511344000,212234,550,18,838
2025-10-03T22:02:10.000214+00:00,511349000,214985,550,18,847
2025-10-03T22:02:15.000217+00:00,511354000,217735,550,18,832
2025-10-03T22:02:20.000219+00:00,511359000,220486,550,18,840
2025-10-03T22:02:25.000222+00:00,511364000,223237,550,18,762
2025-10-03T22:02:30.000225+00:00,511369000,225988,550,18,760
2025-10-03T22:02:35.000228+00:00,511374000,228739,550,18,763
2025-10-03T22:02:40.000230+00:00,511379000,231489,550,18,737
2025-10-03T22:02:45.000233+00:00,511384000,234239,550,18,816
2025-10-03T22:02:50.000236+00:00,511389000,236990,550,18,774
2025-10-03T22:02:55.000239+00:00,511394000,239741,550,18,767
2025-10-03T22:03:00.000241+00:00,511399000,242493,550,18,763
2025-10-03T22:03:05.000244+00:00,511404000,245245,550,18,770
2025-10-03T22:03:10.000247+00:00,511409000,247996,550,18,798
2025-10-03T22:03:15.000250+00:00,511414000,250747,550,18,871
2025-10-03T22:03:20.000252+00:00,511419000,253498,550,18,872
2025-10-03T22:03:25.000255+00:00,511424000,256249,550,18,868
2025-10-03T22:03:30.000258+00:00,511429000,259000,550,18,872
2025-10-03T22:03:35.000261+00:00,511434000,261751,550,18,867
2025-10-03T22:03:40.000263+00:00,511439000,264501,550,18,829
2025-10-03T22:03:45.000266+00:00,511444000,267252,550,18,858
2025-10-03T22:03:50.000269+00:00,511449000,270001,550,18,886
2025-10-03T22:03:55.000272+00:00,511454000,272750,550,18,816
2025-10-03T22:04:00.000274+00:00,511459000,275500,550,18,821
2025-10-03T22:04:05.000277+00:00,511464000,278250,550,18,811
2025-10-03T22:04:10.000280+00:00,511469000,281001,550,18,851
2025-10-03T22:04:15.000283+00:00,511474000,283751,550,18,901
2025-10-03T22:04:20.000285+00:00,511479000,286501,550,18,905
2025-10-03T22:04:25.000288+00:00,511484000,289250,550,19,913
2025-10-03T22:04:30.000291+00:00,511489000,291999,550,19,949
2025-10-03T22:04:35.000294+00:00,511494000,294749,550,19,942
2025-10-03T22:04:40.000296+00:00,511499000,297500,550,19,947
2025-10-03T22:04:45.000299+00:00,511504000,300249,550,19,962
2025-10-03T22:04:50.000302+00:00,511509000,302998,550,19,963
2025-10-03T22:04:55.000305+00:00,511514000,305747,550,19,965
2025-10-03T22:05:00.000307+00:00,511519000,308496,550,20,977
2025-10-03T22:05:05.000310+00:00,511524000,311244,550,20,969
2025-10-03T22:05:10.000313+00:00,511529000,313993,550,20,982
2025-10-03T22:05:15.000316+00:00,511534000,316742,550,20,873
2025-10-03T22:05:20.000318+00:00,511539000,319491,550,20,877
2025-10-03T22:05:25.000321+00:00,511544000,322239,550,20,903
2025-10-03T22:05:30.000324+00:00,511549000,324987,550,20,920
2025-10-03T22:05:35.000327+00:00,511554000,327735,550,20,911
2025-10-03T22:05:40.000329+00:00,511559000,330484,550,20,906
2025-10-03T22:05:45.000332+00:00,511564000,333233,550,20,927
2025-10-03T22:05:50.000335+00:00,511569000,335981,550,21,918
2025-10-03T22:05:55.000338+00:00,511574000,338730,550,21,915
