message_type,timestamp,version,invalidLlh,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,lon_full,lat_full,height_full
HPPOSLLH,2025-09-18T21:52:03.703614+00:00,0,0,424198.000000000,-81.079571400,29.227816100,-1.174000000,29.258000000,-0.000000041,0.000000040,0.300000000,-0.300000000,5794.800000000,16109.500000000,-81.079571441,29.227816140,-1.173700000
HPPOSLLH,2025-09-18T21:52:03.704140+00:00,0,0,424199.000000000,-81.079570200,29.227814900,-1.499000000,28.932000000,0.000000002,-0.000000050,-0.400000000,-0.100000000,5687.200000000,15866.600000000,-81.079570198,29.227814850,-1.499400000
HPPOSLLH,2025-09-18T21:52:03.704655+00:00,0,0,424200.000000000,-81.079569300,29.227813900,-1.648000000,28.783000000,0.000000018,0.000000034,0.000000000,0.300000000,5587.900000000,15641.300000000,-81.079569282,29.227813934,-1.648000000
HPPOSLLH,2025-09-18T21:52:03.705161+00:00,0,0,424201.000000000,-81.079568300,29.227812900,-1.883000000,28.548000000,0.000000035,-0.000000043,-0.200000000,0.200000000,5497.000000000,15436.600000000,-81.079568265,29.227812857,-1.883200000
HPPOSLLH,2025-09-18T21:52:03.705659+00:00,0,0,424202.000000000,-81.079567300,29.227811900,-2.073000000,28.359000000,0.000000007,-0.000000023,0.300000000,-0.400000000,5413.700000000,15248.300000000,-81.079567293,29.227811877,-2.072700000
HPPOSLLH,2025-09-18T21:52:03.706162+00:00,0,0,424203.000000000,-81.079566400,29.227810900,-2.234000000,28.198000000,0.000000022,0.000000014,0.200000000,-0.500000000,5337.100000000,15074.200000000,-81.079566378,29.227810914,-2.233800000
HPPOSLLH,2025-09-18T21:52:03.706698+00:00,0,0,424204.000000000,-81.079565600,29.227810000,-2.394000000,28.038000000,0.000000021,-0.000000007,0.400000000,-0.200000000,5265.300000000,14916.100000000,-81.079565579,29.227809993,-2.393600000
HPPOSLLH,2025-09-18T21:52:03.707226+00:00,0,0,424205.000000000,-81.079564800,29.227809000,-2.588000000,27.843000000,0.000000010,-0.000000033,-0.100000000,0.200000000,5208.800000000,14818.100000000,-81.079564790,29.227808967,-2.588100000
HPPOSLLH,2025-09-18T21:52:03.707764+00:00,0,0,424206.000000000,-81.079563700,29.227807600,-2.903000000,27.529000000,-0.000000025,-0.000000026,0.400000000,-0.300000000,5153.500000000,14725.900000000,-81.079563725,29.227807574,-2.902600000
HPPOSLLH,2025-09-18T21:52:03.708308+00:00,0,0,424207.000000000,-81.079563100,29.227806500,-3.033000000,27.399000000,0.000000036,0.000000044,0.300000000,-0.300000000,5098.200000000,14639.100000000,-81.079563064,29.227806544,-3.032700000
HPPOSLLH,2025-09-18T21:52:03.708851+00:00,0,0,424208.000000000,-81.079562400,29.227805100,-3.286000000,27.146000000,0.000000049,0.000000031,0.400000000,-0.200000000,5043.800000000,14555.300000000,-81.079562351,29.227805131,-3.285600000
HPPOSLLH,2025-09-18T21:52:03.709412+00:00,0,0,424209.000000000,-81.079561700,29.227803900,-3.471000000,26.960000000,0.000000040,-0.000000026,-0.400000000,0.000000000,4990.000000000,14465.500000000,-81.079561660,29.227803874,-3.471400000
HPPOSLLH,2025-09-18T21:52:03.710019+00:00,0,0,424210.000000000,-81.079560900,29.227802400,-3.768000000,26.663000000,0.000000047,0.000000026,-0.200000000,0.100000000,4939.400000000,14384.000000000,-81.079560853,29.227802426,-3.768200000
HPPOSLLH,2025-09-18T21:52:03.710561+00:00,0,0,424211.000000000,-81.079560100,29.227801100,-4.012000000,26.419000000,-0.000000037,-0.000000017,-0.300000000,0.100000000,4891.900000000,14309.900000000,-81.079560137,29.227801083,-4.012300000
HPPOSLLH,2025-09-18T21:52:03.711091+00:00,0,0,424212.000000000,-81.079559600,29.227799900,-4.145000000,26.286000000,-0.000000036,-0.000000039,-0.200000000,0.200000000,4836.800000000,14199.500000000,-81.079559636,29.227799861,-4.145200000
HPPOSLLH,2025-09-18T21:52:03.711638+00:00,0,0,424213.000000000,-81.079558800,29.227798400,-4.439000000,25.993000000,-0.000000021,0.000000022,0.400000000,-0.300000000,4797.500000000,14144.500000000,-81.079558821,29.227798422,-4.438600000
HPPOSLLH,2025-09-18T21:52:03.712208+00:00,0,0,424214.000000000,-81.079558400,29.227797400,-4.574000000,25.857000000,0.000000031,0.000000037,-0.500000000,-0.100000000,4750.600000000,14050.200000000,-81.079558369,29.227797437,-4.574500000
HPPOSLLH,2025-09-18T21:52:03.712714+00:00,0,0,424215.000000000,-81.079557900,29.227796300,-4.769000000,25.663000000,0.000000023,0.000000033,0.400000000,-0.200000000,4706.800000000,13957.000000000,-81.079557877,29.227796333,-4.768600000
HPPOSLLH,2025-09-18T21:52:03.713216+00:00,0,0,424216.000000000,-81.079557200,29.227795000,-5.091000000,25.341000000,0.000000046,0.000000036,0.400000000,-0.300000000,4630.600000000,13711.000000000,-81.079557154,29.227795036,-5.090600000
HPPOSLLH,2025-09-18T21:52:03.713723+00:00,0,0,424217.000000000,-81.079556300,29.227793400,-5.520000000,24.912000000,0.000000010,-0.000000029,0.200000000,-0.400000000,4558.200000000,13475.600000000,-81.079556290,29.227793371,-5.519800000
