timestamp_utc,iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,pAcc,invalidEcef,ecefX_full_m,ecefY_full_m,ecefZ_full_m
,82370000,86378441,-550317334,309596525,-40,-13,-35,249412,False,863784.4060000001,-5503173.3412999995,3095965.2465
2025-09-28T22:52:32.000289+00:00,82375000,86378361,-550317524,309596699,-41,43,-44,202843,False,863783.6059,-5503175.2357,3095966.9856000002
2025-09-28T22:52:37.000290+00:00,82380000,86378374,-550317455,309596593,-15,17,19,160373,False,863783.7385,-5503174.5483,3095965.9319
2025-09-28T22:52:42.000290+00:00,82385000,86378399,-550317377,309596486,33,-23,-9,136599,False,863783.9933,-5503173.772299999,3095964.8591
2025-09-28T22:52:47.000291+00:00,82390000,86378427,-550317310,309596397,-33,-22,-44,122304,False,863784.2667,-5503173.1022,3095963.9656
2025-09-28T22:52:52.000292+00:00,82395000,86378448,-550317269,309596325,-14,36,3,111874,False,863784.4786,-5503172.6864,3095963.2503
2025-09-28T22:52:57.000293+00:00,82400000,86378456,-550317251,309596289,12,-27,50,104279,False,863784.5612000001,-5503172.5127,3095962.895
2025-09-28T22:53:02.000293+00:00,82405000,86378434,-550317283,309596308,-41,38,-47,89651,False,863784.3359,-5503172.8262,3095963.0753
2025-09-28T22:53:07.000294+00:00,82410000,86378423,-550317292,309596309,-31,4,27,82005,False,863784.2269,-5503172.9196,3095963.0927
2025-09-28T22:53:12.000295+00:00,82415000,86378414,-550317291,309596309,6,-8,14,77220,False,863784.1406,-5503172.9108,3095963.0914
2025-09-28T22:53:17.000296+00:00,82420000,86378410,-550317292,309596284,3,-15,5,72770,False,863784.1002999999,-5503172.9215,3095962.8405
2025-09-28T22:53:22.000297+00:00,82425000,86378409,-550317297,309596243,-24,-21,43,68428,False,863784.0876,-5503172.9721,3095962.4343000003
2025-09-28T22:53:27.000297+00:00,82430000,86378405,-550317300,309596219,35,-45,46,65368,False,863784.0535,-5503173.0045,3095962.1946
2025-09-28T22:53:32.000298+00:00,82435000,86378400,-550317303,309596210,7,18,11,62851,False,863784.0007,-5503173.0282000005,3095962.1011
