message_type,timestamp,version,invalidLlh,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,lon_full,lat_full,height_full
HPPOSLLH,2025-09-27T11:40:35+00:00,0,0,560435.000000000,-81.079577100,29.227770500,-15.372000000,15.060000000,0.000000030,-0.000000011,0.300000000,-0.400000000,4592.200000000,5434.100000000,-81.079577070,29.227770489,-15.371700000
HPPOSLLH,2025-09-27T11:41:00+00:00,0,0,560460.000000000,-81.079574100,29.227771100,-16.234000000,14.198000000,0.000000025,0.000000016,0.400000000,-0.300000000,3433.200000000,4138.300000000,-81.079574075,29.227771116,-16.233600000
HPPOSLLH,2025-09-27T11:41:25+00:00,0,0,560485.000000000,-81.079572100,29.227769000,-17.487000000,12.944000000,-0.000000049,-0.000000038,0.100000000,0.400000000,3254.300000000,4107.600000000,-81.079572149,29.227768962,-17.486900000
HPPOSLLH,2025-09-27T11:41:50+00:00,0,0,560510.000000000,-81.079568800,29.227764300,-18.034000000,12.397000000,-0.000000050,0.000000010,0.100000000,0.400000000,3280.600000000,4262.500000000,-81.079568850,29.227764310,-18.033900000
HPPOSLLH,2025-09-27T11:42:15+00:00,0,0,560535.000000000,-81.079566100,29.227766300,-17.254000000,13.177000000,-0.000000035,-0.000000022,0.000000000,0.300000000,3264.500000000,4169.300000000,-81.079566135,29.227766278,-17.254000000
HPPOSLLH,2025-09-27T11:42:40+00:00,0,0,560560.000000000,-81.079569800,29.227774500,-16.030000000,14.401000000,0.000000026,-0.000000014,0.000000000,0.300000000,3215.400000000,4125.500000000,-81.079569774,29.227774486,-16.030000000
HPPOSLLH,2025-09-27T11:43:05+00:00,0,0,560585.000000000,-81.079576700,29.227780200,-14.417000000,16.014000000,0.000000029,-0.000000011,0.000000000,0.300000000,3215.600000000,4125.600000000,-81.079576671,29.227780189,-14.417000000
HPPOSLLH,2025-09-27T11:43:30+00:00,0,0,560610.000000000,-81.079575700,29.227779200,-14.657000000,15.774000000,-0.000000004,0.000000021,0.200000000,0.500000000,3137.400000000,3978.900000000,-81.079575704,29.227779221,-14.656800000
HPPOSLLH,2025-09-27T11:43:55+00:00,0,0,560635.000000000,-81.079571800,29.227777100,-15.281000000,15.150000000,-0.000000015,0.000000011,-0.100000000,0.200000000,3069.000000000,3794.200000000,-81.079571815,29.227777111,-15.281100000
HPPOSLLH,2025-09-27T11:44:20+00:00,0,0,560660.000000000,-81.079571800,29.227778600,-15.203000000,15.228000000,0.000000000,-0.000000047,-0.400000000,0.000000000,2991.500000000,3708.700000000,-81.079571800,29.227778553,-15.203400000
