iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
238047000,86377875,-550316564,309595910,48,7,-31,False,80984,863778.7548,-5503165.6393,3095959.0969000002,
238052000,86377878,-550316564,309595905,-12,38,-9,False,81209,863778.7788,-5503165.6362,3095959.0491,
238057000,86377878,-550316557,309595904,14,-8,47,False,81849,863778.7814,-5503165.5708,3095959.0447,
238062000,86377885,-550316544,309595894,7,-17,-8,False,83716,863778.8507,-5503165.4417,3095958.9392,
238067000,86377879,-550316545,309595904,39,-4,-13,False,84691,863778.7939,-5503165.4504,3095959.0387,
238072000,86377880,-550316540,309595902,-31,43,-36,False,85332,863778.7969000001,-5503165.3957,3095959.0164,
238077000,86377875,-550316546,309595902,20,50,-16,False,86193,863778.752,-5503165.455,3095959.0184,
238082000,86377873,-550316551,309595894,14,-1,-17,False,86928,863778.7313999999,-5503165.5101,3095958.9383,
238087000,86377881,-550316549,309595873,37,-6,17,False,87595,863778.8137,-5503165.4906,3095958.7317,
238092000,86377886,-550316552,309595868,45,23,-37,False,88156,863778.8645,-5503165.5177,3095958.6763000004,
238097000,86377886,-550316558,309595869,-32,-15,24,False,88570,863778.8568,-5503165.5815,3095958.6924,
238102000,86377886,-550316560,309595874,47,15,-40,False,88843,863778.8647,-5503165.598499999,3095958.736,
238107000,86377890,-550316561,309595878,-47,50,-2,False,89007,863778.8953,-5503165.605,3095958.7797999997,
238112000,86377898,-550316556,309595873,21,10,16,False,89051,863778.9821,-5503165.558999999,3095958.7316,
238117000,86377903,-550316555,309595871,-29,47,-8,False,89049,863779.0271000001,-5503165.545299999,3095958.7092,
238122000,86377900,-550316562,309595875,-25,45,2,False,88808,863778.9975,-5503165.6155,3095958.7502,
238127000,86377898,-550316573,309595873,9,-16,45,False,88650,863778.9809,-5503165.7316000005,3095958.7345,
238132000,86377898,-550316585,309595870,-49,-10,11,False,88543,863778.9750999999,-5503165.851,3095958.7011,
238137000,86377901,-550316591,309595864,48,-48,31,False,88497,863779.0148,-5503165.9148,3095958.6431,
238142000,86377900,-550316601,309595879,-40,-15,-11,False,88529,863778.996,-5503166.0115,3095958.7889,
238147000,86377898,-550316612,309595895,-12,27,7,False,88608,863778.9787999999,-5503166.1173,3095958.9507000004,
238152000,86377892,-550316625,309595914,-43,44,5,False,88759,863778.9157,-5503166.2456,3095959.1405,
238157000,86377889,-550316633,309595927,27,27,-18,False,88967,863778.8927,-5503166.3273,3095959.2682,
238162000,86377883,-550316648,309595939,-7,39,33,False,89252,863778.8293,-5503166.476100001,3095959.3933,
238167000,86377879,-550316660,309595948,-49,2,-22,False,89579,863778.7851,-5503166.5998,3095959.4778,
238172000,86377870,-550316680,309595961,-34,-46,35,False,89962,863778.6965999999,-5503166.804599999,3095959.6135,
238177000,86377871,-550316691,309595956,-26,-20,-28,False,90472,863778.7074,-5503166.9120000005,3095959.5572,
238182000,86377871,-550316690,309595949,5,-13,12,False,90892,863778.7104999999,-5503166.9013,3095959.4912,
238187000,86377863,-550316700,309595960,23,11,37,False,91308,863778.6323,-5503166.9989,3095959.6037,
238192000,86377858,-550316705,309595965,25,33,10,False,91836,863778.5824999999,-5503167.0467,3095959.651,
238197000,86377854,-550316707,309595966,-28,-31,-27,False,93479,863778.5372,-5503167.073100001,3095959.6573,
238202000,86377853,-550316707,309595960,40,44,19,False,95405,863778.534,-5503167.0656,3095959.6019,
238207000,86377826,-550316735,309595987,-45,-5,41,False,96582,863778.2555,-5503167.3505,3095959.8741,
238212000,86377809,-550316756,309596001,-35,-14,-7,False,96812,863778.0865,-5503167.5614,3095960.0092999996,
238217000,86377789,-550316781,309596016,-9,-15,-26,False,97015,863777.8891,-5503167.8115,3095960.1574000004,
238222000,86377773,-550316800,309596034,48,23,37,False,97304,863777.7348,-5503167.9977,3095960.3436999996,
238227000,86377761,-550316814,309596053,-34,35,-45,False,97570,863777.6065999999,-5503168.1365,3095960.5255,
238232000,86377747,-550316830,309596077,-21,-48,-7,False,97795,863777.4678999999,-5503168.3048,3095960.7693,
238237000,86377735,-550316845,309596100,32,-40,1,False,97943,863777.3532,-5503168.454,3095961.0001,
238242000,86377724,-550316859,309596120,42,40,-35,False,98046,863777.2442,-5503168.586,3095961.1965,
238247000,86377715,-550316868,309596136,-3,30,10,False,98187,863777.1497000001,-5503168.677,3095961.361,
238252000,86377695,-550316889,309596160,-1,-35,-24,False,98186,863776.9499,-5503168.893499999,3095961.5976,
238257000,86377676,-550316908,309596177,-21,-43,45,False,98105,863776.7579,-5503169.0843,3095961.7745,
238262000,86377658,-550316927,309596202,-33,20,-39,False,98187,863776.5767,-5503169.267999999,3095962.0161,
238267000,86377651,-550316936,309596217,-27,16,-45,False,98414,863776.5073,-5503169.3584,3095962.1655,
238272000,86377651,-550316939,309596226,39,40,-29,False,98610,863776.5139,-5503169.386,3095962.2570999996,
238277000,86377637,-550316958,309596259,42,-16,-20,False,98478,863776.3742,-5503169.5816,3095962.588,
238282000,86377635,-550316960,309596274,48,25,28,False,98229,863776.3548,-5503169.597499999,3095962.7428,
238287000,86377627,-550316969,309596291,-6,16,30,False,97959,863776.2694,-5503169.6884,3095962.913,
238292000,86377624,-550316973,309596304,-18,-1,28,False,97768,863776.2382,-5503169.7301,3095963.0428,
238297000,86377621,-550316982,309596313,40,16,-45,False,98048,863776.2139999999,-5503169.8184,3095963.1255,
238302000,86377622,-550316983,309596312,-38,-26,36,False,97819,863776.2162,-5503169.8326,3095963.1236,
238307000,86377625,-550316982,309596305,-33,-43,-47,False,97508,863776.2467,-5503169.8243,3095963.0453,
238312000,86377637,-550316961,309596286,16,-7,0,False,96878,863776.3716,-5503169.6107,3095962.86,
238317000,86377651,-550316934,309596276,-9,-26,-32,False,96243,863776.5091,-5503169.3426,3095962.7567999996,
238322000,86377661,-550316914,309596268,23,1,42,False,95852,863776.6123,-5503169.1399,3095962.6842,
238327000,86377672,-550316895,309596260,-30,6,-25,False,95707,863776.717,-5503168.9494,3095962.5975,
238332000,86377686,-550316877,309596244,-47,-1,-12,False,95339,863776.8552999999,-5503168.770099999,3095962.4388,
238337000,86377702,-550316854,309596221,44,40,-40,False,94432,863777.0244,-5503168.536,3095962.206,
238342000,86377717,-550316833,309596204,18,-21,34,False,93433,863777.1718,-5503168.3321,3095962.0434,
238347000,86377733,-550316816,309596183,-36,-18,-16,False,92804,863777.3263999999,-5503168.1618,3095961.8284,
238352000,86377748,-550316802,309596171,8,40,-38,False,92050,863777.4808,-5503168.016,3095961.7062,
238357000,86377762,-550316792,309596159,-48,-48,-28,False,91463,863777.6152,-5503167.9248,3095961.5872,
238362000,86377775,-550316778,309596143,-5,-7,50,False,90758,863777.7495,-5503167.7807,3095961.435,
238367000,86377791,-550316766,309596126,5,39,-23,False,90085,863777.9105,-5503167.6561,3095961.2577,
238372000,86377798,-550316760,309596120,37,-39,43,False,89365,863777.9837,-5503167.6038999995,3095961.2043000003,
238377000,86377808,-550316747,309596108,8,-45,25,False,88393,863778.0808,-5503167.4745,3095961.0825,
238382000,86377813,-550316739,309596098,35,11,-6,False,87394,863778.1335,-5503167.3889,3095960.9794,
238387000,86377820,-550316727,309596091,23,35,-50,False,86287,863778.2023,-5503167.2665,3095960.9050000003,
238392000,86377825,-550316717,309596081,17,-40,49,False,85442,863778.2517,-5503167.174,3095960.8149,
238397000,86377829,-550316709,309596080,-16,-13,32,False,84814,863778.2884000001,-5503167.0912999995,3095960.8032,
238402000,86377831,-550316704,309596073,-40,13,-20,False,84460,863778.3060000001,-5503167.0387,3095960.728,
238407000,86377834,-550316697,309596070,-21,39,-18,False,84073,863778.3378999999,-5503166.9661,3095960.6982,
238412000,86377838,-550316687,309596059,-18,18,35,False,83660,863778.3782,-5503166.8682,3095960.5935,
238417000,86377839,-550316686,309596059,16,-10,-2,False,83402,863778.3916,-5503166.8610000005,3095960.5897999997,
238422000,86377841,-550316679,309596052,-33,-15,32,False,83251,863778.4067,-5503166.7915,3095960.5232,
238427000,86377848,-550316657,309596032,10,46,26,False,83143,863778.481,-5503166.565400001,3095960.3225999996,
238432000,86377850,-550316638,309596017,47,-26,-29,False,82911,863778.5047,-5503166.3826,3095960.1670999997,
238437000,86377850,-550316621,309596004,-17,-10,35,False,82716,863778.4983,-5503166.211,3095960.0435,
238442000,86377849,-550316600,309595995,-14,2,-45,False,82530,863778.4886,-5503165.9998,3095959.9455000004,
238447000,86377856,-550316579,309595974,-47,-18,-37,False,82760,863778.5553,-5503165.7918,3095959.7363000005,
238452000,86377857,-550316566,309595963,-23,9,17,False,83279,863778.5676999999,-5503165.6591,3095959.6317,
238457000,86377854,-550316555,309595960,40,-9,30,False,83580,863778.544,-5503165.5509,3095959.603,
238462000,86377861,-550316538,309595945,9,49,17,False,84121,863778.6109,-5503165.3751,3095959.4517,
238467000,86377864,-550316525,309595935,-45,34,32,False,84729,863778.6355,-5503165.2466,3095959.3532000002,
238472000,86377863,-550316514,309595928,-34,4,28,False,85253,863778.6266,-5503165.139599999,3095959.2827999997,
238477000,86377862,-550316506,309595922,-46,47,9,False,85945,863778.6154,-5503165.055299999,3095959.2209,
238482000,86377862,-550316497,309595915,36,1,14,False,86514,863778.6236,-5503164.9699,3095959.1514,
238487000,86377864,-550316488,309595912,-7,6,-10,False,87058,863778.6393,-5503164.8794,3095959.119,
238492000,86377866,-550316476,309595901,22,25,-2,False,87603,863778.6622,-5503164.757499999,3095959.0097999997,
238497000,86377866,-550316464,309595902,25,-11,25,False,88041,863778.6625,-5503164.6411,3095959.0225,
238502000,86377875,-550316453,309595891,-27,-28,-47,False,88574,863778.7473,-5503164.5328,3095958.9053,
238507000,86377872,-550316455,309595900,-9,-23,30,False,89228,863778.7191,-5503164.5523,3095959.003,
238512000,86377883,-550316446,309595892,29,29,1,False,89823,863778.8328999999,-5503164.4571,3095958.9200999998,
238517000,86377892,-550316436,309595878,13,22,-44,False,90339,863778.9213,-5503164.3578,3095958.7756,
238522000,86377894,-550316436,309595876,34,17,29,False,90542,863778.9434,-5503164.3583,3095958.7629,
238527000,86377893,-550316440,309595889,13,-47,-7,False,90458,863778.9313,-5503164.404700001,3095958.8893,
238532000,86377894,-550316442,309595894,7,14,49,False,90420,863778.9406999999,-5503164.4185999995,3095958.9449,
238537000,86377898,-550316442,309595896,8,39,-6,False,90591,863778.9808,-5503164.4161,3095958.9594,
238542000,86377896,-550316441,309595906,42,-30,29,False,90930,863778.9641999999,-5503164.413,3095959.0629000003,
238547000,86377908,-550316430,309595901,-10,-5,-42,False,91223,863779.0789999999,-5503164.3005,3095959.0058,
238552000,86377916,-550316425,309595888,34,43,29,False,91266,863779.1634000001,-5503164.2457,3095958.8829,
238557000,86377912,-550316427,309595895,40,11,-9,False,91392,863779.124,-5503164.2689,3095958.9491000003,
238562000,86377916,-550316423,309595892,36,-17,26,False,91612,863779.1636000001,-5503164.2317,3095958.9225999997,
238567000,86377923,-550316419,309595886,14,35,49,False,92305,863779.2313999999,-5503164.186500001,3095958.8649,
238572000,86377929,-550316414,309595885,46,16,-33,False,92812,863779.2946,-5503164.1384,3095958.8467,
238577000,86377941,-550316405,309595872,-47,-25,25,False,93164,863779.4053,-5503164.0525,3095958.7225,
238582000,86377953,-550316398,309595853,2,41,21,False,93374,863779.5302,-5503163.975900001,3095958.5321,
238587000,86377954,-550316400,309595854,19,-5,0,False,93630,863779.5419000001,-5503164.0005,3095958.54,
238592000,86377962,-550316395,309595845,-19,-10,23,False,93854,863779.6181,-5503163.951,3095958.4523,
238597000,86377970,-550316390,309595831,-40,-10,35,False,94082,863779.696,-5503163.901000001,3095958.3135,
238602000,86377977,-550316390,309595821,33,25,-5,False,94274,863779.7733,-5503163.8975,3095958.2095,
238607000,86377984,-550316387,309595811,31,32,7,False,94623,863779.8430999999,-5503163.8668,3095958.1107,
238612000,86377982,-550316391,309595814,-4,15,0,False,94773,863779.8195999999,-5503163.9085,3095958.14,
238617000,86377984,-550316393,309595809,46,-15,0,False,94918,863779.8446,-5503163.9315,3095958.09,
238622000,86377989,-550316396,309595804,27,30,-34,False,95049,863779.8927,-5503163.957,3095958.0366,
238627000,86377991,-550316395,309595802,27,37,21,False,95253,863779.9127,-5503163.9463,3095958.0221,
238632000,86377993,-550316394,309595801,18,-9,-47,False,95486,863779.9318,-5503163.940900001,3095958.0053,
238637000,86377990,-550316397,309595809,8,-46,-18,False,95655,863779.9008000001,-5503163.974599999,3095958.0881999996,
238642000,86377990,-550316398,309595810,8,-40,-14,False,95624,863779.9008000001,-5503163.984,3095958.0986,
238647000,86377995,-550316393,309595804,10,6,-44,False,95664,863779.951,-5503163.9294,3095958.0356,
238652000,86377994,-550316398,309595809,-36,27,-24,False,95669,863779.9363999999,-5503163.9773,3095958.0875999997,
238657000,86377992,-550316402,309595817,-10,-23,-11,False,95817,863779.919,-5503164.022299999,3095958.1689,
238662000,86377992,-550316407,309595825,-30,-7,-17,False,96075,863779.917,-5503164.0707,3095958.2483,
238667000,86377994,-550316407,309595828,-8,-29,-10,False,96259,863779.9391999999,-5503164.0729,3095958.2789999996,
238672000,86377998,-550316402,309595831,11,-47,30,False,96305,863779.9811,-5503164.0247,3095958.313,
238677000,86378001,-550316397,309595834,-1,-14,-12,False,96241,863780.0099000001,-5503163.9714,3095958.3388,
238682000,86378004,-550316391,309595833,-8,34,-30,False,96133,863780.0392,-5503163.9066,3095958.327,
238687000,86378012,-550316380,309595823,8,-30,17,False,96016,863780.1208,-5503163.802999999,3095958.2317,
238692000,86378014,-550316367,309595817,45,34,-1,False,95791,863780.1445,-5503163.6666,3095958.1699,
238697000,86378013,-550316364,309595820,2,-30,-13,False,95450,863780.1302,-5503163.642999999,3095958.1987,
238702000,86378011,-550316365,309595820,40,-36,11,False,94851,863780.114,-5503163.653600001,3095958.2011,
238707000,86378013,-550316367,309595819,44,40,40,False,94138,863780.1344,-5503163.666,3095958.194,
238712000,86378018,-550316367,309595815,0,-49,-23,False,93450,863780.18,-5503163.6749,3095958.1477,
238717000,86378026,-550316364,309595803,-7,-1,12,False,93017,863780.2593,-5503163.6400999995,3095958.0311999996,
238722000,86378031,-550316363,309595803,27,40,-45,False,92683,863780.3127,-5503163.626,3095958.0255,
238727000,86378034,-550316364,309595798,20,-48,22,False,93337,863780.342,-5503163.6448,3095957.9822,
238732000,86378037,-550316364,309595794,-15,-23,-37,False,94203,863780.3685,-5503163.6422999995,3095957.9363,
238737000,86378040,-550316366,309595788,49,-39,-40,False,94598,863780.4049000001,-5503163.6639,3095957.8759999997,
238742000,86378040,-550316370,309595790,45,22,11,False,94649,863780.4045000001,-5503163.6978,3095957.9011,
238747000,86378047,-550316368,309595784,-5,13,-17,False,94608,863780.4695,-5503163.6787,3095957.8383,
238752000,86378053,-550316365,309595771,-1,-24,3,False,94475,863780.5299000001,-5503163.6524,3095957.7103,
238757000,86378057,-550316362,309595765,-29,-8,-25,False,94305,863780.5671,-5503163.6208,3095957.6475,
238762000,86378060,-550316359,309595762,49,-41,-11,False,94253,863780.6049,-5503163.594099999,3095957.6189,
238767000,86378064,-550316360,309595761,-50,-20,48,False,94087,863780.635,-5503163.602,3095957.6148,
238772000,86378067,-550316358,309595754,1,7,-5,False,93751,863780.6701,-5503163.5793,3095957.5395,
238777000,86378065,-550316360,309595759,-6,16,-22,False,93642,863780.6494,-5503163.5984,3095957.5878,
238782000,86378067,-550316357,309595753,39,25,19,False,93670,863780.6739,-5503163.5675,3095957.5319,
238787000,86378065,-550316354,309595753,16,6,-50,False,93685,863780.6516,-5503163.5394,3095957.525,
238792000,86378062,-550316354,309595760,2,-37,14,False,93731,863780.6202,-5503163.5437,3095957.6014,
238797000,86378058,-550316356,309595765,-37,3,-40,False,93512,863780.5763,-5503163.559699999,3095957.6459999997,
238802000,86378055,-550316357,309595768,-25,15,-15,False,93312,863780.5475000001,-5503163.5685,3095957.6785000004,
238807000,86378051,-550316356,309595774,36,36,-28,False,93135,863780.5136000001,-5503163.556399999,3095957.7372000003,
238812000,86378042,-550316362,309595788,27,-34,-47,False,92895,863780.4227,-5503163.6234,3095957.8753,
238817000,86378031,-550316370,309595800,-31,4,36,False,92559,863780.3069000001,-5503163.6996,3095958.0036,
238822000,86378025,-550316379,309595809,-21,-28,17,False,92256,863780.2479,-5503163.7928,3095958.0916999998,
238827000,86378009,-550316395,309595831,50,-45,-22,False,91907,863780.095,-5503163.9545,3095958.3078,
238832000,86377997,-550316406,309595844,-8,20,4,False,91229,863779.9691999999,-5503164.057999999,3095958.4403999997,
238837000,86377982,-550316418,309595864,-34,37,-39,False,90657,863779.8165999999,-5503164.1762999995,3095958.6361000002,
238842000,86377970,-550316428,309595873,-38,-15,26,False,90333,863779.6962,-5503164.2815000005,3095958.7325999998,
238847000,86377961,-550316434,309595878,-14,-8,46,False,89907,863779.6086,-5503164.340799999,3095958.7846,
238852000,86377952,-550316440,309595886,-3,-22,49,False,89654,863779.5197000001,-5503164.4022,3095958.8649,
238857000,86377939,-550316450,309595899,-4,-36,30,False,89242,863779.3896,-5503164.5036,3095958.9930000002,
238862000,86377924,-550316465,309595917,-34,-43,-24,False,88719,863779.2366,-5503164.6543000005,3095959.1676,
238867000,86377908,-550316479,309595933,9,-34,13,False,88195,863779.0809,-5503164.7934,3095959.3313,
238872000,86377892,-550316486,309595953,13,-26,27,False,87830,863778.9213,-5503164.862600001,3095959.5327,
238877000,86377886,-550316483,309595962,33,39,28,False,87355,863778.8633,-5503164.8261,3095959.6228,
238882000,86377878,-550316483,309595971,49,20,41,False,87136,863778.7849000001,-5503164.828,3095959.7141,
238887000,86377873,-550316485,309595981,40,-49,3,False,86992,863778.7339999999,-5503164.8549,3095959.8103,
238892000,86377867,-550316489,309595997,19,18,-49,False,86718,863778.6719000001,-5503164.8882,3095959.9651,
238897000,86377863,-550316488,309596007,-18,-9,38,False,86377,863778.6282,-5503164.8809,3095960.0738,
238902000,86377859,-550316484,309596016,-28,-11,2,False,86049,863778.5872,-5503164.8411,3095960.1602000003,
238907000,86377854,-550316486,309596027,-11,50,-20,False,85679,863778.5389,-5503164.855,3095960.268,
238912000,86377854,-550316485,309596030,-16,-25,6,False,85459,863778.5384000001,-5503164.8525,3095960.3005999997,
238917000,86377852,-550316489,309596036,-46,-25,14,False,85318,863778.5154,-5503164.8925,3095960.3614,
238922000,86377851,-550316490,309596043,44,-22,-37,False,85202,863778.5144,-5503164.9022,3095960.4263000004,
238927000,86377857,-550316487,309596040,25,-28,-8,False,85152,863778.5724999999,-5503164.8728,3095960.3992,
238932000,86377862,-550316484,309596038,-30,-27,-31,False,85130,863778.617,-5503164.8427,3095960.3769,
238937000,86377866,-550316488,309596035,-50,35,-4,False,85341,863778.655,-5503164.8765,3095960.3496000003,
238942000,86377870,-550316490,309596033,9,23,-12,False,85883,863778.7008999999,-5503164.897700001,3095960.3288000003,
238947000,86377873,-550316492,309596034,21,-39,17,False,86560,863778.7321,-5503164.9239,3095960.3416999998,
238952000,86377877,-550316489,309596032,39,-11,43,False,87237,863778.7739,-5503164.8911,3095960.3243,
238957000,86377884,-550316484,309596025,-4,-9,10,False,87902,863778.8396,-5503164.8409,3095960.251,
238962000,86377881,-550316490,309596031,9,39,30,False,88657,863778.8109,-5503164.8961000005,3095960.313,
238967000,86377886,-550316488,309596026,32,43,9,False,89328,863778.8632,-5503164.8757,3095960.2608999996,
238972000,86377891,-550316484,309596022,50,-6,31,False,89814,863778.915,-5503164.8406,3095960.2231,
238977000,86377895,-550316487,309596015,29,-48,-34,False,90283,863778.9528999999,-5503164.8748,3095960.1466,
238982000,86377892,-550316497,309596016,-39,27,37,False,90767,863778.9161,-5503164.9673,3095960.1637,
238987000,86377887,-550316506,309596025,-21,22,4,False,90996,863778.8679,-5503165.0578,3095960.2504,
238992000,86377875,-550316531,309596042,-7,-11,13,False,90981,863778.7493,-5503165.3111,3095960.4213,
238997000,86377876,-550316532,309596044,-35,20,-11,False,91167,863778.7565,-5503165.318,3095960.4389,
239002000,86377873,-550316538,309596048,-45,46,16,False,91408,863778.7255,-5503165.3754,3095960.4816,
239007000,86377874,-550316539,309596051,46,41,-14,False,91202,863778.7446,-5503165.3859,3095960.5086,
239012000,86377876,-550316546,309596045,32,49,34,False,90958,863778.7632,-5503165.4551,3095960.4534,
239017000,86377873,-550316553,309596049,0,-13,-39,False,90619,863778.73,-5503165.5313,3095960.4861000003,
239022000,86377871,-550316566,309596054,-15,38,30,False,90335,863778.7085,-5503165.6562,3095960.543,
239027000,86377861,-550316586,309596072,14,-23,48,False,89808,863778.6113999999,-5503165.8623,3095960.7248000004,
239032000,86377855,-550316602,309596084,5,-40,-49,False,89251,863778.5505,-5503166.023999999,3095960.8351,
239037000,86377848,-550316620,309596097,-28,-15,34,False,88858,863778.4772,-5503166.2015,3095960.9734,
239042000,86377842,-550316634,309596108,-10,-39,21,False,88465,863778.419,-5503166.3439,3095961.0821,
239047000,86377834,-550316653,309596124,-35,12,3,False,88157,863778.3365,-5503166.5288,3095961.2403,
239052000,86377829,-550316671,309596132,-17,18,-14,False,87854,863778.2883,-5503166.7082,3095961.3186,
239057000,86377819,-550316693,309596148,-35,47,-20,False,87566,863778.1865,-5503166.925299999,3095961.478,
239062000,86377815,-550316702,309596157,-3,22,-47,False,87345,863778.1497000001,-5503167.0178,3095961.5653,
239067000,86377808,-550316717,309596169,19,-22,-11,False,86973,863778.0819,-5503167.1722,3095961.6889,
239072000,86377805,-550316727,309596179,-39,-45,30,False,87048,863778.0461,-5503167.274499999,3095961.793,
239077000,86377805,-550316736,309596189,-21,48,-35,False,87470,863778.0479,-5503167.3552,3095961.8865,
239082000,86377805,-550316747,309596199,20,-29,-4,False,88047,863778.052,-5503167.4728999995,3095961.9896000004,
239087000,86377799,-550316761,309596214,-3,11,14,False,88633,863777.9897,-5503167.6089,3095962.1414,
239092000,86377788,-550316778,309596239,2,23,-46,False,89232,863777.8802,-5503167.7777,3095962.3854,
239097000,86377783,-550316789,309596254,10,45,13,False,89976,863777.831,-5503167.8855,3095962.5413,
239102000,86377783,-550316786,309596251,8,-35,25,False,90792,863777.8308,-5503167.8635,3095962.5124999997,
239107000,86377783,-550316786,309596252,-13,2,-28,False,91657,863777.8287,-5503167.859800001,3095962.5172,
239112000,86377780,-550316795,309596261,-24,-39,13,False,92551,863777.7976,-5503167.9539,3095962.6113,
239117000,86377783,-550316798,309596263,2,13,19,False,93293,863777.8302,-5503167.978700001,3095962.6319,
239122000,86377787,-550316796,309596264,-32,-13,16,False,94397,863777.8668,-5503167.9613,3095962.6416,
239127000,86377783,-550316804,309596277,30,50,-35,False,94825,863777.833,-5503168.035,3095962.7665,
239132000,86377784,-550316802,309596275,19,-38,9,False,94991,863777.8419,-5503168.0238,3095962.7509,
239137000,86377785,-550316799,309596274,-4,45,39,False,95138,863777.8496,-5503167.9855,3095962.7439,
239142000,86377783,-550316801,309596275,-2,46,37,False,95144,863777.8298,-5503168.0054,3095962.7537,
239147000,86377782,-550316799,309596276,-38,43,-27,False,94891,863777.8162,-5503167.9857,3095962.7572999997,
239152000,86377770,-550316807,309596286,17,-45,23,False,94354,863777.7017,-5503168.0745,3095962.8622999997,
239157000,86377766,-550316808,309596286,21,-37,7,False,94063,863777.6621000001,-5503168.0837,3095962.8607,
239162000,86377771,-550316798,309596274,-16,-20,-29,False,94128,863777.7084,-5503167.982000001,3095962.7371,
239167000,86377777,-550316788,309596263,-45,43,22,False,94646,863777.7655,-5503167.8757,3095962.6322,
239172000,86377788,-550316772,309596241,-32,10,23,False,96261,863777.8768,-5503167.719,3095962.4123,
239177000,86377810,-550316741,309596204,35,-4,-36,False,98667,863778.1035,-5503167.4104,3095962.0364,
239182000,86377833,-550316716,309596169,-25,42,-31,False,101017,863778.3275,-5503167.1558,3095961.6869,
239187000,86377866,-550316676,309596121,41,-13,-15,False,103732,863778.6641,-5503166.761299999,3095961.2085,
239192000,86377924,-550316608,309596036,29,-4,28,False,106087,863779.2429,-5503166.0804,3095960.3628,
239197000,86377962,-550316562,309595982,8,25,-17,False,108203,863779.6208,-5503165.6175,3095959.8183,
239202000,86377988,-550316534,309595942,48,-39,42,False,110269,863779.8848,-5503165.3439,3095959.4242,
239207000,86378004,-550316515,309595918,12,46,47,False,112054,863780.0412000001,-5503165.145400001,3095959.1847,
239212000,86378000,-550316515,309595921,18,-45,-32,False,113370,863780.0018,-5503165.1545,3095959.2068,
239217000,86378007,-550316510,309595912,4,45,-29,False,112784,863780.0704,-5503165.0955,3095959.1171,
239222000,86378021,-550316496,309595891,4,-32,-20,False,112247,863780.2104,-5503164.9632,3095958.9080000003,
239227000,86378039,-550316478,309595864,11,-6,20,False,111771,863780.3911,-5503164.7806,3095958.642,
239232000,86378036,-550316483,309595865,7,-20,-32,False,111100,863780.3607,-5503164.832,3095958.6467999998,
239237000,86378028,-550316493,309595880,2,-48,22,False,110346,863780.2802,-5503164.9348,3095958.8022,
239242000,86377999,-550316521,309595920,33,-7,17,False,109253,863779.9933,-5503165.2107,3095959.2017,
239247000,86377965,-550316558,309595970,35,-4,-2,False,107770,863779.6535,-5503165.5804,3095959.6998,
239252000,86377947,-550316580,309596000,27,22,-39,False,106550,863779.4726999999,-5503165.7978,3095959.9961,
239257000,86377930,-550316602,309596030,-50,30,8,False,105850,863779.295,-5503166.017,3095960.3008,
239262000,86377927,-550316609,309596039,16,12,10,False,105643,863779.2716,-5503166.0888,3095960.3910000003,
239267000,86377932,-550316610,309596038,11,-4,-31,False,105477,863779.3211,-5503166.1004,3095960.3769,
239272000,86377942,-550316603,309596029,-14,-31,36,False,105176,863779.4186000001,-5503166.033100001,3095960.2936,
239277000,86377928,-550316621,309596052,-33,23,-11,False,104461,863779.2767,-5503166.2077,3095960.5189,
239282000,86377921,-550316635,309596068,-28,-28,-44,False,103869,863779.2072,-5503166.3527999995,3095960.6756,
239287000,86377922,-550316639,309596069,-7,-9,46,False,103566,863779.2193,-5503166.3909,3095960.6946,
239292000,86377926,-550316642,309596071,-3,49,-32,False,103526,863779.2597,-5503166.4151,3095960.7068,
239297000,86377930,-550316645,309596072,23,46,17,False,103537,863779.3023000001,-5503166.445400001,3095960.7217,
239302000,86377947,-550316634,309596058,38,0,46,False,104235,863779.4737999999,-5503166.34,3095960.5846,
239307000,86377956,-550316634,309596052,-18,33,-5,False,104304,863779.5582000001,-5503166.3367,3095960.5195,
239312000,86377963,-550316632,309596047,-17,-19,-18,False,104821,863779.6283,-5503166.3219,3095960.4682,
239317000,86377981,-550316621,309596026,21,14,-39,False,105445,863779.8121000001,-5503166.2086,3095960.2561,
239322000,86377981,-550316629,309596028,35,-29,-22,False,105150,863779.8135,-5503166.2929,3095960.2778,
239327000,86377985,-550316632,309596032,-50,-37,12,False,104714,863779.845,-5503166.3237000005,3095960.3211999997,
239332000,86377985,-550316638,309596032,8,-38,-7,False,104118,863779.8508,-5503166.3838,3095960.3192999996,
239337000,86377989,-550316638,309596027,-3,-48,2,False,103626,863779.8897,-5503166.3848,3095960.2702,
239342000,86377995,-550316635,309596019,-50,37,13,False,103222,863779.945,-5503166.346299999,3095960.1913,
239347000,86377999,-550316634,309596012,31,11,-39,False,102814,863779.9931,-5503166.3389,3095960.1161,
239352000,86378009,-550316619,309595991,30,49,40,False,102688,863780.093,-5503166.1851,3095959.9140000003,
239357000,86378012,-550316608,309595981,-29,7,-27,False,102777,863780.1171,-5503166.0793,3095959.8073,
239362000,86378013,-550316601,309595970,36,1,-40,False,102634,863780.1336000001,-5503166.0099,3095959.696,
239367000,86378027,-550316585,309595942,36,-48,47,False,102465,863780.2736000001,-5503165.8548,3095959.4247,
