432000.0,32,21403321.703,0,-24660036.996,0,50.500,0,21403316.031,-14397997.496,0,39.000,0,0,0,0
432000.0,06,25039790.016,0,-4971178.220,0,37.600,25039791.324,25039791.613,-3857349.905,0,37.000,0,0,0,0
432000.0,07,25087777.805,0,-3614033.805,0,37.000,25087780.285,25087780.398,-3418523.811,0,35.100,0,0,0,0
432000.0,03,20216025.578,0,-29787739.474,0,50.200,20216021.375,20216021.141,-23017581.979,0,53.200,0,0,0,0
432000.0,31,23793880.406,0,-8194570.812,0,41.100,23793874.973,23793875.027,-6344715.517,0,39.900,0,0,0,0
432000.0,11,25822031.633,0,-36578399.230,0,34.600,0,0,0,0,0,0,0,0,0
432000.0,01,23690537.195,0,-9857600.168,0,38.300,23690537.332,23690537.680,-7644726.135,0,40.500,0,0,0,0
432000.0,26,21844755.273,0,-21331042.983,0,44.200,21844752.246,21844752.125,-16637451.605,0,47.300,0,0,0,0
432000.0,09,23974681.984,0,-9959715.393,0,42.000,23974682.063,23974682.234,-8558921.548,0,41.800,0,0,0,0
432000.0,23,21737384.016,0,-21418591.271,0,51.500,0,21737375.531,-15807046.566,0,38.200,0,0,0,0
432000.0,16,21606247.703,0,-22569754.626,0,45.800,0,21606241.504,-11203230.901,0,34.600,0,0,0,0
432030.0,32,21415665.570,0,-24595170.180,0,49.200,0,21415659.957,-14347451.959,0,38.900,0,0,0,0
432030.0,06,25031110.023,0,-5016790.756,0,36.900,25031111.859,25031111.797,-3892892.220,0,37.600,0,0,0,0
432030.0,07,25070559.625,0,-3704513.696,0,37.200,25070562.340,25070562.805,-3489027.252,0,35.000,0,0,0,0
432030.0,03,20215959.625,0,-29788087.192,0,51.800,20215955.484,20215955.012,-23017852.941,0,53.000,0,0,0,0
432030.0,31,23812560.398,0,-8096407.945,0,40.900,23812554.145,23812553.789,-6268224.969,0,40.100,0,0,0,0
432030.0,11,25835772.359,0,-36506193.449,0,34.200,0,0,0,0,0,0,0,0,0
432030.0,01,23707440.734,0,-9768774.343,0,37.500,23707441.281,23707441.336,-7575511.417,0,40.900,0,0,0,0
432030.0,26,21844930.586,0,-21330129.027,0,45.700,21844926.680,21844926.969,-16636739.391,0,47.600,0,0,0,0
432030.0,09,23960694.469,0,-10033223.972,0,41.300,23960693.785,23960694.016,-8616200.800,0,41.700,0,0,0,0
432030.0,23,21728145.688,0,-21467138.866,0,51.700,0,21728136.969,-15844875.807,0,38.200,0,0,0,0
432030.0,16,21594368.672,0,-22632182.276,0,45.600,0,21594361.828,-11251875.719,0,35.600,0,0,0,0
432060.0,32,21428079.953,0,-24529932.807,0,50.200,0,21428074.105,-14296617.664,0,39.500,0,0,0,0
432060.0,06,25022519.492,0,-5061934.107,0,34.600,25022521.504,25022521.207,-3928068.943,0,37.900,0,0,0,0
432060.0,07,25053366.742,0,-3794860.371,0,37.700,25053368.637,25053368.633,-3559426.905,0,35.400,0,0,0,0
432060.0,03,20215996.531,0,-29787892.308,0,53.000,20215992.211,20215991.918,-23017701.091,0,52.800,0,0,0,0
432060.0,31,23831243.766,0,-7998226.911,0,42.600,23831237.805,23831237.859,-6191720.293,0,40.200,0,0,0,0
432060.0,11,25849468.992,0,-36434214.699,0,34.100,0,0,0,0,0,0,0,0,0
432060.0,01,23724358.086,0,-9679873.953,0,38.400,23724358.574,23724358.395,-7506238.577,0,41.400,0,0,0,0
432060.0,26,21845214.188,0,-21328632.378,0,46.000,21845210.867,21845210.922,-16635573.137,0,47.400,0,0,0,0
432060.0,09,23946707.320,0,-10106726.470,0,41.600,23946706.813,23946706.867,-8673475.286,0,41.800,0,0,0,0
432060.0,23,21718924.664,0,-21515595.747,0,51.700,0,21718916.473,-15882634.354,0,37.700,0,0,0,0
432060.0,16,21582583.039,0,-22694117.437,0,46.600,0,21582575.844,-11300136.788,0,35.700,0,0,0,0
432090.0,32,21440564.445,0,-24464324.892,0,49.900,0,21440558.891,-14245494.643,0,38.900,0,0,0,0
432090.0,06,25014018.242,0,-5106606.006,0,36.900,25014021.191,25014020.484,-3962878.267,0,38.000,0,0,0,0
432090.0,07,25036199.852,0,-3885071.901,0,37.100,25036201.922,25036201.684,-3629721.255,0,35.200,0,0,0,0
432090.0,03,20216136.828,0,-29787153.058,0,51.300,20216132.805,20216132.391,-23017125.058,0,53.100,0,0,0,0
432090.0,31,23849929.414,0,-7900028.662,0,41.900,23849924.449,23849924.211,-6115202.193,0,40.300,0,0,0,0
432090.0,11,25863124.023,0,-36362464.371,0,35.400,0,0,0,0,0,0,0,0,0
432090.0,01,23741288.547,0,-9590901.101,0,38.100,23741289.328,23741289.266,-7436909.266,0,41.600,0,0,0,0
432090.0,26,21845609.695,0,-21326551.712,0,44.100,21845606.199,21845606.547,-16633951.804,0,47.900,0,0,0,0
432090.0,09,23932721.000,0,-10180221.656,0,42.000,23932720.609,23932720.898,-8730744.080,0,41.600,0,0,0,0
432090.0,23,21709721.109,0,-21563960.453,0,52.000,0,21709712.508,-15920321.078,0,38.700,0,0,0,0
432090.0,16,21570891.023,0,-22755556.228,0,45.000,0,21570884.648,-11348011.075,0,35.500,0,0,0,0
432120.0,32,21453119.813,0,-24398347.597,0,49.300,0,21453114.082,-14194083.808,0,39.200,0,0,0,0
432120.0,06,25005607.742,0,-5150805.408,0,36.900,25005609.461,25005609.984,-3997319.399,0,36.600,0,0,0,0
432120.0,07,25019058.555,0,-3975147.340,0,37.600,25019060.391,25019060.797,-3699909.589,0,34.700,0,0,0,0
432120.0,03,20216380.961,0,-29785868.710,0,50.500,20216377.699,20216377.051,-23016124.262,0,52.700,0,0,0,0
432120.0,31,23868619.688,0,-7801814.826,0,41.300,23868613.668,23868613.605,-6038671.951,0,39.700,0,0,0,0
432120.0,11,25876734.984,0,-36290943.674,0,35.300,0,0,0,0,0,0,0,0,0
432120.0,01,23758233.227,0,-9501858.753,0,39.200,23758233.949,23758234.121,-7367525.807,0,42.000,0,0,0,0
432120.0,26,21846117.023,0,-21323886.776,0,47.100,21846113.586,21846113.641,-16631875.201,0,47.300,0,0,0,0
432120.0,09,23918736.820,0,-10253709.489,0,41.800,23918736.488,23918736.543,-8788007.119,0,41.800,0,0,0,0
432120.0,23,21700535.383,0,-21612232.380,0,51.800,0,21700526.254,-15957935.509,0,38.200,0,0,0,0
432120.0,16,21559294.391,0,-22816495.695,0,46.400,0,21559288.074,-11395496.276,0,35.700,0,0,0,0
432150.0,32,21465744.914,0,-24332002.351,0,49.900,0,21465738.949,-14142386.234,0,39.400,0,0,0,0
432150.0,06,24997287.508,0,-5194531.543,0,36.300,24997288.523,24997289.047,-4031391.725,0,37.100,0,0,0,0
432150.0,07,25001944.969,0,-4065085.831,0,38.900,25001945.164,25001945.277,-3769991.222,0,33.400,0,0,0,0
432150.0,03,20216729.914,0,-29784039.040,0,51.400,20216725.652,20216725.242,-23014698.533,0,53.000,0,0,0,0
432150.0,31,23887311.563,0,-7703587.752,0,42.400,23887306.012,23887305.539,-5962131.395,0,39.900,0,0,0,0
