message_type,timestamp,iTOW,week,leapS,numMeas,recStat,version,meas_index,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,0,22639173.935933858,118969648.382058531,-2120.848876953,0,1,0,0,64500,34,5,4,8,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,1,20292676.920905538,106638726.930469453,-2264.064208984,0,32,0,0,2920,31,8,5,8,3
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,2,19494910.635676008,102446511.567747891,1200.081542969,0,3,0,0,64500,49,3,1,5,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,3,19508827.539400432,102519580.653323472,2958.141113281,0,16,0,0,120,27,9,7,10,3
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,4,17809718.816316504,93590672.900745809,149.627197266,0,26,0,0,64500,38,4,2,7,15
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,5,19989321.289334103,105044575.683983415,-2189.778320312,0,28,0,0,64500,41,4,2,7,15
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,6,18456144.378212575,96987707.771174535,-1241.438476562,0,31,0,0,64500,51,3,1,4,15
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,7,21888756.760626093,115026257.921139210,2581.284423828,0,4,0,0,64500,45,3,1,5,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,8,22639164.197874747,92703490.624724105,-1653.172729492,0,1,3,0,64500,35,5,4,8,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,9,20292631.326767225,83094932.059190378,-1767.656005859,0,32,3,0,0,14,10,15,12,1
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,10,19494896.646325052,79828405.682071701,935.095458984,0,3,3,0,64500,45,3,1,6,15
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,11,17809704.363278363,72927691.056094468,115.846191406,0,26,3,0,64500,31,6,6,8,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,12,19989296.374332022,81852821.718839422,-1706.587524414,0,28,3,0,17060,30,6,7,9,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,13,18456124.791459978,75574761.696917921,-967.230773926,0,31,3,0,64500,44,4,1,6,7
RAWX,2025-09-18T21:03:52.599951+00:00,0.000000000,2384,18,15,0,0,14,21888744.505058970,89630807.067897245,2011.150634766,0,4,3,0,64500,43,4,1,6,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,0,22639577.633808106,118971769.764173105,-2121.964599609,0,1,0,0,64500,34,6,4,8,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,1,20293106.647245362,106640991.943599775,-2266.188964844,0,32,0,0,3920,31,7,6,9,3
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,2,19494682.240734752,102445311.866679013,1199.463867188,0,3,0,0,64500,49,3,1,4,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,3,19508259.718598701,102516596.673036948,2958.477050781,0,16,0,0,520,27,8,8,9,3
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,4,17809690.435282372,93590523.955579802,148.565673828,0,26,0,0,64500,38,4,2,7,15
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,5,19989737.965074886,105046765.566575795,-2189.784423828,0,28,0,0,64500,41,4,2,7,15
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,6,18456380.683686540,96988949.462812275,-1241.816162109,0,31,0,0,64500,51,3,1,5,15
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,7,21888265.505586330,115023676.748699397,2581.224121094,0,4,0,0,64500,44,3,1,6,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,8,22639567.954870332,92705143.594684944,-1652.933105469,0,1,3,0,64500,35,5,3,8,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,9,20293065.034269527,83096708.797412425,-1752.066894531,0,32,3,0,0,12,11,15,13,1
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,10,19494668.302827038,79827470.855495661,934.556884766,0,3,3,0,64500,45,4,1,6,15
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,11,17809675.956068903,72927574.974794775,115.728767395,0,26,3,0,64500,30,6,6,9,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,12,19989713.100050226,81854528.121747106,-1706.845214844,0,28,3,0,18060,30,6,6,9,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,13,18456361.081577748,75575729.253132015,-967.590332031,0,31,3,0,64500,44,4,1,6,7
RAWX,2025-09-18T21:03:52.600727+00:00,0.000000000,2384,18,15,0,0,14,21888253.239200074,89628795.752320513,2011.465820312,0,4,3,0,64500,43,4,2,6,7
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,0,22639981.416350808,118973891.285396114,-2121.881591797,0,1,0,0,64500,33,6,4,8,7
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,1,20293537.720741995,106643257.224091738,-2265.325195312,0,32,0,0,4920,31,6,5,8,3
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,2,19494454.111106604,102444112.779495165,1198.912353516,0,3,0,0,64500,49,3,1,5,7
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,3,19507693.807548795,102513622.104969501,2957.460937500,0,16,0,0,920,28,8,7,8,3
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,4,17809662.295061246,93590375.669671252,147.874755859,0,26,0,0,64500,38,4,2,7,15
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,5,19990154.755987104,105048955.528063670,-2189.825195312,0,28,0,0,64500,40,4,2,7,15
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,6,18456617.023153525,96990191.385900974,-1241.771728516,0,31,0,0,64500,51,3,1,4,15
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,7,21887774.266321562,115021095.520429194,2581.447998047,0,4,0,0,64500,44,3,1,6,7
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,8,22639971.699650764,92706796.725640520,-1653.273681641,0,1,3,0,64500,35,5,4,8,7
RAWX,2025-09-18T21:03:52.601785+00:00,0.000000000,2384,18,15,0,0,9,20293493.034294207,83098461.031152740,-1763.805908203,0,32,3,0,0,10,10,15,12,1
