message_type,timestamp,version,invalidLlh,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,lon_full,lat_full,height_full
HPPOSLLH,2025-09-18T21:03:52.600207+00:00,0,0,420917.000000000,-81.079589000,29.227881500,-5.204000000,25.228000000,-0.000000042,0.000000032,0.100000000,-0.400000000,3288.300000000,3727.000000000,-81.079589042,29.227881532,-5.203900000
HPPOSLLH,2025-09-18T21:03:52.600950+00:00,0,0,420918.000000000,-81.079589300,29.227882000,-5.130000000,25.302000000,-0.000000012,0.000000011,0.200000000,-0.400000000,3285.600000000,3728.700000000,-81.079589312,29.227882011,-5.129800000
HPPOSLLH,2025-09-18T21:03:52.601995+00:00,0,0,420919.000000000,-81.079589700,29.227882600,-5.036000000,25.396000000,0.000000027,-0.000000044,0.300000000,-0.300000000,3279.800000000,3730.900000000,-81.079589673,29.227882556,-5.035700000
HPPOSLLH,2025-09-18T21:03:52.602620+00:00,0,0,420920.000000000,-81.079590100,29.227883100,-4.946000000,25.485000000,0.000000032,-0.000000018,-0.100000000,0.300000000,3275.700000000,3733.400000000,-81.079590068,29.227883082,-4.946100000
HPPOSLLH,2025-09-18T21:03:52.603248+00:00,0,0,420921.000000000,-81.079590500,29.227883800,-4.837000000,25.595000000,-0.000000043,-0.000000033,0.100000000,-0.500000000,3270.000000000,3734.400000000,-81.079590543,29.227883767,-4.836900000
HPPOSLLH,2025-09-18T21:03:52.603870+00:00,0,0,420922.000000000,-81.079590200,29.227883000,-4.914000000,25.518000000,-0.000000034,0.000000043,0.300000000,-0.300000000,3268.400000000,3740.600000000,-81.079590234,29.227883043,-4.913700000
HPPOSLLH,2025-09-18T21:03:52.604501+00:00,0,0,420923.000000000,-81.079590300,29.227883300,-4.877000000,25.554000000,-0.000000019,0.000000017,-0.100000000,0.300000000,3264.700000000,3743.800000000,-81.079590319,29.227883317,-4.877100000
HPPOSLLH,2025-09-18T21:03:52.605108+00:00,0,0,420924.000000000,-81.079590700,29.227884000,-4.771000000,25.660000000,-0.000000050,-0.000000038,-0.400000000,0.100000000,3260.400000000,3746.800000000,-81.079590750,29.227883962,-4.771400000
HPPOSLLH,2025-09-18T21:03:52.605734+00:00,0,0,420925.000000000,-81.079590600,29.227884000,-4.792000000,25.639000000,0.000000032,-0.000000002,-0.300000000,0.100000000,3254.600000000,3750.300000000,-81.079590568,29.227883998,-4.792300000
HPPOSLLH,2025-09-18T21:03:52.606347+00:00,0,0,420926.000000000,-81.079590800,29.227884700,-4.713000000,25.719000000,-0.000000021,0.000000028,0.400000000,-0.100000000,3247.200000000,3751.800000000,-81.079590821,29.227884728,-4.712600000
HPPOSLLH,2025-09-18T21:03:52.606968+00:00,0,0,420927.000000000,-81.079591200,29.227885200,-4.623000000,25.808000000,-0.000000006,0.000000037,-0.300000000,0.200000000,3243.600000000,3754.900000000,-81.079591206,29.227885237,-4.623300000
HPPOSLLH,2025-09-18T21:03:52.607619+00:00,0,0,420928.000000000,-81.079590900,29.227885000,-4.671000000,25.760000000,-0.000000046,-0.000000015,-0.500000000,0.000000000,3238.500000000,3758.100000000,-81.079590946,29.227884985,-4.671500000
HPPOSLLH,2025-09-18T21:03:52.608302+00:00,0,0,420929.000000000,-81.079591200,29.227885600,-4.596000000,25.836000000,-0.000000020,0.000000014,0.300000000,-0.300000000,3232.200000000,3759.400000000,-81.079591220,29.227885614,-4.595700000
HPPOSLLH,2025-09-18T21:03:52.608952+00:00,0,0,420930.000000000,-81.079591500,29.227886000,-4.526000000,25.905000000,0.000000033,-0.000000001,-0.500000000,0.000000000,3229.500000000,3760.800000000,-81.079591467,29.227885999,-4.526500000
HPPOSLLH,2025-09-18T21:03:52.609610+00:00,0,0,420931.000000000,-81.079591100,29.227885300,-4.609000000,25.822000000,-0.000000017,0.000000014,-0.100000000,0.300000000,3229.500000000,3765.100000000,-81.079591117,29.227885314,-4.609100000
HPPOSLLH,2025-09-18T21:03:52.610434+00:00,0,0,420932.000000000,-81.079591400,29.227885500,-4.562000000,25.869000000,0.000000013,-0.000000019,-0.300000000,0.200000000,3227.500000000,3766.700000000,-81.079591387,29.227885481,-4.562300000
HPPOSLLH,2025-09-18T21:03:52.611431+00:00,0,0,420933.000000000,-81.079591300,29.227885200,-4.600000000,25.831000000,0.000000039,0.000000016,0.000000000,0.400000000,3227.100000000,3770.500000000,-81.079591261,29.227885216,-4.600000000
HPPOSLLH,2025-09-18T21:03:52.612246+00:00,0,0,420934.000000000,-81.079591200,29.227885000,-4.621000000,25.811000000,-0.000000019,0.000000018,0.500000000,-0.100000000,3226.800000000,3774.300000000,-81.079591219,29.227885018,-4.620500000
HPPOSLLH,2025-09-18T21:03:52.612952+00:00,0,0,420935.000000000,-81.079591200,29.227885000,-4.633000000,25.799000000,-0.000000011,-0.000000021,0.100000000,-0.500000000,3231.900000000,3778.000000000,-81.079591211,29.227884979,-4.632900000
