message_type,timestamp,iTOW,year,month,day,hour,min,sec,nano,valid,tAcc,fixType,flags,numSV,lon,lat,height,hMSL,hAcc,vAcc
PVT,2025-09-18T22:53:00+00:00,427980.000000000,2025,9,18,22,52,0,-308076,0,35,3,0,8,-0.000008108,0.000002923,27.129000000,57.561000000,5.445000000,4.610000000
PVT,2025-09-18T22:53:01+00:00,427981.000000000,2025,9,18,22,52,0,-308279,0,34,3,0,8,-0.000008108,0.000002923,27.392000000,57.823000000,5.430000000,4.597000000
PVT,2025-09-18T22:53:02+00:00,427982.000000000,2025,9,18,22,52,0,-308482,0,34,3,0,8,-0.000008108,0.000002923,27.663000000,58.095000000,5.410000000,4.581000000
PVT,2025-09-18T22:53:03+00:00,427983.000000000,2025,9,18,22,52,0,-308685,0,34,3,0,8,-0.000008108,0.000002923,28.002000000,58.434000000,5.390000000,4.565000000
PVT,2025-09-18T22:53:04+00:00,427984.000000000,2025,9,18,22,52,0,-308888,0,34,3,0,8,-0.000008108,0.000002923,28.292000000,58.724000000,5.372000000,4.551000000
PVT,2025-09-18T22:53:05+00:00,427985.000000000,2025,9,18,22,52,0,-309091,0,34,3,0,8,-0.000008108,0.000002923,28.576000000,59.008000000,5.355000000,4.538000000
PVT,2025-09-18T22:53:06+00:00,427986.000000000,2025,9,18,22,52,0,-309294,0,34,3,0,8,-0.000008108,0.000002923,28.831000000,59.263000000,5.340000000,4.527000000
PVT,2025-09-18T22:53:07+00:00,427987.000000000,2025,9,18,22,52,0,-309497,0,34,3,0,8,-0.000008108,0.000002923,29.100000000,59.532000000,5.328000000,4.518000000
PVT,2025-09-18T22:53:08+00:00,427988.000000000,2025,9,18,22,52,0,-309699,0,34,3,0,9,-0.000008108,0.000002923,29.205000000,59.637000000,5.317000000,4.508000000
PVT,2025-09-18T22:53:09+00:00,427989.000000000,2025,9,18,22,52,0,-309901,0,34,3,0,9,-0.000008108,0.000002923,29.310000000,59.742000000,5.294000000,4.491000000
PVT,2025-09-18T22:53:15+00:00,427995.000000000,2025,9,18,22,52,0,-311110,0,34,3,0,8,-0.000008108,0.000002923,28.987000000,59.419000000,5.174000000,4.423000000
PVT,2025-09-18T22:53:23+00:00,428003.000000000,2025,9,18,22,53,0,-312720,0,34,3,0,8,-0.000008108,0.000002923,28.317000000,58.749000000,5.221000000,4.466000000
PVT,2025-09-18T22:53:30+00:00,428010.000000000,2025,9,18,22,53,0,-314128,0,34,3,0,8,-0.000008108,0.000002923,27.768000000,58.200000000,5.278000000,4.521000000
PVT,2025-09-18T22:53:38+00:00,428018.000000000,2025,9,18,22,53,0,-315737,0,34,3,0,8,-0.000008108,0.000002923,26.899000000,57.331000000,5.146000000,4.459000000
PVT,2025-09-18T22:53:45+00:00,428025.000000000,2025,9,18,22,53,0,-317147,0,34,3,0,8,-0.000008108,0.000002923,26.215000000,56.647000000,5.082000000,4.430000000
PVT,2025-09-18T22:53:53+00:00,428033.000000000,2025,9,18,22,53,0,-318763,0,33,3,0,8,-0.000008108,0.000002923,26.149000000,56.581000000,5.008000000,4.398000000
PVT,2025-09-18T22:54:01+00:00,428041.000000000,2025,9,18,22,53,0,-320378,0,33,3,0,8,-0.000008108,0.000002923,26.010000000,56.442000000,4.803000000,4.269000000
PVT,2025-09-18T22:54:09+00:00,428049.000000000,2025,9,18,22,53,0,-321996,0,32,3,0,7,-0.000008108,0.000002923,25.907000000,56.339000000,4.237000000,3.850000000
