timestamp_utc,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,invalidLlh,lon_full_deg,lat_full_deg,height_full_m,hMSL_full_m
,226987000,-810795955,292277803,-893,29538,-39,-13,-4,-1,49612,58741,False,-81.079595539,29.227780286999998,-0.8934,29.5379
2025-09-30T15:02:49.000310+00:00,226992000,-810795926,292277807,-1385,29046,31,-24,0,3,49557,57545,False,-81.079592569,29.227780676000002,-1.385,29.0463
2025-09-30T15:02:54.000313+00:00,226997000,-810795904,292277807,-1745,28686,-50,-6,1,4,49521,56739,False,-81.07959045,29.227780694,-1.7449000000000001,28.6864
2025-09-30T15:02:59.000316+00:00,227002000,-810795887,292277811,-2056,28375,-15,17,-4,-1,49445,56068,False,-81.079588715,29.227781117,-2.0564,28.3749
2025-09-30T15:03:04.000319+00:00,227007000,-810795870,292277819,-2402,28030,-40,-38,4,-3,49504,55609,False,-81.07958703999999,29.227781862,-2.4016,28.029700000000002
2025-09-30T15:03:09.000322+00:00,227012000,-810795858,292277821,-2669,27762,-5,3,-3,0,49538,55345,False,-81.079585805,29.227782103,-2.6693000000000002,27.762
2025-09-30T15:03:14.000324+00:00,227017000,-810795841,292277818,-2986,27446,4,-4,4,-3,49456,55133,False,-81.07958409599999,29.227781796,-2.9856000000000003,27.445700000000002
2025-09-30T15:03:19.000327+00:00,227022000,-810795829,292277814,-3265,27166,17,39,-2,1,48762,54907,False,-81.07958288299999,29.227781438999997,-3.2652,27.1661
2025-09-30T15:03:24.000330+00:00,227027000,-810795821,292277811,-3580,26851,-35,22,1,4,47418,54701,False,-81.079582135,29.227781121999996,-3.5799,26.851399999999998
2025-09-30T15:03:29.000333+00:00,227032000,-810795815,292277810,-3868,26563,-48,37,-3,1,46292,54561,False,-81.07958154800001,29.227781037,-3.8683,26.5631
2025-09-30T15:03:34.000336+00:00,227037000,-810795814,292277814,-4157,26274,-31,-29,-2,1,45360,54445,False,-81.079581431,29.227781371,-4.1572000000000005,26.2741
2025-09-30T15:03:39.000338+00:00,227042000,-810795809,292277814,-4464,25967,-35,42,-3,0,44759,54324,False,-81.079580935,29.227781441999998,-4.464300000000001,25.967
2025-09-30T15:03:44.000341+00:00,227047000,-810795804,292277813,-4812,25619,-38,22,1,4,44689,54192,False,-81.079580438,29.227781322,-4.8119000000000005,25.6194
2025-09-30T15:03:49.000344+00:00,227052000,-810795796,292277811,-5165,25266,13,-23,1,4,44775,54032,False,-81.079579587,29.227781077,-5.1649,25.266399999999997
2025-09-30T15:03:54.000347+00:00,227057000,-810795794,292277812,-5478,24953,32,-37,-4,-1,44818,53740,False,-81.079579368,29.227781163,-5.4784,24.9529
2025-09-30T15:03:59.000350+00:00,227062000,-810795790,292277811,-5740,24691,-30,19,1,4,44878,53517,False,-81.07957902999999,29.227781119,-5.7399000000000004,24.691399999999998
2025-09-30T15:04:04.000352+00:00,227067000,-810795786,292277815,-6041,24390,-32,49,1,5,44969,53430,False,-81.079578632,29.227781549,-6.040900000000001,24.3905
2025-09-30T15:04:09.000355+00:00,227072000,-810795785,292277818,-6334,24097,38,-1,-1,2,45021,53505,False,-81.079578462,29.227781799,-6.334099999999999,24.0972
2025-09-30T15:04:14.000358+00:00,227077000,-810795793,292277840,-6648,23783,0,49,-3,0,44588,53490,False,-81.07957929999999,29.227784049,-6.6483,23.783
2025-09-30T15:04:19.000361+00:00,227082000,-810795808,292277873,-7032,23400,-42,-47,3,-4,43816,53460,False,-81.079580842,29.227787253,-7.0317,23.3996
2025-09-30T15:04:24.000364+00:00,227087000,-810795814,292277888,-7362,23070,-13,-2,5,-2,43171,53450,False,-81.079581413,29.227788798,-7.3615,23.0698
2025-09-30T15:04:29.000367+00:00,227092000,-810795815,292277897,-7611,22821,-17,-41,3,-4,42649,53506,False,-81.07958151700001,29.227789659,-7.6107,22.820600000000002
