timestamp_utc,iTOW,clkB,clkD,tAcc,fAcc
2025-09-30T15:02:49.000310+00:00,226987000,310738,563,15,749
2025-09-30T15:02:54.000313+00:00,226992000,313556,564,15,747
2025-09-30T15:02:59.000316+00:00,226997000,316379,565,14,752
2025-09-30T15:03:04.000319+00:00,227002000,319200,564,14,760
2025-09-30T15:03:09.000322+00:00,227007000,322018,564,14,752
2025-09-30T15:03:14.000324+00:00,227012000,324836,564,14,755
2025-09-30T15:03:19.000327+00:00,227017000,327653,564,14,745
2025-09-30T15:03:24.000330+00:00,227022000,330471,564,14,723
2025-09-30T15:03:29.000333+00:00,227027000,333288,564,14,751
2025-09-30T15:03:34.000336+00:00,227032000,336105,563,14,755
2025-09-30T15:03:39.000338+00:00,227037000,338920,563,13,757
2025-09-30T15:03:44.000341+00:00,227042000,341737,563,13,758
2025-09-30T15:03:49.000344+00:00,227047000,344553,563,13,766
2025-09-30T15:03:54.000347+00:00,227052000,347369,563,13,769
2025-09-30T15:03:59.000350+00:00,227057000,350185,563,13,724
2025-09-30T15:04:04.000352+00:00,227062000,353001,563,13,725
2025-09-30T15:04:09.000355+00:00,227067000,355816,563,13,735
2025-09-30T15:04:14.000358+00:00,227072000,358631,563,13,737
2025-09-30T15:04:19.000361+00:00,227077000,361445,563,13,749
2025-09-30T15:04:24.000364+00:00,227082000,364259,563,13,761
2025-09-30T15:04:29.000367+00:00,227087000,367073,563,13,769
2025-09-30T15:04:34.000369+00:00,227092000,369887,563,13,774
2025-09-30T15:04:39.000372+00:00,227097000,372700,563,13,776
2025-09-30T15:04:44.000375+00:00,227102000,375513,563,13,789
2025-09-30T15:04:49.000378+00:00,227107000,378327,563,13,795
2025-09-30T15:04:54.000381+00:00,227112000,381140,563,13,804
2025-09-30T15:04:59.000383+00:00,227117000,383953,563,13,783
2025-09-30T15:05:04.000386+00:00,227122000,386766,563,13,783
2025-09-30T15:05:09.000389+00:00,227127000,389578,562,13,782
2025-09-30T15:05:14.000392+00:00,227132000,392391,563,13,782
2025-09-30T15:05:19.000395+00:00,227137000,395203,563,13,781
2025-09-30T15:05:24.000398+00:00,227142000,398015,562,14,795
2025-09-30T15:05:29.000400+00:00,227147000,400827,562,14,795
2025-09-30T15:05:34.000403+00:00,227152000,403638,562,14,799
2025-09-30T15:05:39.000406+00:00,227157000,406449,562,14,795
2025-09-30T15:05:44.000409+00:00,227162000,409260,562,14,794
2025-09-30T15:05:49.000412+00:00,227167000,412070,562,14,792
2025-09-30T15:05:54.000414+00:00,227172000,414881,562,14,794
2025-09-30T15:05:59.000417+00:00,227177000,417692,562,14,795
2025-09-30T15:06:04.000420+00:00,227182000,420504,562,14,802
2025-09-30T15:06:09.000423+00:00,227187000,423315,562,14,800
2025-09-30T15:06:14.000426+00:00,227192000,426125,562,14,783
2025-09-30T15:06:19.000428+00:00,227197000,428935,562,14,801
2025-09-30T15:06:24.000431+00:00,227202000,431745,562,14,826
2025-09-30T15:06:29.000434+00:00,227207000,434554,562,14,796
2025-09-30T15:06:34.000437+00:00,227212000,437363,562,14,796
2025-09-30T15:06:39.000440+00:00,227217000,440173,562,14,796
2025-09-30T15:06:44.000442+00:00,227222000,442982,562,14,804
2025-09-30T15:06:49.000445+00:00,227227000,445791,562,14,812
2025-09-30T15:06:54.000448+00:00,227232000,448599,562,14,804
2025-09-30T15:06:59.000451+00:00,227237000,451407,562,14,823
2025-09-30T15:07:04.000454+00:00,227242000,454215,562,14,823
2025-09-30T15:07:09.000457+00:00,227247000,457024,562,14,837
2025-09-30T15:07:14.000459+00:00,227252000,459833,562,14,834
2025-09-30T15:07:19.000462+00:00,227257000,462642,562,14,843
2025-09-30T15:07:24.000465+00:00,227262000,465450,562,14,837
2025-09-30T15:07:29.000468+00:00,227267000,468258,562,14,847
2025-09-30T15:07:34.000471+00:00,227272000,471066,562,14,820
2025-09-30T15:07:39.000473+00:00,227277000,473874,562,14,825
2025-09-30T15:07:44.000476+00:00,227282000,476681,561,14,829
2025-09-30T15:07:49.000479+00:00,227287000,479489,561,14,824
2025-09-30T15:07:54.000482+00:00,227292000,482296,561,14,823
2025-09-30T15:07:59.000485+00:00,227297000,485102,561,14,825
2025-09-30T15:08:04.000487+00:00,227302000,487909,561,14,855
2025-09-30T15:08:09.000490+00:00,227307000,490715,561,14,862
2025-09-30T15:08:14.000493+00:00,227312000,493522,561,14,866
2025-09-30T15:08:19.000496+00:00,227317000,496328,561,14,865
2025-09-30T15:08:24.000499+00:00,227322000,499134,561,14,877
2025-09-30T15:08:29.000498+00:00,227327000,501941,561,14,868
2025-09-30T15:08:34.000495+00:00,227332000,504747,561,15,871
2025-09-30T15:08:39.000492+00:00,227337000,507552,561,15,860
2025-09-30T15:08:44.000489+00:00,227342000,510357,561,15,830
2025-09-30T15:08:49.000486+00:00,227347000,513163,561,15,757
2025-09-30T15:08:54.000484+00:00,227352000,515968,561,14,756
2025-09-30T15:08:59.000481+00:00,227357000,518773,561,14,820
2025-09-30T15:09:04.000478+00:00,227362000,521578,561,14,838
2025-09-30T15:09:09.000475+00:00,227367000,524384,561,14,832
2025-09-30T15:09:14.000472+00:00,227372000,527190,561,14,824
2025-09-30T15:09:19.000470+00:00,227377000,529995,561,14,838
2025-09-30T15:09:24.000467+00:00,227382000,532799,561,14,836
2025-09-30T15:09:29.000464+00:00,227387000,535604,561,15,854
2025-09-30T15:09:34.000461+00:00,227392000,538408,561,15,854
2025-09-30T15:09:39.000458+00:00,227397000,541213,561,15,857
2025-09-30T15:09:44.000455+00:00,227402000,544017,561,15,858
2025-09-30T15:09:49.000453+00:00,227407000,546822,561,15,865
2025-09-30T15:09:54.000450+00:00,227412000,549626,561,15,862
2025-09-30T15:09:59.000447+00:00,227417000,552431,561,15,867
2025-09-30T15:10:04.000444+00:00,227422000,555236,561,15,849
2025-09-30T15:10:09.000441+00:00,227427000,558041,561,15,860
2025-09-30T15:10:14.000439+00:00,227432000,560846,561,15,876
2025-09-30T15:10:19.000436+00:00,227437000,563650,561,15,876
2025-09-30T15:10:24.000433+00:00,227442000,566454,561,15,883
2025-09-30T15:10:29.000430+00:00,227447000,569258,561,15,878
2025-09-30T15:10:34.000427+00:00,227452000,572061,561,16,886
2025-09-30T15:10:39.000425+00:00,227457000,574864,560,16,901
2025-09-30T15:10:44.000422+00:00,227462000,577667,560,16,888
2025-09-30T15:10:49.000419+00:00,227467000,580469,560,16,893
2025-09-30T15:10:54.000416+00:00,227472000,583272,561,16,895
2025-09-30T15:10:59.000413+00:00,227477000,586074,560,16,898
2025-09-30T15:11:04.000411+00:00,227482000,588875,560,16,901
2025-09-30T15:11:09.000408+00:00,227487000,591677,560,16,892
2025-09-30T15:11:14.000405+00:00,227492000,594479,560,16,897
2025-09-30T15:11:19.000402+00:00,227497000,597280,560,16,894
2025-09-30T15:11:24.000399+00:00,227502000,600081,560,16,891
2025-09-30T15:11:29.000397+00:00,227507000,602882,560,16,901
2025-09-30T15:11:34.000394+00:00,227512000,605682,560,16,905
2025-09-30T15:11:39.000391+00:00,227517000,608482,560,16,910
2025-09-30T15:11:44.000388+00:00,227522000,611282,560,16,906
2025-09-30T15:11:49.000385+00:00,227527000,614082,560,16,910
2025-09-30T15:11:54.000383+00:00,227532000,616881,560,17,902
2025-09-30T15:11:59.000380+00:00,227537000,619680,560,17,909
2025-09-30T15:12:04.000377+00:00,227542000,622479,560,17,911
2025-09-30T15:12:09.000374+00:00,227547000,625278,560,17,926
2025-09-30T15:12:14.000371+00:00,227552000,628076,560,17,872
2025-09-30T15:12:19.000369+00:00,227557000,630875,560,17,863
2025-09-30T15:12:24.000366+00:00,227562000,633673,560,17,859
2025-09-30T15:12:29.000363+00:00,227567000,636471,560,17,858
2025-09-30T15:12:34.000360+00:00,227572000,639269,560,17,886
2025-09-30T15:12:39.000357+00:00,227577000,642067,560,17,885
2025-09-30T15:12:44.000355+00:00,227582000,644865,560,17,889
2025-09-30T15:12:49.000352+00:00,227587000,647663,560,17,874
2025-09-30T15:12:54.000349+00:00,227592000,650461,560,17,869
2025-09-30T15:12:59.000346+00:00,227597000,653259,560,17,859
2025-09-30T15:13:04.000343+00:00,227602000,656056,560,17,853
2025-09-30T15:13:09.000341+00:00,227607000,658854,559,17,857
2025-09-30T15:13:14.000338+00:00,227612000,661651,559,17,862
2025-09-30T15:13:19.000335+00:00,227617000,664448,559,17,873
2025-09-30T15:13:24.000332+00:00,227622000,667245,559,17,874
2025-09-30T15:13:29.000329+00:00,227627000,670042,560,18,870
2025-09-30T15:13:34.000327+00:00,227632000,672839,559,18,874
2025-09-30T15:13:39.000324+00:00,227637000,675635,559,18,864
2025-09-30T15:13:44.000321+00:00,227642000,678431,559,18,854
2025-09-30T15:13:49.000318+00:00,227647000,681227,559,18,857
2025-09-30T15:13:54.000315+00:00,227652000,684023,559,18,864
2025-09-30T15:13:59.000313+00:00,227657000,686818,559,18,868
2025-09-30T15:14:04.000310+00:00,227662000,689614,559,18,870
2025-09-30T15:14:09.000307+00:00,227667000,692409,559,18,874
2025-09-30T15:14:14.000304+00:00,227672000,695204,559,18,871
2025-09-30T15:14:19.000302+00:00,227677000,698000,559,18,878
2025-09-30T15:14:24.000299+00:00,227682000,700795,559,18,891
2025-09-30T15:14:29.000296+00:00,227687000,703590,559,18,880
2025-09-30T15:14:34.000293+00:00,227692000,706385,559,18,877
2025-09-30T15:14:39.000290+00:00,227697000,709180,559,18,871
2025-09-30T15:14:44.000288+00:00,227702000,711975,559,18,883
2025-09-30T15:14:49.000285+00:00,227707000,714770,559,18,889
2025-09-30T15:14:54.000282+00:00,227712000,717564,559,18,871
2025-09-30T15:14:59.000279+00:00,227717000,720359,559,18,850
2025-09-30T15:15:04.000276+00:00,227722000,723153,559,18,862
2025-09-30T15:15:09.000274+00:00,227727000,725947,559,18,849
2025-09-30T15:15:14.000271+00:00,227732000,728741,559,18,840
2025-09-30T15:15:19.000268+00:00,227737000,731534,559,18,842
2025-09-30T15:15:24.000265+00:00,227742000,734328,559,18,839
2025-09-30T15:15:29.000262+00:00,227747000,737121,559,18,844
2025-09-30T15:15:34.000260+00:00,227752000,739915,559,18,846
2025-09-30T15:15:39.000257+00:00,227757000,742708,559,18,844
2025-09-30T15:15:44.000254+00:00,227762000,745501,559,18,832
2025-09-30T15:15:49.000251+00:00,227767000,748295,559,18,833
2025-09-30T15:15:54.000248+00:00,227772000,751087,559,18,843
2025-09-30T15:15:59.000246+00:00,227777000,753880,558,18,841
2025-09-30T15:16:04.000243+00:00,227782000,756672,558,18,850
2025-09-30T15:16:09.000240+00:00,227787000,759464,558,18,855
2025-09-30T15:16:14.000237+00:00,227792000,762256,558,18,879
2025-09-30T15:16:19.000234+00:00,227797000,765048,558,18,876
2025-09-30T15:16:24.000232+00:00,227802000,767839,558,18,878
2025-09-30T15:16:29.000229+00:00,227807000,770631,558,18,874
2025-09-30T15:16:34.000226+00:00,227812000,773422,558,18,873
2025-09-30T15:16:39.000223+00:00,227817000,776213,558,18,872
2025-09-30T15:16:44.000220+00:00,227822000,779004,558,18,867
2025-09-30T15:16:49.000218+00:00,227827000,781795,558,18,865
2025-09-30T15:16:54.000215+00:00,227832000,784585,558,18,867
2025-09-30T15:16:59.000212+00:00,227837000,787376,558,18,876
2025-09-30T15:17:04.000209+00:00,227842000,790167,558,18,875
2025-09-30T15:17:09.000207+00:00,227847000,792958,558,18,865
2025-09-30T15:17:14.000204+00:00,227852000,795748,558,18,867
2025-09-30T15:17:19.000201+00:00,227857000,798539,558,18,867
2025-09-30T15:17:24.000198+00:00,227862000,801328,558,18,866
2025-09-30T15:17:29.000195+00:00,227867000,804118,558,18,895
2025-09-30T15:17:34.000193+00:00,227872000,806908,558,18,887
2025-09-30T15:17:39.000190+00:00,227877000,809698,558,18,869
2025-09-30T15:17:44.000187+00:00,227882000,812488,558,18,853
2025-09-30T15:17:49.000184+00:00,227887000,815278,558,18,872
2025-09-30T15:17:54.000181+00:00,227892000,818068,558,18,874
2025-09-30T15:17:59.000179+00:00,227897000,820858,558,18,865
2025-09-30T15:18:04.000176+00:00,227902000,823647,558,18,864
2025-09-30T15:18:09.000173+00:00,227907000,826436,558,18,862
2025-09-30T15:18:14.000170+00:00,227912000,829224,558,18,858
2025-09-30T15:18:19.000167+00:00,227917000,832013,558,18,860
2025-09-30T15:18:24.000165+00:00,227922000,834801,558,18,859
2025-09-30T15:18:29.000162+00:00,227927000,837590,558,18,836
2025-09-30T15:18:34.000159+00:00,227932000,840378,558,17,841
2025-09-30T15:18:39.000156+00:00,227937000,843165,557,17,872
2025-09-30T15:18:44.000154+00:00,227942000,845953,557,17,859
2025-09-30T15:18:49.000151+00:00,227947000,848741,558,17,860
2025-09-30T15:18:54.000148+00:00,227952000,851528,557,17,859
2025-09-30T15:18:59.000145+00:00,227957000,854315,557,17,853
2025-09-30T15:19:04.000142+00:00,227962000,857101,557,17,868
2025-09-30T15:19:09.000140+00:00,227967000,859888,557,17,862
2025-09-30T15:19:14.000137+00:00,227972000,862675,557,17,861
2025-09-30T15:19:19.000134+00:00,227977000,865461,557,17,864
2025-09-30T15:19:24.000131+00:00,227982000,868247,557,18,869
2025-09-30T15:19:29.000128+00:00,227987000,871033,557,18,868
2025-09-30T15:19:34.000126+00:00,227992000,873819,557,18,856
2025-09-30T15:19:39.000123+00:00,227997000,876605,557,18,867
2025-09-30T15:19:44.000120+00:00,228002000,879391,557,18,867
2025-09-30T15:19:49.000117+00:00,228007000,882177,557,18,886
2025-09-30T15:19:54.000115+00:00,228012000,884963,557,18,885
2025-09-30T15:19:59.000112+00:00,228017000,887747,557,18,873
2025-09-30T15:20:04.000109+00:00,228022000,890532,557,18,874
2025-09-30T15:20:09.000106+00:00,228027000,893317,557,18,874
2025-09-30T15:20:14.000103+00:00,228032000,896101,557,18,877
2025-09-30T15:20:19.000101+00:00,228037000,898885,557,18,884
2025-09-30T15:20:24.000098+00:00,228042000,901670,557,19,881
2025-09-30T15:20:29.000095+00:00,228047000,904453,557,19,868
2025-09-30T15:20:34.000092+00:00,228052000,907237,557,19,872
2025-09-30T15:20:39.000089+00:00,228057000,910020,557,19,868
2025-09-30T15:20:44.000087+00:00,228062000,912803,557,19,910
2025-09-30T15:20:49.000084+00:00,228067000,915586,557,19,912
2025-09-30T15:20:54.000081+00:00,228072000,918369,557,19,909
2025-09-30T15:20:59.000078+00:00,228077000,921152,557,19,900
2025-09-30T15:21:04.000076+00:00,228082000,923935,557,19,906
2025-09-30T15:21:09.000073+00:00,228087000,926718,557,19,901
2025-09-30T15:21:14.000070+00:00,228092000,929500,557,20,885
2025-09-30T15:21:19.000067+00:00,228097000,932283,557,20,891
2025-09-30T15:21:24.000064+00:00,228102000,935066,556,20,887
2025-09-30T15:21:29.000062+00:00,228107000,937848,556,20,884
2025-09-30T15:21:34.000059+00:00,228112000,940629,556,20,883
2025-09-30T15:21:39.000056+00:00,228117000,943411,556,20,883
2025-09-30T15:21:44.000053+00:00,228122000,946193,556,20,894
2025-09-30T15:21:49.000051+00:00,228127000,948974,556,20,873
2025-09-30T15:21:54.000048+00:00,228132000,951755,556,20,865
2025-09-30T15:21:59.000045+00:00,228137000,954537,556,20,854
2025-09-30T15:22:04.000042+00:00,228142000,957318,556,20,865
2025-09-30T15:22:09.000039+00:00,228147000,960099,556,20,865
2025-09-30T15:22:14.000037+00:00,228152000,962880,556,20,874
2025-09-30T15:22:19.000034+00:00,228157000,965661,556,20,847
2025-09-30T15:22:24.000031+00:00,228162000,968442,556,20,850
2025-09-30T15:22:29.000028+00:00,228167000,971224,556,20,845
2025-09-30T15:22:34.000025+00:00,228172000,974005,556,20,841
2025-09-30T15:22:39.000023+00:00,228177000,976785,556,20,840
2025-09-30T15:22:44.000020+00:00,228182000,979566,556,20,832
2025-09-30T15:22:49.000017+00:00,228187000,982346,556,19,841
2025-09-30T15:22:54.000014+00:00,228192000,985126,556,19,845
2025-09-30T15:22:59.000012+00:00,228197000,987905,556,19,843
2025-09-30T15:23:04.000009+00:00,228202000,990685,556,19,853
2025-09-30T15:23:09.000006+00:00,228207000,993464,556,19,857
2025-09-30T15:23:14.000003+00:00,228212000,996243,556,19,876
2025-09-30T15:23:19+00:00,228217000,999022,556,19,885
2025-09-30T15:23:24.000001+00:00,228222000,1801,556,19,881
2025-09-30T15:23:29.000004+00:00,228227000,4580,556,19,882
2025-09-30T15:23:34.000007+00:00,228232000,7358,556,19,879
2025-09-30T15:23:39.000010+00:00,228237000,10137,556,19,882
2025-09-30T15:23:44.000012+00:00,228242000,12915,556,19,871
2025-09-30T15:23:49.000015+00:00,228247000,15693,556,19,877
2025-09-30T15:23:54.000018+00:00,228252000,18471,556,19,877
2025-09-30T15:23:59.000021+00:00,228257000,21250,556,20,872
2025-09-30T15:24:04.000024+00:00,228262000,24028,556,20,873
2025-09-30T15:24:09.000026+00:00,228267000,26806,556,20,871
