timestamp_utc,iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,pAcc,invalidEcef,ecefX_full_m,ecefY_full_m,ecefZ_full_m
,226987000,86378240,-550317627,309595758,-36,-14,-27,76888,False,863782.3964,-5503176.2714,3095957.5773
2025-09-30T15:02:49.000310+00:00,226992000,86378261,-550317578,309595737,18,-20,49,75943,False,863782.6118,-5503175.782000001,3095957.3749
2025-09-30T15:02:54.000313+00:00,226997000,86378277,-550317544,309595720,-34,11,9,75311,False,863782.7666,-5503175.4389,3095957.2009
2025-09-30T15:02:59.000316+00:00,227002000,86378289,-550317512,309595709,-25,-16,-3,74755,False,863782.8875000001,-5503175.1216,3095957.0897
2025-09-30T15:03:04.000319+00:00,227007000,86378300,-550317476,309595699,-46,12,33,74452,False,863782.9954,-5503174.7588,3095956.9933
2025-09-30T15:03:09.000322+00:00,227012000,86378308,-550317450,309595689,-43,35,-42,74278,False,863783.0756999999,-5503174.4965,3095956.8858000003
2025-09-30T15:03:14.000324+00:00,227017000,86378320,-550317421,309595670,-4,-45,17,74064,False,863783.1995999999,-5503174.2145,3095956.7017
2025-09-30T15:03:19.000327+00:00,227022000,86378328,-550317397,309595653,14,-43,6,73434,False,863783.2814,-5503173.9743,3095956.5305999997
2025-09-30T15:03:24.000330+00:00,227027000,86378331,-550317371,309595635,33,13,-37,72393,False,863783.3133,-5503173.7087,3095956.3463000003
2025-09-30T15:03:29.000333+00:00,227032000,86378333,-550317346,309595620,13,43,-27,71553,False,863783.3313,-5503173.4557,3095956.1973
2025-09-30T15:03:34.000336+00:00,227037000,86378330,-550317319,309595609,7,30,-15,70864,False,863783.3007,-5503173.187000001,3095956.0885
2025-09-30T15:03:39.000338+00:00,227042000,86378331,-550317291,309595595,-38,-9,-46,70388,False,863783.3062000001,-5503172.9109000005,3095955.9454
2025-09-30T15:03:44.000341+00:00,227047000,86378331,-550317261,309595576,-22,-2,41,70241,False,863783.3078000001,-5503172.6102,3095955.7641
2025-09-30T15:03:49.000344+00:00,227052000,86378334,-550317231,309595557,39,39,-20,70173,False,863783.3439,-5503172.3061,3095955.568
2025-09-30T15:03:54.000347+00:00,227057000,86378332,-550317203,309595542,18,21,32,69976,False,863783.3217999999,-5503172.0279,3095955.4232
2025-09-30T15:03:59.000350+00:00,227062000,86378332,-550317180,309595529,-8,2,14,69844,False,863783.3191999999,-5503171.7998,3095955.2914
2025-09-30T15:04:04.000352+00:00,227067000,86378331,-550317151,309595519,31,-13,-40,69836,False,863783.3131,-5503171.511299999,3095955.1859999998
2025-09-30T15:04:09.000355+00:00,227072000,86378329,-550317124,309595507,-23,-26,-30,69926,False,863783.2877,-5503171.2426,3095955.067
2025-09-30T15:04:14.000358+00:00,227077000,86378315,-550317086,309595513,-42,-40,12,69637,False,863783.1458,-5503170.864,3095955.1311999997
2025-09-30T15:04:19.000361+00:00,227082000,86378292,-550317039,309595525,-11,46,39,69121,False,863782.9189,-5503170.3854,3095955.2539
2025-09-30T15:04:24.000364+00:00,227087000,86378281,-550317003,309595524,-36,29,23,68707,False,863782.8064,-5503170.0271000005,3095955.2423
2025-09-30T15:04:29.000367+00:00,227092000,86378276,-550316977,309595520,-45,23,39,68423,False,863782.7555,-5503169.7677,3095955.2039
2025-09-30T15:04:34.000369+00:00,227097000,86378282,-550316964,309595507,41,-48,-12,68218,False,863782.8241,-5503169.6448,3095955.0688
2025-09-30T15:04:39.000372+00:00,227102000,86378291,-550316964,309595491,-7,-45,43,68129,False,863782.9093,-5503169.6444999995,3095954.9143000003
2025-09-30T15:04:44.000375+00:00,227107000,86378301,-550316969,309595478,49,40,40,68138,False,863783.0149000001,-5503169.686000001,3095954.784
2025-09-30T15:04:49.000378+00:00,227112000,86378316,-550316979,309595459,38,-32,-44,68215,False,863783.1638,-5503169.7932,3095954.5856
2025-09-30T15:04:54.000381+00:00,227117000,86378331,-550316986,309595441,-34,-26,-39,68129,False,863783.3066,-5503169.862600001,3095954.4061000003
2025-09-30T15:04:59.000383+00:00,227122000,86378342,-550316983,309595423,-3,-6,35,67892,False,863783.4197000001,-5503169.8306,3095954.2335
2025-09-30T15:05:04.000386+00:00,227127000,86378354,-550316984,309595412,5,17,-23,67751,False,863783.5405,-5503169.8383,3095954.1177000003
2025-09-30T15:05:09.000389+00:00,227132000,86378363,-550316983,309595406,-23,-38,-50,67637,False,863783.6277,-5503169.8338,3095954.055
2025-09-30T15:05:14.000392+00:00,227137000,86378372,-550316979,309595401,-36,14,-20,67578,False,863783.7163999999,-5503169.7886,3095954.008
2025-09-30T15:05:19.000395+00:00,227142000,86378375,-550316973,309595391,35,23,-31,67654,False,863783.7535,-5503169.727700001,3095953.9069000003
2025-09-30T15:05:24.000398+00:00,227147000,86378376,-550316960,309595380,-9,-27,-21,67732,False,863783.7591,-5503169.6027,3095953.7978999997
2025-09-30T15:05:29.000400+00:00,227152000,86378378,-550316946,309595364,27,-3,31,67746,False,863783.7827,-5503169.4603,3095953.6431
2025-09-30T15:05:34.000403+00:00,227157000,86378377,-550316936,309595357,37,40,-9,67721,False,863783.7737,-5503169.356000001,3095953.5691
2025-09-30T15:05:39.000406+00:00,227162000,86378377,-550316924,309595348,-23,33,2,67650,False,863783.7677,-5503169.2367,3095953.4802
2025-09-30T15:05:44.000409+00:00,227167000,86378372,-550316909,309595333,2,-41,29,67595,False,863783.7202,-5503169.094099999,3095953.3329000003
2025-09-30T15:05:49.000412+00:00,227172000,86378368,-550316898,309595325,16,38,20,67600,False,863783.6816,-5503168.9762,3095953.252
2025-09-30T15:05:54.000414+00:00,227177000,86378368,-550316887,309595317,-42,27,-1,67741,False,863783.6758000001,-5503168.8673,3095953.1699
2025-09-30T15:05:59.000417+00:00,227182000,86378365,-550316876,309595305,-16,5,32,67915,False,863783.6484000001,-5503168.7595,3095953.0532
2025-09-30T15:06:04.000420+00:00,227187000,86378358,-550316861,309595292,-49,-22,28,68027,False,863783.5750999999,-5503168.6122,3095952.9228
2025-09-30T15:06:09.000423+00:00,227192000,86378351,-550316852,309595281,-11,1,-26,67938,False,863783.5089,-5503168.5199,3095952.8074000003
2025-09-30T15:06:14.000426+00:00,227197000,86378345,-550316846,309595270,-34,27,-20,67792,False,863783.4465999999,-5503168.4573,3095952.6980000003
2025-09-30T15:06:19.000428+00:00,227202000,86378340,-550316845,309595259,27,5,-4,67921,False,863783.4027,-5503168.4495,3095952.5896
2025-09-30T15:06:24.000431+00:00,227207000,86378336,-550316845,309595249,15,-18,-16,67860,False,863783.3615,-5503168.4518,3095952.4884
2025-09-30T15:06:29.000434+00:00,227212000,86378330,-550316847,309595241,-2,-24,3,67806,False,863783.2998,-5503168.472399999,3095952.4103
2025-09-30T15:06:34.000437+00:00,227217000,86378329,-550316853,309595236,-41,10,-24,67738,False,863783.2859,-5503168.529,3095952.3575999998
2025-09-30T15:06:39.000440+00:00,227222000,86378327,-550316857,309595229,-20,14,41,67678,False,863783.268,-5503168.5686,3095952.2941
2025-09-30T15:06:44.000442+00:00,227227000,86378324,-550316858,309595220,-38,39,20,67670,False,863783.2362,-5503168.5761,3095952.202
2025-09-30T15:06:49.000445+00:00,227232000,86378325,-550316860,309595209,-49,6,25,67690,False,863783.2451,-5503168.5994,3095952.0925
2025-09-30T15:06:54.000448+00:00,227237000,86378317,-550316863,309595209,28,10,-18,67888,False,863783.1728000001,-5503168.629,3095952.0881999996
2025-09-30T15:06:59.000451+00:00,227242000,86378315,-550316860,309595205,12,-19,-43,68219,False,863783.1512000001,-5503168.601899999,3095952.0456999997
2025-09-30T15:07:04.000454+00:00,227247000,86378315,-550316858,309595207,-43,-33,10,68532,False,863783.1457,-5503168.5833,3095952.071
2025-09-30T15:07:09.000457+00:00,227252000,86378320,-550316863,309595205,-12,-23,10,68809,False,863783.1987999999,-5503168.6323,3095952.051
2025-09-30T15:07:14.000459+00:00,227257000,86378325,-550316870,309595207,-34,41,29,69190,False,863783.2466,-5503168.695900001,3095952.0729
2025-09-30T15:07:19.000462+00:00,227262000,86378331,-550316872,309595205,-12,-10,-4,69569,False,863783.3088,-5503168.721,3095952.0496
2025-09-30T15:07:24.000465+00:00,227267000,86378335,-550316879,309595204,46,31,-41,69909,False,863783.3546,-5503168.7869,3095952.0359
2025-09-30T15:07:29.000468+00:00,227272000,86378337,-550316887,309595204,2,21,-11,70056,False,863783.3702,-5503168.8679,3095952.0389
2025-09-30T15:07:34.000471+00:00,227277000,86378338,-550316895,309595210,-19,-25,28,70361,False,863783.3781,-5503168.952500001,3095952.1028
2025-09-30T15:07:39.000473+00:00,227282000,86378332,-550316905,309595225,-30,-29,-35,70869,False,863783.3169999999,-5503169.0529,3095952.2465
2025-09-30T15:07:44.000476+00:00,227287000,86378332,-550316907,309595229,18,-6,32,71201,False,863783.3217999999,-5503169.0706,3095952.2932
2025-09-30T15:07:49.000479+00:00,227292000,86378332,-550316908,309595234,-48,-13,-1,71563,False,863783.3152,-5503169.0813,3095952.3399
2025-09-30T15:07:54.000482+00:00,227297000,86378327,-550316901,309595240,27,-31,14,72097,False,863783.2727,-5503169.0131,3095952.4014
2025-09-30T15:07:59.000485+00:00,227302000,86378316,-550316885,309595255,16,-16,-13,72692,False,863783.1616,-5503168.8516,3095952.5486999997
2025-09-30T15:08:04.000487+00:00,227307000,86378316,-550316884,309595259,38,31,-19,73532,False,863783.1638,-5503168.8368999995,3095952.5881
2025-09-30T15:08:09.000490+00:00,227312000,86378309,-550316880,309595272,46,-31,-28,74374,False,863783.0946,-5503168.8031,3095952.7172000003
2025-09-30T15:08:14.000493+00:00,227317000,86378303,-550316875,309595282,30,-25,8,75131,False,863783.033,-5503168.7525,3095952.8208
2025-09-30T15:08:19.000496+00:00,227322000,86378293,-550316875,309595302,13,33,42,76091,False,863782.9313,-5503168.7467,3095953.0242
2025-09-30T15:08:24.000499+00:00,227327000,86378287,-550316872,309595314,-23,7,-10,76861,False,863782.8677,-5503168.7193,3095953.139
2025-09-30T15:08:29.000498+00:00,227332000,86378275,-550316866,309595332,6,44,-30,77350,False,863782.7506,-5503168.6556,3095953.317
2025-09-30T15:08:34.000495+00:00,227337000,86378262,-550316855,309595353,18,36,-27,77464,False,863782.6218,-5503168.546399999,3095953.5272999997
2025-09-30T15:08:39.000492+00:00,227342000,86378250,-550316837,309595366,15,30,14,77304,False,863782.5015,-5503168.367000001,3095953.6614
2025-09-30T15:08:44.000489+00:00,227347000,86378241,-550316830,309595378,44,44,-19,76893,False,863782.4144,-5503168.2956,3095953.7780999998
2025-09-30T15:08:49.000486+00:00,227352000,86378237,-550316826,309595388,0,-4,-38,76787,False,863782.37,-5503168.2604,3095953.8762
2025-09-30T15:08:54.000484+00:00,227357000,86378234,-550316827,309595397,43,-29,-36,77072,False,863782.3443,-5503168.272899999,3095953.9664000003
2025-09-30T15:08:59.000481+00:00,227362000,86378229,-550316829,309595404,-3,-36,27,77405,False,863782.2897000001,-5503168.2936,3095954.0427
2025-09-30T15:09:04.000478+00:00,227367000,86378218,-550316832,309595424,28,30,-40,77630,False,863782.1828000001,-5503168.317000001,3095954.236
2025-09-30T15:09:09.000475+00:00,227372000,86378207,-550316835,309595449,30,-44,-9,77458,False,863782.073,-5503168.3544,3095954.4891000004
2025-09-30T15:09:14.000472+00:00,227377000,86378192,-550316829,309595478,-2,5,45,76933,False,863781.9198,-5503168.2895,3095954.7844999996
2025-09-30T15:09:19.000470+00:00,227382000,86378177,-550316830,309595507,43,7,47,76180,False,863781.7743,-5503168.2993,3095955.0746999998
2025-09-30T15:09:24.000467+00:00,227387000,86378172,-550316843,309595533,-32,6,37,75726,False,863781.7167999999,-5503168.4294,3095955.3337
2025-09-30T15:09:29.000464+00:00,227392000,86378170,-550316864,309595552,10,-40,-4,75431,False,863781.701,-5503168.643999999,3095955.5196
2025-09-30T15:09:34.000461+00:00,227397000,86378181,-550316894,309595558,-1,-47,-22,75188,False,863781.8099000001,-5503168.944700001,3095955.5778
2025-09-30T15:09:39.000458+00:00,227402000,86378195,-550316922,309595556,34,-3,28,75060,False,863781.9534,-5503169.2203,3095955.5628
2025-09-30T15:09:44.000455+00:00,227407000,86378206,-550316954,309595563,6,17,10,74922,False,863782.0606000001,-5503169.5383,3095955.631
2025-09-30T15:09:49.000453+00:00,227412000,86378219,-550316989,309595568,-33,43,-20,74781,False,863782.1867,-5503169.8856999995,3095955.6780000003
2025-09-30T15:09:54.000450+00:00,227417000,86378231,-550317030,309595575,-11,-2,7,74754,False,863782.3089000001,-5503170.3001999995,3095955.7507
2025-09-30T15:09:59.000447+00:00,227422000,86378240,-550317078,309595588,13,41,1,74742,False,863782.4013,-5503170.775900001,3095955.8800999997
2025-09-30T15:10:04.000444+00:00,227427000,86378246,-550317122,309595603,10,-22,28,74770,False,863782.461,-5503171.2222,3095956.0327999997
2025-09-30T15:10:09.000441+00:00,227432000,86378253,-550317163,309595610,-16,26,-32,75048,False,863782.5284000001,-5503171.6274,3095956.0968
2025-09-30T15:10:14.000439+00:00,227437000,86378257,-550317186,309595612,3,45,-18,75439,False,863782.5702999999,-5503171.8555000005,3095956.1182
2025-09-30T15:10:19.000436+00:00,227442000,86378255,-550317199,309595619,34,-28,-3,75821,False,863782.5534000001,-5503171.9928,3095956.1897
2025-09-30T15:10:24.000433+00:00,227447000,86378256,-550317217,309595624,32,-26,-2,76150,False,863782.5632000001,-5503172.1726,3095956.2398
2025-09-30T15:10:29.000430+00:00,227452000,86378263,-550317236,309595629,-16,38,-24,76460,False,863782.6284,-5503172.3562,3095956.2876
2025-09-30T15:10:34.000427+00:00,227457000,86378272,-550317250,309595624,-31,-11,-38,76860,False,863782.7169,-5503172.5011,3095956.2362
2025-09-30T15:10:39.000425+00:00,227462000,86378274,-550317263,309595624,-24,12,-43,77004,False,863782.7376,-5503172.6288,3095956.2357
2025-09-30T15:10:44.000422+00:00,227467000,86378284,-550317280,309595614,37,19,-31,77112,False,863782.8437,-5503172.7981,3095956.1369000003
2025-09-30T15:10:49.000419+00:00,227472000,86378293,-550317299,309595611,41,6,-1,77335,False,863782.9341000001,-5503172.9894,3095956.1099
2025-09-30T15:10:54.000416+00:00,227477000,86378306,-550317316,309595602,18,-19,1,77582,False,863783.0618,-5503173.1619,3095956.0201
2025-09-30T15:10:59.000413+00:00,227482000,86378313,-550317316,309595593,-22,34,24,77875,False,863783.1278,-5503173.1566,3095955.9324000003
2025-09-30T15:11:04.000411+00:00,227487000,86378312,-550317315,309595587,3,2,35,78167,False,863783.1203,-5503173.149800001,3095955.8735
2025-09-30T15:11:09.000408+00:00,227492000,86378310,-550317308,309595584,-3,-22,-3,78444,False,863783.0997,-5503173.0822,3095955.8397
2025-09-30T15:11:14.000405+00:00,227497000,86378310,-550317308,309595582,-5,-12,-39,78755,False,863783.0995,-5503173.0812,3095955.8161
2025-09-30T15:11:19.000402+00:00,227502000,86378307,-550317292,309595574,18,42,33,78997,False,863783.0717999999,-5503172.9158,3095955.7433
2025-09-30T15:11:24.000399+00:00,227507000,86378306,-550317284,309595567,-32,-4,-28,79208,False,863783.0568,-5503172.8404,3095955.6672
2025-09-30T15:11:29.000397+00:00,227512000,86378296,-550317261,309595566,13,17,38,79496,False,863782.9613,-5503172.6083,3095955.6638
2025-09-30T15:11:34.000394+00:00,227517000,86378293,-550317244,309595557,-4,13,31,79800,False,863782.9296,-5503172.438700001,3095955.5730999997
2025-09-30T15:11:39.000391+00:00,227522000,86378289,-550317222,309595550,36,-7,13,80014,False,863782.8936000001,-5503172.2206999995,3095955.5013
2025-09-30T15:11:44.000388+00:00,227527000,86378273,-550317192,309595553,-4,10,11,80171,False,863782.7296,-5503171.919,3095955.5311
2025-09-30T15:11:49.000385+00:00,227532000,86378262,-550317163,309595547,41,-26,-27,80433,False,863782.6241,-5503171.6326,3095955.4673
2025-09-30T15:11:54.000383+00:00,227537000,86378255,-550317137,309595539,-26,12,-23,80836,False,863782.5474,-5503171.3688,3095955.3877000003
2025-09-30T15:11:59.000380+00:00,227542000,86378254,-550317118,309595528,39,12,-40,81199,False,863782.5439,-5503171.1788,3095955.2759999996
2025-09-30T15:12:04.000377+00:00,227547000,86378252,-550317097,309595513,36,38,37,81640,False,863782.5236000001,-5503170.9662,3095955.1336999997
2025-09-30T15:12:09.000374+00:00,227552000,86378248,-550317074,309595499,2,16,31,81969,False,863782.4802,-5503170.7384,3095954.9931
2025-09-30T15:12:14.000371+00:00,227557000,86378241,-550317051,309595483,-32,46,-38,81960,False,863782.4068,-5503170.5054,3095954.8262
2025-09-30T15:12:19.000369+00:00,227562000,86378235,-550317026,309595468,23,4,-2,81876,False,863782.3523,-5503170.2595999995,3095954.6798
2025-09-30T15:12:24.000366+00:00,227567000,86378233,-550316997,309595450,49,24,40,81753,False,863782.3349,-5503169.9676,3095954.504
2025-09-30T15:12:29.000363+00:00,227572000,86378231,-550316982,309595440,15,7,-45,81906,False,863782.3115000001,-5503169.819300001,3095954.3955
2025-09-30T15:12:34.000360+00:00,227577000,86378230,-550316964,309595425,38,20,-20,82046,False,863782.3038,-5503169.637999999,3095954.248
2025-09-30T15:12:39.000357+00:00,227582000,86378234,-550316949,309595409,4,0,29,82167,False,863782.3404,-5503169.49,3095954.0929
2025-09-30T15:12:44.000355+00:00,227587000,86378234,-550316940,309595397,15,-6,-21,82370,False,863782.3415,-5503169.4006,3095953.9679
2025-09-30T15:12:49.000352+00:00,227592000,86378233,-550316927,309595380,47,26,22,82471,False,863782.3347,-5503169.267399999,3095953.8022
2025-09-30T15:12:54.000349+00:00,227597000,86378231,-550316925,309595373,-45,7,37,82555,False,863782.3055,-5503169.2493,3095953.7336999997
2025-09-30T15:12:59.000346+00:00,227602000,86378229,-550316921,309595362,0,16,-33,82633,False,863782.29,-5503169.2084,3095953.6167
2025-09-30T15:13:04.000343+00:00,227607000,86378230,-550316911,309595351,-35,25,-2,82743,False,863782.2965,-5503169.1075,3095953.5097999997
2025-09-30T15:13:09.000341+00:00,227612000,86378229,-550316906,309595340,23,36,47,82957,False,863782.2923000001,-5503169.056399999,3095953.4047
2025-09-30T15:13:14.000338+00:00,227617000,86378227,-550316890,309595339,-30,35,-14,83217,False,863782.267,-5503168.896500001,3095953.3886
2025-09-30T15:13:19.000335+00:00,227622000,86378226,-550316882,309595338,-34,35,-39,83465,False,863782.2566,-5503168.816500001,3095953.3761
2025-09-30T15:13:24.000332+00:00,227627000,86378216,-550316874,309595341,24,-21,-48,83644,False,863782.1624,-5503168.7421,3095953.4052
2025-09-30T15:13:29.000329+00:00,227632000,86378213,-550316861,309595337,-43,-15,21,83852,False,863782.1257,-5503168.611500001,3095953.3721000003
2025-09-30T15:13:34.000327+00:00,227637000,86378210,-550316848,309595337,-15,35,30,84058,False,863782.0985,-5503168.476500001,3095953.373
2025-09-30T15:13:39.000324+00:00,227642000,86378211,-550316836,309595333,6,20,38,84204,False,863782.1106,-5503168.358,3095953.3338
2025-09-30T15:13:44.000321+00:00,227647000,86378209,-550316818,309595331,-31,-19,-23,84330,False,863782.0869,-5503168.181899999,3095953.3077000002
2025-09-30T15:13:49.000318+00:00,227652000,86378206,-550316803,309595324,-23,11,19,84365,False,863782.0577,-5503168.0289,3095953.2419000003
2025-09-30T15:13:54.000315+00:00,227657000,86378199,-550316792,309595319,25,29,-26,84434,False,863781.9924999999,-5503167.9171,3095953.1874
2025-09-30T15:13:59.000313+00:00,227662000,86378197,-550316787,309595306,36,-3,6,84494,False,863781.9736,-5503167.8703000005,3095953.0606
2025-09-30T15:14:04.000310+00:00,227667000,86378199,-550316789,309595289,41,-40,-19,84568,False,863781.9941,-5503167.893999999,3095952.8881
2025-09-30T15:14:09.000307+00:00,227672000,86378199,-550316791,309595280,-21,-26,-18,84629,False,863781.9879,-5503167.9126,3095952.7981999996
2025-09-30T15:14:14.000304+00:00,227677000,86378202,-550316792,309595268,24,-39,-30,84791,False,863782.0224,-5503167.9239,3095952.677
2025-09-30T15:14:19.000302+00:00,227682000,86378211,-550316787,309595243,-28,-46,3,84967,False,863782.1072,-5503167.8746,3095952.4303
2025-09-30T15:14:24.000299+00:00,227687000,86378209,-550316783,309595227,30,-6,-29,85190,False,863782.093,-5503167.8306,3095952.2671
2025-09-30T15:14:29.000296+00:00,227692000,86378215,-550316780,309595210,-49,10,26,85363,False,863782.1451,-5503167.799,3095952.1026
2025-09-30T15:14:34.000293+00:00,227697000,86378216,-550316778,309595203,28,-2,-11,85470,False,863782.1628,-5503167.7802,3095952.0289
2025-09-30T15:14:39.000290+00:00,227702000,86378220,-550316782,309595195,30,-21,-39,85580,False,863782.203,-5503167.8221,3095951.9461000003
2025-09-30T15:14:44.000288+00:00,227707000,86378214,-550316784,309595199,-16,-34,-26,85777,False,863782.1384,-5503167.8434,3095951.9874000004
2025-09-30T15:14:49.000285+00:00,227712000,86378212,-550316772,309595195,35,23,39,85838,False,863782.1235,-5503167.7177,3095951.9539
2025-09-30T15:14:54.000282+00:00,227717000,86378199,-550316761,309595207,-45,-22,-27,85640,False,863781.9855,-5503167.6122,3095952.0672999998
2025-09-30T15:14:59.000279+00:00,227722000,86378188,-550316754,309595218,-1,-34,-9,85414,False,863781.8799,-5503167.5434,3095952.1791000003
2025-09-30T15:15:04.000276+00:00,227727000,86378176,-550316750,309595231,19,15,12,85194,False,863781.7619,-5503167.4985,3095952.3112
2025-09-30T15:15:09.000274+00:00,227732000,86378174,-550316746,309595237,-2,16,-38,85005,False,863781.7398,-5503167.4584,3095952.3662
2025-09-30T15:15:14.000271+00:00,227737000,86378174,-550316743,309595239,46,-34,26,84738,False,863781.7446,-5503167.4333999995,3095952.3926
2025-09-30T15:15:19.000268+00:00,227742000,86378181,-550316745,309595237,-13,-13,46,84413,False,863781.8087,-5503167.4513,3095952.3746
2025-09-30T15:15:24.000265+00:00,227747000,86378188,-550316752,309595238,-6,-38,40,84075,False,863781.8794,-5503167.5238,3095952.384
2025-09-30T15:15:29.000262+00:00,227752000,86378195,-550316763,309595243,1,21,6,83717,False,863781.9500999999,-5503167.6279,3095952.4306
2025-09-30T15:15:34.000260+00:00,227757000,86378201,-550316780,309595254,-5,38,-21,83332,False,863782.0095,-5503167.7962,3095952.5379
2025-09-30T15:15:39.000257+00:00,227762000,86378203,-550316792,309595263,7,-25,35,82978,False,863782.0307,-5503167.9225,3095952.6335
2025-09-30T15:15:44.000254+00:00,227767000,86378206,-550316802,309595269,-10,-37,49,82766,False,863782.059,-5503168.0237,3095952.6949
2025-09-30T15:15:49.000251+00:00,227772000,86378205,-550316806,309595275,32,-44,-34,82552,False,863782.0532000001,-5503168.0644,3095952.7466
2025-09-30T15:15:54.000248+00:00,227777000,86378204,-550316807,309595282,-27,40,-44,82456,False,863782.0373000001,-5503168.066000001,3095952.8156
2025-09-30T15:15:59.000246+00:00,227782000,86378203,-550316805,309595294,-4,8,-46,82396,False,863782.0296,-5503168.0492,3095952.9354
2025-09-30T15:16:04.000243+00:00,227787000,86378207,-550316798,309595301,23,-36,-38,82448,False,863782.0723,-5503167.983600001,3095953.0061999997
2025-09-30T15:16:09.000240+00:00,227792000,86378204,-550316801,309595321,-26,35,41,82530,False,863782.0374,-5503168.0065,3095953.2141
2025-09-30T15:16:14.000237+00:00,227797000,86378206,-550316800,309595338,41,-47,-30,82660,False,863782.0641000001,-5503168.0047,3095953.377
2025-09-30T15:16:19.000234+00:00,227802000,86378207,-550316795,309595354,-34,32,21,82766,False,863782.0665999999,-5503167.9468,3095953.5421
2025-09-30T15:16:24.000232+00:00,227807000,86378206,-550316792,309595371,23,12,-39,82872,False,863782.0623000001,-5503167.9188,3095953.7061
2025-09-30T15:16:29.000229+00:00,227812000,86378210,-550316786,309595381,37,-43,-39,82813,False,863782.1037,-5503167.8643000005,3095953.8061
2025-09-30T15:16:34.000226+00:00,227817000,86378215,-550316787,309595394,-49,-1,8,82678,False,863782.1451,-5503167.8701,3095953.9408
2025-09-30T15:16:39.000223+00:00,227822000,86378218,-550316798,309595409,-49,8,-39,82458,False,863782.1751,-5503167.979200001,3095954.0861
2025-09-30T15:16:44.000220+00:00,227827000,86378229,-550316813,309595414,7,50,36,82212,False,863782.2907,-5503168.125,3095954.1436
2025-09-30T15:16:49.000218+00:00,227832000,86378239,-550316826,309595416,44,-14,38,82043,False,863782.3944,-5503168.2614,3095954.1638
2025-09-30T15:16:54.000215+00:00,227837000,86378247,-550316846,309595420,9,-14,20,81981,False,863782.4709,-5503168.4614,3095954.202
2025-09-30T15:16:59.000212+00:00,227842000,86378260,-550316865,309595420,46,42,-44,81892,False,863782.6046,-5503168.6458,3095954.1956
2025-09-30T15:17:04.000209+00:00,227847000,86378266,-550316886,309595428,8,8,-27,81777,False,863782.6608000001,-5503168.859200001,3095954.2772999997
2025-09-30T15:17:09.000207+00:00,227852000,86378273,-550316904,309595429,28,48,-45,81663,False,863782.7328,-5503169.0352,3095954.2855
2025-09-30T15:17:14.000204+00:00,227857000,86378278,-550316912,309595435,-11,-1,16,81601,False,863782.7789,-5503169.1201,3095954.3516
2025-09-30T15:17:19.000201+00:00,227862000,86378292,-550316916,309595423,-28,16,1,81666,False,863782.9172,-5503169.1584,3095954.2301
2025-09-30T15:17:24.000198+00:00,227867000,86378298,-550316921,309595418,-29,-10,-11,81803,False,863782.9771,-5503169.211,3095954.1789
