timestamp_utc,iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,pAcc,invalidEcef,ecefX_full_m,ecefY_full_m,ecefZ_full_m
,123019677,86378271,-550316322,309595236,0,0,0,168100,False,863782.71,-5503163.22,3095952.36
2025-09-29T10:10:01.677377+00:00,123023000,86378128,-550316214,309595292,35,-28,24,96571,False,863781.2835,-5503162.1428,3095952.9224
2025-09-29T10:10:05.000377+00:00,123028000,86378196,-550316218,309595325,48,5,48,50808,False,863781.9648,-5503162.1795,3095953.2548
2025-09-29T10:10:10.000376+00:00,123033000,86378226,-550316205,309595285,8,-6,41,38717,False,863782.2608,-5503162.0506,3095952.8541
2025-09-29T10:10:15.000375+00:00,123038000,86378234,-550316208,309595266,-32,34,-18,33096,False,863782.3367999999,-5503162.0766,3095952.6582
2025-09-29T10:10:20.000374+00:00,123043000,86378236,-550316204,309595250,50,-19,-12,29858,False,863782.365,-5503162.0419,3095952.4988
2025-09-29T10:10:25.000373+00:00,123048000,86378235,-550316202,309595235,-16,-27,38,27704,False,863782.3484,-5503162.0227,3095952.3538
2025-09-29T10:10:30.000372+00:00,123053000,86378237,-550316196,309595213,41,-47,-20,26153,False,863782.3741,-5503161.9647,3095952.128
2025-09-29T10:10:35.000371+00:00,123058000,86378221,-550316202,309595215,-39,5,-20,24959,False,863782.2061,-5503162.0194999995,3095952.148
2025-09-29T10:10:40.000370+00:00,123063000,86378195,-550316216,309595237,-30,-34,-8,24011,False,863781.9469999999,-5503162.1634,3095952.3692
2025-09-29T10:10:45.000369+00:00,123068000,86378179,-550316227,309595243,11,18,-23,23396,False,863781.7911,-5503162.2682,3095952.4277000003
2025-09-29T10:10:50.000369+00:00,123073000,86378180,-550316232,309595230,-29,41,49,23059,False,863781.7971000001,-5503162.315900001,3095952.3049
2025-09-29T10:10:55.000368+00:00,123078000,86378178,-550316237,309595229,40,-31,10,22857,False,863781.784,-5503162.3731,3095952.291
2025-09-29T10:11:00.000367+00:00,123083000,86378168,-550316245,309595248,28,-4,-41,22713,False,863781.6828000001,-5503162.4504,3095952.4759
2025-09-29T10:11:05.000366+00:00,123088000,86378150,-550316257,309595284,29,-15,16,22312,False,863781.5029,-5503162.571500001,3095952.8416
2025-09-29T10:11:10.000365+00:00,123093000,86378142,-550316257,309595311,-15,12,31,21924,False,863781.4185,-5503162.5688000005,3095953.1130999997
2025-09-29T10:11:15.000364+00:00,123098000,86378148,-550316242,309595310,-21,-8,49,21651,False,863781.4778999999,-5503162.4207999995,3095953.1049
2025-09-29T10:11:20.000363+00:00,123103000,86378154,-550316226,309595311,-28,-36,-42,21463,False,863781.5372,-5503162.2636,3095953.1058
2025-09-29T10:11:25.000362+00:00,123108000,86378160,-550316210,309595308,19,29,24,21245,False,863781.6019,-5503162.0971,3095953.0824
2025-09-29T10:11:30.000361+00:00,123113000,86378164,-550316200,309595306,-10,-24,-8,21056,False,863781.639,-5503162.0024,3095953.0592
2025-09-29T10:11:35.000360+00:00,123118000,86378162,-550316200,309595301,-25,-32,34,21033,False,863781.6175,-5503162.0032,3095953.0133999996
2025-09-29T10:11:40.000359+00:00,123123000,86378152,-550316211,309595302,3,0,-26,20827,False,863781.5203,-5503162.11,3095953.0174000002
2025-09-29T10:11:45.000358+00:00,123128000,86378164,-550316208,309595267,40,15,-15,20873,False,863781.644,-5503162.0785,3095952.6685
2025-09-29T10:11:50.000357+00:00,123133000,86378177,-550316202,309595234,25,8,-49,20925,False,863781.7725,-5503162.0192,3095952.3351
2025-09-29T10:11:55.000356+00:00,123138000,86378188,-550316193,309595198,-14,23,-28,20911,False,863781.8786,-5503161.9277,3095951.9772
2025-09-29T10:12:00.000355+00:00,123143000,86378196,-550316182,309595174,29,31,48,20985,False,863781.9628999999,-5503161.8169,3095951.7448000005
2025-09-29T10:12:05.000355+00:00,123148000,86378204,-550316173,309595150,31,-42,7,21065,False,863782.0431,-5503161.734200001,3095951.5007
2025-09-29T10:12:10.000354+00:00,123153000,86378212,-550316163,309595132,1,33,36,21058,False,863782.1201,-5503161.6267,3095951.3236
2025-09-29T10:12:15.000353+00:00,123158000,86378214,-550316159,309595136,36,50,36,20851,False,863782.1436000001,-5503161.585,3095951.3636
2025-09-29T10:12:20.000352+00:00,123163000,86378217,-550316159,309595138,-35,31,-31,20701,False,863782.1665,-5503161.5868999995,3095951.3769
2025-09-29T10:12:25.000351+00:00,123168000,86378224,-550316156,309595127,-17,32,35,20802,False,863782.2383,-5503161.556799999,3095951.2735
2025-09-29T10:12:30.000350+00:00,123173000,86378234,-550316148,309595115,15,36,28,20916,False,863782.3415,-5503161.4764,3095951.1528
2025-09-29T10:12:35.000349+00:00,123178000,86378246,-550316139,309595099,2,12,-21,21060,False,863782.4602,-5503161.3888,3095950.9879
2025-09-29T10:12:40.000348+00:00,123183000,86378259,-550316129,309595085,-32,39,44,21169,False,863782.5867999999,-5503161.2861,3095950.8544
2025-09-29T10:12:45.000347+00:00,123188000,86378268,-550316118,309595072,19,42,-30,21184,False,863782.6819000001,-5503161.175799999,3095950.717
2025-09-29T10:12:50.000346+00:00,123193000,86378272,-550316109,309595067,21,34,-2,21064,False,863782.7221,-5503161.0866,3095950.6698
2025-09-29T10:12:55.000345+00:00,123198000,86378271,-550316103,309595071,-2,35,23,21077,False,863782.7098,-5503161.026500001,3095950.7123
2025-09-29T10:13:00.000344+00:00,123203000,86378267,-550316100,309595079,8,-20,-3,21152,False,863782.6708000001,-5503161.002,3095950.7897
2025-09-29T10:13:05.000343+00:00,123208000,86378268,-550316095,309595085,0,-49,-4,21219,False,863782.68,-5503160.9549,3095950.8496000003
2025-09-29T10:13:10.000342+00:00,123213000,86378269,-550316093,309595083,21,-43,-41,21407,False,863782.6921,-5503160.9343,3095950.8259
2025-09-29T10:13:15.000341+00:00,123218000,86378265,-550316095,309595094,50,-40,25,21333,False,863782.655,-5503160.954,3095950.9425
2025-09-29T10:13:20.000340+00:00,123223000,86378278,-550316080,309595078,-23,33,-34,21269,False,863782.7777,-5503160.7967,3095950.7766
2025-09-29T10:13:25.000339+00:00,123228000,86378280,-550316080,309595091,48,37,17,21054,False,863782.8048,-5503160.7963,3095950.9117
2025-09-29T10:13:30.000338+00:00,123233000,86378287,-550316082,309595090,23,-15,10,20771,False,863782.8723,-5503160.821500001,3095950.901
2025-09-29T10:13:35.000337+00:00,123238000,86378290,-550316087,309595094,12,-10,46,20381,False,863782.9012000001,-5503160.871,3095950.9446
2025-09-29T10:13:40.000336+00:00,123243000,86378288,-550316092,309595108,-45,15,-1,20145,False,863782.8755,-5503160.9185,3095951.0799000002
2025-09-29T10:13:45.000335+00:00,123248000,86378285,-550316095,309595120,23,47,27,20083,False,863782.8523,-5503160.9453,3095951.2027000003
2025-09-29T10:13:50.000334+00:00,123253000,86378281,-550316099,309595135,4,2,-29,20147,False,863782.8104000001,-5503160.989800001,3095951.3471
2025-09-29T10:13:55.000333+00:00,123258000,86378275,-550316106,309595158,48,-2,-32,20081,False,863782.7548,-5503161.060199999,3095951.5768
2025-09-29T10:14:00.000332+00:00,123263000,86378271,-550316112,309595173,-9,-10,23,19942,False,863782.7091,-5503161.121,3095951.7323
2025-09-29T10:14:05.000331+00:00,123268000,86378264,-550316124,309595184,21,49,3,19804,False,863782.6421,-5503161.2351,3095951.8403
2025-09-29T10:14:10.000330+00:00,123273000,86378258,-550316137,309595192,11,-9,-35,19380,False,863782.5811,-5503161.3709,3095951.9165
2025-09-29T10:14:15.000329+00:00,123278000,86378250,-550316147,309595198,-34,25,-1,18883,False,863782.4966,-5503161.467499999,3095951.9799
2025-09-29T10:14:20.000328+00:00,123283000,86378243,-550316155,309595212,-32,-4,40,18633,False,863782.4268,-5503161.5504,3095952.1240000003
2025-09-29T10:14:25.000327+00:00,123288000,86378243,-550316157,309595218,-36,12,4,18462,False,863782.4264,-5503161.5688000005,3095952.1804
2025-09-29T10:14:30.000326+00:00,123293000,86378245,-550316163,309595212,48,-49,39,18493,False,863782.4548,-5503161.6349,3095952.1239
2025-09-29T10:14:35.000325+00:00,123298000,86378249,-550316170,309595207,-4,13,48,18642,False,863782.4896,-5503161.6987000005,3095952.0748
2025-09-29T10:14:40.000324+00:00,123303000,86378238,-550316195,309595230,-42,43,35,18729,False,863782.3758,-5503161.9457,3095952.3035
2025-09-29T10:14:45.000323+00:00,123308000,86378222,-550316220,309595254,-33,33,-8,18591,False,863782.2167,-5503162.1967,3095952.5392
2025-09-29T10:14:50.000322+00:00,123313000,86378211,-550316234,309595268,5,44,-4,18462,False,863782.1105,-5503162.3356,3095952.6796000004
