message_type,timestamp,version,invalidLlh,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,lon_full,lat_full,height_full
HPPOSLLH,2025-09-18T23:04:53+00:00,0,0,428693.000000000,-81.079607500,29.228134400,17.732000000,48.164000000,0.000000026,-0.000000038,0.300000000,0.100000000,4329.100000000,4092.100000000,-81.079607474,29.228134362,17.732300000
HPPOSLLH,2025-09-18T23:04:54+00:00,0,0,428694.000000000,-81.079607400,29.228134300,17.731000000,48.163000000,0.000000016,0.000000031,-0.200000000,-0.500000000,4295.500000000,4064.900000000,-81.079607384,29.228134331,17.730800000
HPPOSLLH,2025-09-18T23:04:55+00:00,0,0,428695.000000000,-81.079607300,29.228133900,17.688000000,48.120000000,-0.000000008,0.000000042,0.000000000,-0.200000000,4261.500000000,4037.500000000,-81.079607308,29.228133942,17.688000000
HPPOSLLH,2025-09-18T23:04:56+00:00,0,0,428696.000000000,-81.079607300,29.228133200,17.609000000,48.041000000,0.000000031,-0.000000020,0.400000000,0.200000000,4231.900000000,4013.600000000,-81.079607269,29.228133180,17.609400000
HPPOSLLH,2025-09-18T23:04:57+00:00,0,0,428697.000000000,-81.079607200,29.228132400,17.524000000,47.956000000,0.000000024,0.000000048,0.200000000,0.000000000,4205.300000000,3992.900000000,-81.079607176,29.228132448,17.524200000
HPPOSLLH,2025-09-18T23:04:58+00:00,0,0,428698.000000000,-81.079607000,29.228131600,17.438000000,47.870000000,-0.000000044,0.000000040,0.000000000,-0.200000000,4181.500000000,3974.000000000,-81.079607044,29.228131640,17.438000000
HPPOSLLH,2025-09-18T23:04:59+00:00,0,0,428699.000000000,-81.079606900,29.228130900,17.364000000,47.795000000,-0.000000019,0.000000043,-0.500000000,0.300000000,4165.500000000,3961.600000000,-81.079606919,29.228130943,17.363500000
HPPOSLLH,2025-09-18T23:05:00+00:00,0,0,428700.000000000,-81.079606800,29.228129900,17.252000000,47.684000000,0.000000006,0.000000001,0.100000000,-0.100000000,4152.200000000,3951.300000000,-81.079606794,29.228129901,17.252100000
HPPOSLLH,2025-09-18T23:05:01+00:00,0,0,428701.000000000,-81.079606600,29.228128700,17.125000000,47.557000000,-0.000000024,0.000000018,0.300000000,0.100000000,4139.500000000,3941.400000000,-81.079606624,29.228128718,17.125300000
HPPOSLLH,2025-09-18T23:05:02+00:00,0,0,428702.000000000,-81.079606300,29.228126900,16.938000000,47.370000000,0.000000012,0.000000011,0.000000000,-0.200000000,4129.500000000,3933.800000000,-81.079606288,29.228126911,16.938000000
HPPOSLLH,2025-09-18T23:05:03+00:00,0,0,428703.000000000,-81.079605900,29.228124900,16.722000000,47.154000000,-0.000000048,0.000000016,0.200000000,-0.100000000,4124.000000000,3928.300000000,-81.079605948,29.228124916,16.722200000
HPPOSLLH,2025-09-18T23:05:04+00:00,0,0,428704.000000000,-81.079605600,29.228123000,16.527000000,46.958000000,-0.000000042,0.000000047,-0.300000000,0.500000000,4120.600000000,3924.500000000,-81.079605642,29.228123047,16.526700000
HPPOSLLH,2025-09-18T23:05:05+00:00,0,0,428705.000000000,-81.079605400,29.228121300,16.341000000,46.772000000,-0.000000034,-0.000000023,-0.500000000,0.300000000,4118.400000000,3921.800000000,-81.079605434,29.228121277,16.340500000
