message_type,timestamp,iTOW,week,leapS,numMeas,recStat,version,meas_index,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,0,22310002.428715449,117239810.950604871,-1949.940673828,0,1,0,0,64500,38,4,2,7,7
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,1,19728114.045787059,103671992.797372460,1702.484863281,0,3,0,0,64500,48,3,1,5,7
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,2,20007688.146839198,105141109.883210212,3242.920654297,0,16,0,0,0,20,10,15,12,1
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,3,17877809.394645393,93948584.932634264,706.625000000,0,26,0,0,62660,32,6,5,8,7
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,4,19641460.562340841,103216566.311738655,-2122.417968750,0,28,0,0,64500,45,3,1,6,15
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,5,18272620.653649859,96023279.400047526,-1024.586181641,0,31,0,0,64500,52,3,1,4,15
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,6,22698473.362880047,119281282.117061779,374.245819092,0,29,0,0,0,22,10,15,12,1
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,7,22203120.820736490,116678202.510194570,-4210.527343750,0,10,0,0,64500,31,6,5,8,15
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,8,22298689.221095126,117180449.569875851,2523.861083984,0,4,0,0,64500,43,3,1,6,7
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,9,22309994.053099539,91355625.237807721,-1519.490234375,0,1,3,0,64500,40,4,2,7,7
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,10,19728099.982167978,80783324.514671594,1326.595825195,0,3,3,0,64500,45,3,1,6,15
RAWX,2025-09-18T21:02:43.674472+00:00,0.000000000,2384,18,18,0,0,11,22203123.236684237,90918073.024474025,-3280.864257812,0,10,3,0,33800,26,8,8,8,7
