message_type,timestamp,iTOW,week,leapS,numMeas,recStat,version,meas_index,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,0,23079072.349073742,121281286.923935696,-2237.631347656,0,1,0,0,64500,27,6,6,8,7
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,1,20784732.293407392,109224455.385705799,-2630.698486328,0,32,0,0,5920,27,8,7,8,3
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,2,19322100.773066521,101538396.085732996,505.802001953,0,3,0,0,64500,51,3,1,5,7
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,3,17849964.513427969,93802196.307068199,-543.007812500,0,26,0,0,0,21,11,15,12,1
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,4,20436290.185117994,107393429.171521842,-2254.394042969,0,28,0,0,64500,29,6,5,8,15
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,5,18729535.037815396,98424382.430776834,-1472.680664062,0,31,0,0,64500,49,3,1,6,15
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,6,23059492.179813832,121178301.371932730,2780.276367188,0,27,0,0,53900,26,8,8,8,15
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,7,21366014.321538698,112279245.640710369,2603.575195312,0,4,0,0,64500,48,3,1,5,7
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,8,23079050.454913754,94504853.109975815,-1744.193847656,0,1,3,0,0,20,9,15,12,1
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,9,20436283.035065778,83683162.674449310,-1756.573242188,0,28,3,0,0,24,8,15,10,1
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,10,19322086.448601585,79120784.652326897,394.235839844,0,3,3,0,64500,46,3,1,6,15
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,11,17849962.145293817,73092523.539004117,-428.599121094,0,26,3,0,64500,30,6,6,9,7
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,12,18729516.252865400,76694248.203280136,-1147.436523438,0,31,3,0,64500,45,3,1,5,7
RAWX,2025-09-18T21:44:55.937098+00:00,0.000000000,2384,18,14,0,0,13,21365998.602242958,87490283.372701138,2028.882080078,0,4,3,0,64500,42,4,2,7,7
RAWX,2025-09-18T21:44:55.937913+00:00,0.000000000,2384,18,13,0,0,0,23079498.096973322,121283523.943334162,-2236.542968750,0,1,0,0,64500,28,6,5,8,7
RAWX,2025-09-18T21:44:55.937913+00:00,0.000000000,2384,18,13,0,0,1,20785233.194159713,109227086.466290459,-2630.992919922,0,32,0,0,6920,27,8,6,8,7
RAWX,2025-09-18T21:44:55.937913+00:00,0.000000000,2384,18,13,0,0,2,19322004.520736709,101537890.622892350,505.063446045,0,3,0,0,64500,51,3,1,5,7
