message_type,timestamp,iTOW,week,leapS,numMeas,recStat,version,meas_index,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat
RAWX,,0.000000000,2384,18,11,0,0,0,22723527.282587115,119412941.503232017,-2603.680419922,0,3,0,0,0,23,10,15,12,1
RAWX,,0.000000000,2384,18,11,0,0,1,21196884.667690784,111390411.436590493,1570.855590820,0,4,0,0,64500,51,3,1,4,7
RAWX,,0.000000000,2384,18,11,0,0,2,20179574.705863919,106044460.673941687,-724.091552734,0,16,0,0,64500,36,5,3,7,15
RAWX,,0.000000000,2384,18,11,0,0,3,22774032.738474615,119678348.960949689,-2093.550048828,0,31,0,0,0,23,9,15,10,1
RAWX,,0.000000000,2384,18,11,0,0,4,22016364.592083156,115696767.168952957,-2931.415283203,0,26,0,0,64500,42,4,1,6,7
RAWX,,0.000000000,2384,18,11,0,0,5,23753602.075409915,124826013.436855003,3380.045654297,0,8,0,0,34680,26,6,9,8,15
RAWX,,0.000000000,2384,18,11,0,0,6,23779738.439941071,124963314.763750866,3033.607666016,0,9,0,0,64500,47,3,1,5,7
RAWX,,0.000000000,2384,18,11,0,0,7,21196868.687967993,86797663.181961074,1224.066284180,0,4,3,0,64500,48,3,1,5,7
RAWX,,0.000000000,2384,18,11,0,0,8,22016350.294142548,90153221.082339883,-2284.286376953,0,26,3,0,64500,37,5,3,7,7
RAWX,,0.000000000,2384,18,11,0,0,9,23753553.292837616,97266829.302394629,2633.012207031,0,8,3,0,0,26,8,15,9,1
RAWX,,0.000000000,2384,18,11,0,0,10,23779726.785150047,97374068.983270422,2363.887451172,0,9,3,0,64500,46,4,1,6,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,0,22724023.295812652,119415548.338851392,-2608.839355469,0,3,0,0,0,23,10,15,12,1
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,1,21196585.823637880,111388840.872977138,1570.349121094,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,2,20179712.508278985,106045184.838348374,-724.307128906,0,16,0,0,64500,36,5,3,7,15
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,3,22774431.092114978,119680442.257906422,-2092.411865234,0,31,0,0,0,23,9,15,10,1
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,4,22016922.484409004,115699698.549589068,-2931.805175781,0,26,0,0,64500,42,4,1,6,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,5,23752958.870365553,124822633.629518449,3379.583740234,0,8,0,0,35680,25,6,9,8,15
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,6,23779161.187296651,124960281.301747948,3033.528808594,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,7,21196569.788912002,86796439.373880938,1223.431396484,0,4,3,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,8,22016908.056778379,90155505.269630104,-2284.545166016,0,26,3,0,64500,37,5,3,7,7
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,9,23752910.306758590,97264196.764135733,2634.175048828,0,8,3,0,0,26,8,15,10,1
RAWX,2025-09-18T22:42:41+00:00,0.000000000,2384,18,11,0,0,10,23779149.512333173,97371705.261500493,2363.556640625,0,9,3,0,64500,46,3,1,6,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,0,22724517.262197446,119418143.986045852,-2605.256103516,0,3,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,1,21196287.034308858,111387270.901225030,1569.793701172,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,2,20179850.567491457,106045909.772961885,-725.390136719,0,16,0,0,64500,36,5,3,7,15
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,3,22774828.109487467,119682528.755489051,-2092.828613281,0,31,0,0,0,23,9,15,11,1
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,4,22017480.367730539,115702630.288312599,-2931.741943359,0,26,0,0,64500,42,4,2,6,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,5,23752312.205501422,124819242.683284193,3379.396728516,0,8,0,0,0,24,8,15,10,1
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,6,23778583.967947245,124957248.137686476,3033.123046875,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,7,21196271.046768367,86795216.021701291,1223.187255859,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,8,22017465.993846584,90157789.748986721,-2284.474365234,0,26,3,0,64500,37,4,3,7,7
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,9,23752267.558002520,97261564.254971400,2632.125976562,0,8,3,0,0,26,8,15,10,1
RAWX,2025-09-18T22:42:42+00:00,0.000000000,2384,18,11,0,0,10,23778572.391333196,97369341.754336596,2363.638183594,0,9,3,0,64500,46,4,1,6,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,0,22725013.969453041,119420753.576137871,-2612.905517578,0,3,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,1,21195988.257962797,111385701.179327250,1569.708129883,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,2,20179988.612324946,106046635.098240808,-725.671813965,0,16,0,0,64500,36,5,3,7,15
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,3,22775225.986806687,119684619.803011015,-2088.912841797,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,4,22018038.350169312,115705562.057283416,-2931.864257812,0,26,0,0,64500,42,4,1,6,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,5,23751663.460082732,124815832.982196093,3380.714355469,0,8,0,0,0,24,9,15,10,1
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,6,23778006.758718964,124954214.924932450,3033.231933594,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,7,21195972.293177392,86793992.866737977,1223.065185547,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,8,22018023.827539701,90160074.252571136,-2284.780029297,0,26,3,0,64500,37,5,3,7,7
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,9,23751624.257051766,97258930.735746920,2632.965087891,0,8,3,0,0,26,8,15,10,1
RAWX,2025-09-18T22:42:43+00:00,0.000000000,2384,18,11,0,0,10,23777995.125426609,97366978.222332537,2363.555175781,0,9,3,0,64500,46,3,1,6,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,0,22725510.661143042,119423364.326910511,-2610.797119141,0,3,0,0,0,21,10,15,12,1
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,1,21195689.613261178,111384131.749476910,1569.036865234,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,2,20180126.723608866,106047360.865866080,-726.271240234,0,16,0,0,64500,36,5,3,7,15
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,3,22775623.764101256,119686710.021041960,-2100.482177734,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,4,22018596.353338942,115708493.894778863,-2932.111328125,0,26,0,0,64500,42,4,1,6,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,5,23751016.418922104,124812433.097074762,3378.681396484,0,8,0,0,0,24,9,15,11,1
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,6,23777429.606867000,124951181.693908498,3033.241210938,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,7,21195673.725815140,86792769.926284805,1222.625732422,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,8,22018581.793784671,90162358.808798537,-2285.288818359,0,26,3,0,64500,37,5,3,7,7
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,9,23750981.876634896,97256300.117475927,2633.743164062,0,8,3,0,0,25,8,15,10,1
RAWX,2025-09-18T22:42:44+00:00,0.000000000,2384,18,11,0,0,10,23777417.896444682,97364614.670729607,2363.328369141,0,9,3,0,64500,46,4,1,6,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,0,22726005.300687436,119425962.915699825,-2611.480468750,0,3,0,0,0,21,10,15,12,1
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,1,21195391.035987202,111382562.937080204,1568.786621094,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,2,20180264.946294975,106048087.386352718,-726.376953125,0,16,0,0,64500,37,5,3,7,15
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,3,22776021.046507653,119688798.275971994,-2095.380859375,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,4,22019154.395108454,115711426.129905596,-2932.124755859,0,26,0,0,64500,43,4,2,7,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,5,23750367.667221334,124809024.343926623,3385.013183594,0,8,0,0,0,24,9,15,11,1
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,6,23776852.478677534,124948148.801680833,3032.958496094,0,9,0,0,64500,47,3,1,6,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,7,21195375.263014592,86791547.479647413,1222.509765625,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,8,22019139.854400419,90164643.652502701,-2284.791992188,0,26,3,0,64500,37,5,3,8,7
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,9,23750337.320315473,97253660.642030060,2633.607177734,0,8,3,0,0,25,8,15,10,1
RAWX,2025-09-18T22:42:45+00:00,0.000000000,2384,18,11,0,0,10,23776840.772233862,97362251.379990786,2363.379150391,0,9,3,0,64500,46,3,1,5,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,0,22726501.542371225,119428571.020275816,-2612.499755859,0,3,0,0,0,21,10,15,12,1
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,1,21195092.630981777,111380994.551671267,1568.145629883,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,2,20180403.485109229,106048814.522494018,-727.781005859,0,16,0,0,64500,37,5,3,7,15
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,3,22776419.596358262,119690892.132467598,-2096.903564453,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,4,22019712.433248322,115714358.572425365,-2932.635253906,0,26,0,0,64500,43,3,2,6,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,5,23749719.713344522,124805619.374522686,3380.196289062,0,8,0,0,0,24,9,15,10,1
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,6,23776275.407166369,124945116.031113341,3032.664062500,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,7,21195076.798678424,86790325.361184970,1221.948242188,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,8,22019697.852195382,90166928.675306723,-2285.289306641,0,26,3,0,64500,37,5,3,8,7
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,9,23749696.120091729,97251035.182833061,2635.628662109,0,8,3,0,0,26,8,15,10,1
RAWX,2025-09-18T22:42:46+00:00,0.000000000,2384,18,11,0,0,10,23776263.683551688,97359888.190173939,2363.053466797,0,9,3,0,64500,46,3,1,5,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,0,22726998.025915027,119431179.847713947,-2610.943115234,0,3,0,0,0,20,10,15,12,1
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,1,21194794.306107748,111379426.565741062,1567.749023438,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,2,20180541.961661108,106049542.189723596,-727.982360840,0,16,0,0,64500,37,5,3,7,15
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,3,22776818.819019470,119692990.563695475,-2096.406738281,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,4,22020270.535674792,115717291.175520658,-2932.606689453,0,26,0,0,64500,43,3,2,6,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,5,23749073.302276358,124802221.858648270,3380.160644531,0,8,0,0,0,25,9,15,10,1
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,6,23775698.252103567,124942083.360164165,3032.549072266,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,7,21194778.394650210,86789103.554394618,1221.649169922,0,4,3,0,64500,48,3,1,5,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,8,22020255.931168761,90169213.803493381,-2284.874755859,0,26,3,0,64500,37,5,3,8,7
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,9,23749053.224753834,97248402.725908533,2633.331054688,0,8,3,0,0,26,8,15,10,1
RAWX,2025-09-18T22:42:47+00:00,0.000000000,2384,18,11,0,0,10,23775686.481303494,97357525.074272841,2363.111328125,0,9,3,0,64500,46,4,1,6,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,0,22727495.451840390,119433793.904621840,-2614.267822266,0,3,0,0,0,20,10,15,12,1
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,1,21194496.075185694,111377859.111820638,1567.083740234,0,4,0,0,64500,51,3,1,4,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,2,20180680.517925579,106050270.528374597,-728.798095703,0,16,0,0,64500,37,5,3,7,15
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,3,22777218.873707056,119695092.860611692,-2090.407714844,0,31,0,0,0,22,10,15,12,1
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,4,22020828.710763969,115720224.103445798,-2932.987792969,0,26,0,0,64500,43,3,1,6,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,5,23748430.104770489,124798842.329007700,3379.103027344,0,8,0,0,0,24,9,15,10,1
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,6,23775121.163002584,124939050.938498363,3032.243652344,0,9,0,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,7,21194480.172243860,86787882.171029821,1221.057128906,0,4,3,0,64500,47,3,1,5,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,8,22020814.060747769,90171499.223915309,-2285.683349609,0,26,3,0,64500,37,4,3,7,7
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,9,23748410.032064229,97245768.452476710,2633.464843750,0,8,3,0,0,25,8,15,10,1
RAWX,2025-09-18T22:42:48+00:00,0.000000000,2384,18,11,0,0,10,23775109.448880821,97355162.151068330,2362.717529297,0,9,3,0,64500,46,3,1,5,7
