timestamp_utc,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,invalidLlh,lon_full_deg,lat_full_deg,height_full_m,hMSL_full_m
2025-10-02T13:36:41.000296+00:00,394620000,-810796263,292278561,-5104,25327,-40,-10,-3,1,25568,23735,False,-81.07962634,29.22785609,-5.1043,25.3271
2025-10-02T13:36:42.000296+00:00,394621000,-810796263,292278558,-5144,25288,0,-5,3,-4,25574,23746,False,-81.0796263,29.227855795,-5.1437,25.2876
2025-10-02T13:36:43.000296+00:00,394622000,-810796265,292278568,-5107,25325,-11,9,3,-3,25536,23744,False,-81.079626511,29.227856809,-5.1067,25.3247
2025-10-02T13:36:44.000296+00:00,394623000,-810796266,292278570,-5124,25307,-44,-12,-3,1,25517,23749,False,-81.079626644,29.227856988,-5.1243,25.3071
2025-10-02T13:36:45.000296+00:00,394624000,-810796269,292278581,-5082,25349,-29,19,-1,3,25478,23747,False,-81.079626929,29.227858119,-5.0821,25.3493
2025-10-02T13:36:46.000296+00:00,394625000,-810796271,292278583,-5105,25326,8,-7,0,4,25465,23754,False,-81.079627092,29.227858292999997,-5.105,25.3264
2025-10-02T13:36:47.000296+00:00,394626000,-810796273,292278594,-5074,25357,11,-13,-3,1,25410,23755,False,-81.079627289,29.227859387,-5.0743,25.3571
2025-10-02T13:36:48.000297+00:00,394627000,-810796274,292278598,-5104,25327,39,-11,1,5,25379,23765,False,-81.079627361,29.227859788999996,-5.1039,25.3275
2025-10-02T13:36:49.000297+00:00,394628000,-810796278,292278615,-5042,25389,30,-1,1,5,25330,23766,False,-81.07962777,29.227861499,-5.0419,25.389499999999998
2025-10-02T13:36:50.000297+00:00,394629000,-810796278,292278617,-5079,25352,-27,47,1,5,25289,23764,False,-81.079627827,29.227861747,-5.0789,25.3525
2025-10-02T13:36:51.000297+00:00,394630000,-810796282,292278632,-5020,25412,33,25,2,-4,25224,23755,False,-81.079628167,29.227863224999997,-5.019799999999999,25.4116
2025-10-02T13:36:52.000297+00:00,394631000,-810796283,292278637,-5045,25386,-39,-34,-3,1,25206,23766,False,-81.079628339,29.227863666,-5.0453,25.3861
2025-10-02T13:36:53.000297+00:00,394632000,-810796288,292278651,-4992,25439,-19,16,-2,2,25181,23774,False,-81.07962881899999,29.227865116,-4.9922,25.4392
2025-10-02T13:36:54.000298+00:00,394633000,-810796291,292278655,-5008,25424,9,42,3,-3,25179,23789,False,-81.07962909099999,29.227865542,-5.0077,25.4237
2025-10-02T13:36:55.000298+00:00,394634000,-810796296,292278669,-4951,25480,-16,48,-1,3,25157,23799,False,-81.07962961599999,29.227866948,-4.951099999999999,25.4803
2025-10-02T13:36:56.000298+00:00,394635000,-810796299,292278671,-4978,25453,34,30,0,4,25179,23823,False,-81.079629866,29.227867129999996,-4.978,25.4534
2025-10-02T13:36:57.000298+00:00,394636000,-810796301,292278683,-4935,25496,35,0,-2,2,25183,23849,False,-81.079630065,29.227868299999997,-4.9352,25.496199999999998
2025-10-02T13:36:58.000298+00:00,394637000,-810796301,292278682,-4974,25457,-21,26,-3,1,25211,23884,False,-81.07963012100001,29.227868226,-4.9743,25.4571
2025-10-02T13:36:59.000298+00:00,394638000,-810796304,292278692,-4950,25481,-10,-23,1,5,25229,23913,False,-81.07963041,29.227869177,-4.9499,25.4815
2025-10-02T13:37:00.000299+00:00,394639000,-810796305,292278691,-5006,25426,22,-7,1,-5,25277,23949,False,-81.079630478,29.227869093,-5.0059000000000005,25.4255
2025-10-02T13:37:01.000299+00:00,394640000,-810796309,292278703,-4983,25448,30,10,-1,3,25302,23983,False,-81.07963087,29.22787031,-4.983099999999999,25.4483
2025-10-02T13:37:02.000299+00:00,394641000,-810796310,292278705,-5028,25403,22,47,0,4,25348,24026,False,-81.079630978,29.227870547,-5.028,25.403399999999998
2025-10-02T13:37:03.000299+00:00,394642000,-810796313,292278718,-4998,25434,20,-29,5,-1,25385,24059,False,-81.07963128,29.227871771,-4.9975000000000005,25.4339
2025-10-02T13:37:04.000299+00:00,394643000,-810796314,292278720,-5045,25387,-4,-42,3,-3,25438,24102,False,-81.079631404,29.227871957999998,-5.0447,25.3867
2025-10-02T13:37:05.000299+00:00,394644000,-810796318,292278733,-5005,25426,47,-23,0,4,25467,24134,False,-81.079631753,29.227873277,-5.005,25.426399999999997
2025-10-02T13:37:06.000300+00:00,394645000,-810796318,292278735,-5046,25385,-32,48,-1,3,25523,24185,False,-81.079631832,29.227873547999998,-5.0461,25.3853
2025-10-02T13:37:07.000300+00:00,394646000,-810796321,292278748,-5015,25416,-8,-43,-5,-1,25560,24228,False,-81.079632108,29.227874757,-5.015499999999999,25.4159
2025-10-02T13:37:08.000300+00:00,394647000,-810796323,292278751,-5044,25387,18,-36,-1,4,25614,24282,False,-81.079632282,29.227875064,-5.044099999999999,25.3874
2025-10-02T13:37:09.000300+00:00,394648000,-810796325,292278764,-5012,25420,-48,-4,4,-2,25647,24325,False,-81.079632548,29.227876396,-5.0116,25.419800000000002
2025-10-02T13:37:10.000300+00:00,394649000,-810796323,292278766,-5073,25358,26,19,-3,2,25688,24359,False,-81.079632274,29.227876619,-5.073300000000001,25.3582
2025-10-02T13:37:11.000300+00:00,394650000,-810796326,292278779,-5041,25391,42,46,1,-4,25701,24381,False,-81.079632558,29.227877946,-5.040900000000001,25.3906
2025-10-02T13:37:12.000300+00:00,394651000,-810796327,292278783,-5084,25347,5,-6,-3,1,25747,24418,False,-81.07963269499999,29.227878294,-5.0843,25.3471
