rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384709.991,2401,18,31,True,False,23083601.199267462,90585009.18038839,-370.8550109863281,2,7,4,0,0,19,9,0,15,False,False,False,True
384709.991,2401,18,31,True,False,24297316.65237687,95347880.42474785,1421.7498779296875,2,12,4,0,48000,36,5,0,3,True,True,True,True
384709.991,2401,18,31,True,False,22404029.91132888,87918226.13167793,1483.2655029296875,2,19,4,0,28000,40,3,0,2,False,True,True,True
384709.991,2401,18,31,True,False,23480083.345378462,92140889.71613583,-1590.3948974609375,2,26,4,0,0,19,9,0,15,False,False,False,True
384709.991,2401,18,31,True,False,22407433.091531955,87931580.15410972,1543.1080322265625,2,27,4,0,0,23,8,0,15,False,True,True,False
384709.991,2401,18,31,True,False,21326114.09560154,112069480.24244961,1873.513427734375,0,1,0,0,52000,39,4,0,2,True,True,True,True
384709.991,2401,18,31,True,False,21115931.941782266,110964978.80129403,85.791015625,0,2,0,0,52000,43,4,0,1,False,True,True,True
384709.991,2401,18,31,True,False,17755397.654286526,93305253.31920364,660.559814453125,0,28,0,0,52000,43,4,0,2,False,True,True,True
384709.991,2401,18,31,True,False,18493241.491424557,97182644.56910497,613.228759765625,0,32,0,0,52000,40,4,0,2,True,True,True,True
384709.991,2401,18,31,True,False,18541897.406970333,97438322.6647837,2742.9443359375,0,31,0,0,25000,34,5,0,4,False,False,False,False
384709.991,2401,18,31,True,False,21901085.883207962,115091181.4464533,-1716.83984375,0,12,0,0,19000,34,5,0,4,False,False,False,False
384709.991,2401,18,31,True,False,21288671.514705297,111872723.7392895,847.9581909179688,2,29,0,0,51000,49,3,0,1,True,False,True,True
384709.991,2401,18,31,True,False,22250447.777816236,116926881.99283782,-591.524658203125,2,33,0,0,49000,41,4,0,2,False,True,True,True
384709.991,2401,18,31,True,False,23083596.4738183,121305118.0237152,-490.7978515625,2,7,0,0,0,20,9,0,15,False,False,False,True
384709.991,2401,18,31,True,False,24297321.16242055,127683282.44330108,1904.069580078125,2,12,0,0,48000,36,5,0,3,True,True,True,True
384709.991,2401,18,31,True,False,22404031.759306937,117733981.10016954,1985.99072265625,2,19,0,0,28000,39,5,0,2,True,True,True,True
384709.991,2401,18,31,True,False,21288673.01793685,90805787.6455133,688.324462890625,2,29,8,0,49000,51,3,0,1,False,False,False,True
384709.991,2401,18,31,True,False,24297318.123709433,103639007.19471563,1545.46142578125,2,12,8,0,46000,40,4,0,2,True,True,True,True
384709.991,2401,18,31,True,False,22404030.556079526,95563286.33495216,1612.2808837890625,2,19,8,0,27240,36,5,0,3,False,False,False,False
384709.991,2401,18,31,True,False,21326111.966325972,87326871.37298755,1459.689453125,0,1,3,0,51000,37,5,0,3,True,True,True,True
384709.991,2401,18,31,True,False,17755395.539599337,72705375.51906893,514.783447265625,0,28,3,0,51000,41,4,0,2,True,True,True,True
384709.991,2401,18,31,True,False,18493244.487138335,75726743.28158978,477.5810546875,0,32,3,0,51000,44,4,0,1,False,True,True,True
384709.991,2401,18,31,True,False,18541885.030647703,75925918.98419057,2137.72705078125,0,31,3,0,0,19,9,0,15,False,False,False,True
384709.991,2401,18,31,True,False,21901093.264789667,89681315.11657055,-1341.546875,0,12,3,0,0,15,10,0,15,False,False,False,True
384719.991,2401,18,31,True,False,21322558.138323348,83674333.73618981,1395.3363037109375,0,1,7,0,18860,37,5,0,3,True,True,True,True
