iTOW,numSvs,gnssId,svId,cno,elev,azim,prRes,qualityInd,health,diffCorr,smoothed,orbitSource,ephAvail,almAvail,anoAvail,aopAvail,sbasCorrUsed,rtcmCorrUsed,slasCorrUsed,spartnCorrUsed,prCorrUsed,crCorrUsed,doCorrUsed,clasCorrUsed,lppCorrUsed,hasCorrUsed,svUse
384949000,20,0,31,30,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,0,32,36,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,7,21,30,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384949000,20,2,12,29,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,19,36,29,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,21,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384949000,20,2,26,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384949000,20,2,27,24,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,30,17,21,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384949000,20,2,33,35,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,1,42,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,2,45,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,10,29,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,12,34,9,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,23,27,15,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,25,0,38,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384959000,20,0,26,0,26,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384959000,20,0,28,41,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,0,32,38,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,7,19,30,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384959000,20,2,12,29,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,19,35,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,21,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384959000,20,2,26,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384959000,20,2,27,22,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,30,19,21,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384959000,20,2,33,35,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,10,26,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,12,33,9,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,23,26,15,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,25,22,38,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,26,0,26,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384969000,20,0,28,41,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,0,32,38,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,7,16,30,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384969000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384969000,20,2,12,29,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,21,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384969000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384969000,20,2,27,20,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,30,19,21,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384969000,20,2,33,35,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,10,24,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,12,33,9,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,23,26,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,25,0,38,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,0,26,24,26,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,0,28,42,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,0,32,39,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,2,7,0,30,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,2,12,30,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,2,21,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,2,27,16,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384979000,20,2,30,17,21,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384979000,20,2,33,35,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,10,24,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,12,31,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,23,26,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,25,0,38,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,0,26,26,26,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,28,43,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,0,32,39,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,2,7,0,30,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,12,30,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,2,21,0,24,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,27,0,43,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384989000,20,2,30,14,21,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384989000,20,2,33,34,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,10,14,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,12,29,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,23,27,14,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,25,27,38,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,26,26,26,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,28,43,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,0,32,37,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,7,17,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
384999000,20,2,12,31,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,21,21,24,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384999000,20,2,26,19,23,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
384999000,20,2,27,14,43,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,30,17,21,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
384999000,20,2,33,34,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,10,12,56,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,12,28,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,23,27,14,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,25,29,38,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,26,26,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,28,44,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,31,32,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,0,32,37,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,7,20,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,10,0,2,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385009000,20,2,12,31,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,21,22,24,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385009000,20,2,26,18,23,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385009000,20,2,27,13,43,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385009000,20,2,30,14,21,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385009000,20,2,33,34,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,1,42,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,2,47,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,10,20,56,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,12,27,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,23,25,14,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,25,27,38,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,26,25,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,28,44,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,31,29,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,0,32,39,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,7,22,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,10,0,3,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385019000,20,2,12,31,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,21,24,24,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385019000,20,2,26,16,23,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385019000,20,2,27,9,43,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385019000,20,2,30,0,21,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385019000,20,2,33,33,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,10,28,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,12,22,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,23,22,14,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,25,26,38,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,26,24,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,28,44,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,31,29,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,0,32,40,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,7,22,30,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,10,0,3,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385029000,20,2,12,32,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,21,24,25,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385029000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385029000,20,2,27,11,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385029000,20,2,30,20,21,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385029000,20,2,33,33,40,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,1,43,15,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,10,24,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,12,23,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,23,17,14,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,25,25,38,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,26,27,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,28,44,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,31,29,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,0,32,40,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,7,23,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,10,0,3,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385039000,20,2,12,33,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,19,36,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,21,25,25,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385039000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385039000,20,2,27,14,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385039000,20,2,30,17,21,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385039000,20,2,33,32,39,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,1,43,16,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,10,22,56,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,12,18,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,23,15,14,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,25,0,38,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385049000,20,0,26,26,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,28,44,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,31,27,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,0,32,40,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,7,25,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,10,0,3,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385049000,20,2,12,33,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,19,37,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,21,25,25,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385049000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385049000,20,2,27,17,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385049000,20,2,30,0,21,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385049000,20,2,33,33,39,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,1,43,16,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,2,46,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,10,28,55,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,12,24,8,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,23,13,14,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,25,0,38,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385059000,20,0,26,24,27,5121,0,0,1,True,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,28,45,74,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,31,26,49,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,0,32,41,55,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,7,23,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,10,0,3,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385059000,20,2,12,33,18,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,19,37,30,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,21,25,25,5121,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
385059000,20,2,26,0,23,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385059000,20,2,27,18,43,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,29,48,57,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385059000,20,2,30,0,21,5121,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
385059000,20,2,33,32,39,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385069000,20,0,1,42,16,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385069000,20,0,2,47,22,5121,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
