gpsTOW,gloTOW,bdsTOW,qzssTOW,gpsTOWacc,gloTOWacc,bdsTOWacc,qzssTOWacc,towSet,gnssId,svId,cNo,mpathIndic,dopplerMS,dopplerHz,wholeChips,fracChips,codePhase,intCodePhase,pseuRangeRMS
384900000,395682000,384886000,384900000,0,0,0,0,0,0,32,37,1,2813,2956,628,278,1287959,0,0
384900000,395682000,384886000,384900000,0,0,0,0,0,0,28,40,1,2768,2910,154,164,316029,0,0
384900000,395682000,384886000,384900000,0,0,0,0,0,0,2,43,1,52,54,439,217,900387,0,0
384900000,395682000,384886000,384900000,0,0,0,0,0,0,1,40,1,8440,8870,937,370,1921594,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,2,27,18,2,9518,10004,3565,692,1018188,3,25
384910000,395692000,384896000,384910000,0,0,0,0,0,2,19,35,1,9478,9961,3559,310,1005122,3,0
384910000,395692000,384896000,384910000,0,0,0,0,0,2,10,18,2,12583,13225,4040,70,1990693,3,25
384910000,395692000,384896000,384910000,0,0,0,0,0,2,12,29,1,8672,9114,1852,127,1699708,1,0
384910000,395692000,384896000,384910000,0,0,0,0,0,2,33,35,1,-3165,-3327,3375,185,627671,3,0
384910000,395692000,384896000,384910000,0,0,0,0,0,2,29,49,1,4033,4238,3993,495,1895194,3,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,12,36,1,-8581,-9019,284,106,582413,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,31,29,1,12645,13290,517,953,1061760,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,32,37,1,2810,2953,624,443,1280090,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,28,40,1,2750,2890,150,400,308303,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,2,43,1,34,35,439,154,900261,0,0
384910000,395692000,384896000,384910000,0,0,0,0,0,0,1,40,1,8416,8845,925,878,1898010,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,2,30,15,2,-1594,-1676,1352,766,675985,1,27
384920000,395702000,384906000,384920000,0,0,0,0,0,2,27,17,2,9495,9980,3552,711,991575,3,25
384920000,395702000,384906000,384920000,0,0,0,0,0,2,19,35,1,9476,9959,3546,377,978606,3,0
384920000,395702000,384906000,384920000,0,0,0,0,0,2,10,13,2,12547,13187,4022,932,1955520,3,25
384920000,395702000,384906000,384920000,0,0,0,0,0,2,12,30,1,8654,9095,1840,316,1675486,1,1
384920000,395702000,384906000,384920000,0,0,0,0,0,2,33,34,1,-3184,-3347,3379,525,636552,3,0
384920000,395702000,384906000,384920000,0,0,0,0,0,2,29,48,2,4033,4239,3987,1001,1883908,3,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,12,37,1,-8602,-9041,295,853,606460,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,31,29,1,12623,13267,500,693,1026389,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,32,37,1,2805,2948,620,617,1272237,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,28,40,1,2731,2870,146,666,300634,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,2,44,1,17,18,439,119,900191,0,0
384920000,395702000,384906000,384920000,0,0,0,0,0,0,1,41,1,8391,8819,914,398,1874499,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,2,30,16,2,-1566,-1646,1354,910,680374,1,27
384930000,395712000,384916000,384930000,0,0,0,0,0,2,27,21,2,9461,9944,3539,738,964979,3,25
384930000,395712000,384916000,384930000,0,0,0,0,0,2,19,35,1,9479,9962,3533,442,952086,3,0
384930000,395712000,384916000,384930000,0,0,0,0,0,2,12,30,1,8635,9075,1828,522,1651298,1,2
384930000,395712000,384916000,384930000,0,0,0,0,0,2,7,17,1,-2389,-2511,2115,199,141849,2,57
384930000,395712000,384916000,384930000,0,0,0,0,0,2,33,35,1,-3203,-3366,3383,893,645490,3,0
384930000,395712000,384916000,384930000,0,0,0,0,0,2,29,48,2,4032,4238,3982,485,1872624,3,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,12,36,1,-8624,-9064,307,603,630559,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,31,28,1,12602,13245,483,462,991078,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,32,38,1,2798,2940,616,798,1264401,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,28,41,1,2710,2848,142,957,293017,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,2,45,1,-3,-3,439,109,900169,0,0
384930000,395712000,384916000,384930000,0,0,0,0,0,0,1,41,1,8364,8791,902,976,1851057,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,2,30,17,2,-1575,-1656,1357,32,684766,1,25
384940000,395722000,384926000,384940000,0,0,0,0,0,2,27,24,2,9448,9930,3526,796,938446,3,26
384940000,395722000,384926000,384940000,0,0,0,0,0,2,19,36,1,9478,9962,3520,506,925564,3,0
384940000,395722000,384926000,384940000,0,0,0,0,0,2,12,30,1,8614,9053,1816,760,1627174,1,2
384940000,395722000,384926000,384940000,0,0,0,0,0,2,7,20,2,-2325,-2444,2118,367,148336,2,27
384940000,395722000,384926000,384940000,0,0,0,0,0,2,33,36,1,-3218,-3382,3388,262,654475,3,0
384940000,395722000,384926000,384940000,0,0,0,0,0,2,29,48,1,4032,4237,3976,991,1861338,3,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,23,26,2,-13583,-14276,127,65,260481,0,18
384940000,395722000,384926000,384940000,0,0,0,0,0,0,12,36,1,-8643,-9084,319,381,654714,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,31,29,1,12583,13225,466,264,955831,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,32,37,1,2792,2935,612,988,1256580,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,28,41,1,2689,2826,139,251,285455,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,2,45,1,-21,-22,439,123,900198,0,0
384940000,395722000,384926000,384940000,0,0,0,0,0,0,1,41,1,8339,8764,891,565,1827684,0,0
384950000,395732000,384936000,384950000,0,0,0,0,0,2,30,17,2,-1628,-1711,1359,199,689201,1,25
384950000,395732000,384936000,384950000,0,0,0,0,0,2,27,24,2,9392,9871,3513,892,911988,3,25
384950000,395732000,384936000,384950000,0,0,0,0,0,2,19,36,1,9480,9964,3507,564,899030,3,0
384950000,395732000,384936000,384950000,0,0,0,0,0,2,12,29,1,8593,9031,1804,1022,1603098,1,1
384950000,395732000,384936000,384950000,0,0,0,0,0,2,7,22,2,-2299,-2416,2121,609,154971,2,27
384950000,395732000,384936000,384950000,0,0,0,0,0,2,33,35,1,-3234,-3399,3392,674,663500,3,0
384950000,395732000,384936000,384950000,0,0,0,0,0,2,29,48,2,4032,4238,3971,474,1850052,3,0
384950000,395732000,384936000,384950000,0,0,0,0,0,0,23,27,2,-13593,-14286,145,681,298615,0,11
384950000,395732000,384936000,384950000,0,0,0,0,0,0,12,35,1,-8664,-9105,331,185,678922,0,0
384950000,395732000,384936000,384950000,0,0,0,0,0,0,31,30,1,12564,13205,449,98,920649,0,3
384950000,395732000,384936000,384950000,0,0,0,0,0,0,32,37,1,2786,2929,609,160,1248772,0,0
384950000,395732000,384936000,384950000,0,0,0,0,0,0,28,41,1,2672,2809,135,596,277945,0,0
384950000,395732000,384936000,384950000,0,0,0,0,0,0,2,45,1,-39,-41,439,166,900285,0,0
384950000,395732000,384936000,384950000,0,0,0,0,0,0,1,42,1,8315,8739,880,189,1804382,0,0
384960000,395742000,384946000,384960000,0,0,0,0,0,2,30,19,2,-1616,-1699,1361,406,693714,1,25
384960000,395742000,384946000,384960000,0,0,0,0,0,2,27,22,2,9411,9891,3500,1014,885582,3,25
384960000,395742000,384946000,384960000,0,0,0,0,0,2,19,36,2,9486,9969,3494,619,872491,3,0
384960000,395742000,384946000,384960000,0,0,0,0,0,2,12,29,1,8575,9013,1793,268,1579039,1,0
384960000,395742000,384946000,384960000,0,0,0,0,0,2,7,19,2,-2350,-2470,2124,859,161622,2,25
384960000,395742000,384946000,384960000,0,0,0,0,0,2,33,35,1,-3252,-3418,3397,88,672578,3,0
384960000,395742000,384946000,384960000,0,0,0,0,0,2,29,48,2,4033,4238,3965,980,1838765,3,0
384960000,395742000,384946000,384960000,0,0,0,0,0,0,10,29,2,-5525,-5806,769,152,1576757,0,11
384960000,395742000,384946000,384960000,0,0,0,0,0,0,23,27,2,-13602,-14295,164,233,336667,0,11
384960000,395742000,384946000,384960000,0,0,0,0,0,0,12,34,1,-8682,-9125,343,18,703189,0,0
384960000,395742000,384946000,384960000,0,0,0,0,0,0,31,32,1,12543,13182,431,988,885530,0,2
384960000,395742000,384946000,384960000,0,0,0,0,0,0,32,38,1,2781,2923,605,363,1240979,0,0
384960000,395742000,384946000,384960000,0,0,0,0,0,0,28,41,1,2654,2789,131,969,270492,0,0
384960000,395742000,384946000,384960000,0,0,0,0,0,0,2,45,1,-57,-60,439,233,900419,0,0
384960000,395742000,384946000,384960000,0,0,0,0,0,0,1,42,1,8290,8713,868,873,1781150,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,2,30,18,2,-1611,-1693,1363,661,698326,1,25
384970000,395752000,384956000,384970000,0,0,0,0,0,2,27,20,2,9365,9843,3488,138,859228,3,25
384970000,395752000,384956000,384970000,0,0,0,0,0,2,19,36,1,9484,9967,3481,680,845963,3,0
384970000,395752000,384956000,384970000,0,0,0,0,0,2,12,29,1,8557,8993,1781,572,1555049,1,0
384970000,395752000,384956000,384970000,0,0,0,0,0,2,33,35,1,-3269,-3435,3401,550,681703,3,0
384970000,395752000,384956000,384970000,0,0,0,0,0,2,29,48,2,4033,4238,3960,464,1827483,3,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,10,26,2,-5549,-5832,776,775,1592353,0,17
384970000,395752000,384956000,384970000,0,0,0,0,0,0,23,25,2,-13606,-14300,182,771,374644,0,20
384970000,395752000,384956000,384970000,0,0,0,0,0,0,12,33,1,-8699,-9143,354,904,727511,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,31,32,1,12524,13162,414,891,850485,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,32,38,1,2776,2918,601,576,1233205,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,28,41,1,2634,2768,128,346,263094,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,2,46,1,-76,-80,439,325,900602,0,0
384970000,395752000,384956000,384970000,0,0,0,0,0,0,1,43,1,8265,8686,857,568,1757989,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,2,30,16,2,-1617,-1699,1365,927,702957,1,27
384980000,395762000,384966000,384980000,0,0,0,0,0,2,19,36,1,9483,9967,3468,734,819421,3,0
384980000,395762000,384966000,384980000,0,0,0,0,0,2,12,30,1,8536,8972,1769,921,1531147,1,3
384980000,395762000,384966000,384980000,0,0,0,0,0,2,33,35,2,-3288,-3456,3406,14,690879,3,0
384980000,395762000,384966000,384980000,0,0,0,0,0,2,29,48,2,4030,4235,3954,974,1816202,3,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,23,26,1,-13619,-14313,201,261,412573,0,22
384980000,395762000,384966000,384980000,0,0,0,0,0,0,12,33,1,-8723,-9168,366,795,751893,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,31,32,1,12502,13140,397,812,815477,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,32,39,1,2768,2909,597,797,1225447,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,28,42,1,2613,2746,124,775,255753,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,2,46,1,-96,-101,439,444,900840,0,0
384980000,395762000,384966000,384980000,0,0,0,0,0,0,1,43,1,8239,8659,846,297,1734897,0,0
384990000,395772000,384976000,384990000,0,0,0,0,0,2,19,36,1,9483,9967,3455,788,792879,3,0
384990000,395772000,384976000,384990000,0,0,0,0,0,2,12,30,1,8515,8950,1758,285,1507324,1,3
384990000,395772000,384976000,384990000,0,0,0,0,0,2,33,34,1,-3307,-3476,3410,523,700098,3,0
384990000,395772000,384976000,384990000,0,0,0,0,0,2,29,48,1,4029,4235,3949,461,1804925,3,0
384990000,395772000,384976000,384990000,0,0,0,0,0,0,26,26,1,20677,21731,334,671,686044,0,19
384990000,395772000,384976000,384990000,0,0,0,0,0,0,23,26,1,-13626,-14321,219,847,450647,0,15
384990000,395772000,384976000,384990000,0,0,0,0,0,0,12,31,1,-8746,-9192,378,714,776332,0,2
384990000,395772000,384976000,384990000,0,0,0,0,0,0,31,32,1,12484,13121,380,764,780531,0,2
384990000,395772000,384976000,384990000,0,0,0,0,0,0,25,25,1,-1418,-1490,1014,272,2079248,0,51
384990000,395772000,384976000,384990000,0,0,0,0,0,0,32,39,1,2762,2903,594,4,1217709,0,0
384990000,395772000,384976000,384990000,0,0,0,0,0,0,28,43,1,2591,2724,121,208,248468,0,0
384990000,395772000,384976000,384990000,0,0,0,0,0,0,2,46,1,-115,-121,439,589,901130,0,0
384990000,395772000,384976000,384990000,0,0,0,0,0,0,1,43,1,8212,8631,835,63,1711878,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,2,30,17,2,-1633,-1716,1370,512,712378,1,27
385000000,395782000,384986000,385000000,0,0,0,0,0,2,19,36,1,9485,9969,3442,842,766337,3,0
385000000,395782000,384986000,385000000,0,0,0,0,0,2,12,31,1,8495,8928,1746,693,1483540,1,3
385000000,395782000,384986000,385000000,0,0,0,0,0,2,7,17,2,-2335,-2454,2137,469,187491,2,30
385000000,395782000,384986000,385000000,0,0,0,0,0,2,33,34,1,-3324,-3494,3415,34,709370,3,0
385000000,395782000,384986000,385000000,0,0,0,0,0,2,29,48,1,4028,4234,3943,972,1793649,3,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,26,27,2,20666,21720,306,485,628273,0,17
385000000,395782000,384986000,385000000,0,0,0,0,0,0,23,27,1,-13635,-14330,238,478,488859,0,12
385000000,395782000,384986000,385000000,0,0,0,0,0,0,12,29,1,-8765,-9212,390,660,800824,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,31,32,1,12458,13093,363,740,745634,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,25,27,1,-1451,-1525,1016,318,2083440,0,16
385000000,395782000,384986000,385000000,0,0,0,0,0,0,32,37,1,2756,2897,590,240,1209983,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,28,43,1,2573,2704,117,692,241237,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,2,46,1,-133,-139,439,760,901474,0,0
385000000,395782000,384986000,385000000,0,0,0,0,0,0,1,43,1,8187,8605,823,887,1688929,0,0
385010000,395792000,384996000,385010000,0,0,0,0,0,2,19,36,1,9489,9973,3429,893,739790,3,0
385010000,395792000,384996000,385010000,0,0,0,0,0,2,12,31,1,8475,8907,1735,90,1459784,1,3
385010000,395792000,384996000,385010000,0,0,0,0,0,2,7,20,2,-2330,-2449,2140,704,194111,2,26
385010000,395792000,384996000,385010000,0,0,0,0,0,2,33,34,2,-3340,-3511,3419,595,718693,3,0
385010000,395792000,384996000,385010000,0,0,0,0,0,2,29,48,2,4030,4236,3938,459,1782371,3,0
385010000,395792000,384996000,385010000,0,0,0,0,0,0,26,26,1,20666,21720,278,269,570440,0,11
385010000,395792000,384996000,385010000,0,0,0,0,0,0,23,27,1,-13646,-14342,257,93,527038,0,12
385010000,395792000,384996000,385010000,0,0,0,0,0,0,12,28,1,-8786,-9234,402,635,825374,0,0
385010000,395792000,384996000,385010000,0,0,0,0,0,0,31,32,1,12438,13072,346,748,710799,0,2
385010000,395792000,384996000,385010000,0,0,0,0,0,0,25,29,1,-1480,-1556,1018,303,2087510,0,10
385010000,395792000,384996000,385010000,0,0,0,0,0,0,32,37,1,2753,2893,586,485,1202273,0,0
385010000,395792000,384996000,385010000,0,0,0,0,0,0,28,44,1,2557,2687,114,180,234062,0,0
385010000,395792000,384996000,385010000,0,0,0,0,0,0,2,47,1,-149,-156,439,957,901867,0,0
385010000,395792000,384996000,385010000,0,0,0,0,0,0,1,43,1,8165,8581,812,723,1666051,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,2,19,36,1,9488,9972,3416,945,713243,3,0
385020000,395802000,385006000,385020000,0,0,0,0,0,2,12,31,1,8454,8885,1723,548,1436100,1,2
385020000,395802000,385006000,385020000,0,0,0,0,0,2,7,22,2,-2265,-2380,2143,942,200737,2,28
385020000,395802000,385006000,385020000,0,0,0,0,0,2,33,33,1,-3358,-3529,3424,153,728059,3,0
385020000,395802000,385006000,385020000,0,0,0,0,0,2,29,48,2,4027,4233,3932,972,1771099,3,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,23,25,1,-13655,-14352,275,711,565174,0,17
385020000,395802000,385006000,385020000,0,0,0,0,0,0,12,27,1,-8801,-9250,414,638,849979,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,31,29,1,12417,13050,329,780,676013,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,25,27,1,-1511,-1588,1020,352,2091707,0,2
385020000,395802000,385006000,385020000,0,0,0,0,0,0,32,39,1,2743,2883,582,739,1194583,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,28,44,1,2534,2663,110,719,226940,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,2,47,1,-170,-178,440,155,902313,0,0
385020000,395802000,385006000,385020000,0,0,0,0,0,0,1,42,1,8137,8552,801,595,1643244,0,0
385030000,395812000,385016000,385030000,0,0,0,0,0,2,30,19,1,-1740,-1829,1377,439,726581,1,29
385030000,395812000,385016000,385030000,0,0,0,0,0,2,19,36,1,9487,9970,3403,994,686691,3,0
385030000,395812000,385016000,385030000,0,0,0,0,0,2,12,32,1,8432,8862,1712,9,1412470,1,2
385030000,395812000,385016000,385030000,0,0,0,0,0,2,7,22,2,-2387,-2509,2147,139,207330,2,25
385030000,395812000,385016000,385030000,0,0,0,0,0,2,33,32,1,-3379,-3552,3428,765,737483,3,0
385030000,395812000,385016000,385030000,0,0,0,0,0,2,29,48,1,4025,4231,3927,462,1759827,3,0
385030000,395812000,385016000,385030000,0,0,0,0,0,0,10,28,2,-5711,-6002,822,873,1686850,0,11
385030000,395812000,385016000,385030000,0,0,0,0,0,0,31,29,1,12394,13026,312,838,641280,0,5
385030000,395812000,385016000,385030000,0,0,0,0,0,0,25,26,1,-1540,-1618,1022,406,2095915,0,22
385030000,395812000,385016000,385030000,0,0,0,0,0,0,32,40,1,2737,2876,578,1003,1186910,0,0
385030000,395812000,385016000,385030000,0,0,0,0,0,0,28,44,1,2513,2641,107,262,219875,0,0
385030000,395812000,385016000,385030000,0,0,0,0,0,0,2,46,1,-189,-199,440,404,902811,0,0
385030000,395812000,385016000,385030000,0,0,0,0,0,0,1,43,1,8109,8523,790,503,1620509,0,0
385040000,395822000,385026000,385040000,0,0,0,0,0,2,19,36,1,9492,9976,3391,18,660138,3,0
385040000,395822000,385026000,385040000,0,0,0,0,0,2,12,32,1,8418,8847,1700,522,1388897,1,2
385040000,395822000,385026000,385040000,0,0,0,0,0,2,7,23,2,-2369,-2490,2150,332,213866,2,25
385040000,395822000,385026000,385040000,0,0,0,0,0,2,33,32,1,-3394,-3567,3433,378,746958,3,0
385040000,395822000,385026000,385040000,0,0,0,0,0,2,29,48,1,4029,4234,3921,976,1748557,3,0
385040000,395822000,385026000,385040000,0,0,0,0,0,0,26,27,2,20647,21700,193,846,397344,0,12
385040000,395822000,385026000,385040000,0,0,0,0,0,0,31,29,1,12380,13012,295,929,606611,0,0
385040000,395822000,385026000,385040000,0,0,0,0,0,0,25,25,1,-1571,-1651,1,543,3137,0,21
385040000,395822000,385026000,385040000,0,0,0,0,0,0,32,40,1,2736,2876,575,251,1179255,0,0
385040000,395822000,385026000,385040000,0,0,0,0,0,0,28,44,1,2497,2624,103,857,212867,0,0
385040000,395822000,385026000,385040000,0,0,0,0,0,0,2,46,1,-204,-215,440,678,903360,0,0
385040000,395822000,385026000,385040000,0,0,0,0,0,0,1,43,1,8088,8501,779,446,1597846,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,2,19,37,1,9491,9976,309,67,633587,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,2,12,33,1,8396,8824,2712,28,1365358,2,1
385050000,395832000,385036000,385050000,0,0,0,0,0,2,7,25,2,-2335,-2455,3176,540,220433,3,27
385050000,395832000,385036000,385050000,0,0,0,0,0,2,33,33,2,-3411,-3586,369,17,756486,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,2,29,48,1,4027,4232,847,469,1737292,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,0,26,25,2,20638,21691,165,675,339603,0,20
385050000,395832000,385036000,385050000,0,0,0,0,0,0,31,27,1,12358,12989,279,27,572007,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,0,32,40,1,2727,2866,571,533,1171620,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,0,28,45,1,2476,2603,100,454,205911,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,0,2,46,1,-224,-236,440,978,903960,0,0
385050000,395832000,385036000,385050000,0,0,0,0,0,0,1,43,1,8060,8472,768,427,1575258,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,2,27,18,2,9290,9764,304,798,624799,0,28
385060000,395842000,385046000,385060000,0,0,0,0,0,2,19,37,1,9491,9975,296,116,607034,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,2,12,33,1,8377,8804,2700,596,1341896,2,0
385060000,395842000,385046000,385060000,0,0,0,0,0,2,7,23,2,-2362,-2482,3179,737,226976,3,25
385060000,395842000,385046000,385060000,0,0,0,0,0,2,33,32,2,-3431,-3606,373,697,766048,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,2,29,48,2,4025,4230,841,987,1726028,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,0,10,28,2,-5784,-6079,846,389,1735081,0,11
385060000,395842000,385046000,385060000,0,0,0,0,0,0,31,26,1,12334,12963,262,175,537452,0,2
385060000,395842000,385046000,385060000,0,0,0,0,0,0,32,41,1,2721,2860,567,824,1164002,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,0,28,45,1,2455,2581,97,79,199010,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,0,2,46,1,-244,-256,441,282,904616,0,0
385060000,395842000,385046000,385060000,0,0,0,0,0,0,1,43,1,8035,8445,757,442,1552738,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,2,19,37,1,9492,9977,283,160,580472,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,2,12,33,1,8352,8778,2689,172,1318497,2,0
385070000,395852000,385056000,385070000,0,0,0,0,0,2,7,24,2,-2366,-2487,3182,892,233438,3,25
385070000,395852000,385056000,385070000,0,0,0,0,0,2,33,30,1,-3445,-3621,378,370,775643,0,2
385070000,395852000,385056000,385070000,0,0,0,0,0,2,29,48,1,4024,4229,836,481,1714765,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,0,12,29,1,-8906,-9360,475,3,973757,0,9
385070000,395852000,385056000,385070000,0,0,0,0,0,0,31,25,1,12316,12944,245,288,502829,0,22
385070000,395852000,385056000,385070000,0,0,0,0,0,0,25,26,1,-1664,-1749,8,224,16849,0,22
385070000,395852000,385056000,385070000,0,0,0,0,0,0,32,40,1,2714,2853,564,99,1156401,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,0,28,45,1,2437,2561,93,757,192167,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,0,2,47,1,-262,-276,441,635,905322,0,0
385070000,395852000,385056000,385070000,0,0,0,0,0,0,1,42,1,8008,8416,746,494,1530292,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,2,19,37,1,9494,9978,270,203,553907,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,2,12,33,1,8334,8760,2677,793,1295140,2,1
385080000,395862000,385066000,385080000,0,0,0,0,0,2,7,23,2,-2338,-2457,3186,73,239996,3,25
385080000,395862000,385066000,385080000,0,0,0,0,0,2,33,29,1,-3463,-3640,383,72,785296,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,2,29,48,1,4024,4230,830,999,1703503,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,0,12,30,1,-8925,-9380,487,194,998740,0,15
385080000,395862000,385066000,385080000,0,0,0,0,0,0,31,30,1,12296,12924,228,540,468482,0,14
385080000,395862000,385066000,385080000,0,0,0,0,0,0,32,40,1,2709,2847,560,406,1148815,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,0,28,45,1,2418,2541,90,437,185376,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,0,2,46,1,-280,-294,441,1013,906080,0,0
385080000,395862000,385066000,385080000,0,0,0,0,0,0,1,42,1,7983,8390,735,582,1507917,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,2,19,36,1,9495,9979,257,241,527334,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,2,12,33,1,8316,8741,2666,415,1271833,2,0
385090000,395872000,385076000,385090000,0,0,0,0,0,2,7,23,1,-2338,-2457,3189,299,246600,3,25
385090000,395872000,385076000,385090000,0,0,0,0,0,2,33,29,2,-3482,-3660,387,827,795008,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,2,29,47,1,4024,4229,825,494,1692241,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,0,10,27,2,-5868,-6167,870,187,1783878,0,17
385090000,395872000,385076000,385090000,0,0,0,0,0,0,23,25,2,-13715,-14415,406,513,833329,0,23
385090000,395872000,385076000,385090000,0,0,0,0,0,0,12,32,1,-8944,-9400,499,410,1023772,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,0,31,32,1,12280,12906,211,833,434219,0,2
385090000,395872000,385076000,385090000,0,0,0,0,0,0,25,26,1,-1733,-1821,12,870,26342,0,21
385090000,395872000,385076000,385090000,0,0,0,0,0,0,32,41,1,2701,2839,556,721,1141246,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,0,28,46,1,2398,2521,87,141,178634,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,0,2,46,1,-298,-313,442,390,906883,0,0
385090000,395872000,385076000,385090000,0,0,0,0,0,0,1,41,1,7958,8364,724,705,1485613,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,2,30,27,2,-1883,-1979,2417,854,762261,2,14
385100000,395882000,385086000,385100000,0,0,0,0,0,2,27,22,2,9173,9641,254,819,522341,0,26
385100000,395882000,385086000,385100000,0,0,0,0,0,2,19,36,1,9496,9981,244,279,500760,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,2,12,34,1,8296,8719,2655,77,1248606,2,0
385100000,395882000,385086000,385100000,0,0,0,0,0,2,7,22,2,-2313,-2431,3192,487,253127,3,25
385100000,395882000,385086000,385100000,0,0,0,0,0,2,33,28,2,-3496,-3674,392,597,804797,0,2
385100000,395882000,385086000,385100000,0,0,0,0,0,2,29,47,1,4025,4230,819,1013,1680981,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,0,23,27,2,-13718,-14418,425,302,871856,0,11
385100000,395882000,385086000,385100000,0,0,0,0,0,0,12,33,1,-8962,-9419,511,638,1048830,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,0,31,33,1,12255,12881,195,80,399912,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,0,25,26,2,-1757,-1847,15,259,31270,0,11
385100000,395882000,385086000,385100000,0,0,0,0,0,0,32,42,1,2697,2835,553,22,1133696,0,0
385100000,395882000,385086000,385100000,0,0,0,0,0,0,28,46,1,2380,2501,83,900,171952,0,0
