rcvTow,week,leapS,numMeas,prMes,cpMes,doMes,gnssId,svId,freqId,locktime,cno,prStd,cpStd,doStd
391551.991,2383,18,27,21244905.05838203,86994340.81707163,1399.713134765625,0,23,0,9080,38,,,
391551.991,2383,18,27,21437689.264285438,87783753.02393864,1817.83251953125,0,18,0,9080,48,,,
391551.991,2383,18,27,20967562.790271178,86992569.04862924,-3477.0556640625,6,255,2,9100,44,,,
391551.991,2383,18,27,16971805.566679273,70464070.38298671,665.310546875,6,22,4,9080,42,,,
391551.991,2383,18,27,16772774.994260186,69833519.99217418,-1504.027587890625,6,7,12,9120,43,,,
391551.991,2383,18,27,17436815.125840083,72623674.74549158,1527.6405029296875,6,8,13,9080,40,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,,,,,,,,,,,
391552.991,2383,18,29,19847222.914331477,105908587.123365,-4261.1181640625,6,6,3,10100,34,,,
391552.991,2383,18,29,16971640.373704433,90595783.80069835,854.632568359375,6,22,4,10140,48,,,
391552.991,2383,18,29,19140230.317312103,102387311.00378384,2928.1796875,6,23,10,10080,49,,,
391552.991,2383,18,29,16773131.848420927,89787856.50786848,-1934.343017578125,6,7,12,10120,44,,,
391552.991,2383,18,29,17436437.0064252,93371332.3256903,1962.958251953125,6,8,13,10080,43,,,
391552.991,2383,18,29,20968393.19566738,111852031.78705725,-4470.6787109375,6,255,2,10100,43,,,
391552.991,2383,18,29,18039935.845931605,94800507.13205454,400.0121765136719,0,29,0,4920,46,,,
391552.991,2383,18,29,24072055.799890373,126499506.87133186,-2153.125,2,30,0,1000,31,,,
391552.991,2383,18,29,18501176.98317674,97224337.96466404,-1916.127685546875,0,5,0,4920,51,,,
391552.991,2383,18,29,21405426.370235696,112486274.74613379,347.66064453125,2,34,0,1000,52,,,
391552.991,2383,18,29,25392296.51322332,102244255.49470797,-343.032958984375,2,27,0,10120,44,,,
391552.991,2383,18,29,24072051.29564017,96928174.17436399,-1649.698974609375,2,30,0,8240,28,,,
391552.991,2383,18,29,18501176.113946494,75759224.2893011,-1493.044921875,0,5,0,10000,46,,,
391552.991,2383,18,29,18039933.070579175,73870520.891475,311.920166015625,0,29,0,10000,41,,,
391552.991,2383,18,29,21244563.50485141,86992941.17941983,1399.90234375,0,23,0,10080,38,,,
391552.991,2383,18,29,21437245.443125542,87781935.39743598,1817.8262939453125,0,18,0,10080,48,,,
391552.991,2383,18,29,20968400.714198396,86996046.31894277,-3477.36474609375,6,255,2,10100,44,,,
391552.991,2383,18,29,16971644.93533095,70463405.41336346,664.923583984375,6,22,4,10080,42,,,
391552.991,2383,18,29,16773136.03835781,69835024.34310949,-1504.4923095703125,6,7,12,10120,43,,,
391552.991,2383,18,29,17436448.134917654,72622147.73275185,1527.0816650390625,6,8,13,10080,40,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
391553.991,2383,18,29,,,,,,,,,,,
