message_type,timestamp,version,invalidLlh,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,lon_full,lat_full,height_full
HPPOSLLH,2025-09-18T21:57:34.750618+00:00,0,0,424507.000000000,-81.079560400,29.227770700,-21.554000000,8.878000000,-0.000000020,-0.000000018,0.400000000,-0.300000000,4040.200000000,10136.000000000,-81.079560420,29.227770682,-21.553600000
HPPOSLLH,2025-09-18T21:57:34.751213+00:00,0,0,424508.000000000,-81.079560800,29.227771200,-21.365000000,9.066000000,-0.000000003,0.000000050,0.200000000,0.500000000,4035.600000000,10124.400000000,-81.079560803,29.227771250,-21.364800000
HPPOSLLH,2025-09-18T21:57:34.751783+00:00,0,0,424509.000000000,-81.079561200,29.227771900,-21.162000000,9.270000000,-0.000000043,0.000000031,0.300000000,-0.400000000,4029.600000000,10109.800000000,-81.079561243,29.227771931,-21.161700000
HPPOSLLH,2025-09-18T21:57:34.752383+00:00,0,0,424510.000000000,-81.079561700,29.227772500,-21.004000000,9.427000000,0.000000034,0.000000013,-0.200000000,0.100000000,4022.200000000,10092.400000000,-81.079561666,29.227772513,-21.004200000
HPPOSLLH,2025-09-18T21:57:34.752945+00:00,0,0,424511.000000000,-81.079562100,29.227773000,-20.842000000,9.590000000,0.000000028,-0.000000043,0.500000000,-0.200000000,4014.800000000,10077.300000000,-81.079562072,29.227772957,-20.841500000
HPPOSLLH,2025-09-18T21:57:34.753505+00:00,0,0,424512.000000000,-81.079562400,29.227773400,-20.687000000,9.745000000,-0.000000047,-0.000000004,0.400000000,-0.300000000,4007.200000000,10060.800000000,-81.079562447,29.227773396,-20.686600000
HPPOSLLH,2025-09-18T21:57:34.754061+00:00,0,0,424513.000000000,-81.079562800,29.227773900,-20.521000000,9.911000000,-0.000000031,0.000000001,0.300000000,-0.400000000,4001.800000000,10052.500000000,-81.079562831,29.227773901,-20.520700000
HPPOSLLH,2025-09-18T21:57:34.754617+00:00,0,0,424514.000000000,-81.079563300,29.227774300,-20.334000000,10.097000000,0.000000049,0.000000044,0.000000000,0.300000000,3997.600000000,10047.400000000,-81.079563251,29.227774344,-20.334000000
HPPOSLLH,2025-09-18T21:57:34.755172+00:00,0,0,424515.000000000,-81.079563700,29.227774800,-20.155000000,10.276000000,-0.000000028,-0.000000007,-0.300000000,0.000000000,3993.500000000,10042.500000000,-81.079563728,29.227774793,-20.155300000
HPPOSLLH,2025-09-18T21:57:34.755738+00:00,0,0,424516.000000000,-81.079564000,29.227775100,-20.015000000,10.416000000,-0.000000029,0.000000015,-0.300000000,0.100000000,3989.200000000,10034.300000000,-81.079564029,29.227775115,-20.015300000
HPPOSLLH,2025-09-18T21:57:34.756300+00:00,0,0,424517.000000000,-81.079564400,29.227775400,-19.844000000,10.587000000,-0.000000045,0.000000045,0.200000000,0.500000000,3986.100000000,10027.500000000,-81.079564445,29.227775445,-19.843800000
HPPOSLLH,2025-09-18T21:57:34.756855+00:00,0,0,424518.000000000,-81.079564900,29.227775800,-19.629000000,10.802000000,-0.000000007,0.000000017,-0.200000000,0.200000000,3985.600000000,10029.400000000,-81.079564907,29.227775817,-19.629200000
HPPOSLLH,2025-09-18T21:57:34.757407+00:00,0,0,424519.000000000,-81.079565300,29.227776100,-19.451000000,10.981000000,0.000000036,-0.000000013,0.400000000,-0.300000000,3983.600000000,10026.200000000,-81.079565264,29.227776087,-19.450600000
HPPOSLLH,2025-09-18T21:57:34.757967+00:00,0,0,424520.000000000,-81.079565700,29.227776400,-19.271000000,11.160000000,-0.000000035,-0.000000034,-0.300000000,0.000000000,3981.700000000,10024.900000000,-81.079565735,29.227776366,-19.271300000
HPPOSLLH,2025-09-18T21:57:34.758532+00:00,0,0,424521.000000000,-81.079566100,29.227776600,-19.118000000,11.314000000,0.000000016,-0.000000028,0.400000000,-0.300000000,3979.600000000,10022.200000000,-81.079566084,29.227776572,-19.117600000
HPPOSLLH,2025-09-18T21:57:34.759090+00:00,0,0,424522.000000000,-81.079566400,29.227776800,-18.953000000,11.478000000,-0.000000037,0.000000012,-0.200000000,0.100000000,3977.600000000,10019.600000000,-81.079566437,29.227776812,-18.953200000
HPPOSLLH,2025-09-18T21:57:34.759740+00:00,0,0,424523.000000000,-81.079566800,29.227776900,-18.814000000,11.617000000,0.000000001,0.000000041,0.200000000,0.500000000,3975.600000000,10017.200000000,-81.079566799,29.227776941,-18.813800000
HPPOSLLH,2025-09-18T21:57:34.760348+00:00,0,0,424524.000000000,-81.079567200,29.227777200,-18.639000000,11.792000000,-0.000000035,-0.000000013,0.100000000,0.400000000,3973.200000000,10011.800000000,-81.079567235,29.227777187,-18.638900000
HPPOSLLH,2025-09-18T21:57:34.761121+00:00,0,0,424525.000000000,-81.079567700,29.227777500,-18.410000000,12.022000000,0.000000012,-0.000000003,0.300000000,-0.300000000,3971.000000000,10006.500000000,-81.079567688,29.227777497,-18.409700000
