timestamp_utc,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,invalidLlh,lon_full_deg,lat_full_deg,height_full_m,hMSL_full_m
,82835000,-810796151,292279413,5332,35763,16,-17,-1,4,128774,117098,False,-81.079615084,29.227941282999996,5.3319,35.7634
2025-09-28T23:00:17.000278+00:00,82840000,-810796107,292279206,3956,34387,31,-30,-2,3,116092,105187,False,-81.07961066899999,29.22792057,3.9558,34.3873
2025-09-28T23:00:22.000279+00:00,82845000,-810796057,292278990,2992,33423,28,-17,-4,1,98484,88410,False,-81.079605672,29.227898982999996,2.9916,33.423100000000005
2025-09-28T23:00:27.000280+00:00,82850000,-810796062,292278961,3171,33602,-27,-15,-5,0,85507,77154,False,-81.079606227,29.227896084999998,3.1704999999999997,33.602
2025-09-28T23:00:32.000281+00:00,82855000,-810796070,292278953,3353,33784,-43,3,0,5,76597,69487,False,-81.079607043,29.227895303,3.353,33.7845
2025-09-28T23:00:37.000282+00:00,82860000,-810796056,292278875,3166,33598,25,-20,4,-1,71186,64444,False,-81.07960557499999,29.227887479999996,3.1664,33.597899999999996
2025-09-28T23:00:42.000283+00:00,82865000,-810796032,292278801,2899,33330,-16,39,-3,2,66502,59663,False,-81.079603216,29.227880139,2.8987,33.3302
2025-09-28T23:00:47.000284+00:00,82870000,-810796000,292278728,2521,32952,-9,-18,-1,3,62586,55267,False,-81.079600009,29.227872782,2.5208999999999997,32.9523
2025-09-28T23:00:52.000285+00:00,82875000,-810796004,292278752,2910,33342,-39,-28,2,-3,59022,52457,False,-81.07960043899999,29.227875172,2.9102,33.341699999999996
2025-09-28T23:00:57.000286+00:00,82880000,-810795961,292278644,2359,32790,-40,7,-1,3,56677,50552,False,-81.07959614,29.227864407,2.3588999999999998,32.7903
2025-09-28T23:01:02.000287+00:00,82885000,-810795934,292278561,2045,32476,-16,-28,-3,1,53578,49074,False,-81.079593416,29.227856072,2.0446999999999997,32.4761
2025-09-28T23:01:07.000288+00:00,82890000,-810795909,292278490,1789,32221,-46,36,3,-3,50644,47695,False,-81.079590946,29.227849036,1.7893,32.220699999999994
2025-09-28T23:01:12.000289+00:00,82895000,-810795883,292278415,1457,31888,-34,24,-1,3,48152,45920,False,-81.079588334,29.227841524,1.4569,31.8883
2025-09-28T23:01:17.000290+00:00,82900000,-810795870,292278379,1344,31775,32,-47,0,3,46232,44871,False,-81.07958696799999,29.227837852999997,1.344,31.775299999999998
2025-09-28T23:01:22.000291+00:00,82905000,-810795868,292278363,1400,31832,-10,-4,3,-3,44587,44013,False,-81.07958681,29.227836296,1.4002999999999999,31.8317
2025-09-28T23:01:27.000292+00:00,82910000,-810795862,292278325,1281,31712,-37,45,-1,2,43265,43080,False,-81.079586237,29.227832545,1.2809,31.7122
2025-09-28T23:01:32.000293+00:00,82915000,-810795863,292278298,1321,31752,-28,-49,1,5,42641,42571,False,-81.079586328,29.227829750999998,1.3211,31.752499999999998
2025-09-28T23:01:37.000294+00:00,82920000,-810795867,292278275,1277,31708,-15,-35,0,4,42486,42512,False,-81.07958671499999,29.227827465,1.277,31.708399999999997
2025-09-28T23:01:42.000295+00:00,82925000,-810795875,292278266,1412,31844,-7,2,5,-1,42420,42560,False,-81.079587507,29.227826602,1.4124999999999999,31.8439
2025-09-28T23:01:47.000295+00:00,82930000,-810795871,292278242,1253,31684,37,-32,-3,1,42540,42823,False,-81.07958706299999,29.227824167999998,1.2527,31.6841
2025-09-28T23:01:52.000296+00:00,82935000,-810795870,292278228,1222,31653,1,-12,-2,2,42673,43314,False,-81.07958699899999,29.227822787999997,1.2218,31.6532
2025-09-28T23:01:57.000297+00:00,82940000,-810795866,292278213,1194,31625,-25,45,-5,-1,42829,43868,False,-81.079586625,29.227821345,1.1935,31.6249
2025-09-28T23:02:02.000298+00:00,82945000,-810795865,292278199,1200,31632,24,9,4,-2,42720,44119,False,-81.07958647599999,29.227819909,1.2004,31.631800000000002
2025-09-28T23:02:07.000299+00:00,82950000,-810795858,292278180,1050,31481,-1,7,-2,2,42671,44212,False,-81.079585801,29.227818007,1.0498,31.4812
2025-09-28T23:02:12.000300+00:00,82955000,-810795860,292278182,1134,31565,-41,35,-1,3,42558,44206,False,-81.079586041,29.227818234999997,1.1339,31.5653
2025-09-28T23:02:17.000301+00:00,82960000,-810795865,292278190,1307,31738,-36,-12,0,3,41645,43877,False,-81.079586536,29.227818988,1.307,31.7383
2025-09-28T23:02:22.000302+00:00,82965000,-810795874,292278194,1479,31911,-7,-36,5,-2,40255,43333,False,-81.07958740699999,29.227819364,1.4795,31.910800000000002
2025-09-28T23:02:27.000303+00:00,82970000,-810795881,292278193,1569,32001,-41,37,3,-4,38848,42572,False,-81.079588141,29.227819337,1.5693,32.0006
2025-09-28T23:02:32.000304+00:00,82975000,-810795880,292278178,1436,31868,9,-19,4,-2,37784,41940,False,-81.079587991,29.227817781,1.4364,31.8678
