timestamp_utc,iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,pAcc,invalidEcef,ecefX_full_m,ecefY_full_m,ecefZ_full_m
,92470000,86377841,-550316544,309595643,41,10,41,234995,False,863778.4141,-5503165.439,3095956.4341
2025-09-29T01:40:52.000182+00:00,92475000,86377879,-550316596,309596137,-27,8,-5,195957,False,863778.7873000001,-5503165.9592,3095961.3695
2025-09-29T01:40:57.000183+00:00,92480000,86377991,-550316452,309595824,-28,-23,-24,185632,False,863779.9072,-5503164.522299999,3095958.2376
2025-09-29T01:41:02.000184+00:00,92485000,86378130,-550316413,309595363,-5,-2,37,184159,False,863781.2995000001,-5503164.1302,3095953.6336999997
2025-09-29T01:41:07.000185+00:00,92490000,86378121,-550316282,309595373,-1,27,46,92530,False,863781.2099,-5503162.8173,3095953.7346
2025-09-29T01:41:12.000185+00:00,92495000,86378111,-550316297,309595385,-37,-47,-5,63126,False,863781.1063,-5503162.9747,3095953.8495
2025-09-29T01:41:17.000186+00:00,92500000,86378118,-550316339,309595444,3,-26,49,53414,False,863781.1803,-5503163.3926,3095954.4449
2025-09-29T01:41:22.000187+00:00,92505000,86378129,-550316372,309595484,18,-41,-27,47860,False,863781.2918,-5503163.724099999,3095954.8373
2025-09-29T01:41:27.000188+00:00,92510000,86378135,-550316394,309595518,-48,-19,9,44272,False,863781.3452,-5503163.9419,3095955.1809
2025-09-29T01:41:32.000189+00:00,92515000,86378143,-550316409,309595532,3,32,-14,41802,False,863781.4303,-5503164.0868,3095955.3186
2025-09-29T01:41:37.000190+00:00,92520000,86378152,-550316415,309595543,-47,-2,-33,39997,False,863781.5153,-5503164.1502,3095955.4267
2025-09-29T01:41:42.000191+00:00,92525000,86378166,-550316417,309595527,38,-11,28,38719,False,863781.6638,-5503164.1711,3095955.2728
2025-09-29T01:41:47.000191+00:00,92530000,86378178,-550316415,309595519,44,-17,-39,37244,False,863781.7844,-5503164.1517,3095955.1861
2025-09-29T01:41:52.000192+00:00,92535000,86378183,-550316409,309595536,-42,8,-44,36425,False,863781.8258,-5503164.0892,3095955.3556
2025-09-29T01:41:57.000193+00:00,92540000,86378192,-550316405,309595525,23,6,35,35963,False,863781.9223000001,-5503164.0494,3095955.2535
2025-09-29T01:42:02.000194+00:00,92545000,86378191,-550316394,309595554,10,26,7,35412,False,863781.9110000001,-5503163.9374,3095955.5407000002
2025-09-29T01:42:07.000195+00:00,92550000,86378190,-550316380,309595584,8,-14,18,34759,False,863781.9008000001,-5503163.8014,3095955.8418
2025-09-29T01:42:12.000196+00:00,92555000,86378194,-550316362,309595595,-21,24,-11,34485,False,863781.9378999999,-5503163.6176,3095955.9489
2025-09-29T01:42:17.000197+00:00,92560000,86378190,-550316353,309595641,-32,29,11,34252,False,863781.8968,-5503163.5271000005,3095956.4111
2025-09-29T01:42:22.000197+00:00,92565000,86378196,-550316348,309595652,34,-3,-35,34152,False,863781.9634,-5503163.480300001,3095956.5165
2025-09-29T01:42:27.000198+00:00,92570000,86378200,-550316345,309595667,22,41,-49,34032,False,863782.0022,-5503163.445900001,3095956.6651
2025-09-29T01:42:32.000199+00:00,92575000,86378205,-550316347,309595665,22,-19,-9,33484,False,863782.0522,-5503163.471899999,3095956.6491
2025-09-29T01:42:37.000200+00:00,92580000,86378209,-550316351,309595669,-2,27,-23,32923,False,863782.0898,-5503163.5073,3095956.6877
2025-09-29T01:42:42.000201+00:00,92585000,86378214,-550316362,309595662,45,2,44,32829,False,863782.1445,-5503163.6198,3095956.6244
2025-09-29T01:42:47.000202+00:00,92590000,86378201,-550316398,309595728,-4,15,-33,31718,False,863782.0096,-5503163.9785,3095957.2767
2025-09-29T01:42:52.000203+00:00,92595000,86378187,-550316411,309595797,-27,-33,18,30725,False,863781.8673,-5503164.1133,3095957.9718000004
2025-09-29T01:42:57.000204+00:00,92600000,86378171,-550316416,309595875,46,-28,42,30299,False,863781.7146,-5503164.1628,3095958.7542
2025-09-29T01:43:02.000204+00:00,92605000,86378158,-550316413,309595946,-1,5,48,29980,False,863781.5799,-5503164.1295,3095959.4648
2025-09-29T01:43:07.000205+00:00,92610000,86378145,-550316415,309596022,-23,38,-18,29722,False,863781.4476999999,-5503164.1462,3095960.2182
2025-09-29T01:43:12.000206+00:00,92615000,86378133,-550316416,309596090,-31,14,-15,29524,False,863781.3269,-5503164.1586,3095960.8985
2025-09-29T01:43:17.000207+00:00,92620000,86378128,-550316421,309596134,23,-45,-35,29380,False,863781.2823000001,-5503164.2145,3095961.3364999997
2025-09-29T01:43:22.000208+00:00,92625000,86378115,-550316421,309596203,23,-35,-25,29256,False,863781.1523000001,-5503164.2135,3095962.0275
2025-09-29T01:43:27.000209+00:00,92630000,86378106,-550316427,309596258,-47,-40,-11,29212,False,863781.0553,-5503164.273999999,3095962.5789
2025-09-29T01:43:32.000210+00:00,92635000,86378091,-550316429,309596327,50,18,-16,29114,False,863780.915,-5503164.2882,3095963.2684
