timestamp_utc,iTOW,tAcc,nano,year,month,day,hour,min,sec,valid,validTOW,validWKN,validUTC,authStatus,utcStandard
2025-09-29T00:49:56.000388+00:00,89414000,1049,-388671,2025,9,29,0,49,56,247,True,True,True,3,15
2025-09-29T00:49:58.000389+00:00,89416000,1040,-389053,2025,9,29,0,49,58,247,True,True,True,3,15
2025-09-29T00:50:00.000389+00:00,89418000,1026,-389425,2025,9,29,0,50,0,247,True,True,True,3,15
2025-09-29T00:50:02.000389+00:00,89420000,1022,-389795,2025,9,29,0,50,2,247,True,True,True,3,15
2025-09-29T00:50:04.000390+00:00,89422000,1020,-390166,2025,9,29,0,50,4,247,True,True,True,3,15
2025-09-29T00:50:06.000390+00:00,89424000,1018,-390537,2025,9,29,0,50,6,247,True,True,True,3,15
2025-09-29T00:50:08.000390+00:00,89426000,1017,-390910,2025,9,29,0,50,8,247,True,True,True,3,15
2025-09-29T00:50:10.000391+00:00,89428000,1016,-391282,2025,9,29,0,50,10,247,True,True,True,3,15
2025-09-29T00:50:12.000391+00:00,89430000,1015,-391655,2025,9,29,0,50,12,247,True,True,True,3,15
2025-09-29T00:50:14.000392+00:00,89432000,1014,-392029,2025,9,29,0,50,14,247,True,True,True,3,15
2025-09-29T00:50:16.000392+00:00,89434000,1014,-392403,2025,9,29,0,50,16,247,True,True,True,3,15
2025-09-29T00:50:18.000392+00:00,89436000,1013,-392777,2025,9,29,0,50,18,247,True,True,True,3,15
2025-09-29T00:50:20.000393+00:00,89438000,1013,-393151,2025,9,29,0,50,20,247,True,True,True,3,15
2025-09-29T00:50:22.000393+00:00,89440000,1012,-393526,2025,9,29,0,50,22,247,True,True,True,3,15
2025-09-29T00:50:24.000393+00:00,89442000,1012,-393900,2025,9,29,0,50,24,247,True,True,True,3,15
2025-09-29T00:50:26.000394+00:00,89444000,1012,-394275,2025,9,29,0,50,26,247,True,True,True,3,15
2025-09-29T00:50:28.000394+00:00,89446000,1012,-394650,2025,9,29,0,50,28,247,True,True,True,3,15
2025-09-29T00:50:30.000395+00:00,89448000,1011,-395025,2025,9,29,0,50,30,247,True,True,True,3,15
2025-09-29T00:50:32.000395+00:00,89450000,1011,-395400,2025,9,29,0,50,32,247,True,True,True,3,15
2025-09-29T00:50:34.000395+00:00,89452000,1011,-395776,2025,9,29,0,50,34,247,True,True,True,3,15
2025-09-29T00:50:36.000396+00:00,89454000,1010,-396152,2025,9,29,0,50,36,247,True,True,True,3,15
2025-09-29T00:50:38.000396+00:00,89456000,1010,-396528,2025,9,29,0,50,38,247,True,True,True,3,15
2025-09-29T00:50:40.000396+00:00,89458000,1010,-396904,2025,9,29,0,50,40,247,True,True,True,3,15
2025-09-29T00:50:42.000397+00:00,89460000,1010,-397281,2025,9,29,0,50,42,247,True,True,True,3,15
2025-09-29T00:50:44.000397+00:00,89462000,1009,-397658,2025,9,29,0,50,44,247,True,True,True,3,15
2025-09-29T00:50:46.000398+00:00,89464000,1009,-398034,2025,9,29,0,50,46,247,True,True,True,3,15
2025-09-29T00:50:48.000398+00:00,89466000,1009,-398411,2025,9,29,0,50,48,247,True,True,True,3,15
2025-09-29T00:50:50.000398+00:00,89468000,1009,-398788,2025,9,29,0,50,50,247,True,True,True,3,15
2025-09-29T00:50:52.000399+00:00,89470000,1008,-399165,2025,9,29,0,50,52,247,True,True,True,3,15
2025-09-29T00:50:54.000399+00:00,89472000,1008,-399542,2025,9,29,0,50,54,247,True,True,True,3,15
