timestamp_utc,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc,invalidLlh,lon_full_deg,lat_full_deg,height_full_m,hMSL_full_m
,90671000,-810796418,292279881,-3994,26438,11,-3,2,-2,190401,166891,False,-81.079641789,29.227988096999997,-3.9938000000000002,26.4378
2025-09-29T01:10:53.000473+00:00,90676000,-810796430,292279643,-4187,26244,-8,-45,-2,3,97873,85044,False,-81.07964300799999,29.227964255,-4.187200000000001,26.2443
2025-09-29T01:10:58.000474+00:00,90681000,-810796374,292279435,-6975,23457,-43,-12,3,-2,74035,63025,False,-81.079637443,29.227943487999998,-6.9746999999999995,23.4568
2025-09-29T01:11:03.000475+00:00,90686000,-810796391,292279342,-7999,22433,-5,18,3,-2,62105,51692,False,-81.079639105,29.227934218,-7.9986999999999995,22.4328
2025-09-29T01:11:08.000476+00:00,90691000,-810796371,292279272,-8552,21880,-25,12,4,-1,55133,44965,False,-81.079637125,29.227927212,-8.551599999999999,21.8799
2025-09-29T01:11:13.000476+00:00,90696000,-810796347,292279223,-9028,21403,-5,18,-1,4,50346,40566,False,-81.079634705,29.227922318,-9.0281,21.403399999999998
2025-09-29T01:11:18.000477+00:00,90701000,-810796319,292279154,-9491,20941,5,35,2,-4,47121,37685,False,-81.07963189499999,29.227915434999996,-9.4908,20.9406
2025-09-29T01:11:23.000478+00:00,90706000,-810796277,292279027,-10261,20170,-28,-19,0,5,45202,35717,False,-81.079627728,29.227902680999996,-10.261,20.1705
2025-09-29T01:11:28.000479+00:00,90711000,-810796251,292278923,-10955,19476,-31,-19,-5,0,43568,34287,False,-81.079625131,29.227892280999995,-10.9555,19.476
2025-09-29T01:11:33.000480+00:00,90716000,-810796235,292278835,-11512,18920,49,-19,2,-4,42130,33009,False,-81.079623451,29.227883480999996,-11.511800000000001,18.919600000000003
2025-09-29T01:11:38.000481+00:00,90721000,-810796223,292278752,-11834,18597,10,-17,-4,0,40755,31501,False,-81.07962229,29.227875183,-11.8344,18.597
2025-09-29T01:11:43.000482+00:00,90726000,-810796210,292278672,-11998,18433,42,-36,-3,1,39762,30120,False,-81.079620958,29.227867164,-11.998299999999999,18.4331
2025-09-29T01:11:48.000483+00:00,90731000,-810796198,292278608,-12240,18191,-15,45,-2,2,38964,29035,False,-81.079619815,29.227860845,-12.2402,18.1912
2025-09-29T01:11:53.000484+00:00,90736000,-810796188,292278564,-12480,17951,-35,16,-4,0,38159,28103,False,-81.07961883499999,29.227856416,-12.480400000000001,17.951
2025-09-29T01:11:58.000485+00:00,90741000,-810796183,292278534,-12638,17793,32,5,-4,0,37515,27386,False,-81.07961826799999,29.227853404999998,-12.6384,17.793
2025-09-29T01:12:03.000485+00:00,90746000,-810796177,292278509,-12809,17622,28,-11,-2,2,37040,26810,False,-81.079617672,29.227850889,-12.809199999999999,17.6222
2025-09-29T01:12:08.000486+00:00,90751000,-810796170,292278478,-12987,17444,-28,27,1,5,36828,26337,False,-81.079617028,29.227847826999998,-12.9869,17.444499999999998
2025-09-29T01:12:13.000487+00:00,90756000,-810796162,292278449,-13267,17164,-50,-41,1,5,36600,25940,False,-81.07961624999999,29.227844858999998,-13.2669,17.1645
2025-09-29T01:12:18.000488+00:00,90761000,-810796153,292278417,-13568,16863,-28,43,-5,-1,36428,25639,False,-81.079615328,29.227841743,-13.5685,16.8629
2025-09-29T01:12:23.000489+00:00,90766000,-810796143,292278391,-13850,16581,-12,-23,-2,2,36286,25423,False,-81.079614312,29.227839077,-13.8502,16.5812
2025-09-29T01:12:28.000490+00:00,90771000,-810796131,292278355,-14139,16292,10,-5,-2,1,36145,25191,False,-81.07961309000001,29.227835494999997,-14.139199999999999,16.2921
2025-09-29T01:12:33.000491+00:00,90776000,-810796118,292278320,-14464,15967,-47,-9,-2,2,35929,24987,False,-81.079611847,29.227831991,-14.4642,15.9672
2025-09-29T01:12:38.000492+00:00,90781000,-810796109,292278288,-14727,15704,4,-28,-4,-1,35691,24864,False,-81.07961089599999,29.227828772,-14.727400000000001,15.7039
2025-09-29T01:12:43.000493+00:00,90786000,-810796097,292278254,-14992,15440,4,-45,3,-4,35391,24749,False,-81.07960969599999,29.227825355,-14.991700000000002,15.439599999999999
2025-09-29T01:12:48.000494+00:00,90791000,-810796082,292278219,-15257,15174,-32,-45,-3,1,34943,24610,False,-81.079608232,29.227821855,-15.257299999999999,15.1741
2025-09-29T01:12:53.000495+00:00,90796000,-810796062,292278180,-15559,14872,34,40,-4,0,34514,24512,False,-81.079606166,29.22781804,-15.5594,14.872
2025-09-29T01:12:58.000495+00:00,90801000,-810796042,292278143,-15788,14643,6,32,-4,-1,34071,24409,False,-81.079604194,29.227814331999998,-15.788400000000001,14.642900000000001
2025-09-29T01:13:03.000496+00:00,90806000,-810796019,292278108,-16103,14329,-43,35,5,-2,33685,24397,False,-81.079601943,29.227810835,-16.102500000000003,14.328800000000001
2025-09-29T01:13:08.000497+00:00,90811000,-810796001,292278083,-16403,14028,-43,30,0,4,33451,24558,False,-81.079600143,29.22780833,-16.403,14.028400000000001
2025-09-29T01:13:13.000498+00:00,90816000,-810795987,292278061,-16659,13772,42,-13,0,3,33183,24716,False,-81.079598658,29.227806086999998,-16.659,13.7723
