rcvTOW,ZHD_m,ZWD_m,ZTD_m,ZTD_sigma_m,n_sats,sats_used,PWV_mm
228032.993000,1.930230,19.440314,21.370544,4.130167,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.908848
228033.993000,1.930230,19.447335,21.377565,4.103486,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.941320
228034.993000,1.930230,19.449877,21.380107,4.109349,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.953076
228035.993000,1.930230,19.426623,21.356853,4.057522,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.845528
228036.993000,1.930230,19.382134,21.312364,4.030919,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.639771
228037.993000,1.930230,19.557813,21.488043,4.035504,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.452264
228038.993000,1.930230,19.610657,21.540887,4.053343,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.696658
228039.993000,1.930230,20.091119,22.021349,4.118876,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",92.918730
228040.993000,1.930230,20.863489,22.793719,3.825268,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",96.490841
228041.993000,1.930230,20.896483,22.826713,3.844848,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",96.643435
228042.993000,1.930230,20.775573,22.705803,3.835089,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",96.084240
228043.993000,1.930230,20.671285,22.601515,3.878551,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.601923
228044.993000,1.930230,20.658154,22.588384,3.884448,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.541193
228045.993000,1.930230,20.526166,22.456396,3.889110,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",94.930768
228046.993000,1.930230,20.690745,22.620974,3.892321,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.691920
228047.993000,1.930230,20.725989,22.656219,3.898195,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.854922
228048.993000,1.930230,20.721702,22.651932,3.866032,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.835093
228049.993000,1.930230,20.681853,22.612083,3.890930,16,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G25,G26,G28,G31,G32",95.650799
228050.993000,1.930230,19.555712,21.485942,4.014278,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.442546
228051.993000,1.930230,19.463591,21.393821,4.085273,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.016498
228052.993000,1.930230,19.264220,21.194450,4.092838,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.094437
228053.993000,1.930230,18.939687,20.869917,4.316014,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.593513
228054.993000,1.930230,18.798408,20.728638,4.345550,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.940116
228055.993000,1.930230,18.678401,20.608631,4.324667,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.385101
228056.993000,1.930230,18.610792,20.541022,4.326088,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.072417
228057.993000,1.930230,18.686838,20.617067,4.287106,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.424119
228058.993000,1.930230,18.707614,20.637844,4.312011,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.520206
228059.993000,1.930230,18.623313,20.553543,4.294197,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.130329
228060.993000,1.930230,18.734218,20.664448,4.274165,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.643247
228061.993000,1.930230,18.635464,20.565694,4.201386,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.186522
228062.993000,1.930230,18.617461,20.547691,4.193108,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.103262
228063.993000,1.930230,18.859879,20.790109,4.197268,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.224415
228064.993000,1.930230,18.834346,20.764576,4.185676,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.106325
228065.993000,1.930230,18.892825,20.823055,4.101232,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.376785
228066.993000,1.930230,18.892344,20.822573,4.089188,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.374557
228067.993000,1.930230,18.844067,20.774297,4.081924,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.151284
228068.993000,1.930230,19.005444,20.935674,4.055996,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.897630
228069.993000,1.930230,19.038551,20.968781,4.061070,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.050747
228070.993000,1.930230,19.092831,21.023061,4.065106,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.301782
228071.993000,1.930230,18.989898,20.920128,4.052155,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.825733
228072.993000,1.930230,19.084846,21.015076,4.067562,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.264853
228073.993000,1.930230,19.003324,20.933554,4.058752,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.887826
228074.993000,1.930230,19.901312,21.831542,3.812402,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",92.040900
228075.993000,1.930230,19.813241,21.743471,3.834431,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",91.633586
228076.993000,1.930230,19.684218,21.614448,3.837027,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",91.036870
228077.993000,1.930230,18.957394,20.887624,4.055631,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.675408
228078.993000,1.930230,19.665787,21.596017,3.813425,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.951631
228079.993000,1.930230,19.687613,21.617843,3.814209,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",91.052573
228080.993000,1.930230,19.662388,21.592618,3.804091,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",90.935908
228081.993000,1.930230,18.978002,20.908232,4.047152,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.770716
228082.993000,1.930230,18.921419,20.851649,4.031541,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.509028
228083.993000,1.930230,18.960994,20.891224,4.052478,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.692055
228084.993000,1.930230,18.906790,20.837020,4.060558,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.441370
228085.993000,1.930230,18.944704,20.874934,4.064689,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.616717
228086.993000,1.930230,18.924043,20.854273,4.061365,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.521164
228087.993000,1.930230,18.944645,20.874875,4.061416,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.616443
228088.993000,1.930230,18.932009,20.862239,4.066473,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.558004
228089.993000,1.930230,18.927525,20.857755,4.079101,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.537265
228090.993000,1.930230,18.903844,20.834074,4.074979,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.427743
228091.993000,1.930230,18.926574,20.856804,4.080150,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.532868
228092.993000,1.930230,18.907039,20.837269,4.057715,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.442520
228093.993000,1.930230,19.043796,20.974026,4.091413,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.075004
228094.993000,1.930230,18.910409,20.840639,4.077645,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.458107
228095.993000,1.930230,18.890648,20.820878,4.076787,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.366717
228096.993000,1.930230,18.963678,20.893908,4.078849,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.704469
228097.993000,1.930230,18.814166,20.744396,4.090276,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.012995
228098.993000,1.930230,18.804347,20.734577,4.082238,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",86.967584
228099.993000,1.930230,18.818363,20.748593,4.102371,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.032407
228100.993000,1.930230,18.932173,20.862403,4.108085,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.558762
228101.993000,1.930230,18.961490,20.891720,4.103356,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.694349
228102.993000,1.930230,18.964588,20.894818,4.102276,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.708676
228103.993000,1.930230,18.856327,20.786557,4.086951,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.207985
228104.993000,1.930230,18.963230,20.893460,4.101673,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.702398
228105.993000,1.930230,18.975725,20.905955,4.115017,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.760187
228106.993000,1.930230,18.892888,20.823118,4.101632,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.377075
228107.993000,1.930230,18.934285,20.864515,4.135845,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.568531
228108.993000,1.930230,18.911066,20.841296,4.135044,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.461146
228109.993000,1.930230,19.082468,21.012698,4.160383,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.253857
228110.993000,1.930230,19.156076,21.086306,4.160576,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.594285
228111.993000,1.930230,19.089693,21.019923,4.181203,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.287271
228112.993000,1.930230,19.086740,21.016970,4.186051,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.273616
228113.993000,1.930230,19.019269,20.949499,4.182750,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.961571
228114.993000,1.930230,19.134401,21.064631,4.202835,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.494042
228115.993000,1.930230,19.149623,21.079853,4.184158,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.564438
228116.993000,1.930230,18.988860,20.919090,4.176898,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.820931
228117.993000,1.930230,18.985919,20.916149,4.167677,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.807329
228118.993000,1.930230,18.978064,20.908294,4.170008,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.771001
228119.993000,1.930230,18.929825,20.860055,4.168079,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.547902
228120.993000,1.930230,18.941699,20.871929,4.135410,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.602819
228121.993000,1.930230,18.909837,20.840066,4.137867,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.455459
228122.993000,1.930230,18.877464,20.807694,4.122098,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.305741
228123.993000,1.930230,18.998426,20.928656,4.155500,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.865172
228124.993000,1.930230,18.909111,20.839341,4.143743,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.452105
228125.993000,1.930230,18.904279,20.834509,4.145453,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.429756
228126.993000,1.930230,18.861712,20.791942,4.129349,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.232888
228127.993000,1.930230,18.992307,20.922537,4.155423,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.836876
228128.993000,1.930230,18.945378,20.875608,4.141710,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.619834
228129.993000,1.930230,18.811695,20.741925,4.090338,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.001566
228130.993000,1.930230,18.893957,20.824187,4.096354,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.382018
228131.993000,1.930230,19.025731,20.955961,4.118605,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.991455
228132.993000,1.930230,18.998456,20.928686,4.103148,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.865313
228133.993000,1.930230,18.984654,20.914883,4.068288,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.801478
228134.993000,1.930230,18.989691,20.919920,4.095858,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.824773
228135.993000,1.930230,18.844330,20.774560,4.079174,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.152503
228136.993000,1.930230,18.905065,20.835295,4.099044,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.433392
228137.993000,1.930230,18.977328,20.907558,4.134535,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.767598
228138.993000,1.930230,18.931416,20.861646,4.102482,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.555263
228139.993000,1.930230,18.931855,20.862085,4.110967,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.557292
228140.993000,1.930230,18.939211,20.869441,4.111937,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.591313
228141.993000,1.930230,18.954489,20.884719,4.117536,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.661971
228142.993000,1.930230,18.970105,20.900335,4.127917,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.734194
228143.993000,1.930230,18.943101,20.873331,4.131950,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.609305
228144.993000,1.930230,19.123821,21.054051,4.165344,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.445107
228145.993000,1.930230,19.061209,20.991439,4.163347,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.155536
228146.993000,1.930230,19.058171,20.988401,4.155883,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.141486
228147.993000,1.930230,19.107731,21.037961,4.155418,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.370697
228148.993000,1.930230,19.023370,20.953600,4.150763,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.980536
228149.993000,1.930230,19.024241,20.954471,4.142232,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.984567
228150.993000,1.930230,19.069286,20.999516,4.165837,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.192892
228151.993000,1.930230,19.043264,20.973494,4.168231,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.072545
228152.993000,1.930230,18.918152,20.848382,4.143588,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",87.493919
228153.993000,1.930230,19.032511,20.962741,4.152722,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.022812
228154.993000,1.930230,19.051658,20.981888,4.155894,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.111363
228155.993000,1.930230,19.155531,21.085761,4.192120,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.591763
228156.993000,1.930230,19.076942,21.007172,4.177244,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.228301
228157.993000,1.930230,19.058623,20.988853,4.179064,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.143577
228158.993000,1.930230,19.140986,21.071215,4.197385,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.524492
228159.993000,1.930230,19.086965,21.017195,4.170593,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.274656
228160.993000,1.930230,19.080020,21.010250,4.183977,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.242534
228161.993000,1.930230,19.127931,21.058161,4.180064,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.464116
228162.993000,1.930230,19.117667,21.047897,4.179610,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.416648
228163.993000,1.930230,19.160686,21.090915,4.202302,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.615602
228164.993000,1.930230,19.041266,20.971496,4.158204,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.063304
228165.993000,1.930230,19.198858,21.129088,4.210123,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.792146
228166.993000,1.930230,19.100731,21.030961,4.194220,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.338322
228167.993000,1.930230,19.063443,20.993673,4.192003,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.165869
228168.993000,1.930230,19.217114,21.147344,4.199789,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.876574
228169.993000,1.930230,19.187730,21.117960,4.191707,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.740681
228170.993000,1.930230,19.225445,21.155675,4.185597,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.915107
228171.993000,1.930230,19.306047,21.236277,4.211843,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.287880
228172.993000,1.930230,19.237280,21.167510,4.214908,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.969842
228173.993000,1.930230,19.269907,21.200137,4.227887,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.120737
228174.993000,1.930230,19.305809,21.236039,4.238333,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.286778
228175.993000,1.930230,19.267105,21.197335,4.232603,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.107777
228176.993000,1.930230,19.212767,21.142997,4.240097,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",88.856474
228177.993000,1.930230,19.367462,21.297692,4.249927,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.571914
228178.993000,1.930230,19.285331,21.215561,4.228059,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.192072
228179.993000,1.930230,19.258500,21.188730,4.223082,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.067983
228180.993000,1.930230,19.326029,21.256259,4.228610,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.380295
228181.993000,1.930230,19.349631,21.279861,4.227832,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.489451
228182.993000,1.930230,19.321639,21.251869,4.204553,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.359991
228183.993000,1.930230,19.408782,21.339012,4.216064,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.763016
228184.993000,1.930230,19.274359,21.204589,4.182803,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.141326
228185.993000,1.930230,19.361182,21.291412,4.225911,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.542870
228186.993000,1.930230,19.421578,21.351808,4.216948,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.822197
228187.993000,1.930230,19.266418,21.196648,4.173056,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.104603
228188.993000,1.930230,19.413996,21.344226,4.202169,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.787129
228189.993000,1.930230,19.312656,21.242886,4.189142,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.318447
228190.993000,1.930230,19.282271,21.212501,4.184989,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.177920
228191.993000,1.930230,19.359285,21.289515,4.186799,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.534098
228192.993000,1.930230,19.405019,21.335248,4.198980,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.745610
228193.993000,1.930230,19.273150,21.203380,4.168518,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.135737
228194.993000,1.930230,19.286588,21.216818,4.197328,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.197887
228195.993000,1.930230,19.290886,21.221115,4.180556,17,"E05,E06,E09,E11,E23,E31,E36,G01,G02,G03,G10,G16,G25,G26,G28,G31,G32",89.217760
