timestamp_utc,iTOW,clkB,clkD,tAcc,fAcc
2025-11-25T15:29:02.000148+00:00,228560000,148824,-9,6,525
2025-11-25T15:29:07.000148+00:00,228565000,148786,-6,5,526
2025-11-25T15:29:12.000148+00:00,228570000,148760,-4,5,530
2025-11-25T15:29:17.000148+00:00,228575000,148741,-3,5,525
2025-11-25T15:29:22.000148+00:00,228580000,148728,-2,5,518
2025-11-25T15:29:27.000148+00:00,228585000,148721,-1,5,511
2025-11-25T15:29:32.000148+00:00,228590000,148718,0,4,506
2025-11-25T15:29:37.000148+00:00,228595000,148719,1,4,503
2025-11-25T15:29:42.000148+00:00,228600000,148727,2,4,512
2025-11-25T15:29:47.000148+00:00,228605000,148741,3,4,515
2025-11-25T15:29:52.000148+00:00,228610000,148757,4,4,511
2025-11-25T15:29:57.000148+00:00,228615000,148779,4,4,509
2025-11-25T15:30:02.000148+00:00,228620000,148802,5,4,511
2025-11-25T15:30:07.000148+00:00,228625000,148831,6,4,504
2025-11-25T15:30:12.000148+00:00,228630000,148864,7,4,501
2025-11-25T15:30:17.000148+00:00,228635000,148900,8,4,508
2025-11-25T15:30:22.000148+00:00,228640000,148938,8,4,512
2025-11-25T15:30:27.000148+00:00,228645000,148974,7,4,508
2025-11-25T15:30:32.000149+00:00,228650000,149011,7,4,499
2025-11-25T15:30:37.000149+00:00,228655000,149048,7,4,502
2025-11-25T15:30:42.000149+00:00,228660000,149086,8,4,499
2025-11-25T15:30:47.000149+00:00,228665000,149126,8,4,503
2025-11-25T15:30:52.000149+00:00,228670000,149167,8,4,499
2025-11-25T15:30:57.000149+00:00,228675000,149208,8,4,507
2025-11-25T15:31:02.000149+00:00,228680000,149246,7,4,506
2025-11-25T15:31:07.000149+00:00,228685000,149283,7,4,504
2025-11-25T15:31:12.000149+00:00,228690000,149316,6,4,499
2025-11-25T15:31:17.000149+00:00,228695000,149345,6,4,487
2025-11-25T15:31:22.000149+00:00,228700000,149376,7,4,480
2025-11-25T15:31:27.000149+00:00,228705000,149412,7,4,485
2025-11-25T15:31:32.000149+00:00,228710000,149447,7,4,487
2025-11-25T15:31:37.000149+00:00,228715000,149486,8,4,496
2025-11-25T15:31:42.000149+00:00,228720000,149530,9,4,514
2025-11-25T15:31:47.000149+00:00,228725000,149580,10,4,520
2025-11-25T15:31:52.000149+00:00,228730000,149632,10,4,510
2025-11-25T15:31:57.000149+00:00,228735000,149682,10,4,504
2025-11-25T15:32:02.000149+00:00,228740000,149720,6,4,537
2025-11-25T15:32:07.000149+00:00,228745000,149745,5,4,531
2025-11-25T15:32:12.000149+00:00,228750000,149760,2,4,539
2025-11-25T15:32:17.000149+00:00,228755000,149770,1,4,548
2025-11-25T15:32:22.000149+00:00,228760000,149774,1,4,534
2025-11-25T15:32:27.000149+00:00,228765000,149781,2,4,522
2025-11-25T15:32:32.000149+00:00,228770000,149792,2,4,518
2025-11-25T15:32:37.000149+00:00,228775000,149804,2,4,519
2025-11-25T15:32:42.000149+00:00,228780000,149817,2,4,526
2025-11-25T15:32:47.000149+00:00,228785000,149826,2,4,528
2025-11-25T15:32:52.000149+00:00,228790000,149833,2,4,527
2025-11-25T15:32:57.000149+00:00,228795000,149845,3,4,515
2025-11-25T15:33:02.000149+00:00,228800000,149861,4,4,514
2025-11-25T15:33:07.000149+00:00,228805000,149883,5,4,512
2025-11-25T15:33:12.000149+00:00,228810000,149907,5,4,514
2025-11-25T15:33:17.000149+00:00,228815000,149930,5,4,518
2025-11-25T15:33:22.000149+00:00,228820000,149955,5,4,522
2025-11-25T15:33:27.000149+00:00,228825000,149979,5,4,519
2025-11-25T15:33:32.000149+00:00,228830000,149995,2,4,521
2025-11-25T15:33:37.000150+00:00,228835000,150004,2,4,517
2025-11-25T15:33:42.000150+00:00,228840000,150009,1,4,520
2025-11-25T15:33:47.000150+00:00,228845000,150015,1,4,522
2025-11-25T15:33:52.000150+00:00,228850000,150021,2,4,516
2025-11-25T15:33:57.000150+00:00,228855000,150029,2,4,525
2025-11-25T15:34:02.000150+00:00,228860000,150039,2,4,525
2025-11-25T15:34:07.000150+00:00,228865000,150054,3,4,532
2025-11-25T15:34:12.000150+00:00,228870000,150069,4,4,513
2025-11-25T15:34:17.000150+00:00,228875000,150087,4,4,507
2025-11-25T15:34:22.000150+00:00,228880000,150105,4,4,512
2025-11-25T15:34:27.000150+00:00,228885000,150126,5,4,516
2025-11-25T15:34:32.000150+00:00,228890000,150151,5,4,518
